Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,0.010,+0.70,"2,333",877,1.430,1.440,243,1.42,1.430,1.430,1.430,s,20 Nov 2019,05:00PM,1.430,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,-0.010,-1.85,403,650,0.530,0.540,737,0.54,0.535,0.540,0.530,s,20 Nov 2019,05:00PM,0.530,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,0.005,+7.69,835,"5,395",0.065,0.070,1,0.065,0.070,0.070,0.070,s,20 Nov 2019,05:00PM,0.070,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,-,-,-,2,0.470,0.500,120,0.515,-,-,-,s,20 Nov 2019,05:00PM,-,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198
MAIN MARKET,PROPERTY,'7131,-,-,-,1,0.210,-,-,0.22,-,-,-,s,20 Nov 2019,05:00PM,-,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,-,-,-,38,0.340,0.345,395,0.35,-,-,-,s,20 Nov 2019,05:00PM,-,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,-,-,"4,347",400,0.130,0.135,"9,578",0.135,0.130,0.135,0.130,s,20 Nov 2019,05:00PM,0.135,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481
MAIN MARKET,CONSTRUCTION,'5281,-0.010,-2.35,"3,289",12,0.415,0.420,"1,220",0.425,0.425,0.425,0.415,s,20 Nov 2019,05:00PM,0.415,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,-0.010,-0.46,35,20,2.120,2.170,41,2.18,2.110,2.170,2.110,s,20 Nov 2019,05:00PM,2.170,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148
MAIN MARKET,HEALTH CARE,'7191,-,-,24,48,0.530,0.600,51,0.53,0.530,0.530,0.530,s,20 Nov 2019,05:00PM,0.530,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7146,-,-,-,"2,530",0.095,0.105,"1,000",0.1,-,-,-,s,20 Nov 2019,05:00PM,-,AE MULTI HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6599,-0.030,-1.92,"2,383",684,1.530,1.540,767,1.56,1.540,1.560,1.530,s,20 Nov 2019,05:00PM,1.530,AEON CO. (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599
MAIN MARKET,FINANCIAL SERVICES,'5139,-,-,918,3,14.980,15.000,551,15.0,15.000,15.100,14.900,s,20 Nov 2019,05:00PM,15.000,AEON CREDIT SERVICE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139
MAIN MARKET,FINANCIAL SERVICES,'5185,-0.010,-0.50,"1,887",300,1.990,2.010,810,2.02,2.010,2.020,1.990,s,20 Nov 2019,05:00PM,2.010,AFFIN BANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185
