Unnamed: 0,Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
0,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,-0.02,-1.37,"10,461",603,1.43,1.44,"3,236",1.46,1.45,1.45,1.43,s,21-Oct-19,05:00PM,1.44,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250
1,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,-,-,396,351,0.5,0.51,298,0.5,0.505,0.505,0.5,s,21-Oct-19,05:00PM,0.5,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214
2,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,-0.005,-7.14,718,"1,853",0.065,0.07,950,0.07,0.07,0.07,0.065,s,21-Oct-19,05:00PM,0.065,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086
3,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,-,-,-,100,0.49,0.545,"1,000",0.53,-,-,-,s,21-Oct-19,05:00PM,-,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198
4,MAIN MARKET,PROPERTY,'7131,-,-,-,281,0.21,0.28,70,0.24,-,-,-,s,21-Oct-19,05:00PM,-,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131
5,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,0.005,1.27,"4,506",4,0.395,0.4,24,0.395,0.4,0.4,0.395,s,21-Oct-19,05:00PM,0.4,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120
6,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,-,-,"1,255",20,0.13,0.135,"18,245",0.13,0.13,0.13,0.125,s,21-Oct-19,05:00PM,0.13,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481
7,MAIN MARKET,CONSTRUCTION,'5281,-0.005,-1.12,"9,180","4,473",0.44,0.445,"5,837",0.445,0.445,0.445,0.44,s,21-Oct-19,05:00PM,0.44,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281
8,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,0.07,3.29,"1,638",396,2.12,2.2,20,2.13,2.12,2.2,2.11,s,21-Oct-19,05:00PM,2.2,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148
9,MAIN MARKET,HEALTH CARE,'7191,0.03,5.77,272,150,0.51,0.58,430,0.52,0.52,0.55,0.52,s,21-Oct-19,05:00PM,0.55,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191
10,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7146,-,-,-,"1,080",0.1,0.11,"1,147",0.11,-,-,-,s,21-Oct-19,05:00PM,-,AE MULTI HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146
11,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6599,0.01,0.62,"3,995",133,1.62,1.64,366,1.61,1.61,1.63,1.61,s,21-Oct-19,05:00PM,1.62,AEON CO. (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599
12,MAIN MARKET,FINANCIAL SERVICES,'5139,-0.44,-2.68,315,2,15.92,15.96,2,16.4,15.76,16.4,15.76,s,21-Oct-19,05:00PM,15.96,AEON CREDIT SERVICE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139
13,MAIN MARKET,FINANCIAL SERVICES,'5185,-,-,"2,021",9,1.95,1.96,40,1.95,1.95,1.96,1.94,s,21-Oct-19,05:00PM,1.95,AFFIN BANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185
14,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7315,0.01,8,"27,787",150,0.13,0.135,"4,705",0.125,0.13,0.14,0.13,s,21-Oct-19,05:00PM,0.135,AHB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7315
15,MAIN MARKET,CONSTRUCTION,'7078,-0.005,-1.39,"3,047","1,712",0.35,0.355,41,0.36,0.36,0.36,0.355,s,21-Oct-19,05:00PM,0.355,AHMAD ZAKI RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7078
16,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5099,-,-,"48,477",276,1.9,1.91,"3,449",1.91,1.91,1.93,1.89,s,21-Oct-19,05:00PM,1.91,AIRASIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5099
17,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5238,0.01,6.25,"175,290","72,667",0.17,0.175,"7,735",0.16,0.16,0.18,0.16,s,21-Oct-19,05:00PM,0.17,AIRASIA X BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238
18,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,-0.1,-0.64,176,250,15.6,15.7,111,15.7,15.7,15.8,15.6,s,21-Oct-19,05:00PM,15.6,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
19,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,0.005,1.23,"1,517",313,0.41,0.415,500,0.405,0.405,0.42,0.405,s,21-Oct-19,05:00PM,0.41,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
20,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5116,-,-,236,250,1.47,1.5,14,1.46,1.46,1.47,1.46,s,21-Oct-19,05:00PM,1.46,AL-`AQAR HEALTHCARE REIT,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
21,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5269,-,-,760,2,0.865,0.885,35,0.865,0.865,0.865,0.865,s,21-Oct-19,05:00PM,0.865,AL-SALAM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
22,MAIN MARKET,ENERGY,'5115,-,-,"21,715","42,232",0.09,0.095,"45,099",0.09,0.09,0.095,0.09,s,21-Oct-19,05:00PM,0.09,ALAM MARITIM RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
23,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2674,-,-,-,200,0.435,0.46,30,0.445,-,-,-,s,21-Oct-19,05:00PM,-,ALCOM GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2674
24,MAIN MARKET,FINANCIAL SERVICES,'2488,-0.08,-2.72,"13,937",831,2.85,2.86,562,2.94,2.9,2.94,2.86,s,21-Oct-19,05:00PM,2.86,ALLIANCE BANK MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2488
25,MAIN MARKET,FINANCIAL SERVICES,'1163,0.2,1.45,90,2,13.82,13.9,100,13.8,14,14.08,13.8,s,21-Oct-19,05:00PM,14,ALLIANZ MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1163
26,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2682,-,-,-,202,0.225,0.25,149,0.25,-,-,-,s,21-Oct-19,05:00PM,-,AMALGAMATED INDUSTRIAL STEEL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2682
27,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'4952,-,-,11,333,0.76,0.78,49,0.76,0.795,0.795,0.76,s,21-Oct-19,05:00PM,0.76,AMANAH HARTA TANAH PNB,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4952
28,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5127,-0.005,-0.65,"2,411","2,711",0.76,0.765,"1,457",0.77,0.77,0.77,0.765,s,21-Oct-19,05:00PM,0.765,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
29,MAIN MARKET,PROPERTY,'1007,-0.005,-1.03,260,40,0.48,0.49,210,0.485,0.48,0.48,0.48,s,21-Oct-19,05:00PM,0.48,AMCORP PROPERTIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
30,MAIN MARKET,CONSTRUCTION,'5293,-0.03,-1.86,"57,344",928,1.58,1.59,294,1.61,1.61,1.62,1.56,s,21-Oct-19,05:00PM,1.58,AME ELITE CONSORTIUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
31,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5120,-,-,"1,564","2,299",0.48,0.485,706,0.485,0.485,0.485,0.485,s,21-Oct-19,05:00PM,0.485,AMFIRST REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
32,MAIN MARKET,FINANCIAL SERVICES,'1015,-0.08,-1.99,"14,167",55,3.94,3.95,642,4.02,4,4.01,3.94,s,21-Oct-19,05:00PM,3.94,AMMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
33,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'7031,-,-,100,150,0.615,0.91,30,0.615,0.615,0.615,0.615,s,21-Oct-19,05:00PM,0.615,AMTEL HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
34,MAIN MARKET,PROPERTY,'5959,-,-,-,190,1.04,1.13,100,1.09,-,-,-,s,21-Oct-19,05:00PM,-,AMVERTON BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
35,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6351,-,-,357,50,5.61,5.76,20,5.62,5.62,5.62,5.61,s,21-Oct-19,05:00PM,5.62,AMWAY (MALAYSIA) HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
36,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7083,-,-,30,110,1.1,1.25,200,1.1,1.1,1.1,1.1,s,21-Oct-19,05:00PM,1.1,ANALABS RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
37,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'4758,-0.005,-1,330,790,0.49,0.495,200,0.5,0.5,0.5,0.495,s,21-Oct-19,05:00PM,0.495,ANCOM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
38,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6556,0.02,1.79,"9,778",33,1.13,1.14,"1,186",1.12,1.13,1.14,1.12,s,21-Oct-19,05:00PM,1.14,ANN JOO RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
39,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9342,-0.005,-25,"39,864","352,894",0.015,0.02,"20,609",0.02,0.02,0.02,0.015,s,21-Oct-19,05:00PM,0.015,ANZO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
40,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5568,-0.01,-2.22,325,15,0.44,0.47,80,0.45,0.46,0.46,0.44,s,21-Oct-19,05:00PM,0.44,APB RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
41,MAIN MARKET,FINANCIAL SERVICES,'5088,-,-,-,1,0.805,0.86,80,0.8,-,-,-,s,21-Oct-19,05:00PM,-,APEX EQUITY HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
42,MAIN MARKET,HEALTH CARE,'7090,-0.03,-1.36,"1,253",179,2.18,2.21,140,2.21,2.21,2.21,2.17,s,21-Oct-19,05:00PM,2.18,APEX HEALTHCARE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
43,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5194,-,-,-,"482,988",0.005,0.01,"44,723",0.01,-,-,-,s,21-Oct-19,05:00PM,-,APFT BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
44,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5015,-0.04,-1.77,"2,696",60,2.21,2.27,50,2.26,2.26,2.26,2.22,s,21-Oct-19,05:00PM,2.22,APM AUTOMOTIVE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
45,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6432,-,-,-,29,3.89,3.9,40,3.88,-,-,-,s,21-Oct-19,05:00PM,-,APOLLO FOOD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
46,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7181,-0.01,-2.86,"54,910","1,028",0.34,0.345,"2,119",0.35,0.35,0.355,0.335,s,21-Oct-19,05:00PM,0.34,ARB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
47,MAIN MARKET,PROPERTY,'7007,-,-,-,100,0.26,0.5,161,0.255,-,-,-,s,21-Oct-19,05:00PM,-,ARK RESOURCES HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
48,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7722,-,-,-,20,0.48,0.5,125,0.52,-,-,-,s,21-Oct-19,05:00PM,-,ASIA BRANDS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
49,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7129,-0.04,-1.68,75,20,2.34,2.35,40,2.38,2.33,2.34,2.33,s,21-Oct-19,05:00PM,2.34,ASIA FILE CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
50,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0159,-,-,-,-,-,-,-,0.135,-,-,-,Ss,21-Oct-19,05:00PM,-,ASIA MEDIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
51,MAIN MARKET,PROPERTY,'4057,-,-,"1,270","1,480",0.115,0.12,"13,134",0.115,0.115,0.115,0.115,s,21-Oct-19,05:00PM,0.115,ASIAN PAC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
52,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7162,-0.005,-0.72,"1,700",4,0.69,0.7,150,0.695,0.685,0.69,0.68,s,21-Oct-19,05:00PM,0.69,ASTINO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
53,MAIN MARKET,PLANTATION,'7054,-,-,"1,170",130,0.115,0.12,"1,799",0.115,0.115,0.115,0.115,s,21-Oct-19,05:00PM,0.115,ASTRAL ASIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
54,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6399,0.11,8.4,"41,062","1,239",1.42,1.43,"1,083",1.31,1.32,1.42,1.32,s,21-Oct-19,05:00PM,1.42,ASTRO MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
55,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'8176,-0.01,-0.65,561,110,1.52,1.53,113,1.54,1.54,1.54,1.49,s,21-Oct-19,05:00PM,1.53,ATA IMS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
56,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7048,-,-,-,18,4.06,4.15,5,4.18,-,-,-,s,21-Oct-19,05:00PM,-,ATLAN HOLDINGS BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
57,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5130,0.01,0.95,19,630,1.05,1.06,581,1.05,1.05,1.06,1.05,s,21-Oct-19,05:00PM,1.06,ATRIUM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
58,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7099,-,-,160,287,0.4,0.405,44,0.4,0.405,0.405,0.4,s,21-Oct-19,05:00PM,0.4,ATTA GLOBAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
59,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'8885,0.005,3.23,"46,468","60,790",0.155,0.16,"2,936",0.155,0.155,0.165,0.145,s,21-Oct-19,05:00PM,0.16,AVILLION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
60,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7579,-,-,"11,821",463,0.605,0.61,519,0.61,0.61,0.63,0.605,s,21-Oct-19,05:00PM,0.61,AWC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
61,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6888,0.03,0.71,"13,065",990,4.24,4.25,"26,100",4.22,4.24,4.25,4.21,s,21-Oct-19,05:00PM,4.25,AXIATA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
62,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5106,-,-,"6,206",10,1.79,1.8,"4,619",1.8,1.8,1.8,1.79,s,21-Oct-19,05:00PM,1.8,AXIS REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
63,MAIN MARKET,PROPERTY,'2305,-,-,-,30,3.8,4.1,5,4.0,-,-,-,s,21-Oct-19,05:00PM,-,AYER HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
64,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5021,-,-,181,767,0.285,0.295,182,0.295,0.285,0.295,0.285,s,21-Oct-19,05:00PM,0.295,AYS VENTURES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
65,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7005,-,-,-,148,0.28,0.385,9,0.3,-,-,-,s,21-Oct-19,05:00PM,-,B.I.G. INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
66,MAIN MARKET,ENERGY,'7251,-,-,"8,030","17,230",0.03,0.035,"193,953",0.03,0.035,0.035,0.03,s,21-Oct-19,05:00PM,0.03,BARAKAH OFFSHORE PETROLEUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
67,MAIN MARKET,PLANTATION,'1899,0.02,0.13,193,17,15.58,15.68,1,15.56,15.62,15.62,15.58,s,21-Oct-19,05:00PM,15.58,BATU KAWAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
68,MAIN MARKET,PROPERTY,'6602,-,-,-,300,0.245,0.26,550,0.265,-,-,-,s,21-Oct-19,05:00PM,-,BCB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
69,MAIN MARKET,CONSTRUCTION,'5190,-,-,"6,440",170,0.14,0.145,"5,194",0.145,0.14,0.145,0.135,s,21-Oct-19,05:00PM,0.145,BENALEC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
70,MAIN MARKET,PROPERTY,'3239,-,-,"1,022","1,851",0.295,0.305,138,0.305,0.3,0.305,0.3,s,21-Oct-19,05:00PM,0.305,BERJAYA ASSETS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
71,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3395,-,-,"24,792","84,399",0.235,0.24,"80,311",0.24,0.235,0.24,0.235,s,21-Oct-19,05:00PM,0.24,BERJAYA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
72,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5196,-,-,"3,317",5,1.44,1.48,"3,300",1.48,1.46,1.48,1.44,s,21-Oct-19,05:00PM,1.48,BERJAYA FOOD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
73,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'4219,0.005,2.56,"34,875","29,582",0.195,0.2,"13,392",0.195,0.2,0.2,0.195,s,21-Oct-19,05:00PM,0.2,BERJAYA LAND BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
74,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6025,-,-,-,15,0.22,0.29,80,0.25,-,-,-,s,21-Oct-19,05:00PM,-,BERJAYA MEDIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
75,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1562,0.04,1.57,"6,695",210,2.57,2.59,462,2.55,2.55,2.6,2.55,s,21-Oct-19,05:00PM,2.59,BERJAYA SPORTS TOTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
76,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5248,0.01,0.45,"12,096",750,2.23,2.24,114,2.23,2.24,2.26,2.21,s,21-Oct-19,05:00PM,2.24,BERMAZ AUTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
77,MAIN MARKET,PROPERTY,'9814,-,-,-,100,0.155,0.185,16,0.185,-,-,-,s,21-Oct-19,05:00PM,-,BERTAM ALLIANCE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
78,MAIN MARKET,FINANCIAL SERVICES,'5258,-,-,"1,466",20,4.15,4.2,"1,073",4.2,4.24,4.25,4.15,s,21-Oct-19,05:00PM,4.2,BIMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
79,MAIN MARKET,PROPERTY,'6173,-,-,142,80,0.34,0.355,100,0.335,0.34,0.34,0.335,s,21-Oct-19,05:00PM,0.335,BINA DARULAMAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
80,MAIN MARKET,CONSTRUCTION,'5932,-,-,"17,555","13,969",0.115,0.12,"7,490",0.12,0.12,0.12,0.12,s,21-Oct-19,05:00PM,0.12,BINA PURI HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
81,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6998,-0.005,-4,850,"11,006",0.115,0.125,"4,969",0.125,0.12,0.12,0.12,s,21-Oct-19,05:00PM,0.12,BINTAI KINDEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
82,MAIN MARKET,TRANSPORTATION & LOGISTICS,'5032,-,-,10,100,3.98,4.03,30,4.0,4,4,4,s,21-Oct-19,05:00PM,4,BINTULU PORT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
83,MAIN MARKET,PLANTATION,'5069,-,-,-,10,5.3,5.75,50,5.72,-,-,-,s,21-Oct-19,05:00PM,-,BLD PLANTATION BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
84,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0168,0.005,0.82,"2,135",30,0.61,0.615,70,0.61,0.61,0.62,0.595,s,21-Oct-19,05:00PM,0.615,BOILERMECH HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
85,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9288,0.025,10.42,"6,257",243,0.265,0.27,"1,915",0.24,0.25,0.265,0.245,s,21-Oct-19,05:00PM,0.265,BONIA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
86,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7036,-,-,"21,300","1,197,681",0.04,0.045,"126,231",0.045,0.045,0.045,0.04,s,21-Oct-19,05:00PM,0.045,BORNEO OIL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
87,MAIN MARKET,TRANSPORTATION & LOGISTICS,'8133,0.03,2.4,121,38,1.24,1.28,27,1.25,1.24,1.28,1.22,s,21-Oct-19,05:00PM,1.28,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
88,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2771,-,-,"2,792","1,924",0.965,0.97,85,0.97,0.965,0.975,0.965,s,21-Oct-19,05:00PM,0.97,BOUSTEAD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
89,MAIN MARKET,PLANTATION,'5254,-0.005,-0.83,"7,447",62,0.595,0.6,"2,718",0.605,0.605,0.605,0.595,s,21-Oct-19,05:00PM,0.6,BOUSTEAD PLANTATIONS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5254
