Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-09-20,'0198,GDB HOLDINGS BERHAD,0.295,800,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,7.05,6.78,23.23,1.64,184.38,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-20,'0106,REXIT BERHAD,0.615,20,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.78,4.88,20.80,3.08,116.44,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-20,'0005,UCREST BERHAD,0.135,9525,"Technology, Ace Market",Ace Market,0.130-0.335,1.69,0.00,0.08,7.99,0.00,20.16,1.61,62.64,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-20,'0197,WEGMANS HOLDINGS BERHAD,0.275,4502,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.390,3.01,0.50,0.15,9.13,1.82,20.07,1.83,137.50,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-20,'0127,JHM CONSOLIDATION BERHAD,1.200,17358,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,18.22,1.67,19.38,3.53,669.12,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-20,'0209,I-STONE GROUP BERHAD,0.190,262672,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,18.30,0.00,17.31,6.33,232.08,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-20,'0040,OPENSYS (M) BERHAD,0.340,2220,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,10.23,4.41,16.61,1.70,101.28,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-20,'0201,NOVA WELLNESS GROUP BERHAD,0.570,7079,"Health Care, Ace Market",Ace Market,0.290-0.590,3.65,0.50,0.24,15.61,0.88,15.22,2.38,181.11,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-20,'0200,REVENUE GROUP BERHAD,1.490,5284,"Technology, Ace Market",Ace Market,0.627-1.690,3.73,0.00,0.25,39.91,0.00,14.93,5.96,347.14,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-20,'0120,VISDYNAMICS HOLDINGS BERHAD,0.405,12212,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,11.49,2.52,14.69,1.69,68.51,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-09-20,'0208,GREATECH TECHNOLOGY BERHAD,1.510,42141,"Technology, Ace Market",Ace Market,0.940-1.540,7.46,0.00,0.26,20.24,0.00,14.35,5.81,945.26,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-09-20,'0126,MICROLINK SOLUTIONS BERHAD,0.590,0,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,33.89,0.00,14.31,4.85,98.75,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-09-20,'0158,SCC HOLDINGS BERHAD,0.515,1400,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,11.98,6.60,13.90,1.67,72.70,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-09-20,'0010,IRIS CORPORATION BERHAD,0.145,25885,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,11.04,0.00,13.81,1.52,430.11,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-09-20,'0018,LAMBO GROUP BERHAD,0.055,16743,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,7.00,0.00,13.29,0.93,115.62,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-09-20,'0162,WIDAD GROUP BERHAD,0.275,40149,"Construction, Ace Market",Ace Market,0.215-0.380,0.93,0.00,0.07,29.69,0.00,13.23,3.93,675.03,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-09-20,'0157,FOCUS POINT HOLDINGS BERHAD,0.400,6143,"Consumer Products & Services, Ace Market",Ace Market,0.120-0.480,4.59,1.88,0.26,8.71,4.70,13.07,1.14,88.00,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-09-20,'0193,KEJURUTERAAN ASASTERA BERHAD,0.400,12905,"Industrial Products & Services, Ace Market",Ace Market,0.190-0.400,2.04,1.00,0.16,19.62,2.50,12.74,2.50,141.60,https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-09-20,'0039,GFM SERVICES BERHAD,0.350,8039,"Industrial Products & Services, Ace Market",Ace Market,0.335-0.550,2.67,1.10,0.21,13.11,3.14,12.72,1.67,164.82,https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-09-20,'0084,TECHFAST HOLDINGS BERHAD,0.300,868,"Industrial Products & Services, Ace Market",Ace Market,0.245-0.505,1.42,1.00,0.12,21.13,3.32,12.35,2.61,68.45,https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-09-20,'0026,NOVA MSC BERHAD,0.090,606,"Technology, Ace Market",Ace Market,0.085-0.180,0.99,0.00,0.08,9.13,0.00,12.32,1.12,67.64,https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-09-20,'0187,BCM ALLIANCE BERHAD,0.150,2705,"Industrial Products & Services, Ace Market",Ace Market,0.140-0.250,1.48,0.20,0.12,10.16,1.33,12.30,1.25,63.19,https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-09-20,'0032,REDTONE INTERNATIONAL BERHAD,0.470,115673,"Telecommunications & Media, Ace Market",Ace Market,0.155-0.445,2.52,1.00,0.21,18.63,2.13,11.76,2.19,356.61,https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-09-20,'0180,KIM TECK CHEONG CONSOLIDATED BERHAD,0.145,2016,"Consumer Products & Services, Ace Market",Ace Market,0.130-0.195,2.32,0.00,0.21,6.25,0.00,11.06,0.69,73.99,https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
2019-09-20,'0146,JF TECHNOLOGY BERHAD,0.775,607,"Technology, Ace Market",Ace Market,0.655-0.990,1.58,0.00,0.15,49.07,0.00,10.62,5.21,162.75,https://www.klsescreener.com/v2/stocks/view/0146/jf-technology-berhad
2019-09-20,'0023,IFCA MSC BERHAD,0.310,19785,"Technology, Ace Market",Ace Market,0.185-0.485,1.92,1.00,0.20,16.15,3.23,9.59,1.55,188.57,https://www.klsescreener.com/v2/stocks/view/0023/ifca-msc-berhad
2019-09-20,'0191,CABNET HOLDINGS BERHAD,0.225,7007,"Technology, Ace Market",Ace Market,0.190-0.345,2.47,0.70,0.26,9.12,3.09,9.43,0.86,40.22,https://www.klsescreener.com/v2/stocks/view/0191/cabnet-holdings-berhad
2019-09-20,'0196,QES GROUP BERHAD,0.200,19954,"Industrial Products & Services, Ace Market",Ace Market,0.170-0.365,1.02,0.40,0.11,19.52,2.00,9.31,1.82,151.66,https://www.klsescreener.com/v2/stocks/view/0196/qes-group-berhad
2019-09-20,'0210,KIM HIN JOO (MALAYSIA) BERHAD,0.310,8300,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.415,2.57,0.50,0.14,12.04,1.61,9.06,2.18,117.80,https://www.klsescreener.com/v2/stocks/view/0210/kim-hin-joo-malaysia-berhad
2019-09-20,'0150,FINTEC GLOBAL BERHAD,0.045,1500,"Trad/Serv, Ace Market",Ace Market,0.040-0.075,2.57,0.00,0.28,1.75,0.00,8.97,0.16,28.54,https://www.klsescreener.com/v2/stocks/view/0150/fintec-global-berhad
2019-09-20,'0176,KRONOLOGI ASIA BERHAD,0.635,138417,"Technology, Ace Market",Ace Market,0.525-0.765,3.80,2.00,0.44,16.71,3.15,8.63,1.44,310.69,https://www.klsescreener.com/v2/stocks/view/0176/kronologi-asia-berhad
2019-09-20,'0001,SUPERCOMNET TECHNOLOGIES BERHAD,0.880,18486,"Industrial Products & Services, Ace Market",Ace Market,0.520-1.040,2.49,1.52,0.30,35.29,1.72,8.31,2.93,565.84,https://www.klsescreener.com/v2/stocks/view/0001/supercomnet-technologies-berhad
2019-09-20,'0171,PETERLABS HOLDINGS BERHAD,0.190,2000,"Consumer Products & Services, Ace Market",Ace Market,0.185-0.370,1.84,0.00,0.23,10.35,0.00,7.87,0.81,40.80,https://www.klsescreener.com/v2/stocks/view/0171/peterlabs-holdings-berhad
2019-09-20,'0203,SECUREMETRIC BERHAD,0.470,0,"Technology, Ace Market",Ace Market,0.395-0.590,1.16,0.00,0.16,40.43,0.00,7.37,2.98,114.49,https://www.klsescreener.com/v2/stocks/view/0203/securemetric-berhad
2019-09-20,'0195,BINASAT COMMUNICATIONS BERHAD,0.280,25683,"Telecommunications & Media, Ace Market",Ace Market,0.205-0.460,2.06,0.00,0.29,13.62,0.00,7.09,0.97,72.80,https://www.klsescreener.com/v2/stocks/view/0195/binasat-communications-berhad
2019-09-20,'0011,BRITE-TECH BERHAD,0.210,160,"Trad/Serv, Ace Market",Ace Market,0.205-0.365,1.57,1.60,0.23,13.34,7.62,6.84,0.91,52.92,https://www.klsescreener.com/v2/stocks/view/0011/brite-tech-berhad
2019-09-20,'0111,K-ONE TECHNOLOGY BERHAD,0.200,6485,"Technology, Ace Market",Ace Market,0.133-0.280,1.04,0.00,0.16,19.21,0.00,6.71,1.29,145.79,https://www.klsescreener.com/v2/stocks/view/0111/k-one-technology-berhad
2019-09-20,'0206,GAGASAN NADI CERGAS BERHAD,0.245,3101,"Construction, Ace Market",Ace Market,0.235-0.305,3.76,0.50,0.57,6.52,2.04,6.59,0.43,184.49,https://www.klsescreener.com/v2/stocks/view/0206/gagasan-nadi-cergas-berhad
2019-09-20,'0179,BIOALPHA HOLDINGS BERHAD,0.200,4581,"Consumer Products & Services, Ace Market",Ace Market,0.190-0.260,1.18,0.00,0.19,17.02,0.00,6.31,1.07,172.04,https://www.klsescreener.com/v2/stocks/view/0179/bioalpha-holdings-berhad
2019-09-20,'0089,TEX CYCLE TECHNOLOGY (M) BERHAD,0.365,170,"Industrial Products & Services, Ace Market",Ace Market,0.365-0.650,2.57,0.60,0.41,14.19,1.64,6.28,0.89,93.51,https://www.klsescreener.com/v2/stocks/view/0089/tex-cycle-technology-m-berhad
2019-09-20,'0147,INNITY CORPORATION BERHAD,0.440,0,"Telecommunications & Media, Ace Market",Ace Market,0.430-0.720,1.53,0.00,0.25,28.79,0.00,6.15,1.77,61.21,https://www.klsescreener.com/v2/stocks/view/0147/innity-corporation-berhad
2019-09-20,'0080,STRAITS INTER LOGISTICS BERHAD,0.205,4826,"Trad/Serv, Ace Market",Ace Market,0.200-0.280,0.91,0.00,0.16,22.54,0.00,5.55,1.25,133.38,https://www.klsescreener.com/v2/stocks/view/0080/straits-inter-logistics-berhad
2019-09-20,'0205,DPI HOLDINGS BERHAD,0.155,756,"Consumer Products & Services, Ace Market",Ace Market,0.150-0.270,1.04,0.00,0.15,14.86,0.00,5.21,1.03,75.44,https://www.klsescreener.com/v2/stocks/view/0205/dpi-holdings-berhad
