Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-09-03,'0198,GDB ,GDB HOLDINGS BERHAD,,0.31,0.315,0.305,0.310,"590,100",0,0.000 ,0.00%,,"926,700",0.220 - 0.415,2.00,6.45%,4.18,193.8M,7,1,1.72,0.305 / 0.310,23.22,41.73,,0.6,,"283,600 / 135,700",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-03,'0106,REXIT ,REXIT BERHAD,,0.605,0.615,0.600,0.600,"34,000",1,-0.005 ,-0.83%,decreasing,"34,400",0.525 - 0.750,3.00,5.00%,4.16,113.6M,14,5,3.00,0.600 / 0.640,20.80,11.61,,1.0,,"23,200 / 10,000",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-03,'0005,UCREST ,UCREST BERHAD,,0.135,0.145,0.135,0.140,"2,234,200",1,+0.005 ,+3.70%,increasing,"3,993,300",0.125 - 0.340,0.00,0.00%,1.69,65.0M,8,2,1.67,0.140 / 0.145,20.17,6.22,,0.6,,"10,800 / 978,800",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-03,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.275,0.275,0.270,0.270,"39,500",1,-0.005 ,-1.82%,decreasing,"2,039,300",0.260 - 0.405,0.50,1.85%,3.01,135.0M,9,1,1.78,0.265 / 0.270,19.87,18.71,,0.0,,"2,000 / 10,000",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-03,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.12,1.120,1.110,1.110,"88,600",1,-0.010 ,-0.89%,decreasing,"945,000",0.805 - 1.450,2.00,1.80%,6.59,618.9M,17,2,3.26,1.110 / 1.120,19.38,48.05,,0.1,,"49,200 / 3,000",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-03,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.17,0.175,0.165,0.170,"3,252,800",0,0.000 ,0.00%,,"36,135,500",0.150 - 0.275,0.00,0.00%,1.04,207.7M,16,5,5.67,0.165 / 0.170,34.67,3.10,,0.1,,"4,302,800 / 3,203,900",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-03,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.325,0.325,0.320,0.320,"133,000",1,-0.005 ,-1.54%,decreasing,"311,600",0.275 - 0.375,1.50,4.69%,3.32,95.3M,10,1,1.60,0.320 / 0.335,16.60,35.03,,0.4,,"143,000 / 77,000",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-03,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.45999999999999996,0.485,0.460,0.480,"470,600",4,+0.020 ,+4.35%,increasing,"264,300",0.280 - 0.590,0.50,1.04%,3.65,152.5M,13,5,2.00,0.480 / 0.490,15.21,9.30,,1.8,,"6,700 / 23,000",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-03,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.52,1.530,1.470,1.480,"580,400",4,-0.040 ,-2.63%,decreasing,"1,786,200",0.905 - 1.730,0.00,0.00%,3.75,343.4M,39,6,6.04,1.470 / 1.480,15.30,25.59,,0.3,,"40,700 / 32,700",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-03,'0120,VIS ,VISDYNAMICS HOLDINGS BERHAD,,0.365,0.360,0.355,0.360,"163,200",1,-0.005 ,-1.37%,decreasing,"942,200",0.305 - 0.795,1.02,2.83%,3.52,60.9M,10,2,1.50,0.355 / 0.360,14.67,19.13,,0.2,,"20,400 / 800",https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
