Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-09-25,'0198,GDB ,GDB HOLDINGS BERHAD,,0.31,0.315,0.305,0.305,"696,100",1,-0.005 ,-1.61%,decreasing,"854,800",0.220 - 0.370,2.00,6.56%,4.18,190.6M,7,1,1.69,0.305 / 0.310,23.22,41.73,,0.8,,"258,800 / 168,600",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-25,'0106,REXIT ,REXIT BERHAD,,0.615,0.615,0.615,0.615,"3,000",0,0.000 ,0.00%,,"16,400",0.525 - 0.750,3.00,4.88%,4.16,116.4M,15,5,3.08,0.615 / 0.640,20.80,11.61,,0.2,,"10,600 / 13,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-25,'0005,UCREST ,UCREST BERHAD,,0.13,0.135,0.130,0.130,"914,500",0,0.000 ,0.00%,,"4,009,900",0.125 - 0.340,0.00,0.00%,1.69,60.3M,8,2,1.55,0.130 / 0.135,20.17,6.22,,0.2,,"1,247,400 / 519,100",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-25,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.28,0.275,0.270,0.270,"86,100",2,-0.010 ,-3.57%,decreasing,"1,599,400",0.255 - 0.405,0.50,1.85%,3.01,135.0M,9,1,1.78,0.270 / 0.275,19.87,18.71,,0.1,,"13,900 / 20,500",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-25,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.2,1.210,1.160,1.170,"414,100",3,-0.030 ,-2.50%,decreasing,"822,500",0.805 - 1.450,2.00,1.71%,6.59,652.4M,18,2,3.44,1.160 / 1.170,19.38,48.05,,0.5,,"38,500 / 300",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-25,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.185,0.190,0.180,0.185,"10,896,900",0,0.000 ,0.00%,,"30,725,700",0.150 - 0.275,0.00,0.00%,1.04,226.0M,18,6,6.17,0.180 / 0.185,34.67,3.10,,0.4,,"6,775,300 / 2,628,500",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-25,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.34,0.340,0.340,0.340,"374,500",0,0.000 ,0.00%,,"287,100",0.275 - 0.375,1.50,4.41%,3.32,101.3M,10,1,1.70,0.335 / 0.340,16.60,35.03,,1.3,,"184,800 / 500",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-25,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.5650000000000001,0.570,0.540,0.545,"840,800",4,-0.020 ,-3.54%,decreasing,"536,600",0.280 - 0.600,0.50,0.92%,3.65,173.2M,15,6,2.27,0.540 / 0.545,15.21,9.30,,1.6,,"10,200 / 11,200",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-25,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.52,1.510,1.480,1.480,"978,000",4,-0.040 ,-2.63%,decreasing,"1,607,400",0.905 - 1.730,0.00,0.00%,3.73,344.8M,40,6,6.04,1.480 / 1.490,15.22,25.48,,0.6,,"201,100 / 5,000",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-25,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.52,1.540,1.480,1.480,"2,282,300",4,-0.040 ,-2.63%,decreasing,"8,169,900",0.635 - 1.590,0.00,0.00%,7.46,926.5M,20,8,5.69,1.480 / 1.490,28.69,17.53,,0.3,,"212,800 / 19,500",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
