Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-09-24,'0198,GDB ,GDB HOLDINGS BERHAD,,0.3,0.310,0.295,0.310,"898,900",2,+0.010 ,+3.33%,increasing,"853,100",0.220 - 0.370,2.00,6.45%,4.18,193.8M,7,1,1.72,0.305 / 0.310,23.22,41.73,,1.1,,"234,300 / 26,000",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-24,'0106,REXIT ,REXIT BERHAD,,0.615,0.615,0.615,0.615,-,0,0.000 ,0.00%,,"17,100",0.525 - 0.750,3.00,4.88%,4.16,116.4M,15,5,3.08,0.620 / 0.630,20.80,11.61,,0.0,,"4,000 / 1,500",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-24,'0005,UCREST ,UCREST BERHAD,,0.135,0.135,0.130,0.130,"348,900",1,-0.005 ,-3.70%,decreasing,"4,026,100",0.125 - 0.340,0.00,0.00%,1.69,60.3M,8,2,1.55,0.130 / 0.135,20.17,6.22,,0.1,,"1,784,500 / 378,400",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-24,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.275,0.285,0.270,0.280,"158,700",1,+0.005 ,+1.82%,increasing,"1,699,000",0.255 - 0.405,0.50,1.79%,3.01,140.0M,9,1,1.85,0.270 / 0.280,19.87,18.71,,0.1,,"81,500 / 53,900",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-24,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.21,1.210,1.190,1.200,"201,400",1,-0.010 ,-0.83%,decreasing,"859,100",0.805 - 1.450,2.00,1.67%,6.59,669.1M,18,2,3.53,1.190 / 1.200,19.38,48.05,,0.2,,"57,000 / 300",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-24,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.195,0.200,0.185,0.185,"20,349,900",2,-0.010 ,-5.13%,decreasing,"30,961,500",0.150 - 0.275,0.00,0.00%,1.04,226.0M,18,6,6.17,0.185 / 0.190,34.67,3.10,,0.7,,"4,519,400 / 2,405,900",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-24,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.34500000000000003,0.345,0.340,0.340,"160,400",1,-0.005 ,-1.45%,decreasing,"286,700",0.275 - 0.375,1.50,4.41%,3.32,101.3M,10,1,1.70,0.340 / 0.345,16.60,35.03,,0.6,,"115,000 / 104,900",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-24,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.5599999999999999,0.575,0.560,0.565,"633,500",1,+0.005 ,+0.89%,increasing,"526,300",0.280 - 0.600,0.50,0.88%,3.65,179.5M,15,6,2.35,0.565 / 0.570,15.21,9.30,,1.2,,"18,300 / 12,700",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-24,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.49,1.540,1.480,1.520,"1,565,500",3,+0.030 ,+2.01%,increasing,"1,669,000",0.905 - 1.730,0.00,0.00%,3.73,354.1M,41,6,6.20,1.510 / 1.520,15.22,25.48,,0.9,,"66,000 / 89,400",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-24,'0120,VIS ,VISDYNAMICS HOLDINGS BERHAD,,0.4,0.405,0.390,0.395,"680,700",1,-0.005 ,-1.25%,decreasing,"986,900",0.305 - 0.795,1.02,2.58%,3.52,66.8M,11,2,1.65,0.395 / 0.400,14.67,19.13,,0.7,,"39,700 / 320,100",https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-09-24,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.47,1.540,1.460,1.520,"3,056,700",5,+0.050 ,+3.40%,increasing,"8,329,800",0.635 - 1.590,0.00,0.00%,7.46,951.5M,20,9,5.85,1.520 / 1.530,28.69,17.53,,0.4,,"23,900 / 306,000",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-09-24,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.59,0.590,0.590,0.590,-,0,0.000 ,0.00%,,"43,700",0.305 - 0.700,0.00,0.00%,1.74,98.7M,34,0,4.85,0.555 / 0.620,14.30,121.61,,0.0,,"4,000 / 3,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-09-24,'0158,SCC ,SCC HOLDINGS BERHAD,,0.515,0.520,0.515,0.520,"112,000",1,+0.005 ,+0.97%,increasing,"29,100",0.470 - 0.560,3.40,6.54%,4.30,73.4M,12,1,1.68,0.500 / 0.520,13.90,47.55,,3.8,,"4,000 / 72,900",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-09-24,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.145,0.145,0.145,0.145,"2,218,800",0,0.000 ,0.00%,,"12,797,800",0.125 - 0.195,0.00,0.00%,1.31,430.1M,11,2,1.52,0.145 / 0.150,13.77,7.62,,0.2,,"15,353,100 / 7,586,800",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-09-24,'0018,LAMBO ,LAMBO GROUP BERHAD,,0.055,0.055,0.050,0.055,"1,618,600",0,0.000 ,0.00%,,"8,097,100",0.050 - 0.160,0.00,0.00%,0.79,115.6M,7,1,0.93,0.055 / 0.060,13.37,4.97,,0.2,,"30,700 / 8,476,600",https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
