Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-10-10,'0198,GDB HOLDINGS BERHAD,0.350,15400,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,8.37,5.71,23.23,1.94,218.75,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-10,'0106,REXIT BERHAD,0.620,190,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.90,4.84,20.80,3.10,117.39,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-10,'0005,UCREST BERHAD,0.130,12195,"Technology, Ace Market",Ace Market,0.130-0.325,1.69,0.00,0.08,7.70,0.00,20.16,1.55,60.32,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-10,'0197,WEGMANS HOLDINGS BERHAD,0.260,2429,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.385,3.01,0.50,0.15,8.64,1.92,20.07,1.73,130.00,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-10,'0127,JHM CONSOLIDATION BERHAD,1.350,25783,"Technology, Ace Market",Ace Market,0.820-1.370,6.59,2.00,0.34,20.49,1.48,19.38,3.97,752.76,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-10,'0209,I-STONE GROUP BERHAD,0.195,120560,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,18.78,0.00,17.31,6.50,238.19,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-10,'0040,OPENSYS (M) BERHAD,0.330,3600,"Technology, Ace Market",Ace Market,0.275-0.360,3.32,1.50,0.20,9.93,4.55,16.61,1.65,98.30,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-10,'0201,NOVA WELLNESS GROUP BERHAD,0.600,11823,"Health Care, Ace Market",Ace Market,0.290-0.610,3.65,0.50,0.24,16.43,0.83,15.22,2.50,190.65,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-10,'0200,REVENUE GROUP BERHAD,1.510,11787,"Technology, Ace Market",Ace Market,0.627-1.690,3.75,0.00,0.25,40.30,0.00,14.99,6.04,350.48,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-10,'0208,GREATECH TECHNOLOGY BERHAD,1.780,41086,"Technology, Ace Market",Ace Market,0.940-1.770,7.46,0.00,0.26,23.86,0.00,14.35,6.85,1114.28,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-10,'0126,MICROLINK SOLUTIONS BERHAD,0.550,0,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,31.59,0.00,14.31,4.52,92.05,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-10,'0158,SCC HOLDINGS BERHAD,0.520,0,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,12.10,6.54,13.90,1.68,73.40,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-10,'0010,IRIS CORPORATION BERHAD,0.140,68890,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,10.66,0.00,13.81,1.47,415.28,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-10,'0018,LAMBO GROUP BERHAD,0.050,5210,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,6.36,0.00,13.29,0.85,105.11,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-10,'0162,WIDAD GROUP BERHAD,0.320,213002,"Construction, Ace Market",Ace Market,0.215-0.350,0.93,0.00,0.07,34.55,0.00,13.23,4.57,785.49,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-10,'0157,FOCUS POINT HOLDINGS BERHAD,0.355,9740,"Consumer Products & Services, Ace Market",Ace Market,0.120-0.480,4.59,1.88,0.26,7.73,5.29,13.07,1.01,78.10,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
