Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-09-24,'0198,GDB HOLDINGS BERHAD,0.310,8989,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,7.41,6.45,23.23,1.72,193.75,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-24,'0106,REXIT BERHAD,0.615,0,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.78,4.88,20.80,3.08,116.44,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-24,'0005,UCREST BERHAD,0.130,3489,"Technology, Ace Market",Ace Market,0.130-0.335,1.69,0.00,0.08,7.70,0.00,20.16,1.55,60.32,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-24,'0197,WEGMANS HOLDINGS BERHAD,0.280,1587,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.390,3.01,0.50,0.15,9.30,1.79,20.07,1.87,140.00,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-24,'0127,JHM CONSOLIDATION BERHAD,1.200,2014,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,18.22,1.67,19.38,3.53,669.12,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-24,'0209,I-STONE GROUP BERHAD,0.185,203499,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,17.82,0.00,17.31,6.17,225.97,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-24,'0040,OPENSYS (M) BERHAD,0.340,1604,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,10.23,4.41,16.61,1.70,101.28,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-24,'0201,NOVA WELLNESS GROUP BERHAD,0.565,6335,"Health Care, Ace Market",Ace Market,0.290-0.590,3.65,0.50,0.24,15.47,0.88,15.22,2.35,179.53,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-24,'0200,REVENUE GROUP BERHAD,1.520,15655,"Technology, Ace Market",Ace Market,0.627-1.690,3.73,0.00,0.25,40.72,0.00,14.93,6.08,354.13,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-24,'0120,VISDYNAMICS HOLDINGS BERHAD,0.395,6807,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,11.21,2.58,14.69,1.65,66.82,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
