Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5099,0.020,+1.09,"15,167",476,1.850,1.860,277,1.84,1.840,1.870,1.840,s,15 Nov 2019,05:00PM,1.860,AIRASIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5238,-0.005,-3.03,"235,049","182,039",0.155,0.160,"11,160",0.165,0.165,0.165,0.155,s,15 Nov 2019,05:00PM,0.160,AIRASIA X BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,-,-,36,6,15.720,15.760,25,15.76,15.740,15.760,15.720,s,15 Nov 2019,05:00PM,15.760,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,0.005,+1.22,810,690,0.415,0.420,780,0.41,0.415,0.420,0.415,s,15 Nov 2019,05:00PM,0.415,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5116,0.080,+5.52,688,20,1.460,1.530,357,1.45,1.530,1.530,1.450,s,15 Nov 2019,05:00PM,1.530,AL-`AQAR HEALTHCARE REIT,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5269,-0.005,-0.58,36,35,0.860,0.875,250,0.86,0.865,0.865,0.855,s,15 Nov 2019,05:00PM,0.855,AL-SALAM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
MAIN MARKET,ENERGY,'5115,-,-,"69,395","62,905",0.100,0.105,"40,948",0.105,0.100,0.105,0.100,s,15 Nov 2019,05:00PM,0.105,ALAM MARITIM RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2674,-,-,350,150,0.440,0.450,650,0.44,0.440,0.440,0.440,s,15 Nov 2019,05:00PM,0.440,ALCOM GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2674
MAIN MARKET,FINANCIAL SERVICES,'2488,-0.010,-0.34,"66,680",650,2.910,2.920,115,2.92,2.930,2.960,2.870,s,15 Nov 2019,05:00PM,2.910,ALLIANCE BANK MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2488
MAIN MARKET,FINANCIAL SERVICES,'1163,0.040,+0.29,274,1,13.820,13.900,9,13.86,13.840,14.080,13.780,s,15 Nov 2019,05:00PM,13.900,ALLIANZ MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1163
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2682,0.025,+10.42,130,5,0.240,0.260,10,0.24,0.255,0.270,0.255,s,15 Nov 2019,05:00PM,0.265,AMALGAMATED INDUSTRIAL STEEL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2682
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'4952,0.025,+3.27,75,25,0.770,0.790,42,0.765,0.770,0.790,0.770,s,15 Nov 2019,05:00PM,0.790,AMANAH HARTA TANAH PNB,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4952
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5127,0.005,+0.66,867,643,0.760,0.765,18,0.76,0.760,0.765,0.760,s,15 Nov 2019,05:00PM,0.765,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
MAIN MARKET,PROPERTY,'1007,-0.005,-1.05,"1,537",57,0.470,0.475,100,0.475,0.475,0.475,0.470,s,15 Nov 2019,05:00PM,0.470,AMCORP PROPERTIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
MAIN MARKET,CONSTRUCTION,'5293,0.040,+2.26,"31,149",636,1.810,1.820,"1,428",1.77,1.770,1.830,1.770,s,15 Nov 2019,05:00PM,1.810,AME ELITE CONSORTIUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5120,0.005,+1.04,273,"2,102",0.480,0.485,232,0.48,0.480,0.485,0.480,s,15 Nov 2019,05:00PM,0.485,AMFIRST REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
MAIN MARKET,FINANCIAL SERVICES,'1015,0.050,+1.20,"27,395",186,4.160,4.200,25,4.15,4.120,4.200,4.120,s,15 Nov 2019,05:00PM,4.200,AMMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'7031,-,-,-,50,0.620,0.680,1,0.615,-,-,-,s,15 Nov 2019,05:00PM,-,AMTEL HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
MAIN MARKET,PROPERTY,'5959,0.030,+2.80,30,60,1.020,1.100,30,1.07,1.070,1.100,1.070,s,15 Nov 2019,05:00PM,1.100,AMVERTON BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6351,-,-,70,39,5.950,6.000,50,6.0,6.000,6.000,5.950,s,15 Nov 2019,05:00PM,6.000,AMWAY (MALAYSIA) HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7083,-,-,40,170,1.080,1.170,100,1.08,1.080,1.080,1.080,s,15 Nov 2019,05:00PM,1.080,ANALABS RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'4758,-,-,700,"1,270",0.475,0.485,279,0.485,0.475,0.485,0.475,s,15 Nov 2019,05:00PM,0.485,ANCOM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6556,0.020,+1.87,"1,203",443,1.070,1.090,564,1.07,1.070,1.090,1.070,s,15 Nov 2019,05:00PM,1.090,ANN JOO RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9342,-,-,"13,775",786,0.020,0.025,"126,600",0.02,0.020,0.025,0.020,s,15 Nov 2019,05:00PM,0.020,ANZO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5568,0.005,+1.32,100,113,0.380,0.395,505,0.38,0.385,0.385,0.385,s,15 Nov 2019,05:00PM,0.385,APB RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
MAIN MARKET,FINANCIAL SERVICES,'5088,-,-,-,30,0.800,0.970,50,0.89,-,-,-,s,15 Nov 2019,05:00PM,-,APEX EQUITY HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
MAIN MARKET,HEALTH CARE,'7090,0.140,+6.06,"3,340",9,2.430,2.470,40,2.31,2.330,2.500,2.330,s,15 Nov 2019,05:00PM,2.450,APEX HEALTHCARE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5194,-0.005,-50.00,"1,300","631,854",0.005,0.010,"136,002",0.01,0.010,0.010,0.005,s,15 Nov 2019,05:00PM,0.005,APFT BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5015,0.020,+1.00,"1,800",454,2.000,2.020,"1,440",2.0,2.010,2.020,2.000,s,15 Nov 2019,05:00PM,2.020,APM AUTOMOTIVE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6432,-0.010,-0.25,75,49,3.990,4.070,2,4.0,4.000,4.000,3.990,s,15 Nov 2019,05:00PM,3.990,APOLLO FOOD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7181,0.005,+1.54,"110,668","2,837",0.330,0.335,"17,109",0.325,0.325,0.335,0.325,s,15 Nov 2019,05:00PM,0.330,ARB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
MAIN MARKET,PROPERTY,'7007,0.020,+8.00,15,50,0.280,0.495,3,0.25,0.270,0.270,0.270,s,15 Nov 2019,05:00PM,0.270,ARK RESOURCES HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7722,-,-,-,20,0.500,0.580,90,0.5,-,-,-,s,15 Nov 2019,05:00PM,-,ASIA BRANDS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7129,-0.020,-0.85,51,35,2.330,2.340,84,2.35,2.340,2.340,2.330,s,15 Nov 2019,05:00PM,2.330,ASIA FILE CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0159,-,-,"2,105","14,140",0.060,0.065,301,0.065,0.065,0.070,0.065,s,15 Nov 2019,05:00PM,0.065,ASIA MEDIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
MAIN MARKET,PROPERTY,'4057,-,-,925,"1,315",0.125,0.130,"11,240",0.125,0.125,0.125,0.125,s,15 Nov 2019,05:00PM,0.125,ASIAN PAC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7162,0.005,+0.74,260,194,0.675,0.685,210,0.68,0.685,0.685,0.680,s,15 Nov 2019,05:00PM,0.685,ASTINO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
MAIN MARKET,PLANTATION,'7054,0.005,+4.35,651,"1,499",0.115,0.120,150,0.115,0.110,0.120,0.110,s,15 Nov 2019,05:00PM,0.120,ASTRAL ASIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6399,0.020,+1.42,"18,735","1,867",1.410,1.430,"2,274",1.41,1.400,1.430,1.400,s,15 Nov 2019,05:00PM,1.430,ASTRO MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'8176,0.080,+5.19,"1,512",5,1.610,1.620,175,1.54,1.520,1.680,1.510,s,15 Nov 2019,05:00PM,1.620,ATA IMS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7048,-,-,-,10,4.050,4.180,84,4.18,-,-,-,s,15 Nov 2019,05:00PM,-,ATLAN HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5130,-,-,20,102,1.050,1.060,260,1.05,1.050,1.050,1.050,s,15 Nov 2019,05:00PM,1.050,ATRIUM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7099,-0.005,-1.11,269,156,0.445,0.450,285,0.45,0.455,0.455,0.445,s,15 Nov 2019,05:00PM,0.445,ATTA GLOBAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'8885,-,-,"1,293","2,595",0.145,0.150,745,0.145,0.145,0.145,0.145,s,15 Nov 2019,05:00PM,0.145,AVILLION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7579,0.005,+0.85,"3,218",98,0.595,0.600,750,0.59,0.590,0.595,0.590,s,15 Nov 2019,05:00PM,0.595,AWC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6888,0.010,+0.23,"9,541",11,4.270,4.280,120,4.26,4.260,4.300,4.250,s,15 Nov 2019,05:00PM,4.270,AXIATA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5106,-0.010,-0.57,"24,933","12,053",1.750,1.760,103,1.76,1.760,1.790,1.750,s,15 Nov 2019,05:00PM,1.750,AXIS REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
MAIN MARKET,PROPERTY,'2305,-0.140,-3.29,10,30,4.100,4.420,3,4.25,4.110,4.110,4.110,s,15 Nov 2019,05:00PM,4.110,AYER HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5021,0.005,+1.69,101,301,0.285,0.300,"3,543",0.295,0.285,0.300,0.285,s,15 Nov 2019,05:00PM,0.300,AYS VENTURES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7005,0.055,+18.33,"4,307",3,0.355,0.360,54,0.3,0.305,0.380,0.305,s,15 Nov 2019,05:00PM,0.355,B.I.G. INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
MAIN MARKET,ENERGY,'7251,-,-,"4,544","8,266",0.025,0.030,"93,450",0.03,0.025,0.030,0.025,s,15 Nov 2019,05:00PM,0.030,BARAKAH OFFSHORE PETROLEUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
MAIN MARKET,PLANTATION,'1899,0.100,+0.65,60,49,15.420,15.580,30,15.4,15.400,15.500,15.400,s,15 Nov 2019,05:00PM,15.500,BATU KAWAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
MAIN MARKET,PROPERTY,'6602,-,-,269,40,0.255,0.270,340,0.27,0.260,0.270,0.260,s,15 Nov 2019,05:00PM,0.270,BCB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
MAIN MARKET,CONSTRUCTION,'5190,-,-,"12,035","7,667",0.135,0.140,30,0.14,0.140,0.145,0.140,s,15 Nov 2019,05:00PM,0.140,BENALEC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
MAIN MARKET,PROPERTY,'3239,-,-,"1,050",320,0.290,0.295,927,0.295,0.295,0.295,0.290,s,15 Nov 2019,05:00PM,0.295,BERJAYA ASSETS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3395,-,-,"67,772","114,782",0.235,0.240,"46,374",0.24,0.235,0.240,0.235,s,15 Nov 2019,05:00PM,0.240,BERJAYA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5196,-,-,"19,696",100,1.390,1.410,130,1.41,1.390,1.410,1.360,s,15 Nov 2019,05:00PM,1.410,BERJAYA FOOD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'4219,-,-,"37,203","52,256",0.195,0.200,"18,415",0.195,0.200,0.200,0.195,s,15 Nov 2019,05:00PM,0.195,BERJAYA LAND BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6025,-,-,-,-,-,-,-,0.105,-,-,-,Ss,15 Nov 2019,05:00PM,-,BERJAYA MEDIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1562,-0.050,-1.91,"8,362","1,133",2.560,2.570,574,2.62,2.610,2.610,2.560,s,15 Nov 2019,05:00PM,2.570,BERJAYA SPORTS TOTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5248,0.010,+0.45,"22,680",308,2.210,2.220,90,2.2,2.210,2.220,2.190,s,15 Nov 2019,05:00PM,2.210,BERMAZ AUTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
MAIN MARKET,PROPERTY,'9814,-,-,180,100,0.215,0.250,82,0.25,0.250,0.250,0.250,s,15 Nov 2019,05:00PM,0.250,BERTAM ALLIANCE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
MAIN MARKET,FINANCIAL SERVICES,'5258,0.050,+1.16,"10,177","1,109",4.300,4.350,9,4.3,4.260,4.350,4.250,s,15 Nov 2019,05:00PM,4.350,BIMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
MAIN MARKET,PROPERTY,'6173,0.010,+2.94,301,420,0.330,0.345,20,0.34,0.330,0.350,0.330,s,15 Nov 2019,05:00PM,0.350,BINA DARULAMAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
MAIN MARKET,CONSTRUCTION,'5932,-0.005,-4.17,"7,708","14,055",0.115,0.120,"15,852",0.12,0.120,0.120,0.115,s,15 Nov 2019,05:00PM,0.115,BINA PURI HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6998,0.005,+4.35,"1,115","20,729",0.115,0.120,"4,550",0.115,0.115,0.120,0.115,s,15 Nov 2019,05:00PM,0.120,BINTAI KINDEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
MAIN MARKET,TRANSPORTATION & LOGISTICS,'5032,-,-,-,1,4.100,4.300,70,4.3,-,-,-,s,15 Nov 2019,05:00PM,-,BINTULU PORT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
MAIN MARKET,PLANTATION,'5069,-,-,-,10,5.450,5.750,29,5.75,-,-,-,s,15 Nov 2019,05:00PM,-,BLD PLANTATION BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0168,-0.010,-1.54,"7,606",30,0.635,0.640,279,0.65,0.645,0.645,0.630,s,15 Nov 2019,05:00PM,0.640,BOILERMECH HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9288,-,-,701,287,0.250,0.255,179,0.255,0.250,0.255,0.250,s,15 Nov 2019,05:00PM,0.255,BONIA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7036,0.005,+12.50,"29,730","1,044,682",0.040,0.045,"263,112",0.04,0.040,0.045,0.040,s,15 Nov 2019,05:00PM,0.045,BORNEO OIL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
MAIN MARKET,TRANSPORTATION & LOGISTICS,'8133,-0.010,-0.76,120,19,1.300,1.310,10,1.31,1.310,1.310,1.300,s,15 Nov 2019,05:00PM,1.300,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2771,-,-,"1,156",10,0.965,0.980,425,0.97,0.970,0.970,0.965,s,15 Nov 2019,05:00PM,0.970,BOUSTEAD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
MAIN MARKET,PLANTATION,'5254,-0.005,-0.81,"14,081","7,077",0.610,0.615,"2,845",0.62,0.625,0.625,0.610,s,15 Nov 2019,05:00PM,0.615,BOUSTEAD PLANTATIONS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5254
