Market,Sector,Company,Code,LACP,Open,High,Low,Close,Volume,MarketStatus,Change,TickSize,TickSizeRemark,Remark,BursaURL
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,FOUNDPAC GROUP BERHAD,'5277,0.495,0.495,0.545,0.495,0.54,400010,MarketNoChange,0.045,9.000000000000009,,s,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5277
MAIN MARKET,HEALTH CARE,IHH HEALTHCARE BERHAD,'5225,5.24,5.25,5.380,5.250,5.35,77582,MarketGapUp,0.11,9.999999999999963,,s,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5225
