Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,-0.010,-0.70,"1,392","2,499",1.410,1.420,351,1.420,1.430,1.430,1.410,s,26 Nov 2019,05:00PM,1.410,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,0.010,+1.92,158,433,0.530,0.535,249,0.520,0.530,0.535,0.530,s,26 Nov 2019,05:00PM,0.530,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,-,-,-,"3,579",0.065,0.075,"4,135",0.070,-,-,-,s,26 Nov 2019,05:00PM,-,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,-0.030,-6.00,104,100,0.465,0.470,6,0.500,0.470,0.470,0.470,s,26 Nov 2019,05:00PM,0.470,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198
MAIN MARKET,PROPERTY,'7131,-,-,-,1,0.210,0.260,50,0.220,-,-,-,s,26 Nov 2019,05:00PM,-,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,-,-,-,300,0.340,0.350,750,0.355,-,-,-,s,26 Nov 2019,05:00PM,-,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,-,-,891,"4,135",0.130,0.135,"9,367",0.130,0.130,0.135,0.130,s,26 Nov 2019,05:00PM,0.130,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481
MAIN MARKET,CONSTRUCTION,'5281,-,-,"2,160",73,0.400,0.405,470,0.400,0.400,0.400,0.400,s,26 Nov 2019,05:00PM,0.400,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,0.100,+4.35,1,50,2.160,2.220,4,2.300,2.400,2.400,2.400,s,26 Nov 2019,05:00PM,2.400,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148
MAIN MARKET,HEALTH CARE,'7191,-,-,-,100,0.540,0.620,30,0.530,-,-,-,s,26 Nov 2019,05:00PM,-,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7146,-0.005,-5.26,"5,350","1,000",0.085,0.090,190,0.095,0.095,0.095,0.090,s,26 Nov 2019,05:00PM,0.090,AE MULTI HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6599,0.040,+2.63,"6,223","5,290",1.540,1.560,"1,236",1.520,1.530,1.580,1.510,s,26 Nov 2019,05:00PM,1.560,AEON CO. (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599
MAIN MARKET,FINANCIAL SERVICES,'5139,-0.020,-0.13,"1,631",5,14.960,14.980,201,15.000,15.000,15.400,14.960,s,26 Nov 2019,05:00PM,14.980,AEON CREDIT SERVICE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139
MAIN MARKET,FINANCIAL SERVICES,'5185,-,-,"1,486",80,1.980,1.990,81,1.990,2.000,2.000,1.990,s,26 Nov 2019,05:00PM,1.990,AFFIN BANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7315,0.005,+4.35,900,"1,540",0.115,0.120,"6,064",0.115,0.115,0.120,0.115,s,26 Nov 2019,05:00PM,0.120,AHB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7315
MAIN MARKET,CONSTRUCTION,'7078,-0.005,-1.30,"8,219",33,0.380,0.385,"1,925",0.385,0.385,0.385,0.375,s,26 Nov 2019,05:00PM,0.380,AHMAD ZAKI RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7078
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5099,-0.010,-0.56,"144,205","2,067",1.760,1.780,120,1.770,1.770,1.790,1.720,s,26 Nov 2019,05:00PM,1.760,AIRASIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5238,-,-,"14,009","171,654",0.150,0.155,"31,862",0.155,0.155,0.155,0.150,s,26 Nov 2019,05:00PM,0.155,AIRASIA X BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,-0.080,-0.52,136,2,15.380,15.420,6,15.440,15.540,15.540,15.360,s,26 Nov 2019,05:00PM,15.360,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,-0.010,-2.33,239,161,0.420,0.435,"1,450",0.430,0.420,0.420,0.420,s,26 Nov 2019,05:00PM,0.420,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5116,0.020,+1.35,56,145,1.480,1.500,254,1.480,1.500,1.500,1.490,s,26 Nov 2019,05:00PM,1.500,AL-`AQAR HEALTHCARE REIT,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5269,0.005,+0.60,1,8,0.845,0.855,1,0.840,0.845,0.845,0.845,s,26 Nov 2019,05:00PM,0.845,AL-SALAM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
MAIN MARKET,ENERGY,'5115,0.005,+4.00,"261,476","88,130",0.130,0.135,"98,724",0.125,0.130,0.135,0.125,s,26 Nov 2019,05:00PM,0.130,ALAM MARITIM RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
