Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,PCCS,'6068,,0.450,0.500,0.450,0.500,35100,Increased,10
1420502400000,20150106,PCCS,'6068,0.500,0.500,0.500,0.500,0.500,-,Closed,0
1420588800000,20150107,PCCS,'6068,0.500,0.500,0.500,0.500,0.500,-,Closed,0
1420675200000,20150108,PCCS,'6068,0.500,0.500,0.500,0.500,0.500,-,Closed,0
1420761600000,20150109,PCCS,'6068,0.500,0.430,0.430,0.430,0.430,36000,No change,0
1421020800000,20150112,PCCS,'6068,0.430,0.400,0.440,0.400,0.410,61000,Increased,2
1421107200000,20150113,PCCS,'6068,0.410,0.415,0.415,0.415,0.415,100,No change,0
1421193600000,20150114,PCCS,'6068,0.415,0.445,0.445,0.415,0.415,11100,Decreased,6
1421280000000,20150115,PCCS,'6068,0.415,0.450,0.480,0.420,0.480,15800,Increased,6
1421366400000,20150116,PCCS,'6068,0.480,0.480,0.500,0.480,0.500,33800,Increased,4
1421625600000,20150119,PCCS,'6068,0.500,0.500,0.500,0.500,0.500,-,Closed,0
1421712000000,20150120,PCCS,'6068,0.500,0.430,0.500,0.430,0.500,9900,Increased,14
1421798400000,20150121,PCCS,'6068,0.500,0.495,0.495,0.495,0.495,5000,No change,0
1421884800000,20150122,PCCS,'6068,0.495,0.550,0.550,0.550,0.550,200,No change,0
1421971200000,20150123,PCCS,'6068,0.550,0.550,0.550,0.550,0.550,-,Closed,0
1422230400000,20150126,PCCS,'6068,0.550,0.490,0.500,0.475,0.480,150100,Decreased,2
1422316800000,20150127,PCCS,'6068,0.480,0.445,0.590,0.445,0.540,245900,Increased,19
1422403200000,20150128,PCCS,'6068,0.540,0.505,0.570,0.500,0.520,67200,Increased,3
1422489600000,20150129,PCCS,'6068,0.520,0.545,0.545,0.515,0.525,103500,Decreased,4
1422576000000,20150130,PCCS,'6068,0.525,0.520,0.540,0.520,0.520,41600,No change,0
1423008000000,20150204,PCCS,'6068,0.520,0.520,0.540,0.520,0.540,60000,Increased,4
1423094400000,20150205,PCCS,'6068,0.540,0.470,0.540,0.470,0.540,3100,Increased,14
1423180800000,20150206,PCCS,'6068,0.540,0.550,0.550,0.550,0.550,3000,No change,0
1423440000000,20150209,PCCS,'6068,0.550,0.550,0.550,0.550,0.550,-,Closed,0
1423526400000,20150210,PCCS,'6068,0.550,0.550,0.550,0.550,0.550,-,Closed,0
1423612800000,20150211,PCCS,'6068,0.550,0.550,0.550,0.550,0.550,-,Closed,0
1423699200000,20150212,PCCS,'6068,0.550,0.550,0.550,0.550,0.550,-,Closed,0
1423785600000,20150213,PCCS,'6068,0.550,0.550,0.550,0.550,0.550,-,Closed,0
