Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,PARLO,'0022,,0.025,0.025,0.025,0.025,-,Closed,0
1420502400000,20150106,PARLO,'0022,0.025,0.020,0.020,0.020,0.020,34000,No change,0
1420588800000,20150107,PARLO,'0022,0.020,0.020,0.020,0.020,0.020,3000,No change,0
1420675200000,20150108,PARLO,'0022,0.020,0.020,0.020,0.020,0.020,-,Closed,0
1420761600000,20150109,PARLO,'0022,0.020,0.015,0.015,0.015,0.015,43500,No change,0
1421020800000,20150112,PARLO,'0022,0.015,0.015,0.015,0.015,0.015,125000,No change,0
1421107200000,20150113,PARLO,'0022,0.015,0.020,0.020,0.020,0.020,30000,No change,0
1421193600000,20150114,PARLO,'0022,0.020,0.020,0.020,0.020,0.020,50000,No change,0
1421280000000,20150115,PARLO,'0022,0.020,0.020,0.020,0.020,0.020,50000,No change,0
1421366400000,20150116,PARLO,'0022,0.020,0.025,0.025,0.025,0.025,10000,No change,0
1421625600000,20150119,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1421712000000,20150120,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1421798400000,20150121,PARLO,'0022,0.025,0.020,0.025,0.020,0.025,470300,Increased,1
1421884800000,20150122,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1421971200000,20150123,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1422230400000,20150126,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1422316800000,20150127,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1422403200000,20150128,PARLO,'0022,0.025,0.020,0.020,0.020,0.020,425000,No change,0
1422489600000,20150129,PARLO,'0022,0.020,0.025,0.030,0.025,0.025,240200,No change,0
1422576000000,20150130,PARLO,'0022,0.025,0.025,0.030,0.025,0.025,485200,No change,0
1423008000000,20150204,PARLO,'0022,0.025,0.030,0.030,0.025,0.030,20700,No change,0
1423094400000,20150205,PARLO,'0022,0.030,0.030,0.030,0.030,0.030,-,Closed,0
1423180800000,20150206,PARLO,'0022,0.030,0.030,0.030,0.030,0.030,150000,No change,0
1423440000000,20150209,PARLO,'0022,0.030,0.025,0.030,0.025,0.030,60100,Increased,1
1423526400000,20150210,PARLO,'0022,0.030,0.030,0.030,0.030,0.030,-,Closed,0
1423612800000,20150211,PARLO,'0022,0.030,0.025,0.025,0.025,0.025,435000,No change,0
1423699200000,20150212,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1423785600000,20150213,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1424044800000,20150216,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
1424131200000,20150217,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,10000,No change,0
1424217600000,20150218,PARLO,'0022,0.025,0.025,0.025,0.025,0.025,-,Closed,0
