Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420502400000,20150106,JMR,'7043,,1.010,1.040,0.960,0.990,573000,Decreased,3
1420588800000,20150107,JMR,'7043,0.990,1.020,1.050,1.010,1.050,191000,Increased,3
1420675200000,20150108,JMR,'7043,1.050,1.000,1.080,1.000,1.080,230300,Increased,8
1420761600000,20150109,JMR,'7043,1.080,1.070,1.160,1.020,1.160,499000,Increased,9
1421020800000,20150112,JMR,'7043,1.160,1.140,1.140,1.130,1.140,116400,No change,0
1421107200000,20150113,JMR,'7043,1.140,1.060,1.130,1.060,1.130,103000,Increased,7
1421193600000,20150114,JMR,'7043,1.130,1.110,1.110,1.110,1.110,100000,No change,0
1421280000000,20150115,JMR,'7043,1.110,1.100,1.120,1.100,1.120,202500,Increased,2
1421366400000,20150116,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1421625600000,20150119,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1421712000000,20150120,JMR,'7043,1.120,1.120,1.170,1.120,1.160,215100,Increased,4
1421798400000,20150121,JMR,'7043,1.160,1.140,1.150,1.110,1.110,100000,Decreased,3
1421884800000,20150122,JMR,'7043,1.110,1.120,1.140,1.120,1.130,229000,Increased,1
1421971200000,20150123,JMR,'7043,1.130,1.130,1.130,1.130,1.130,-,Closed,0
1422230400000,20150126,JMR,'7043,1.130,1.120,1.130,1.120,1.130,69600,Increased,1
1422316800000,20150127,JMR,'7043,1.130,1.120,1.120,1.120,1.120,29000,No change,0
1422403200000,20150128,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1422489600000,20150129,JMR,'7043,1.120,1.100,1.100,1.100,1.100,1100,No change,0
1422576000000,20150130,JMR,'7043,1.100,1.100,1.100,1.100,1.100,-,Closed,0
1423008000000,20150204,JMR,'7043,1.100,1.100,1.100,1.100,1.100,-,Closed,0
1423094400000,20150205,JMR,'7043,1.100,1.090,1.110,1.070,1.110,48300,Increased,2
1423180800000,20150206,JMR,'7043,1.110,1.040,1.110,1.030,1.110,75000,Increased,7
1423440000000,20150209,JMR,'7043,1.110,1.120,1.120,1.120,1.120,28000,No change,0
1423526400000,20150210,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1423612800000,20150211,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1423699200000,20150212,JMR,'7043,1.120,1.120,1.120,1.120,1.120,16000,No change,0
1423785600000,20150213,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1424044800000,20150216,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1424131200000,20150217,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1424217600000,20150218,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1424649600000,20150223,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1424736000000,20150224,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1424822400000,20150225,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1424908800000,20150226,JMR,'7043,1.120,1.100,1.100,1.060,1.060,54000,Decreased,4
1424995200000,20150227,JMR,'7043,1.060,1.110,1.110,1.060,1.060,150000,Decreased,5
1425254400000,20150302,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1425340800000,20150303,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1425427200000,20150304,JMR,'7043,1.060,1.040,1.040,1.030,1.030,57000,Decreased,1
1425513600000,20150305,JMR,'7043,1.030,1.060,1.060,1.060,1.060,50000,No change,0
1425600000000,20150306,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1425859200000,20150309,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1425945600000,20150310,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1426032000000,20150311,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1426118400000,20150312,JMR,'7043,1.060,1.020,1.020,1.020,1.020,8000,No change,0
1426204800000,20150313,JMR,'7043,1.020,1.020,1.110,1.010,1.020,228300,No change,0
1426464000000,20150316,JMR,'7043,1.020,1.020,1.020,1.020,1.020,-,Closed,0
1426550400000,20150317,JMR,'7043,1.020,1.020,1.020,1.020,1.020,-,Closed,0
1426636800000,20150318,JMR,'7043,1.020,1.100,1.100,1.100,1.100,30000,No change,0
1426723200000,20150319,JMR,'7043,1.100,1.100,1.100,1.100,1.100,-,Closed,0
1426809600000,20150320,JMR,'7043,1.100,1.040,1.040,1.040,1.040,100,No change,0
1427068800000,20150323,JMR,'7043,1.040,1.040,1.040,1.040,1.040,-,Closed,0
1427155200000,20150324,JMR,'7043,1.040,1.100,1.110,1.050,1.100,99000,No change,0
1427241600000,20150325,JMR,'7043,1.100,1.030,1.100,1.030,1.100,53300,Increased,7
1427328000000,20150326,JMR,'7043,1.100,1.090,1.090,1.090,1.090,50100,No change,0
1427414400000,20150327,JMR,'7043,1.090,1.090,1.090,1.090,1.090,50000,No change,0
1427673600000,20150330,JMR,'7043,1.090,1.090,1.090,1.090,1.090,15000,No change,0
1427760000000,20150331,JMR,'7043,1.090,1.090,1.090,1.090,1.090,-,Closed,0
1427846400000,20150401,JMR,'7043,1.090,1.090,1.090,1.090,1.090,-,Closed,0
1427932800000,20150402,JMR,'7043,1.090,1.090,1.090,1.090,1.090,50000,No change,0
1428019200000,20150403,JMR,'7043,1.090,1.090,1.090,1.090,1.090,-,Closed,0
1428278400000,20150406,JMR,'7043,1.090,1.090,1.090,1.090,1.090,-,Closed,0
1428364800000,20150407,JMR,'7043,1.090,1.090,1.090,1.090,1.090,-,Closed,0
1428451200000,20150408,JMR,'7043,1.090,1.080,1.080,1.080,1.080,25000,No change,0
1428537600000,20150409,JMR,'7043,1.080,1.080,1.080,1.080,1.080,-,Closed,0
1428624000000,20150410,JMR,'7043,1.080,1.070,1.080,1.070,1.080,19000,Increased,1
1428883200000,20150413,JMR,'7043,1.080,1.070,1.190,1.070,1.100,172100,Increased,3
1428969600000,20150414,JMR,'7043,1.100,1.170,1.170,1.170,1.170,30000,No change,0
1429056000000,20150415,JMR,'7043,1.170,1.100,1.280,1.100,1.280,102200,Increased,18
1429142400000,20150416,JMR,'7043,1.280,1.250,1.280,1.250,1.250,68000,No change,0
1429228800000,20150417,JMR,'7043,1.250,1.240,1.250,1.240,1.250,129300,Increased,1
1429488000000,20150420,JMR,'7043,1.250,1.230,1.280,1.230,1.280,120600,Increased,5
1429574400000,20150421,JMR,'7043,1.280,1.280,1.280,1.280,1.280,1000,No change,0
1429660800000,20150422,JMR,'7043,1.280,1.270,1.270,1.250,1.250,240000,Decreased,2
1429747200000,20150423,JMR,'7043,1.250,1.230,1.250,1.210,1.250,354200,Increased,2
1429833600000,20150424,JMR,'7043,1.250,1.250,1.250,1.250,1.250,-,Closed,0
1430092800000,20150427,JMR,'7043,1.250,1.240,1.250,1.240,1.240,26000,No change,0
1430179200000,20150428,JMR,'7043,1.240,1.240,1.240,1.240,1.240,-,Closed,0
1430265600000,20150429,JMR,'7043,1.240,1.240,1.240,1.240,1.240,-,Closed,0
1430352000000,20150430,JMR,'7043,1.240,1.140,1.250,1.140,1.250,25200,Increased,11
1430784000000,20150505,JMR,'7043,1.250,1.230,1.230,1.140,1.140,90200,Decreased,9
1430870400000,20150506,JMR,'7043,1.140,1.230,1.230,1.230,1.230,20000,No change,0
1430956800000,20150507,JMR,'7043,1.230,1.230,1.230,1.230,1.230,-,Closed,0
1431043200000,20150508,JMR,'7043,1.230,1.230,1.230,1.230,1.230,-,Closed,0
1431302400000,20150511,JMR,'7043,1.230,1.140,1.140,1.140,1.140,600,No change,0
1431388800000,20150512,JMR,'7043,1.140,1.210,1.210,1.210,1.210,62000,No change,0
1431475200000,20150513,JMR,'7043,1.210,1.200,1.210,1.190,1.200,314000,No change,0
1431561600000,20150514,JMR,'7043,1.200,1.190,1.190,1.120,1.120,130000,Decreased,7
1431648000000,20150515,JMR,'7043,1.120,1.120,1.120,1.120,1.120,-,Closed,0
1431907200000,20150518,JMR,'7043,1.120,1.130,1.130,1.070,1.130,334400,No change,0
1431993600000,20150519,JMR,'7043,1.130,1.110,1.110,1.110,1.110,135800,No change,0
1432080000000,20150520,JMR,'7043,1.110,1.110,1.110,1.110,1.110,-,Closed,0
1432166400000,20150521,JMR,'7043,1.110,1.060,1.060,1.060,1.060,100,No change,0
1432252800000,20150522,JMR,'7043,1.060,1.060,1.060,1.060,1.060,1000,No change,0
1432512000000,20150525,JMR,'7043,1.060,1.060,1.110,1.060,1.110,23000,Increased,5
1432598400000,20150526,JMR,'7043,1.110,1.110,1.110,1.110,1.110,-,Closed,0
1432684800000,20150527,JMR,'7043,1.110,1.110,1.110,1.110,1.110,-,Closed,0
1432771200000,20150528,JMR,'7043,1.110,1.060,1.060,1.060,1.060,5000,No change,0
1432857600000,20150529,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1433116800000,20150601,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1433203200000,20150602,JMR,'7043,1.060,1.060,1.060,1.060,1.060,-,Closed,0
1433289600000,20150603,JMR,'7043,1.060,1.100,1.110,1.100,1.110,35000,Increased,1
1433376000000,20150604,JMR,'7043,1.110,1.120,1.150,1.120,1.150,50000,Increased,3
1433462400000,20150605,JMR,'7043,1.150,1.150,1.150,1.150,1.150,-,Closed,0
1433721600000,20150608,JMR,'7043,1.150,1.150,1.150,1.150,1.150,-,Closed,0
1433808000000,20150609,JMR,'7043,1.150,1.060,1.060,1.050,1.050,5100,Decreased,1
1433894400000,20150610,JMR,'7043,1.050,1.090,1.090,1.090,1.090,30000,No change,0
