Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL,MarketStatus,TickSize,TickSizeRemark
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,0.000,0.00,815,"2,100",1.410,1.420,88,1.42,1.430,1.430,1.420,s,25 Nov 2019,05:00PM,1.420,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250,MarketGapUp,0.0,OpenAndClosePriceMismatch
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,0.000,0.00,59,137,0.520,0.535,50,0.52,0.520,0.520,0.520,s,25 Nov 2019,05:00PM,0.520,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214,MarketNoChange,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,0.000,0.00,0,"3,579",0.065,0.075,"4,135",0.07,-,-,-,s,25 Nov 2019,05:00PM,-,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086,MarketClosed,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,0.025,+5.26,10,52,0.470,0.500,90,0.475,0.500,0.500,0.500,s,25 Nov 2019,05:00PM,0.500,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198,MarketGapUp,0.0,
MAIN MARKET,PROPERTY,'7131,0.000,0.00,0,1,0.210,-,-,0.22,-,-,-,s,25 Nov 2019,05:00PM,-,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131,MarketClosed,0.0,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,0.005,+1.43,"1,645",5,0.345,0.355,785,0.35,0.345,0.355,0.345,s,25 Nov 2019,05:00PM,0.355,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120,MarketGapDown,2.0000000000000018,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,0.000,0.00,"6,362","4,726",0.130,0.135,"4,537",0.13,0.135,0.135,0.130,s,25 Nov 2019,05:00PM,0.130,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481,MarketGapUp,0.0,OpenAndClosePriceMismatch
MAIN MARKET,CONSTRUCTION,'5281,-0.015,-3.61,"5,523",77,0.400,0.405,120,0.415,0.415,0.415,0.395,s,25 Nov 2019,05:00PM,0.400,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281,MarketNoChange,2.9999999999999916,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,0.100,+4.55,21,20,2.150,2.290,30,2.2,2.250,2.300,2.250,s,25 Nov 2019,05:00PM,2.300,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148,MarketGapUp,4.999999999999982,
MAIN MARKET,HEALTH CARE,'7191,0.000,0.00,0,40,0.530,0.620,63,0.53,-,-,-,s,25 Nov 2019,05:00PM,-,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191,MarketClosed,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7146,-0.010,-9.52,"24,233","1,077",0.095,0.105,700,0.105,0.105,0.105,0.095,s,25 Nov 2019,05:00PM,0.095,AE MULTI HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146,MarketNoChange,1.999999999999999,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6599,-0.010,-0.65,"1,534","1,673",1.510,1.520,15,1.53,1.560,1.560,1.520,s,25 Nov 2019,05:00PM,1.520,AEON CO. (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599,MarketGapUp,4.0000000000000036,
MAIN MARKET,FINANCIAL SERVICES,'5139,-0.100,-0.66,789,5,14.860,15.000,234,15.1,14.900,15.000,14.900,s,25 Nov 2019,05:00PM,15.000,AEON CREDIT SERVICE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139,MarketGapDown,4.999999999999982,
MAIN MARKET,FINANCIAL SERVICES,'5185,-0.010,-0.50,848,37,1.990,2.000,"1,306",2.0,1.990,2.000,1.980,s,25 Nov 2019,05:00PM,1.990,AFFIN BANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185,MarketGapDown,0.0,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7315,-0.005,-4.17,"15,193","3,498",0.115,0.120,"6,392",0.12,0.120,0.120,0.100,s,25 Nov 2019,05:00PM,0.115,AHB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7315,MarketNoChange,0.9999999999999981,
MAIN MARKET,CONSTRUCTION,'7078,0.005,+1.32,"12,948","1,851",0.380,0.390,"2,400",0.38,0.375,0.390,0.375,s,25 Nov 2019,05:00PM,0.385,AHMAD ZAKI RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7078,MarketGapDown,2.0000000000000018,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5099,-0.010,-0.56,"58,610",600,1.760,1.770,"1,286",1.78,1.790,1.800,1.750,s,25 Nov 2019,05:00PM,1.770,AIRASIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5099,MarketGapUp,2.0000000000000018,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5238,0.000,0.00,"38,473","128,039",0.150,0.155,"27,966",0.155,0.155,0.160,0.150,s,25 Nov 2019,05:00PM,0.155,AIRASIA X BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238,MarketNoChange,0.0,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,-0.200,-1.28,131,7,15.440,15.540,50,15.64,15.580,15.600,15.440,s,25 Nov 2019,05:00PM,15.440,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658,MarketGapDown,7.000000000000028,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,0.015,+3.61,"4,522",200,0.425,0.430,50,0.415,0.420,0.445,0.420,s,25 Nov 2019,05:00PM,0.430,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609,MarketGapUp,2.0000000000000018,
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5116,0.020,+1.37,45,14,1.480,1.500,181,1.46,1.460,1.480,1.460,s,25 Nov 2019,05:00PM,1.480,AL-`AQAR HEALTHCARE REIT,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116,MarketNoChange,2.0000000000000018,
