Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7083,-,-,30,80,1.100,1.180,"1,000",1.1,1.100,1.100,1.100,s,29 Oct 2019,05:00PM,1.100,ANALABS RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'4758,0.005,+1.03,720,200,0.485,0.490,100,0.485,0.470,0.490,0.470,s,29 Oct 2019,05:00PM,0.490,ANCOM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6556,-,-,"6,846",482,1.090,1.130,700,1.11,1.120,1.120,1.090,s,29 Oct 2019,05:00PM,1.110,ANN JOO RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9342,-0.005,-25.00,"5,100","359,755",0.015,0.020,"22,181",0.02,0.020,0.020,0.015,s,29 Oct 2019,05:00PM,0.015,ANZO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5568,-0.020,-4.88,300,90,0.390,0.410,100,0.41,0.390,0.390,0.390,s,29 Oct 2019,05:00PM,0.390,APB RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
MAIN MARKET,FINANCIAL SERVICES,'5088,-0.020,-2.50,80,1,0.760,0.800,200,0.8,0.800,0.800,0.780,s,29 Oct 2019,05:00PM,0.780,APEX EQUITY HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
MAIN MARKET,HEALTH CARE,'7090,-,-,"1,009",141,2.180,2.200,135,2.18,2.200,2.200,2.160,s,29 Oct 2019,05:00PM,2.180,APEX HEALTHCARE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5194,-,-,"2,600","478,388",0.005,0.010,"31,573",0.01,0.005,0.010,0.005,s,29 Oct 2019,05:00PM,0.010,APFT BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5015,0.030,+1.48,"3,939",83,2.050,2.060,873,2.03,2.060,2.090,2.050,s,29 Oct 2019,05:00PM,2.060,APM AUTOMOTIVE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6432,-0.010,-0.26,1,9,3.890,3.950,10,3.9,3.890,3.890,3.890,s,29 Oct 2019,05:00PM,3.890,APOLLO FOOD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7181,0.020,+5.88,"158,194","2,317",0.360,0.365,"10,172",0.34,0.340,0.365,0.340,s,29 Oct 2019,05:00PM,0.360,ARB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
MAIN MARKET,PROPERTY,'7007,-,-,-,250,0.255,0.495,3,0.25,-,-,-,s,29 Oct 2019,05:00PM,-,ARK RESOURCES HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7722,-,-,-,40,0.480,0.500,60,0.5,-,-,-,s,29 Oct 2019,05:00PM,-,ASIA BRANDS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7129,-0.070,-2.94,152,50,2.310,2.400,34,2.38,2.350,2.360,2.310,s,29 Oct 2019,05:00PM,2.310,ASIA FILE CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0159,-0.070,-51.85,"166,892","20,803",0.065,0.070,"11,200",0.135,0.080,0.080,0.055,s,29 Oct 2019,05:00PM,0.065,ASIA MEDIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
MAIN MARKET,PROPERTY,'4057,0.005,+4.35,"18,150","13,141",0.120,0.125,"4,540",0.115,0.115,0.125,0.115,s,29 Oct 2019,05:00PM,0.120,ASIAN PAC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7162,0.015,+2.24,350,310,0.670,0.690,275,0.67,0.685,0.685,0.670,s,29 Oct 2019,05:00PM,0.685,ASTINO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
MAIN MARKET,PLANTATION,'7054,-,-,100,"1,235",0.110,0.115,415,0.11,0.110,0.110,0.110,s,29 Oct 2019,05:00PM,0.110,ASTRAL ASIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6399,0.040,+2.94,"5,566","1,052",1.380,1.400,"1,209",1.36,1.370,1.400,1.360,s,29 Oct 2019,05:00PM,1.400,ASTRO MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'8176,-0.010,-0.64,521,"1,955",1.560,1.570,197,1.57,1.570,1.590,1.540,s,29 Oct 2019,05:00PM,1.560,ATA IMS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7048,-,-,11,1,4.170,4.180,84,4.18,4.170,4.180,4.170,s,29 Oct 2019,05:00PM,4.180,ATLAN HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5130,-,-,59,"2,120",1.060,1.070,"1,586",1.06,1.060,1.070,1.060,s,29 Oct 2019,05:00PM,1.060,ATRIUM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7099,-,-,126,100,0.385,0.390,313,0.39,0.385,0.390,0.375,s,29 Oct 2019,05:00PM,0.390,ATTA GLOBAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'8885,-0.005,-3.23,"2,073","2,567",0.150,0.155,"1,180",0.155,0.155,0.155,0.150,s,29 Oct 2019,05:00PM,0.150,AVILLION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7579,0.005,+0.83,"3,694",11,0.610,0.615,"1,783",0.605,0.605,0.615,0.605,s,29 Oct 2019,05:00PM,0.610,AWC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6888,0.030,+0.71,"22,349","1,530",4.260,4.280,"6,635",4.25,4.270,4.280,4.240,s,29 Oct 2019,05:00PM,4.280,AXIATA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5106,-0.060,-3.31,"25,044","5,970",1.750,1.760,258,1.81,1.810,1.810,1.740,s,29 Oct 2019,05:00PM,1.750,AXIS REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
MAIN MARKET,PROPERTY,'2305,-0.280,-6.54,25,54,4.000,4.280,33,4.28,4.000,4.000,4.000,s,29 Oct 2019,05:00PM,4.000,AYER HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5021,-,-,11,300,0.290,0.300,"1,589",0.3,0.285,0.300,0.285,s,29 Oct 2019,05:00PM,0.300,AYS VENTURES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7005,-0.005,-1.49,545,125,0.330,0.340,100,0.335,0.330,0.335,0.330,s,29 Oct 2019,05:00PM,0.330,B.I.G. INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
MAIN MARKET,ENERGY,'7251,-,-,"4,693","151,897",0.025,0.030,"10,027",0.03,0.030,0.030,0.025,s,29 Oct 2019,05:00PM,0.030,BARAKAH OFFSHORE PETROLEUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
MAIN MARKET,PLANTATION,'1899,-,-,340,5,15.560,15.620,36,15.6,15.600,15.620,15.580,s,29 Oct 2019,05:00PM,15.600,BATU KAWAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
MAIN MARKET,PROPERTY,'6602,-,-,-,150,0.245,0.260,120,0.26,-,-,-,s,29 Oct 2019,05:00PM,-,BCB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
MAIN MARKET,CONSTRUCTION,'5190,-,-,"2,510",30,0.140,0.145,"2,160",0.145,0.140,0.145,0.140,s,29 Oct 2019,05:00PM,0.145,BENALEC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
MAIN MARKET,PROPERTY,'3239,-0.005,-1.64,"4,421","3,653",0.295,0.300,"1,710",0.305,0.300,0.300,0.295,s,29 Oct 2019,05:00PM,0.300,BERJAYA ASSETS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3395,-,-,"14,012","77,247",0.235,0.240,"57,685",0.24,0.240,0.240,0.235,s,29 Oct 2019,05:00PM,0.240,BERJAYA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5196,0.030,+1.99,"2,651",169,1.530,1.540,"1,630",1.51,1.510,1.540,1.510,s,29 Oct 2019,05:00PM,1.540,BERJAYA FOOD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'4219,-,-,"15,446","2,598",0.200,0.205,"11,204",0.2,0.200,0.200,0.195,s,29 Oct 2019,05:00PM,0.200,BERJAYA LAND BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6025,-0.120,-58.54,"12,975","1,061",0.080,0.085,17,0.205,0.145,0.145,0.075,s,29 Oct 2019,05:00PM,0.085,BERJAYA MEDIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1562,-0.040,-1.54,"16,401","2,439",2.550,2.560,439,2.6,2.640,2.650,2.530,s,29 Oct 2019,05:00PM,2.560,BERJAYA SPORTS TOTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5248,0.010,+0.44,"9,710","1,071",2.260,2.270,149,2.25,2.260,2.270,2.250,s,29 Oct 2019,05:00PM,2.260,BERMAZ AUTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
MAIN MARKET,PROPERTY,'9814,-0.040,-15.38,15,"1,000",0.160,0.280,"1,553",0.26,0.220,0.220,0.220,s,29 Oct 2019,05:00PM,0.220,BERTAM ALLIANCE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
MAIN MARKET,FINANCIAL SERVICES,'5258,-0.010,-0.24,256,26,4.150,4.160,"1,147",4.16,4.160,4.200,4.150,s,29 Oct 2019,05:00PM,4.150,BIMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
MAIN MARKET,PROPERTY,'6173,0.005,+1.47,100,10,0.345,0.360,100,0.34,0.340,0.345,0.340,s,29 Oct 2019,05:00PM,0.345,BINA DARULAMAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
MAIN MARKET,CONSTRUCTION,'5932,0.005,+4.35,"2,310","10,859",0.115,0.120,"8,753",0.115,0.115,0.120,0.115,s,29 Oct 2019,05:00PM,0.120,BINA PURI HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6998,-0.010,-8.00,"1,920","10,826",0.115,0.120,"1,932",0.125,0.120,0.120,0.115,s,29 Oct 2019,05:00PM,0.115,BINTAI KINDEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
MAIN MARKET,TRANSPORTATION & LOGISTICS,'5032,-,-,40,10,3.980,4.150,10,3.98,4.100,4.100,3.980,s,29 Oct 2019,05:00PM,3.980,BINTULU PORT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
MAIN MARKET,PLANTATION,'5069,-,-,-,10,5.300,5.750,50,5.72,-,-,-,s,29 Oct 2019,05:00PM,-,BLD PLANTATION BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0168,-0.005,-0.83,"1,530",50,0.595,0.600,2,0.605,0.610,0.610,0.600,s,29 Oct 2019,05:00PM,0.600,BOILERMECH HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9288,-0.005,-1.85,"5,661","1,024",0.260,0.265,358,0.27,0.260,0.265,0.260,s,29 Oct 2019,05:00PM,0.265,BONIA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7036,-,-,"7,357","1,145,799",0.040,0.045,"150,697",0.045,0.040,0.045,0.040,s,29 Oct 2019,05:00PM,0.045,BORNEO OIL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
MAIN MARKET,TRANSPORTATION & LOGISTICS,'8133,-,-,-,33,1.160,1.250,12,1.27,-,-,-,s,29 Oct 2019,05:00PM,-,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2771,-,-,"5,020",97,0.965,0.970,301,0.965,0.965,0.970,0.965,s,29 Oct 2019,05:00PM,0.965,BOUSTEAD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
