Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-11,'0198,GDB ,GDB HOLDINGS BERHAD,,0.35,0.360,0.350,0.355,"471,100",1,+0.005 ,+1.43%,increasing,"1,119,500",0.220 - 0.365,2.00,5.63%,4.18,221.9M,8,1,1.97,0.350 / 0.355,23.22,41.73,,0.4,,"216,400 / 177,000",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-11,'0106,REXIT ,REXIT BERHAD,,0.62,0.620,0.620,0.620,"10,500",0,0.000 ,0.00%,,"14,800",0.525 - 0.750,3.00,4.84%,4.16,117.4M,15,5,3.10,0.625 / 0.640,20.80,11.61,,0.7,,"5,000 / 10,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-11,'0005,UCREST ,UCREST BERHAD,,0.13,0.135,0.130,0.130,"568,100",0,0.000 ,0.00%,,"3,361,200",0.125 - 0.335,0.00,0.00%,1.69,60.3M,8,2,1.55,0.130 / 0.135,20.17,6.22,,0.2,,"4,950,300 / 240,300",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-11,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.26,0.265,0.260,0.260,"19,000",0,0.000 ,0.00%,,"497,100",0.255 - 0.395,0.50,1.92%,3.01,130.0M,9,1,1.72,0.260 / 0.270,19.87,18.71,,0.0,,"159,800 / 120,000",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-11,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.35,1.400,1.340,1.360,"3,224,200",1,+0.010 ,+0.74%,increasing,"1,066,200",0.805 - 1.400,2.00,1.47%,6.59,758.3M,21,3,4.00,1.360 / 1.370,19.38,48.05,,3.0,,"44,800 / 54,800",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-11,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.195,0.200,0.190,0.195,"6,724,400",0,0.000 ,0.00%,,"25,420,400",0.150 - 0.275,0.00,0.00%,1.04,238.2M,19,6,6.50,0.195 / 0.200,34.67,3.10,,0.3,,"5,050,400 / 4,362,400",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-11,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.33,0.340,0.330,0.340,"89,200",2,+0.010 ,+3.03%,increasing,"285,200",0.275 - 0.365,1.50,4.41%,3.32,101.3M,10,1,1.70,0.335 / 0.340,16.60,35.03,,0.3,,"10,000 / 47,700",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-11,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.6,0.625,0.600,0.610,"1,918,600",2,+0.010 ,+1.67%,increasing,"925,100",0.280 - 0.635,0.50,0.82%,3.65,193.8M,17,7,2.54,0.610 / 0.615,15.21,9.30,,2.1,,"15,300 / 79,700",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-11,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.51,1.560,1.520,1.530,"3,077,600",2,+0.020 ,+1.32%,increasing,"1,380,900",0.905 - 1.730,0.00,0.00%,3.75,355.1M,41,6,6.24,1.530 / 1.540,15.30,25.57,,2.2,,"269,100 / 40,000",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-11,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.78,1.820,1.760,1.800,"1,859,100",2,+0.020 ,+1.12%,increasing,"5,738,500",0.635 - 1.820,0.00,0.00%,7.46,"1,126.8M",24,10,6.92,1.790 / 1.800,28.69,17.53,,0.3,,"14,300 / 191,800",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-11,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.550,0.550,0.550,-,0,0.000 ,0.00%,,"39,000",0.305 - 0.700,0.00,0.00%,1.74,92.1M,32,0,4.52,0.530 / 0.555,14.30,121.62,,0.0,,"20,000 / 5,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-11,'0158,SCC ,SCC HOLDINGS BERHAD,,0.52,0.500,0.500,0.500,"34,000",4,-0.020 ,-3.85%,decreasing,"28,000",0.470 - 0.560,3.40,6.80%,4.30,70.6M,12,1,1.62,0.500 / 0.520,13.90,47.55,,1.2,,"16,000 / 84,800",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-11,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.13999999999999999,0.150,0.140,0.150,"8,207,900",2,+0.010 ,+7.14%,increasing,"10,199,200",0.125 - 0.195,0.00,0.00%,1.31,444.9M,11,2,1.58,0.145 / 0.150,13.77,7.62,,0.8,,"1,952,800 / 4,329,300",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-11,'0018,LAMBO ,LAMBO GROUP BERHAD,,0.05,0.055,0.050,0.050,"260,400",0,0.000 ,0.00%,,"3,815,600",0.045 - 0.160,0.00,0.00%,0.79,105.1M,6,1,0.85,0.050 / 0.055,13.37,4.97,,0.1,,"295,100 / 8,031,100",https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-11,'0162,WIDAD ,WIDAD GROUP BERHAD,,0.32,0.325,0.315,0.325,"10,703,900",1,+0.005 ,+1.56%,increasing,"3,787,400",0.215 - 0.355,0.00,0.00%,0.93,797.8M,35,3,4.74,0.320 / 0.325,13.55,9.96,,2.8,,"120,000 / 1,756,500",https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-11,'0157,FOCUSP ,FOCUS POINT HOLDINGS BERHAD,,0.355,0.365,0.350,0.365,"264,900",2,+0.010 ,+2.82%,increasing,"727,600",0.160 - 0.650,1.88,5.15%,4.59,80.3M,8,0,1.38,0.360 / 0.365,17.38,85.45,,0.4,,"10,000 / 67,400",https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-11,'0193,KAB ,KEJURUTERAAN ASASTERA BERHAD,,0.49,0.495,0.485,0.495,"1,148,800",1,+0.005 ,+1.02%,increasing,"2,978,100",0.185 - 0.500,1.00,2.02%,2.04,175.2M,24,1,3.09,0.490 / 0.495,12.75,37.51,,0.4,,"10,000 / 8,900",https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-11,'0039,GFM ,GFM SERVICES BERHAD,,0.33,0.330,0.325,0.325,"511,300",1,-0.005 ,-1.52%,decreasing,"1,310,500",0.320 - 0.565,1.10,3.38%,2.67,153.2M,12,1,1.56,0.325 / 0.330,12.84,29.11,,0.4,,"417,600 / 230,700",https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-11,'0084,TECFAST ,TECHFAST HOLDINGS BERHAD,,0.35,0.370,0.350,0.365,"3,154,200",3,+0.015 ,+4.29%,increasing,"961,200",0.245 - 0.455,1.00,2.74%,1.42,83.3M,26,3,3.17,0.365 / 0.370,12.35,12.51,,3.3,,"45,400 / 687,500",https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-10-11,'0026,NOVAMSC ,NOVA MSC BERHAD,,0.07500000000000001,0.090,0.075,0.085,"5,464,200",2,+0.010 ,+13.33%,increasing,"1,798,200",0.075 - 0.175,0.00,0.00%,0.99,63.9M,9,1,1.06,0.080 / 0.085,12.38,7.07,,3.0,,"5,298,900 / 356,100",https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-10-11,'0187,BCMALL ,BCM ALLIANCE BERHAD,,0.135,0.140,0.135,0.140,"135,000",1,+0.005 ,+3.70%,increasing,"442,800",0.135 - 0.230,0.20,1.43%,1.48,59.0M,9,1,1.17,0.135 / 0.140,12.33,22.30,,0.3,,"626,700 / 301,000",https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-10-11,'0032,REDTONE ,REDTONE INTERNATIONAL BERHAD,,0.5549999999999999,0.585,0.555,0.575,"13,418,200",4,+0.020 ,+3.60%,increasing,"4,928,100",0.150 - 0.585,1.00,1.74%,2.52,436.3M,23,2,2.68,0.570 / 0.575,11.75,23.88,,2.7,,"724,700 / 9,900",https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-10-11,'0180,KTC ,KIM TECK CHEONG CONSOLIDATED BERHAD,,0.13999999999999999,0.160,0.145,0.150,"1,114,500",2,+0.010 ,+7.14%,increasing,"454,000",0.130 - 0.200,0.00,0.00%,2.32,76.5M,6,0,0.71,0.150 / 0.155,11.05,122.55,,2.5,,"600 / 574,500",https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
