Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-10-08,'0198,GDB HOLDINGS BERHAD,0.345,7062,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,8.25,5.80,23.23,1.92,215.63,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-08,'0106,REXIT BERHAD,0.640,0,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,15.38,4.69,20.80,3.20,121.17,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-08,'0005,UCREST BERHAD,0.140,7934,"Technology, Ace Market",Ace Market,0.130-0.325,1.69,0.00,0.08,8.29,0.00,20.16,1.67,64.96,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-08,'0197,WEGMANS HOLDINGS BERHAD,0.275,137,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.385,3.01,0.50,0.15,9.13,1.82,20.07,1.83,137.50,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-08,'0127,JHM CONSOLIDATION BERHAD,1.340,51495,"Technology, Ace Market",Ace Market,0.820-1.370,6.59,2.00,0.34,20.34,1.49,19.38,3.94,747.18,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-08,'0209,I-STONE GROUP BERHAD,0.185,46104,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,17.82,0.00,17.31,6.17,225.97,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-08,'0040,OPENSYS (M) BERHAD,0.335,3171,"Technology, Ace Market",Ace Market,0.275-0.360,3.32,1.50,0.20,10.08,4.48,16.61,1.68,99.79,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-08,'0201,NOVA WELLNESS GROUP BERHAD,0.610,38440,"Health Care, Ace Market",Ace Market,0.290-0.610,3.65,0.50,0.24,16.70,0.82,15.22,2.54,193.82,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-08,'0200,REVENUE GROUP BERHAD,1.510,4552,"Technology, Ace Market",Ace Market,0.627-1.690,3.73,0.00,0.25,40.45,0.00,14.93,6.04,351.80,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-08,'0208,GREATECH TECHNOLOGY BERHAD,1.680,65302,"Technology, Ace Market",Ace Market,0.940-1.620,7.46,0.00,0.26,22.52,0.00,14.35,6.46,1051.68,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-08,'0126,MICROLINK SOLUTIONS BERHAD,0.550,900,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,31.59,0.00,14.31,4.52,92.05,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-08,'0158,SCC HOLDINGS BERHAD,0.520,600,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,12.10,6.54,13.90,1.68,73.40,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-08,'0010,IRIS CORPORATION BERHAD,0.150,63281,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,11.42,0.00,13.81,1.58,444.94,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-08,'0018,LAMBO GROUP BERHAD,0.050,20812,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,6.36,0.00,13.29,0.85,105.11,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-08,'0162,WIDAD GROUP BERHAD,0.300,60074,"Construction, Ace Market",Ace Market,0.215-0.370,0.93,0.00,0.07,32.39,0.00,13.23,4.29,736.39,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-08,'0157,FOCUS POINT HOLDINGS BERHAD,0.325,3326,"Consumer Products & Services, Ace Market",Ace Market,0.120-0.480,4.59,1.88,0.26,7.08,5.78,13.07,0.93,71.50,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-08,'0193,KEJURUTERAAN ASASTERA BERHAD,0.480,24808,"Industrial Products & Services, Ace Market",Ace Market,0.190-0.485,2.04,1.00,0.16,23.54,2.08,12.74,3.00,169.92,https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-08,'0039,GFM SERVICES BERHAD,0.330,14855,"Industrial Products & Services, Ace Market",Ace Market,0.330-0.550,2.67,1.10,0.21,12.37,3.33,12.70,1.57,155.60,https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-08,'0084,TECHFAST HOLDINGS BERHAD,0.320,51160,"Industrial Products & Services, Ace Market",Ace Market,0.245-0.445,1.42,1.00,0.12,22.54,3.11,12.35,2.78,73.01,https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-10-08,'0026,NOVA MSC BERHAD,0.080,3940,"Technology, Ace Market",Ace Market,0.075-0.175,0.99,0.00,0.08,8.12,0.00,12.32,1.00,60.12,https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-10-08,'0187,BCM ALLIANCE BERHAD,0.145,2630,"Industrial Products & Services, Ace Market",Ace Market,0.140-0.235,1.48,0.20,0.12,9.82,1.38,12.30,1.21,61.08,https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-10-08,'0032,REDTONE INTERNATIONAL BERHAD,0.575,103018,"Telecommunications & Media, Ace Market",Ace Market,0.155-0.565,2.52,1.00,0.21,22.80,1.74,11.76,2.68,436.31,https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-10-08,'0180,KIM TECK CHEONG CONSOLIDATED BERHAD,0.145,1915,"Consumer Products & Services, Ace Market",Ace Market,0.130-0.190,2.32,0.00,0.21,6.25,0.00,11.06,0.69,73.99,https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
2019-10-08,'0120,VISDYNAMICS HOLDINGS BERHAD,0.440,48051,"Technology, Ace Market",Ace Market,0.310-0.690,2.55,1.02,0.24,17.22,2.32,10.65,1.83,74.43,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-10-08,'0146,JF TECHNOLOGY BERHAD,0.825,2633,"Technology, Ace Market",Ace Market,0.655-0.945,1.58,0.00,0.15,52.23,0.00,10.62,5.55,173.25,https://www.klsescreener.com/v2/stocks/view/0146/jf-technology-berhad
2019-10-08,'0023,IFCA MSC BERHAD,0.290,43941,"Technology, Ace Market",Ace Market,0.185-0.485,1.92,1.00,0.20,15.11,3.45,9.59,1.45,176.40,https://www.klsescreener.com/v2/stocks/view/0023/ifca-msc-berhad
2019-10-08,'0191,CABNET HOLDINGS BERHAD,0.205,150,"Technology, Ace Market",Ace Market,0.190-0.315,2.47,0.70,0.26,8.31,3.39,9.43,0.78,36.64,https://www.klsescreener.com/v2/stocks/view/0191/cabnet-holdings-berhad
2019-10-08,'0196,QES GROUP BERHAD,0.185,71841,"Industrial Products & Services, Ace Market",Ace Market,0.170-0.345,1.02,0.40,0.11,18.06,2.16,9.31,1.68,140.29,https://www.klsescreener.com/v2/stocks/view/0196/qes-group-berhad
2019-10-08,'0210,KIM HIN JOO (MALAYSIA) BERHAD,0.290,600,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.415,2.57,0.50,0.14,11.27,1.72,9.06,2.04,110.20,https://www.klsescreener.com/v2/stocks/view/0210/kim-hin-joo-malaysia-berhad
2019-10-08,'0213,MTAG GROUP BERHAD,0.425,176390,"Industrial Products & Services, Ace Market",Ace Market,0.415-0.475,5.42,0.00,0.15,7.84,0.00,9.04,2.83,289.69,https://www.klsescreener.com/v2/stocks/view/0213/mtag-group-berhad
2019-10-08,'0150,FINTEC GLOBAL BERHAD,0.045,2880,"Trad/Serv, Ace Market",Ace Market,0.040-0.075,2.57,0.00,0.28,1.75,0.00,8.96,0.16,28.57,https://www.klsescreener.com/v2/stocks/view/0150/fintec-global-berhad
2019-10-08,'0176,KRONOLOGI ASIA BERHAD,0.645,59419,"Technology, Ace Market",Ace Market,0.525-0.690,3.80,2.00,0.44,16.98,3.10,8.63,1.47,315.58,https://www.klsescreener.com/v2/stocks/view/0176/kronologi-asia-berhad
2019-10-08,'0001,SUPERCOMNET TECHNOLOGIES BERHAD,0.825,2966,"Industrial Products & Services, Ace Market",Ace Market,0.520-1.040,2.49,1.52,0.30,33.08,1.84,8.31,2.75,530.48,https://www.klsescreener.com/v2/stocks/view/0001/supercomnet-technologies-berhad
2019-10-08,'0171,PETERLABS HOLDINGS BERHAD,0.185,761,"Consumer Products & Services, Ace Market",Ace Market,0.185-0.370,1.84,0.00,0.23,10.08,0.00,7.87,0.79,39.73,https://www.klsescreener.com/v2/stocks/view/0171/peterlabs-holdings-berhad
2019-10-08,'0203,SECUREMETRIC BERHAD,0.465,0,"Technology, Ace Market",Ace Market,0.395-0.590,1.16,0.00,0.16,40.00,0.00,7.37,2.95,113.27,https://www.klsescreener.com/v2/stocks/view/0203/securemetric-berhad
2019-10-08,'0195,BINASAT COMMUNICATIONS BERHAD,0.275,6477,"Telecommunications & Media, Ace Market",Ace Market,0.205-0.430,2.06,0.00,0.29,13.38,0.00,7.09,0.95,71.50,https://www.klsescreener.com/v2/stocks/view/0195/binasat-communications-berhad
2019-10-08,'0011,BRITE-TECH BERHAD,0.210,1058,"Trad/Serv, Ace Market",Ace Market,0.205-0.365,1.57,1.60,0.23,13.34,7.62,6.84,0.91,52.92,https://www.klsescreener.com/v2/stocks/view/0011/brite-tech-berhad
2019-10-08,'0111,K-ONE TECHNOLOGY BERHAD,0.210,55136,"Technology, Ace Market",Ace Market,0.147-0.280,1.04,0.00,0.16,20.17,0.00,6.71,1.35,153.08,https://www.klsescreener.com/v2/stocks/view/0111/k-one-technology-berhad
2019-10-08,'0206,GAGASAN NADI CERGAS BERHAD,0.245,399,"Construction, Ace Market",Ace Market,0.235-0.305,3.76,0.50,0.57,6.52,2.04,6.59,0.43,184.49,https://www.klsescreener.com/v2/stocks/view/0206/gagasan-nadi-cergas-berhad
2019-10-08,'0179,BIOALPHA HOLDINGS BERHAD,0.195,4323,"Consumer Products & Services, Ace Market",Ace Market,0.190-0.255,1.18,0.00,0.19,16.59,0.00,6.31,1.05,167.74,https://www.klsescreener.com/v2/stocks/view/0179/bioalpha-holdings-berhad
2019-10-08,'0089,TEX CYCLE TECHNOLOGY (M) BERHAD,0.340,2620,"Industrial Products & Services, Ace Market",Ace Market,0.350-0.610,2.57,0.60,0.41,13.22,1.76,6.28,0.83,87.10,https://www.klsescreener.com/v2/stocks/view/0089/tex-cycle-technology-m-berhad
2019-10-08,'0147,INNITY CORPORATION BERHAD,0.450,0,"Telecommunications & Media, Ace Market",Ace Market,0.425-0.720,1.53,0.00,0.25,29.44,0.00,6.15,1.81,62.60,https://www.klsescreener.com/v2/stocks/view/0147/innity-corporation-berhad
2019-10-08,'0080,STRAITS INTER LOGISTICS BERHAD,0.215,6593,"Trad/Serv, Ace Market",Ace Market,0.200-0.280,0.91,0.00,0.16,23.64,0.00,5.55,1.31,139.89,https://www.klsescreener.com/v2/stocks/view/0080/straits-inter-logistics-berhad
2019-10-08,'0205,DPI HOLDINGS BERHAD,0.155,2450,"Consumer Products & Services, Ace Market",Ace Market,0.150-0.270,1.04,0.00,0.15,14.86,0.00,5.21,1.03,75.44,https://www.klsescreener.com/v2/stocks/view/0205/dpi-holdings-berhad
2019-10-08,'0112,MIKRO MSC BERHAD,0.195,641,"Technology, Ace Market",Ace Market,0.180-0.295,0.72,0.30,0.14,27.22,1.54,5.17,1.41,114.90,https://www.klsescreener.com/v2/stocks/view/0112/mikro-msc-berhad
2019-10-08,'0108,N2N CONNECT BERHAD,0.705,875,"Technology, Ace Market",Ace Market,0.705-1.220,2.27,0.90,0.42,31.07,1.28,5.04,1.57,421.50,https://www.klsescreener.com/v2/stocks/view/0108/n2n-connect-berhad
2019-10-08,'0160,HIAP HUAT HOLDINGS BERHAD,0.095,5651,"Industrial Products & Services, Ace Market",Ace Market,0.080-0.150,0.88,0.00,0.18,10.83,0.00,4.87,0.53,31.66,https://www.klsescreener.com/v2/stocks/view/0160/hiap-huat-holdings-berhad
2019-10-08,'0202,RADIANT GLOBALTECH BERHAD,0.270,9295,"Technology, Ace Market",Ace Market,0.205-0.310,0.54,0.00,0.12,49.65,0.00,4.72,2.35,141.80,https://www.klsescreener.com/v2/stocks/view/0202/radiant-globaltech-berhad
2019-10-08,'0098,BAHVEST RESOURCES BERHAD,0.505,33365,"Consumer Products & Services, Ace Market",Ace Market,0.335-0.740,1.12,0.00,0.25,44.92,0.00,4.45,2.00,618.59,https://www.klsescreener.com/v2/stocks/view/0098/bahvest-resources-berhad
2019-10-08,'0199,TRI-MODE SYSTEM (M) BERHAD,0.340,112,"Trad/Serv, Ace Market",Ace Market,0.300-0.475,1.90,1.00,0.43,17.94,2.94,4.41,0.79,56.44,https://www.klsescreener.com/v2/stocks/view/0199/tri-mode-system-m-berhad
2019-10-08,'0109,SC ESTATE BUILDER BERHAD,0.030,2411,"Construction, Ace Market",Ace Market,0.010-0.050,0.14,0.00,0.04,21.23,0.00,3.72,0.79,26.49,https://www.klsescreener.com/v2/stocks/view/0109/sc-estate-builder-berhad
2019-10-08,'0007,PUC BERHAD,0.065,33168,"Telecommunications & Media, Ace Market",Ace Market,0.060-0.160,0.37,0.00,0.12,17.73,0.00,3.08,0.55,145.00,https://www.klsescreener.com/v2/stocks/view/0007/puc-berhad
2019-10-08,'0025,YBS INTERNATIONAL BERHAD,0.125,0,"Industrial Products & Services, Ace Market",Ace Market,0.115-0.165,0.72,0.00,0.24,17.27,0.00,3.02,0.52,30.25,https://www.klsescreener.com/v2/stocks/view/0025/ybs-international-berhad
2019-10-08,'0212,SDS GROUP BERHAD,0.250,216656,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.255,1.44,0.00,0.13,17.36,0.00,2.77,1.92,74.93,https://www.klsescreener.com/v2/stocks/view/0212/sds-group-berhad
2019-10-08,'0211,TASHIN HOLDINGS BERHAD,0.265,1010,"Industrial Products & Services, Ace Market",Ace Market,0.260-0.485,3.04,0.00,0.55,8.71,0.00,2.76,0.48,92.48,https://www.klsescreener.com/v2/stocks/view/0211/tashin-holdings-berhad
2019-10-08,'0190,EVERSAFE RUBBER BERHAD,0.220,0,"Industrial Products & Services, Ace Market",Ace Market,0.180-0.260,0.59,0.00,0.25,37.12,0.00,2.36,0.88,52.93,https://www.klsescreener.com/v2/stocks/view/0190/eversafe-rubber-berhad
2019-10-08,'0079,ORION IXL BERHAD,0.090,32101,"Technology, Ace Market",Ace Market,0.075-0.220,0.24,0.00,0.15,36.90,0.00,1.64,0.61,63.65,https://www.klsescreener.com/v2/stocks/view/0079/orion-ixl-berhad
