Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-09,'0198,GDB ,GDB HOLDINGS BERHAD,,0.345,0.365,0.345,0.350,"2,417,000",1,+0.005 ,+1.45%,increasing,"1,081,200",0.220 - 0.365,2.00,5.71%,4.18,218.8M,8,1,1.94,0.350 / 0.355,23.22,41.73,,2.2,,"23,600 / 2,529,700",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-09,'0106,REXIT ,REXIT BERHAD,,0.64,0.620,0.610,0.620,"6,000",4,-0.020 ,-3.13%,decreasing,"14,900",0.525 - 0.750,3.00,4.84%,4.16,117.4M,15,5,3.10,0.610 / 0.630,20.80,11.61,,0.4,,"4,000 / 5,000",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-09,'0005,UCREST ,UCREST BERHAD,,0.14,0.135,0.130,0.135,"1,029,400",1,-0.005 ,-3.57%,decreasing,"3,473,900",0.125 - 0.335,0.00,0.00%,1.69,62.6M,8,2,1.61,0.135 / 0.140,20.17,6.22,,0.3,,"29,200 / 751,000",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-09,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.275,0.270,0.260,0.260,"43,000",3,-0.015 ,-5.45%,decreasing,"617,000",0.255 - 0.395,0.50,1.92%,3.01,130.0M,9,1,1.72,0.260 / 0.265,19.87,18.71,,0.1,,"5,400 / 36,900",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-09,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.34,1.360,1.340,1.350,"1,263,300",1,+0.010 ,+0.75%,increasing,"982,900",0.805 - 1.370,2.00,1.48%,6.59,752.8M,20,3,3.97,1.340 / 1.350,19.38,48.05,,1.3,,"138,800 / 4,600",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-09,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.185,0.185,0.180,0.185,"2,974,200",0,0.000 ,0.00%,,"26,411,500",0.150 - 0.275,0.00,0.00%,1.04,226.0M,18,6,6.17,0.180 / 0.185,34.67,3.10,,0.1,,"5,597,100 / 1,631,600",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-09,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.335,0.335,0.335,0.335,"12,500",0,0.000 ,0.00%,,"288,200",0.275 - 0.365,1.50,4.48%,3.32,99.8M,10,1,1.68,0.335 / 0.345,16.60,35.03,,0.0,,"141,000 / 147,000",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-09,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.61,0.610,0.580,0.595,"1,615,800",3,-0.015 ,-2.46%,decreasing,"866,700",0.280 - 0.635,0.50,0.84%,3.65,189.1M,16,6,2.48,0.590 / 0.600,15.21,9.30,,1.9,,"138,200 / 7,500",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-09,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.51,1.530,1.500,1.510,"851,500",0,0.000 ,0.00%,,"1,462,300",0.905 - 1.730,0.00,0.00%,3.75,350.5M,40,6,6.16,1.510 / 1.530,15.30,25.57,,0.6,,"223,800 / 150,100",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-09,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.68,1.820,1.610,1.770,"6,790,300",9,+0.090 ,+5.36%,increasing,"6,000,800",0.635 - 1.690,0.00,0.00%,7.46,"1,108.0M",24,10,6.81,1.770 / 1.780,28.69,17.53,,1.1,,"61,500 / 13,500",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-09,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.550,0.540,0.550,"42,000",0,0.000 ,0.00%,,"41,000",0.305 - 0.700,0.00,0.00%,1.74,92.1M,32,0,4.52,0.535 / 0.565,14.30,121.62,,1.0,,"20,000 / 5,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
