Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-08-28,'0198,GDB HOLDINGS BERHAD,0.305,4195,"Construction, Ace Market",Ace Market,0.220-0.405,4.18,2.00,0.18,7.29,6.56,23.23,1.69,190.63,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-08-28,'0106,REXIT BERHAD,0.635,0,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,15.26,4.72,20.80,3.18,120.23,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-08-28,'0005,UCREST BERHAD,0.135,16814,"Technology, Ace Market",Ace Market,0.135-0.335,1.69,0.00,0.08,7.99,0.00,20.16,1.61,62.64,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-08-28,'0197,WEGMANS HOLDINGS BERHAD,0.270,5397,"Consumer Products & Services, Ace Market",Ace Market,0.285-0.390,3.01,0.50,0.15,8.97,1.85,20.07,1.80,135.00,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-08-28,'0127,JHM CONSOLIDATION BERHAD,1.110,3126,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,16.85,1.80,19.38,3.26,618.94,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-08-28,'0157,FOCUS POINT HOLDINGS BERHAD,0.555,9634,"Consumer Products & Services, Ace Market",Ace Market,0.160-0.640,6.12,2.50,0.35,9.06,4.50,17.43,1.58,91.58,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-08-28,'0209,I-STONE GROUP BERHAD,0.170,26160,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,16.37,0.00,17.31,5.67,207.65,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-08-28,'0200,REVENUE GROUP BERHAD,1.500,6503,"Technology, Ace Market",Ace Market,0.627-1.690,3.69,0.00,0.21,40.64,0.00,16.78,6.82,348.00,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-08-28,'0040,OPENSYS (M) BERHAD,0.325,3549,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,9.78,4.62,16.61,1.62,96.81,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-08-28,'0201,NOVA WELLNESS GROUP BERHAD,0.460,8393,"Health Care, Ace Market",Ace Market,0.290-0.595,3.65,0.50,0.24,12.60,1.09,15.22,1.92,146.16,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-08-28,'0120,VISDYNAMICS HOLDINGS BERHAD,0.360,3215,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,10.21,2.83,14.69,1.50,60.90,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-08-28,'0208,GREATECH TECHNOLOGY BERHAD,1.160,56982,"Technology, Ace Market",Ace Market,0.940-1.170,7.46,0.00,0.26,15.55,0.00,14.35,4.46,726.16,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-08-28,'0126,MICROLINK SOLUTIONS BERHAD,0.580,0,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,33.31,0.00,14.31,4.77,97.07,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-08-28,'0158,SCC HOLDINGS BERHAD,0.525,5,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,12.21,6.48,13.90,1.70,74.11,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-08-28,'0010,IRIS CORPORATION BERHAD,0.160,259028,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,12.18,0.00,13.81,1.68,474.61,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-08-28,'0018,LAMBO GROUP BERHAD,0.055,23959,"Technology, Ace Market",Ace Market,0.050-0.120,0.78,0.00,0.06,7.04,0.00,13.58,0.96,115.62,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-08-28,'0162,WIDAD GROUP BERHAD,0.245,25316,"Construction, Ace Market",Ace Market,0.220-0.380,0.93,0.00,0.07,26.45,0.00,13.23,3.50,601.39,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-08-28,'0193,KEJURUTERAAN ASASTERA BERHAD,0.275,8705,"Industrial Products & Services, Ace Market",Ace Market,0.190-0.295,2.04,1.00,0.16,13.49,3.64,12.74,1.72,97.35,https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-08-28,'0039,GFM SERVICES BERHAD,0.375,34201,"Industrial Products & Services, Ace Market",Ace Market,0.370-0.550,2.67,1.10,0.21,14.04,2.93,12.72,1.79,176.59,https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-08-28,'0084,TECHFAST HOLDINGS BERHAD,0.300,14507,"Industrial Products & Services, Ace Market",Ace Market,0.245-0.510,1.42,1.00,0.12,21.13,3.32,12.35,2.61,68.44,https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-08-28,'0026,NOVA MSC BERHAD,0.090,1701,"Technology, Ace Market",Ace Market,0.090-0.180,0.99,0.00,0.08,9.13,0.00,12.32,1.12,67.64,https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-08-28,'0187,BCM ALLIANCE BERHAD,0.150,11094,"Industrial Products & Services, Ace Market",Ace Market,0.160-0.250,1.48,0.20,0.12,10.16,1.33,12.30,1.25,63.19,https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-08-28,'0032,REDTONE INTERNATIONAL BERHAD,0.410,309594,"Telecommunications & Media, Ace Market",Ace Market,0.155-0.405,2.52,1.00,0.21,16.25,2.44,11.76,1.91,311.06,https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-08-28,'0180,KIM TECK CHEONG CONSOLIDATED BERHAD,0.165,5154,"Consumer Products & Services, Ace Market",Ace Market,0.130-0.195,2.30,0.00,0.21,7.18,0.00,10.94,0.79,84.20,https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
2019-08-28,'0146,JF TECHNOLOGY BERHAD,0.750,4392,"Technology, Ace Market",Ace Market,0.655-0.990,1.58,0.00,0.15,47.48,0.00,10.62,5.04,157.50,https://www.klsescreener.com/v2/stocks/view/0146/jf-technology-berhad
2019-08-28,'0023,IFCA MSC BERHAD,0.320,11832,"Technology, Ace Market",Ace Market,0.185-0.485,1.92,1.00,0.20,16.68,3.12,9.59,1.60,194.65,https://www.klsescreener.com/v2/stocks/view/0023/ifca-msc-berhad
2019-08-28,'0191,CABNET HOLDINGS BERHAD,0.190,20,"Technology, Ace Market",Ace Market,0.190-0.345,2.47,0.70,0.26,7.70,3.66,9.43,0.73,33.96,https://www.klsescreener.com/v2/stocks/view/0191/cabnet-holdings-berhad
2019-08-28,'0196,QES GROUP BERHAD,0.175,10232,"Industrial Products & Services, Ace Market",Ace Market,0.175-0.365,1.02,0.40,0.11,17.08,2.29,9.31,1.59,132.70,https://www.klsescreener.com/v2/stocks/view/0196/qes-group-berhad
2019-08-28,'0210,KIM HIN JOO (MALAYSIA) BERHAD,0.315,10242,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.380,2.57,0.50,0.14,12.24,1.59,9.06,2.22,119.70,https://www.klsescreener.com/v2/stocks/view/0210/kim-hin-joo-malaysia-berhad
2019-08-28,'0074,GREEN OCEAN CORPORATION BERHAD,0.085,1190,"Consumer Products & Services, Ace Market",Ace Market,0.075-0.125,0.68,0.00,0.08,12.58,0.00,8.89,1.12,24.63,https://www.klsescreener.com/v2/stocks/view/0074/green-ocean-corporation-berhad
2019-08-28,'0176,KRONOLOGI ASIA BERHAD,0.580,8473,"Technology, Ace Market",Ace Market,0.525-0.770,3.80,2.00,0.44,15.27,3.45,8.63,1.32,283.78,https://www.klsescreener.com/v2/stocks/view/0176/kronologi-asia-berhad
2019-08-28,'0171,PETERLABS HOLDINGS BERHAD,0.190,450,"Consumer Products & Services, Ace Market",Ace Market,0.190-0.370,1.81,0.00,0.23,10.50,0.00,7.89,0.83,40.80,https://www.klsescreener.com/v2/stocks/view/0171/peterlabs-holdings-berhad
2019-08-28,'0179,BIOALPHA HOLDINGS BERHAD,0.205,33459,"Consumer Products & Services, Ace Market",Ace Market,0.195-0.265,1.42,0.11,0.18,14.43,0.54,7.71,1.11,176.34,https://www.klsescreener.com/v2/stocks/view/0179/bioalpha-holdings-berhad
2019-08-28,'0001,SUPERCOMNET TECHNOLOGIES BERHAD,0.740,1796,"Industrial Products & Services, Ace Market",Ace Market,0.520-1.040,2.32,1.52,0.31,31.90,2.05,7.48,2.39,475.82,https://www.klsescreener.com/v2/stocks/view/0001/supercomnet-technologies-berhad
2019-08-28,'0203,SECUREMETRIC BERHAD,0.530,0,"Technology, Ace Market",Ace Market,0.395-0.590,1.16,0.00,0.16,45.59,0.00,7.37,3.36,129.11,https://www.klsescreener.com/v2/stocks/view/0203/securemetric-berhad
2019-08-28,'0195,BINASAT COMMUNICATIONS BERHAD,0.305,65020,"Telecommunications & Media, Ace Market",Ace Market,0.290-0.460,2.06,0.00,0.29,14.84,0.00,7.09,1.05,79.30,https://www.klsescreener.com/v2/stocks/view/0195/binasat-communications-berhad
2019-08-28,'0011,BRITE-TECH BERHAD,0.215,4742,"Trad/Serv, Ace Market",Ace Market,0.205-0.365,1.57,1.60,0.23,13.66,7.44,6.84,0.93,54.18,https://www.klsescreener.com/v2/stocks/view/0011/brite-tech-berhad
2019-08-28,'0111,K-ONE TECHNOLOGY BERHAD,0.195,4341,"Technology, Ace Market",Ace Market,0.133-0.280,1.04,0.00,0.16,18.73,0.00,6.71,1.26,142.14,https://www.klsescreener.com/v2/stocks/view/0111/k-one-technology-berhad
