Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-01,'0198,GDB ,GDB HOLDINGS BERHAD,,0.325,0.325,0.320,0.320,"497,000",1,-0.005 ,-1.54%,decreasing,"906,000",0.220 - 0.360,2.00,6.25%,4.18,200.0M,8,1,1.78,0.320 / 0.325,23.22,41.73,,0.5,,"146,800 / 194,000",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-01,'0106,REXIT ,REXIT BERHAD,,0.64,0.615,0.615,0.615,"5,400",5,-0.025 ,-3.91%,decreasing,"15,800",0.525 - 0.750,3.00,4.88%,4.16,116.4M,15,5,3.08,0.615 / 0.640,20.80,11.61,,0.3,,"600 / 1,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-01,'0005,UCREST ,UCREST BERHAD,,0.13,0.135,0.130,0.135,"1,075,600",1,+0.005 ,+3.85%,increasing,"3,706,300",0.125 - 0.335,0.00,0.00%,1.69,62.6M,8,2,1.61,0.125 / 0.135,20.17,6.22,,0.3,,"2,860,400 / 728,500",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-01,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.27,0.270,0.265,0.270,"46,800",0,0.000 ,0.00%,,"1,301,300",0.255 - 0.395,0.50,1.85%,3.01,135.0M,9,1,1.78,0.265 / 0.270,19.87,18.71,,0.0,,"230,000 / 3,800",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-01,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.23,1.270,1.230,1.260,"338,100",3,+0.030 ,+2.44%,increasing,"768,200",0.805 - 1.430,2.00,1.59%,6.59,702.6M,19,3,3.71,1.250 / 1.260,19.38,48.05,,0.4,,"15,600 / 14,500",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-01,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.175,0.185,0.175,0.185,"2,718,800",2,+0.010 ,+5.71%,increasing,"28,436,400",0.150 - 0.275,0.00,0.00%,1.04,226.0M,18,6,6.17,0.180 / 0.185,34.67,3.10,,0.1,,"1,410,000 / 2,077,100",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-01,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.33,0.330,0.330,0.330,"239,600",0,0.000 ,0.00%,,"304,900",0.275 - 0.375,1.50,4.55%,3.32,98.3M,10,1,1.65,0.330 / 0.335,16.60,35.03,,0.8,,"20,800 / 31,500",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-01,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.5599999999999999,0.585,0.565,0.575,"1,726,900",3,+0.015 ,+2.68%,increasing,"641,800",0.280 - 0.600,0.50,0.87%,3.65,182.7M,16,6,2.40,0.570 / 0.575,15.21,9.30,,2.7,,"105,700 / 169,800",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-01,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.48,1.560,1.490,1.550,"4,067,900",7,+0.070 ,+4.73%,increasing,"1,584,800",0.905 - 1.730,0.00,0.00%,3.73,361.1M,42,6,6.32,1.540 / 1.550,15.22,25.48,,2.6,,"89,100 / 98,900",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-01,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.5,1.520,1.490,1.510,"2,071,400",1,+0.010 ,+0.67%,increasing,"6,936,300",0.635 - 1.590,0.00,0.00%,7.46,945.3M,20,9,5.81,1.510 / 1.520,28.69,17.53,,0.3,,"26,800 / 209,300",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-01,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.560,0.550,0.560,"47,100",2,+0.010 ,+1.82%,increasing,"41,700",0.305 - 0.700,0.00,0.00%,1.74,93.7M,32,0,4.60,0.560 / 0.580,14.30,121.61,,1.1,,"11,000 / 3,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-01,'0158,SCC ,SCC HOLDINGS BERHAD,,0.52,0.515,0.495,0.495,"76,600",5,-0.025 ,-4.81%,decreasing,"31,600",0.470 - 0.560,3.40,6.87%,4.30,69.9M,12,1,1.60,0.495 / 0.515,13.90,47.55,,2.4,,"20,400 / 7,000",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-01,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.145,0.150,0.140,0.145,"8,906,500",0,0.000 ,0.00%,,"12,433,200",0.125 - 0.195,0.00,0.00%,1.31,430.1M,11,2,1.52,0.145 / 0.150,13.77,7.62,,0.7,,"1,774,900 / 5,483,000",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-01,'0018,LAMBO ,LAMBO GROUP BERHAD,,0.05,0.055,0.050,0.050,"3,481,500",0,0.000 ,0.00%,,"5,381,900",0.050 - 0.160,0.00,0.00%,0.79,105.1M,6,1,0.85,0.050 / 0.055,13.37,4.97,,0.6,,"1,613,300 / 5,759,200",https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
