Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-08-26,'0198,GDB HOLDINGS BERHAD,0.310,3658,"Construction, Ace Market",Ace Market,0.220-0.405,4.18,2.00,0.18,7.41,6.45,23.23,1.72,193.75,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-08-26,'0106,REXIT BERHAD,0.605,0,"Technology, Ace Market",Ace Market,0.530-0.725,4.13,3.00,0.19,14.66,4.96,21.72,3.18,114.55,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-08-26,'0005,UCREST BERHAD,0.135,18415,"Technology, Ace Market",Ace Market,0.135-0.340,1.69,0.00,0.08,7.99,0.00,20.16,1.61,62.64,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-08-26,'0197,WEGMANS HOLDINGS BERHAD,0.285,2321,"Consumer Products & Services, Ace Market",Ace Market,0.290-0.390,3.01,0.50,0.15,9.47,1.75,20.07,1.90,142.50,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-08-26,'0127,JHM CONSOLIDATION BERHAD,1.130,18589,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,17.15,1.77,19.38,3.32,630.09,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-08-26,'0209,I-STONE GROUP BERHAD,0.175,140777,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,16.85,0.00,17.31,5.83,213.76,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-08-26,'0200,REVENUE GROUP BERHAD,1.540,9601,"Technology, Ace Market",Ace Market,0.627-1.690,3.69,0.00,0.21,41.72,0.00,16.78,7.00,357.28,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-08-26,'0040,OPENSYS (M) BERHAD,0.325,640,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,9.78,4.62,16.61,1.62,96.81,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-08-26,'0187,BCM ALLIANCE BERHAD,0.170,697,"Industrial Products & Services, Ace Market",Ace Market,0.160-0.250,1.88,0.20,0.12,9.05,1.18,15.65,1.42,71.61,https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-08-26,'0026,NOVA MSC BERHAD,0.090,53445,"Technology, Ace Market",Ace Market,0.090-0.180,1.10,0.00,0.07,8.21,0.00,15.65,1.29,67.64,https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-08-26,'0157,FOCUS POINT HOLDINGS BERHAD,0.625,4466,"Consumer Products & Services, Ace Market",Ace Market,0.160-0.640,5.59,2.50,0.36,11.18,4.00,15.52,1.74,103.13,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-08-26,'0201,NOVA WELLNESS GROUP BERHAD,0.420,2188,"Health Care, Ace Market",Ace Market,0.290-0.595,3.65,0.50,0.24,11.50,1.19,15.22,1.75,133.45,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-08-26,'0120,VISDYNAMICS HOLDINGS BERHAD,0.370,4714,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,10.50,2.76,14.69,1.54,62.59,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-08-26,'0208,GREATECH TECHNOLOGY BERHAD,1.170,144736,"Technology, Ace Market",Ace Market,0.940-1.110,7.46,0.00,0.26,15.68,0.00,14.35,4.50,732.42,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-08-26,'0126,MICROLINK SOLUTIONS BERHAD,0.550,11,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,31.59,0.00,14.31,4.52,92.05,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-08-26,'0010,IRIS CORPORATION BERHAD,0.160,237319,"Technology, Ace Market",Ace Market,0.130-0.185,1.29,0.00,0.09,12.41,0.00,14.03,1.74,474.61,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-08-26,'0158,SCC HOLDINGS BERHAD,0.470,1710,"Consumer Products & Services, Ace Market",Ace Market,0.480-0.560,4.30,3.40,0.31,10.93,7.23,13.90,1.52,66.34,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-08-26,'0018,LAMBO GROUP BERHAD,0.050,56918,"Technology, Ace Market",Ace Market,0.055-0.120,0.78,0.00,0.06,6.40,0.00,13.58,0.87,105.11,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-08-26,'0193,KEJURUTERAAN ASASTERA BERHAD,0.275,37383,"Industrial Products & Services, Ace Market",Ace Market,0.190-0.300,2.04,0.50,0.16,13.49,1.82,12.74,1.72,97.35,https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
