Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-09-20,'0198,GDB ,GDB HOLDINGS BERHAD,,0.295,0.300,0.295,0.295,"80,000",0,0.000 ,0.00%,,"865,300",0.220 - 0.370,2.00,6.78%,4.18,184.4M,7,1,1.64,0.295 / 0.300,23.22,41.73,,0.1,,"80,000 / 192,900",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-20,'0106,REXIT ,REXIT BERHAD,,0.615,0.615,0.615,0.615,"2,000",0,0.000 ,0.00%,,"17,600",0.525 - 0.750,3.00,4.88%,4.16,116.4M,15,5,3.08,0.615 / 0.640,20.80,11.61,,0.1,,"11,600 / 18,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-20,'0005,UCREST ,UCREST BERHAD,,0.13,0.140,0.130,0.135,"952,500",1,+0.005 ,+3.85%,increasing,"4,023,900",0.125 - 0.340,0.00,0.00%,1.69,62.6M,8,2,1.61,0.130 / 0.135,20.17,6.22,,0.2,,"3,082,400 / 69,100",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-20,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.28,0.290,0.275,0.275,"450,200",1,-0.005 ,-1.79%,decreasing,"1,743,300",0.255 - 0.405,0.50,1.82%,3.01,137.5M,9,1,1.82,0.275 / 0.280,19.87,18.71,,0.3,,"2,900 / 28,000",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-20,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.19,1.240,1.190,1.200,"1,735,800",1,+0.010 ,+0.84%,increasing,"857,700",0.805 - 1.450,2.00,1.67%,6.59,669.1M,18,2,3.53,1.200 / 1.210,19.38,48.05,,2.0,,"49,000 / 25,000",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-20,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.185,0.195,0.185,0.190,"26,267,200",1,+0.005 ,+2.70%,increasing,"31,611,400",0.150 - 0.275,0.00,0.00%,1.04,232.1M,18,6,6.33,0.185 / 0.190,34.67,3.10,,0.8,,"6,236,200 / 1,300,500",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-20,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.335,0.340,0.335,0.340,"222,000",1,+0.005 ,+1.49%,increasing,"271,200",0.275 - 0.375,1.50,4.41%,3.32,101.3M,10,1,1.70,0.335 / 0.345,16.60,35.03,,0.8,,"386,700 / 141,000",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-20,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.58,0.585,0.560,0.570,"707,900",2,-0.010 ,-1.72%,decreasing,"505,500",0.280 - 0.600,0.50,0.88%,3.65,181.1M,16,6,2.38,0.570 / 0.580,15.21,9.30,,1.4,,"12,000 / 41,200",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-20,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.49,1.510,1.490,1.490,"528,400",0,0.000 ,0.00%,,"1,788,700",0.905 - 1.730,0.00,0.00%,3.73,347.1M,40,6,6.08,1.490 / 1.500,15.22,25.48,,0.3,,"84,300 / 14,700",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-20,'0120,VIS ,VISDYNAMICS HOLDINGS BERHAD,,0.41000000000000003,0.415,0.400,0.405,"1,221,200",1,-0.005 ,-1.22%,decreasing,"963,300",0.305 - 0.795,1.02,2.52%,3.52,68.5M,11,2,1.69,0.400 / 0.405,14.67,19.13,,1.3,,"237,000 / 9,600",https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
