Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-10-04,'0198,GDB HOLDINGS BERHAD,0.350,54769,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,8.37,5.71,23.23,1.94,218.75,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-04,'0106,REXIT BERHAD,0.615,0,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.78,4.88,20.80,3.08,116.44,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-04,'0005,UCREST BERHAD,0.130,8025,"Technology, Ace Market",Ace Market,0.130-0.325,1.69,0.00,0.08,7.70,0.00,20.16,1.55,60.32,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-04,'0197,WEGMANS HOLDINGS BERHAD,0.270,1409,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.385,3.01,0.50,0.15,8.97,1.85,20.07,1.80,135.00,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-04,'0127,JHM CONSOLIDATION BERHAD,1.280,34768,"Technology, Ace Market",Ace Market,0.820-1.370,6.59,2.00,0.34,19.43,1.56,19.38,3.76,713.73,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-04,'0209,I-STONE GROUP BERHAD,0.185,139095,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,17.82,0.00,17.31,6.17,225.97,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-04,'0040,OPENSYS (M) BERHAD,0.330,175,"Technology, Ace Market",Ace Market,0.275-0.360,3.32,1.50,0.20,9.93,4.55,16.61,1.65,98.30,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-04,'0201,NOVA WELLNESS GROUP BERHAD,0.590,10030,"Health Care, Ace Market",Ace Market,0.290-0.590,3.65,0.50,0.24,16.16,0.85,15.22,2.46,187.47,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-04,'0200,REVENUE GROUP BERHAD,1.510,15584,"Technology, Ace Market",Ace Market,0.627-1.690,3.73,0.00,0.25,40.45,0.00,14.93,6.04,351.80,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-04,'0208,GREATECH TECHNOLOGY BERHAD,1.550,69007,"Technology, Ace Market",Ace Market,0.940-1.540,7.46,0.00,0.26,20.78,0.00,14.35,5.96,970.30,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-04,'0126,MICROLINK SOLUTIONS BERHAD,0.550,440,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,31.59,0.00,14.31,4.52,92.05,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-04,'0158,SCC HOLDINGS BERHAD,0.490,1300,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,11.40,6.94,13.90,1.58,69.17,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-04,'0010,IRIS CORPORATION BERHAD,0.140,17202,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,10.66,0.00,13.81,1.47,415.28,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-04,'0018,LAMBO GROUP BERHAD,0.050,3892,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,6.36,0.00,13.29,0.85,105.11,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-04,'0162,WIDAD GROUP BERHAD,0.295,109442,"Construction, Ace Market",Ace Market,0.215-0.370,0.93,0.00,0.07,31.85,0.00,13.23,4.21,724.12,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-04,'0157,FOCUS POINT HOLDINGS BERHAD,0.330,18549,"Consumer Products & Services, Ace Market",Ace Market,0.120-0.480,4.59,1.88,0.26,7.18,5.70,13.07,0.94,72.60,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-04,'0193,KEJURUTERAAN ASASTERA BERHAD,0.485,29143,"Industrial Products & Services, Ace Market",Ace Market,0.190-0.475,2.04,1.00,0.16,23.79,2.06,12.74,3.03,171.69,https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-04,'0039,GFM SERVICES BERHAD,0.330,14015,"Industrial Products & Services, Ace Market",Ace Market,0.335-0.550,2.67,1.10,0.21,12.37,3.33,12.70,1.57,155.60,https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-04,'0084,TECHFAST HOLDINGS BERHAD,0.290,1652,"Industrial Products & Services, Ace Market",Ace Market,0.245-0.460,1.42,1.00,0.12,20.43,3.43,12.35,2.52,66.16,https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-10-04,'0026,NOVA MSC BERHAD,0.075,5926,"Technology, Ace Market",Ace Market,0.080-0.175,0.99,0.00,0.08,7.61,0.00,12.32,0.94,56.37,https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-10-04,'0187,BCM ALLIANCE BERHAD,0.145,1417,"Industrial Products & Services, Ace Market",Ace Market,0.140-0.245,1.48,0.20,0.12,9.82,1.38,12.30,1.21,61.08,https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-10-04,'0032,REDTONE INTERNATIONAL BERHAD,0.525,156000,"Telecommunications & Media, Ace Market",Ace Market,0.155-0.495,2.52,1.00,0.21,20.81,1.90,11.76,2.45,398.37,https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-10-04,'0180,KIM TECK CHEONG CONSOLIDATED BERHAD,0.145,841,"Consumer Products & Services, Ace Market",Ace Market,0.130-0.190,2.32,0.00,0.21,6.25,0.00,11.06,0.69,73.99,https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
