Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL
0,1.430,188,-0.020,-1.37,1.440,'5250,7-ELEVEN MALAYSIA HOLDINGS BERHAD,23 Oct 2019,1.450,1.46,1.430,MAIN MARKET,1.440,s,CONSUMER PRODUCTS & SERVICES,1.440,"1,619",05:00PM,"15,822",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250
1,0.500,20,-,-,0.500,'7214,A-RANK BERHAD,23 Oct 2019,0.500,0.5,0.500,MAIN MARKET,0.500,s,INDUSTRIAL PRODUCTS & SERVICES,0.510,368,05:00PM,240,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214
2,0.070,3,-,-,0.070,'7086,ABLEGROUP BERHAD,23 Oct 2019,0.075,0.07,0.070,MAIN MARKET,0.070,s,INDUSTRIAL PRODUCTS & SERVICES,0.075,"2,744",05:00PM,"1,107",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086
3,0.505,48,-,-,-,'5198,ABM FUJIYA BERHAD,23 Oct 2019,-,0.53,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.530,50,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198
4,0.250,20,-,-,-,'7131,ACME HOLDINGS BERHAD,23 Oct 2019,-,0.24,-,MAIN MARKET,-,s,PROPERTY,0.270,451,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131
5,0.385,88,-0.015,-3.75,0.385,'7120,ACOUSTECH BERHAD,23 Oct 2019,0.390,0.4,0.385,MAIN MARKET,0.390,s,CONSUMER PRODUCTS & SERVICES,0.390,"1,900",05:00PM,"1,362",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120
6,0.130,274,-0.005,-3.70,0.130,'1481,ADVANCE SYNERGY BERHAD,23 Oct 2019,0.130,0.135,0.125,MAIN MARKET,0.130,s,CONSUMER PRODUCTS & SERVICES,0.135,"13,399",05:00PM,"1,840",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481
7,0.430,1,-0.005,-1.15,0.430,'5281,ADVANCECON HOLDINGS BERHAD,23 Oct 2019,0.435,0.435,0.430,MAIN MARKET,0.435,s,CONSTRUCTION,0.435,"1,469",05:00PM,"12,700",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281
8,2.160,10,0.050,+2.33,2.200,'9148,ADVANCED PACKAGING TECHNOLOGY (M) BHD,23 Oct 2019,2.200,2.15,2.160,MAIN MARKET,2.160,s,INDUSTRIAL PRODUCTS & SERVICES,2.200,10,05:00PM,60,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148
9,0.550,30,-0.010,-1.72,0.570,'7191,ADVENTA BERHAD,23 Oct 2019,0.575,0.58,0.570,MAIN MARKET,0.575,s,HEALTH CARE,0.570,30,05:00PM,30,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191
10,0.100,700,-,-,-,'7146,AE MULTI HOLDINGS BERHAD,23 Oct 2019,-,0.11,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.110,943,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146
11,1.630,"3,634",-,-,1.630,'6599,AEON CO. (M) BHD,23 Oct 2019,1.640,1.63,1.610,MAIN MARKET,1.630,s,CONSUMER PRODUCTS & SERVICES,1.640,309,05:00PM,"2,122",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599
12,15.540,30,-0.340,-2.13,15.600,'5139,AEON CREDIT SERVICE (M) BERHAD,23 Oct 2019,15.800,15.94,15.520,MAIN MARKET,15.800,s,FINANCIAL SERVICES,15.600,371,05:00PM,255,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139
13,1.930,462,-0.010,-0.52,1.930,'5185,AFFIN BANK BERHAD,23 Oct 2019,1.950,1.94,1.930,MAIN MARKET,1.950,s,FINANCIAL SERVICES,1.940,50,05:00PM,"2,468",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185
14,0.120,"6,653",0.005,+4.17,0.125,'7315,AHB HOLDINGS BERHAD,23 Oct 2019,0.125,0.12,0.120,MAIN MARKET,0.120,s,CONSUMER PRODUCTS & SERVICES,0.125,"1,350",05:00PM,"1,200",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7315
15,0.365,943,0.020,+5.71,0.370,'7078,AHMAD ZAKI RESOURCES BERHAD,23 Oct 2019,0.380,0.35,0.350,MAIN MARKET,0.350,s,CONSTRUCTION,0.370,685,05:00PM,"21,550",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7078
16,1.860,"2,000",-,-,1.860,'5099,AIRASIA GROUP BERHAD,23 Oct 2019,1.870,1.86,1.810,MAIN MARKET,1.870,s,CONSUMER PRODUCTS & SERVICES,1.870,"1,807",05:00PM,"70,392",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5099
17,0.170,"61,716",0.005,+2.94,0.175,'5238,AIRASIA X BERHAD,23 Oct 2019,0.175,0.17,0.170,MAIN MARKET,0.175,s,CONSUMER PRODUCTS & SERVICES,0.175,"34,402",05:00PM,"24,119",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238
18,15.580,3,-0.020,-0.13,15.580,'2658,AJINOMOTO (MALAYSIA) BERHAD,23 Oct 2019,15.600,15.6,15.580,MAIN MARKET,15.580,s,CONSUMER PRODUCTS & SERVICES,15.600,27,05:00PM,144,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
19,0.415,"1,270",-0.005,-1.19,0.415,'7609,AJIYA BERHAD,23 Oct 2019,0.420,0.42,0.415,MAIN MARKET,0.420,s,INDUSTRIAL PRODUCTS & SERVICES,0.420,530,05:00PM,480,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
20,1.470,6,-,-,-,'5116,AL-`AQAR HEALTHCARE REIT,23 Oct 2019,-,1.46,-,MAIN MARKET,-,s,REAL ESTATE INVESTMENT TRUSTS,1.500,6,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
21,0.870,50,0.005,+0.58,0.870,'5269,AL-SALAM REAL ESTATE INVESTMENT TRUST,23 Oct 2019,0.900,0.865,0.870,MAIN MARKET,0.900,s,REAL ESTATE INVESTMENT TRUSTS,0.890,20,05:00PM,103,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
22,0.095,"21,081",0.005,+5.26,0.100,'5115,ALAM MARITIM RESOURCES BERHAD,23 Oct 2019,0.100,0.095,0.095,MAIN MARKET,0.095,s,ENERGY,0.100,"60,654",05:00PM,"74,066",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
23,0.440,90,0.005,+1.15,0.440,'2674,ALCOM GROUP BERHAD,23 Oct 2019,0.440,0.435,0.435,MAIN MARKET,0.435,s,INDUSTRIAL PRODUCTS & SERVICES,0.450,410,05:00PM,210,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2674
24,2.760,737,-0.040,-1.42,2.770,'2488,ALLIANCE BANK MALAYSIA BERHAD,23 Oct 2019,2.830,2.81,2.750,MAIN MARKET,2.810,s,FINANCIAL SERVICES,2.770,"1,001",05:00PM,"47,163",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2488
25,13.760,38,-0.040,-0.29,13.800,'1163,ALLIANZ MALAYSIA BERHAD,23 Oct 2019,14.060,13.84,13.780,MAIN MARKET,14.060,s,FINANCIAL SERVICES,13.840,60,05:00PM,78,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1163
26,0.235,150,-,-,-,'2682,AMALGAMATED INDUSTRIAL STEEL BERHAD,23 Oct 2019,-,0.25,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.250,149,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2682
27,0.770,64,0.025,+3.25,0.795,'4952,AMANAH HARTA TANAH PNB,23 Oct 2019,0.795,0.77,0.795,MAIN MARKET,0.795,s,REAL ESTATE INVESTMENT TRUSTS,0.795,699,05:00PM,2,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4952
28,0.760,248,-0.005,-0.65,0.760,'5127,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,23 Oct 2019,0.760,0.765,0.755,MAIN MARKET,0.760,s,REAL ESTATE INVESTMENT TRUSTS,0.765,180,05:00PM,"4,945",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
29,0.475,482,-,-,0.475,'1007,AMCORP PROPERTIES BERHAD,23 Oct 2019,0.475,0.475,0.475,MAIN MARKET,0.475,s,PROPERTY,0.490,218,05:00PM,165,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
30,1.600,"4,197",-,-,1.600,'5293,AME ELITE CONSORTIUM BERHAD,23 Oct 2019,1.620,1.6,1.600,MAIN MARKET,1.610,s,CONSTRUCTION,1.610,63,05:00PM,"19,140",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
31,0.480,"2,634",-0.005,-1.02,0.485,'5120,AMFIRST REAL ESTATE INVESTMENT TRUST,23 Oct 2019,0.490,0.49,0.485,MAIN MARKET,0.490,s,REAL ESTATE INVESTMENT TRUSTS,0.485,473,05:00PM,"1,763",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
32,3.970,"1,129",-0.010,-0.25,3.970,'1015,AMMB HOLDINGS BERHAD,23 Oct 2019,3.990,3.98,3.940,MAIN MARKET,3.990,s,FINANCIAL SERVICES,3.980,350,05:00PM,"10,812",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
33,0.615,170,-,-,-,'7031,AMTEL HOLDINGS BERHAD,23 Oct 2019,-,0.615,-,MAIN MARKET,-,s,TELECOMMUNICATIONS & MEDIA,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
34,1.100,130,0.030,+2.75,1.120,'5959,AMVERTON BERHAD,23 Oct 2019,1.130,1.09,1.090,MAIN MARKET,1.100,s,PROPERTY,1.120,170,05:00PM,"2,191",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
35,5.580,69,-0.010,-0.18,5.610,'6351,AMWAY (MALAYSIA) HOLDINGS BERHAD,23 Oct 2019,5.610,5.62,5.590,MAIN MARKET,5.610,s,CONSUMER PRODUCTS & SERVICES,5.610,14,05:00PM,420,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
36,1.100,110,-,-,-,'7083,ANALABS RESOURCES BERHAD,23 Oct 2019,-,1.1,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.250,405,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
37,0.480,600,-0.005,-1.01,0.490,'4758,ANCOM BERHAD,23 Oct 2019,0.490,0.495,0.480,MAIN MARKET,0.480,s,INDUSTRIAL PRODUCTS & SERVICES,0.495,400,05:00PM,"1,200",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
38,1.130,39,0.020,+1.79,1.140,'6556,ANN JOO RESOURCES BERHAD,23 Oct 2019,1.140,1.12,1.120,MAIN MARKET,1.130,s,INDUSTRIAL PRODUCTS & SERVICES,1.140,730,05:00PM,"2,915",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
39,0.015,"367,476",0.005,+33.33,0.020,'9342,ANZO HOLDINGS BERHAD,23 Oct 2019,0.020,0.015,0.020,MAIN MARKET,0.020,s,INDUSTRIAL PRODUCTS & SERVICES,0.020,"15,204",05:00PM,"9,000",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
40,0.425,200,-0.010,-2.27,0.430,'5568,APB RESOURCES BERHAD,23 Oct 2019,0.435,0.44,0.430,MAIN MARKET,0.435,s,INDUSTRIAL PRODUCTS & SERVICES,0.480,60,05:00PM,900,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
41,0.780,50,-0.010,-1.25,0.790,'5088,APEX EQUITY HOLDINGS BERHAD,23 Oct 2019,0.800,0.8,0.790,MAIN MARKET,0.800,s,FINANCIAL SERVICES,0.860,80,05:00PM,77,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
42,2.180,"3,230",-,-,2.180,'7090,APEX HEALTHCARE BERHAD,23 Oct 2019,2.180,2.18,2.160,MAIN MARKET,2.180,s,HEALTH CARE,2.190,50,05:00PM,"1,421",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
43,0.005,"526,789",-,-,0.010,'5194,APFT BERHAD,23 Oct 2019,0.010,0.01,0.010,MAIN MARKET,0.010,s,CONSUMER PRODUCTS & SERVICES,0.010,"31,623",05:00PM,"3,570",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
44,2.140,25,-0.030,-1.37,2.160,'5015,APM AUTOMOTIVE HOLDINGS BERHAD,23 Oct 2019,2.190,2.19,2.150,MAIN MARKET,2.190,s,INDUSTRIAL PRODUCTS & SERVICES,2.160,41,05:00PM,"1,604",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
45,3.880,1,0.040,+1.04,3.900,'6432,APOLLO FOOD HOLDINGS BERHAD,23 Oct 2019,3.900,3.86,3.860,MAIN MARKET,3.860,s,CONSUMER PRODUCTS & SERVICES,3.900,10,05:00PM,70,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
46,0.340,220,-0.005,-1.45,0.340,'7181,ARB BERHAD,23 Oct 2019,0.355,0.345,0.340,MAIN MARKET,0.350,s,INDUSTRIAL PRODUCTS & SERVICES,0.345,"5,460",05:00PM,"43,307",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
47,0.250,150,-,-,-,'7007,ARK RESOURCES HOLDINGS BERHAD,23 Oct 2019,-,0.255,-,MAIN MARKET,-,s,PROPERTY,0.500,161,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
48,0.480,40,-,-,-,'7722,ASIA BRANDS BERHAD,23 Oct 2019,-,0.5,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.500,60,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
49,2.330,18,-,-,2.330,'7129,ASIA FILE CORPORATION BHD,23 Oct 2019,2.330,2.33,2.330,MAIN MARKET,2.330,s,CONSUMER PRODUCTS & SERVICES,2.370,20,05:00PM,150,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
50,-,-,-,-,-,'0159,ASIA MEDIA GROUP BERHAD,23 Oct 2019,-,0.135,-,MAIN MARKET,-,Ss,TELECOMMUNICATIONS & MEDIA,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
51,0.115,"12,324",-,-,0.115,'4057,ASIAN PAC HOLDINGS BERHAD,23 Oct 2019,0.120,0.115,0.115,MAIN MARKET,0.115,s,PROPERTY,0.120,"12,425",05:00PM,"5,511",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
52,0.675,80,-0.025,-3.57,0.675,'7162,ASTINO BERHAD,23 Oct 2019,0.700,0.7,0.660,MAIN MARKET,0.670,s,INDUSTRIAL PRODUCTS & SERVICES,0.700,235,05:00PM,260,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
53,0.110,"1,140",-,-,0.110,'7054,ASTRAL ASIA BERHAD,23 Oct 2019,0.110,0.11,0.110,MAIN MARKET,0.110,s,PLANTATION,0.115,200,05:00PM,110,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
54,1.380,600,-0.010,-0.71,1.400,'6399,ASTRO MALAYSIA HOLDINGS BERHAD,23 Oct 2019,1.400,1.41,1.370,MAIN MARKET,1.370,s,TELECOMMUNICATIONS & MEDIA,1.400,697,05:00PM,"2,658",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
55,1.500,"1,200",-0.010,-0.66,1.500,'8176,ATA IMS BERHAD,23 Oct 2019,1.510,1.51,1.480,MAIN MARKET,1.510,s,INDUSTRIAL PRODUCTS & SERVICES,1.520,50,05:00PM,"1,272",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
56,4.070,10,-,-,-,'7048,ATLAN HOLDINGS BHD,23 Oct 2019,-,4.18,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,4.170,15,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
57,1.050,754,-,-,1.050,'5130,ATRIUM REAL ESTATE INVESTMENT TRUST,23 Oct 2019,1.060,1.05,1.050,MAIN MARKET,1.060,s,REAL ESTATE INVESTMENT TRUSTS,1.060,370,05:00PM,252,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
58,0.400,120,0.010,+2.44,0.420,'7099,ATTA GLOBAL GROUP BERHAD,23 Oct 2019,0.420,0.41,0.405,MAIN MARKET,0.405,s,INDUSTRIAL PRODUCTS & SERVICES,0.420,139,05:00PM,34,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
59,0.150,8,-0.005,-3.23,0.150,'8885,AVILLION BERHAD,23 Oct 2019,0.155,0.155,0.150,MAIN MARKET,0.155,s,CONSUMER PRODUCTS & SERVICES,0.155,"1,200",05:00PM,"38,479",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
60,0.605,16,-,-,0.605,'7579,AWC BERHAD,23 Oct 2019,0.615,0.605,0.600,MAIN MARKET,0.615,s,INDUSTRIAL PRODUCTS & SERVICES,0.610,700,05:00PM,"2,309",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
61,4.240,642,-,-,4.250,'6888,AXIATA GROUP BERHAD,23 Oct 2019,4.250,4.25,4.220,MAIN MARKET,4.220,s,TELECOMMUNICATIONS & MEDIA,4.250,"13,891",05:00PM,"11,941",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
62,1.790,"13,430",-0.010,-0.56,1.790,'5106,AXIS REAL ESTATE INVESTMENT TRUST,23 Oct 2019,1.800,1.8,1.790,MAIN MARKET,1.800,s,REAL ESTATE INVESTMENT TRUSTS,1.800,564,05:00PM,"41,662",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
63,3.880,50,-0.200,-5.00,3.800,'2305,AYER HOLDINGS BERHAD,23 Oct 2019,3.800,4.0,3.800,MAIN MARKET,3.800,s,PROPERTY,4.100,5,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
64,0.285,860,-,-,0.295,'5021,AYS VENTURES BERHAD,23 Oct 2019,0.295,0.295,0.285,MAIN MARKET,0.290,s,INDUSTRIAL PRODUCTS & SERVICES,0.290,50,05:00PM,170,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
65,0.365,1,-,-,-,'7005,B.I.G. INDUSTRIES BERHAD,23 Oct 2019,-,0.3,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.390,205,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
66,0.030,"14,922",0.005,+16.67,0.035,'7251,BARAKAH OFFSHORE PETROLEUM BERHAD,23 Oct 2019,0.035,0.03,0.030,MAIN MARKET,0.030,s,ENERGY,0.035,"196,496",05:00PM,"9,676",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
67,15.600,56,-,-,15.600,'1899,BATU KAWAN BERHAD,23 Oct 2019,15.600,15.6,15.560,MAIN MARKET,15.580,s,PLANTATION,15.800,30,05:00PM,294,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
68,0.240,200,-,-,-,'6602,BCB BERHAD,23 Oct 2019,-,0.26,-,MAIN MARKET,-,s,PROPERTY,0.265,370,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
69,0.140,13,0.005,+3.57,0.145,'5190,BENALEC HOLDINGS BERHAD,23 Oct 2019,0.145,0.14,0.140,MAIN MARKET,0.140,s,CONSTRUCTION,0.145,"3,174",05:00PM,"4,412",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
70,0.295,"1,951",-0.005,-1.64,0.300,'3239,BERJAYA ASSETS BERHAD,23 Oct 2019,0.300,0.305,0.300,MAIN MARKET,0.300,s,PROPERTY,0.300,147,05:00PM,"1,001",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
71,0.240,"28,498",-,-,0.240,'3395,BERJAYA CORPORATION BERHAD,23 Oct 2019,0.245,0.24,0.235,MAIN MARKET,0.235,s,INDUSTRIAL PRODUCTS & SERVICES,0.245,"34,566",05:00PM,"113,195",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
72,1.460,21,-,-,1.480,'5196,BERJAYA FOOD BERHAD,23 Oct 2019,1.480,1.48,1.470,MAIN MARKET,1.470,s,CONSUMER PRODUCTS & SERVICES,1.480,"1,000",05:00PM,"5,030",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
73,0.195,"42,299",-0.005,-2.50,0.195,'4219,BERJAYA LAND BERHAD,23 Oct 2019,0.205,0.2,0.195,MAIN MARKET,0.200,s,CONSUMER PRODUCTS & SERVICES,0.200,"1,500",05:00PM,"10,233",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
74,0.320,1,-0.045,-18.00,0.205,'6025,BERJAYA MEDIA BERHAD,23 Oct 2019,0.205,0.25,0.205,MAIN MARKET,0.205,s,TELECOMMUNICATIONS & MEDIA,0.325,50,05:00PM,2,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
75,2.570,88,-0.010,-0.39,2.580,'1562,BERJAYA SPORTS TOTO BERHAD,23 Oct 2019,2.600,2.59,2.550,MAIN MARKET,2.590,s,CONSUMER PRODUCTS & SERVICES,2.580,1,05:00PM,"11,703",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
76,2.200,"39,249",0.010,+0.46,2.200,'5248,BERMAZ AUTO BERHAD,23 Oct 2019,2.220,2.19,2.190,MAIN MARKET,2.190,s,CONSUMER PRODUCTS & SERVICES,2.210,450,05:00PM,"10,977",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
77,0.185,34,0.025,+15.63,0.185,'9814,BERTAM ALLIANCE BERHAD,23 Oct 2019,0.185,0.16,0.185,MAIN MARKET,0.185,s,PROPERTY,0.280,"1,515",05:00PM,16,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
78,4.080,10,-0.090,-2.15,4.100,'5258,BIMB HOLDINGS BERHAD,23 Oct 2019,4.210,4.19,4.100,MAIN MARKET,4.130,s,FINANCIAL SERVICES,4.150,16,05:00PM,"21,838",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
79,0.335,306,-,-,-,'6173,BINA DARULAMAN BERHAD,23 Oct 2019,-,0.355,-,MAIN MARKET,-,s,PROPERTY,0.355,10,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
80,0.120,6,-,-,0.125,'5932,BINA PURI HOLDINGS BHD,23 Oct 2019,0.125,0.125,0.115,MAIN MARKET,0.120,s,CONSTRUCTION,0.125,"19,252",05:00PM,"5,062",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
81,0.115,"11,175",-0.005,-4.17,0.115,'6998,BINTAI KINDEN CORPORATION BERHAD,23 Oct 2019,0.115,0.12,0.115,MAIN MARKET,0.115,s,INDUSTRIAL PRODUCTS & SERVICES,0.120,"1,610",05:00PM,1,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
82,4.000,47,-0.050,-1.23,4.000,'5032,BINTULU PORT HOLDINGS BERHAD,23 Oct 2019,4.000,4.05,4.000,MAIN MARKET,4.000,s,TRANSPORTATION & LOGISTICS,4.100,30,05:00PM,33,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
83,5.300,10,-,-,-,'5069,BLD PLANTATION BHD.,23 Oct 2019,-,5.72,-,MAIN MARKET,-,s,PLANTATION,5.750,50,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
84,0.605,140,-,-,0.605,'0168,BOILERMECH HOLDINGS BERHAD,23 Oct 2019,0.615,0.605,0.600,MAIN MARKET,0.600,s,INDUSTRIAL PRODUCTS & SERVICES,0.615,510,05:00PM,260,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
85,0.265,"1,250",0.005,+1.89,0.270,'9288,BONIA CORPORATION BERHAD,23 Oct 2019,0.280,0.265,0.260,MAIN MARKET,0.260,s,CONSUMER PRODUCTS & SERVICES,0.270,"5,051",05:00PM,"10,958",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
86,0.040,"1,267,931",-,-,0.045,'7036,BORNEO OIL BERHAD,23 Oct 2019,0.045,0.045,0.040,MAIN MARKET,0.045,s,INDUSTRIAL PRODUCTS & SERVICES,0.045,"141,915",05:00PM,"5,790",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
87,1.240,27,-,-,-,'8133,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,23 Oct 2019,-,1.28,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,1.350,80,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
88,0.955,97,-0.015,-1.55,0.955,'2771,BOUSTEAD HOLDINGS BERHAD,23 Oct 2019,0.965,0.97,0.955,MAIN MARKET,0.960,s,INDUSTRIAL PRODUCTS & SERVICES,0.960,118,05:00PM,"7,744",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
