Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5127,-,-,"1,270",388,0.760,0.770,687,0.76,0.765,0.765,0.760,s,01 Nov 2019,05:00PM,0.760,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
MAIN MARKET,PROPERTY,'1007,-,-,102,363,0.475,0.485,100,0.475,0.475,0.475,0.475,s,01 Nov 2019,05:00PM,0.475,AMCORP PROPERTIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
MAIN MARKET,CONSTRUCTION,'5293,0.010,+0.60,"70,372","4,559",1.670,1.680,704,1.66,1.670,1.720,1.650,s,01 Nov 2019,05:00PM,1.670,AME ELITE CONSORTIUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5120,-,-,"2,456","1,329",0.480,0.485,"1,542",0.48,0.480,0.485,0.480,s,01 Nov 2019,05:00PM,0.480,AMFIRST REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
MAIN MARKET,FINANCIAL SERVICES,'1015,-0.010,-0.25,"11,530",165,3.970,3.980,"1,198",3.99,4.000,4.030,3.960,s,01 Nov 2019,05:00PM,3.980,AMMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'7031,-,-,180,250,0.610,0.910,30,0.615,0.615,0.615,0.615,s,01 Nov 2019,05:00PM,0.615,AMTEL HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
MAIN MARKET,PROPERTY,'5959,-,-,-,189,1.040,1.130,230,1.04,-,-,-,s,01 Nov 2019,05:00PM,-,AMVERTON BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6351,-,-,190,74,5.770,5.800,18,5.77,5.790,5.800,5.770,s,01 Nov 2019,05:00PM,5.770,AMWAY (MALAYSIA) HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7083,-,-,-,40,1.100,1.170,100,1.1,-,-,-,s,01 Nov 2019,05:00PM,-,ANALABS RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'4758,-0.010,-2.08,"4,609","1,249",0.465,0.470,200,0.48,0.470,0.475,0.465,s,01 Nov 2019,05:00PM,0.470,ANCOM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6556,0.010,+0.89,"16,402",62,1.120,1.130,50,1.12,1.120,1.160,1.110,s,01 Nov 2019,05:00PM,1.130,ANN JOO RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9342,-0.005,-20.00,250,"12,242",0.020,0.025,"122,116",0.025,0.020,0.020,0.020,s,01 Nov 2019,05:00PM,0.020,ANZO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5568,-0.005,-1.27,182,218,0.390,0.480,160,0.395,0.390,0.390,0.390,s,01 Nov 2019,05:00PM,0.390,APB RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
MAIN MARKET,FINANCIAL SERVICES,'5088,-,-,155,7,0.760,0.800,30,0.8,0.800,0.800,0.790,s,01 Nov 2019,05:00PM,0.800,APEX EQUITY HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
MAIN MARKET,HEALTH CARE,'7090,-,-,"1,135",13,2.250,2.260,67,2.26,2.300,2.300,2.250,s,01 Nov 2019,05:00PM,2.260,APEX HEALTHCARE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5194,-0.005,-33.33,"163,798","680,639",0.005,0.010,"89,013",0.015,0.015,0.015,0.005,s,01 Nov 2019,05:00PM,0.010,APFT BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5015,-0.030,-1.47,"4,511",45,2.000,2.070,30,2.04,2.040,2.050,2.000,s,01 Nov 2019,05:00PM,2.010,APM AUTOMOTIVE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6432,-,-,1,50,3.870,3.990,5,3.89,3.890,3.890,3.890,s,01 Nov 2019,05:00PM,3.890,APOLLO FOOD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7181,-0.005,-1.33,"53,376","7,520",0.370,0.375,"3,182",0.375,0.375,0.380,0.365,s,01 Nov 2019,05:00PM,0.370,ARB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
MAIN MARKET,PROPERTY,'7007,-,-,-,150,0.270,0.500,161,0.25,-,-,-,s,01 Nov 2019,05:00PM,-,ARK RESOURCES HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7722,-,-,-,20,0.480,0.500,60,0.5,-,-,-,s,01 Nov 2019,05:00PM,-,ASIA BRANDS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7129,0.020,+0.84,200,50,2.320,2.430,42,2.38,2.400,2.420,2.400,s,01 Nov 2019,05:00PM,2.400,ASIA FILE CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0159,-0.005,-8.33,"36,285","1,253",0.055,0.060,"8,280",0.06,0.055,0.060,0.055,s,01 Nov 2019,05:00PM,0.055,ASIA MEDIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
MAIN MARKET,PROPERTY,'4057,0.005,+4.17,"4,788","25,331",0.120,0.125,"6,841",0.12,0.125,0.125,0.120,s,01 Nov 2019,05:00PM,0.125,ASIAN PAC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7162,-,-,350,10,0.690,0.695,90,0.695,0.690,0.695,0.690,s,01 Nov 2019,05:00PM,0.695,ASTINO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
MAIN MARKET,PLANTATION,'7054,-,-,-,"1,300",0.110,0.120,"2,269",0.11,-,-,-,s,01 Nov 2019,05:00PM,-,ASTRAL ASIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6399,0.020,+1.48,"12,407","2,041",1.340,1.370,"1,178",1.35,1.360,1.370,1.340,s,01 Nov 2019,05:00PM,1.370,ASTRO MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'8176,-0.020,-1.29,457,28,1.520,1.530,3,1.55,1.540,1.540,1.520,s,01 Nov 2019,05:00PM,1.530,ATA IMS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7048,-,-,-,10,4.030,4.170,9,4.18,-,-,-,s,01 Nov 2019,05:00PM,-,ATLAN HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5130,-,-,66,220,1.050,1.060,788,1.06,1.060,1.060,1.050,s,01 Nov 2019,05:00PM,1.060,ATRIUM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7099,-0.005,-1.30,"1,170",60,0.380,0.385,229,0.385,0.380,0.380,0.380,s,01 Nov 2019,05:00PM,0.380,ATTA GLOBAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'8885,0.005,+3.45,"2,600","13,538",0.145,0.150,31,0.145,0.145,0.150,0.145,s,01 Nov 2019,05:00PM,0.150,AVILLION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7579,0.015,+2.40,"7,184","1,568",0.635,0.640,352,0.625,0.635,0.640,0.630,s,01 Nov 2019,05:00PM,0.640,AWC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6888,-,-,"17,638",375,4.290,4.300,"7,104",4.3,4.260,4.300,4.260,s,01 Nov 2019,05:00PM,4.300,AXIATA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5106,0.020,+1.16,"70,438","1,883",1.740,1.760,200,1.72,1.730,1.780,1.720,s,01 Nov 2019,05:00PM,1.740,AXIS REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
MAIN MARKET,PROPERTY,'2305,-,-,-,4,4.010,4.200,20,4.1,-,-,-,s,01 Nov 2019,05:00PM,-,AYER HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5021,0.005,+1.72,266,130,0.285,0.300,"3,274",0.29,0.300,0.300,0.285,s,01 Nov 2019,05:00PM,0.295,AYS VENTURES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7005,-,-,574,40,0.325,0.330,22,0.33,0.325,0.330,0.325,s,01 Nov 2019,05:00PM,0.330,B.I.G. INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
MAIN MARKET,ENERGY,'7251,-,-,"2,340","143,760",0.025,0.030,"30,933",0.03,0.030,0.030,0.025,s,01 Nov 2019,05:00PM,0.030,BARAKAH OFFSHORE PETROLEUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
MAIN MARKET,PLANTATION,'1899,-,-,166,19,15.580,15.660,9,15.6,15.600,15.600,15.580,s,01 Nov 2019,05:00PM,15.600,BATU KAWAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
MAIN MARKET,PROPERTY,'6602,-,-,1,200,0.240,0.260,299,0.26,0.260,0.260,0.260,s,01 Nov 2019,05:00PM,0.260,BCB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
MAIN MARKET,CONSTRUCTION,'5190,-0.005,-3.23,"3,045","5,030",0.145,0.150,"2,246",0.155,0.155,0.155,0.150,s,01 Nov 2019,05:00PM,0.150,BENALEC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
MAIN MARKET,PROPERTY,'3239,0.005,+1.69,"1,151","1,860",0.295,0.300,"2,618",0.295,0.300,0.300,0.295,s,01 Nov 2019,05:00PM,0.300,BERJAYA ASSETS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3395,-0.005,-2.08,"52,436","87,063",0.235,0.240,"63,651",0.24,0.240,0.240,0.235,s,01 Nov 2019,05:00PM,0.235,BERJAYA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5196,-0.050,-3.36,795,71,1.430,1.440,5,1.49,1.460,1.490,1.440,s,01 Nov 2019,05:00PM,1.440,BERJAYA FOOD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'4219,-,-,"40,602",536,0.200,0.205,"12,960",0.2,0.205,0.205,0.195,s,01 Nov 2019,05:00PM,0.200,BERJAYA LAND BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6025,-0.015,-14.29,"9,553","1,908",0.090,0.100,550,0.105,0.105,0.105,0.090,s,01 Nov 2019,05:00PM,0.090,BERJAYA MEDIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1562,-0.070,-2.64,"9,653",96,2.580,2.600,22,2.65,2.620,2.640,2.550,s,01 Nov 2019,05:00PM,2.580,BERJAYA SPORTS TOTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5248,-0.040,-1.75,"2,976",993,2.240,2.250,313,2.28,2.270,2.280,2.240,s,01 Nov 2019,05:00PM,2.240,BERMAZ AUTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
MAIN MARKET,PROPERTY,'9814,-,-,-,20,0.200,0.280,"1,508",0.21,-,-,-,s,01 Nov 2019,05:00PM,-,BERTAM ALLIANCE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
MAIN MARKET,FINANCIAL SERVICES,'5258,-0.020,-0.47,453,"6,700",4.230,4.250,3,4.25,4.250,4.260,4.230,s,01 Nov 2019,05:00PM,4.230,BIMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
MAIN MARKET,PROPERTY,'6173,-,-,132,78,0.345,0.365,19,0.345,0.345,0.345,0.345,s,01 Nov 2019,05:00PM,0.345,BINA DARULAMAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
MAIN MARKET,CONSTRUCTION,'5932,-0.005,-3.70,"27,111","6,369",0.130,0.135,"10,946",0.135,0.135,0.140,0.130,s,01 Nov 2019,05:00PM,0.130,BINA PURI HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6998,-,-,600,120,0.120,0.125,"2,809",0.12,0.120,0.120,0.120,s,01 Nov 2019,05:00PM,0.120,BINTAI KINDEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
MAIN MARKET,TRANSPORTATION & LOGISTICS,'5032,0.010,+0.25,107,30,4.000,4.250,2,3.98,4.000,4.000,3.990,s,01 Nov 2019,05:00PM,3.990,BINTULU PORT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
MAIN MARKET,PLANTATION,'5069,0.030,+0.52,20,10,5.300,5.750,30,5.72,5.750,5.750,5.750,s,01 Nov 2019,05:00PM,5.750,BLD PLANTATION BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0168,0.020,+3.33,900,867,0.595,0.610,100,0.6,0.600,0.620,0.595,s,01 Nov 2019,05:00PM,0.620,BOILERMECH HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9288,-0.005,-1.92,"8,604","2,820",0.255,0.260,5,0.26,0.260,0.260,0.255,s,01 Nov 2019,05:00PM,0.255,BONIA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7036,-,-,"18,752","1,104,327",0.040,0.045,"177,869",0.045,0.045,0.045,0.040,s,01 Nov 2019,05:00PM,0.045,BORNEO OIL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
MAIN MARKET,TRANSPORTATION & LOGISTICS,'8133,-0.010,-0.79,65,50,1.230,1.260,85,1.27,1.240,1.260,1.240,s,01 Nov 2019,05:00PM,1.260,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2771,-0.025,-2.50,"6,408",406,0.975,0.980,138,1.0,0.990,0.990,0.975,s,01 Nov 2019,05:00PM,0.975,BOUSTEAD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
