Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,-,-,"10,387","2,307",1.410,1.420,"1,030",1.42,1.410,1.430,1.400,s,11 Nov 2019,05:00PM,1.420,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,0.005,+0.99,758,112,0.510,0.515,563,0.505,0.510,0.510,0.510,s,11 Nov 2019,05:00PM,0.510,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,-,-,200,"4,000",0.065,0.070,50,0.07,0.070,0.070,0.070,s,11 Nov 2019,05:00PM,0.070,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,-,-,-,40,0.470,0.515,530,0.515,-,-,-,s,11 Nov 2019,05:00PM,-,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198
MAIN MARKET,PROPERTY,'7131,-0.020,-7.69,2,79,0.240,0.260,259,0.26,0.260,0.260,0.240,s,11 Nov 2019,05:00PM,0.240,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,0.010,+2.67,"4,032",3,0.375,0.380,"3,856",0.375,0.370,0.385,0.360,s,11 Nov 2019,05:00PM,0.385,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,0.005,+4.00,917,"40,082",0.125,0.130,"8,697",0.125,0.125,0.130,0.125,s,11 Nov 2019,05:00PM,0.130,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481
MAIN MARKET,CONSTRUCTION,'5281,-0.010,-2.35,"2,777",856,0.415,0.420,720,0.425,0.420,0.420,0.415,s,11 Nov 2019,05:00PM,0.415,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,0.110,+5.56,44,20,2.050,2.150,450,1.98,2.070,2.090,2.030,s,11 Nov 2019,05:00PM,2.090,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148
MAIN MARKET,HEALTH CARE,'7191,-,-,-,32,0.540,0.600,20,0.61,-,-,-,s,11 Nov 2019,05:00PM,-,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7146,-,-,-,"1,936",0.100,0.110,200,0.11,-,-,-,s,11 Nov 2019,05:00PM,-,AE MULTI HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6599,-0.020,-1.23,"3,056","1,110",1.600,1.630,289,1.62,1.600,1.630,1.590,s,11 Nov 2019,05:00PM,1.600,AEON CO. (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599
MAIN MARKET,FINANCIAL SERVICES,'5139,0.020,+0.13,"3,920",10,15.180,15.200,66,15.18,15.180,15.300,15.100,s,11 Nov 2019,05:00PM,15.200,AEON CREDIT SERVICE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139
MAIN MARKET,FINANCIAL SERVICES,'5185,0.030,+1.52,"5,058",1,1.990,2.000,395,1.97,1.970,2.010,1.970,s,11 Nov 2019,05:00PM,2.000,AFFIN BANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7315,-,-,"47,610","7,196",0.125,0.130,"1,116",0.125,0.130,0.145,0.125,s,11 Nov 2019,05:00PM,0.125,AHB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7315
MAIN MARKET,CONSTRUCTION,'7078,-0.010,-2.56,"13,764","2,371",0.375,0.380,17,0.39,0.385,0.385,0.375,s,11 Nov 2019,05:00PM,0.380,AHMAD ZAKI RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7078
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5099,-0.010,-0.52,"48,285",500,1.920,1.930,"4,510",1.94,1.930,1.950,1.910,s,11 Nov 2019,05:00PM,1.930,AIRASIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5238,-,-,"55,364","30,075",0.165,0.170,"67,686",0.165,0.165,0.170,0.165,s,11 Nov 2019,05:00PM,0.165,AIRASIA X BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,-0.060,-0.38,60,5,15.760,15.820,9,15.84,15.900,15.900,15.780,s,11 Nov 2019,05:00PM,15.780,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,-,-,"2,551","1,282",0.410,0.415,542,0.41,0.415,0.415,0.410,s,11 Nov 2019,05:00PM,0.410,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5116,-,-,144,76,1.430,1.450,5,1.44,1.450,1.450,1.430,s,11 Nov 2019,05:00PM,1.440,AL-`AQAR HEALTHCARE REIT,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5269,-0.005,-0.57,30,4,0.870,0.900,81,0.87,0.870,0.870,0.865,s,11 Nov 2019,05:00PM,0.865,AL-SALAM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
MAIN MARKET,ENERGY,'5115,-,-,"20,834","3,039",0.100,0.105,"59,776",0.105,0.105,0.105,0.100,s,11 Nov 2019,05:00PM,0.105,ALAM MARITIM RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2674,-0.010,-2.25,50,251,0.435,0.445,210,0.445,0.435,0.435,0.435,s,11 Nov 2019,05:00PM,0.435,ALCOM GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2674
MAIN MARKET,FINANCIAL SERVICES,'2488,0.060,+2.16,"148,073","3,766",2.830,2.840,"2,400",2.78,2.800,2.850,2.800,s,11 Nov 2019,05:00PM,2.840,ALLIANCE BANK MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2488
MAIN MARKET,FINANCIAL SERVICES,'1163,-0.020,-0.14,54,7,13.820,13.900,30,13.84,13.820,13.840,13.820,s,11 Nov 2019,05:00PM,13.820,ALLIANZ MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1163
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2682,-,-,1,99,0.235,0.255,88,0.235,0.235,0.235,0.235,s,11 Nov 2019,05:00PM,0.235,AMALGAMATED INDUSTRIAL STEEL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2682
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'4952,-0.020,-2.53,53,68,0.775,0.790,113,0.79,0.790,0.790,0.770,s,11 Nov 2019,05:00PM,0.770,AMANAH HARTA TANAH PNB,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4952
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5127,-,-,260,23,0.760,0.765,382,0.76,0.765,0.765,0.760,s,11 Nov 2019,05:00PM,0.760,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
MAIN MARKET,PROPERTY,'1007,-,-,134,24,0.475,0.495,397,0.475,0.470,0.475,0.470,s,11 Nov 2019,05:00PM,0.475,AMCORP PROPERTIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
MAIN MARKET,CONSTRUCTION,'5293,-0.010,-0.55,"14,495","8,391",1.800,1.810,"7,374",1.81,1.820,1.840,1.780,s,11 Nov 2019,05:00PM,1.800,AME ELITE CONSORTIUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5120,-,-,"8,612","3,051",0.480,0.485,534,0.485,0.480,0.485,0.480,s,11 Nov 2019,05:00PM,0.485,AMFIRST REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
MAIN MARKET,FINANCIAL SERVICES,'1015,0.040,+0.97,"28,945",100,4.170,4.190,10,4.14,4.130,4.200,4.130,s,11 Nov 2019,05:00PM,4.180,AMMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'7031,-,-,-,250,0.615,0.910,30,0.615,-,-,-,s,11 Nov 2019,05:00PM,-,AMTEL HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
MAIN MARKET,PROPERTY,'5959,-,-,-,30,1.060,1.130,20,1.07,-,-,-,s,11 Nov 2019,05:00PM,-,AMVERTON BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6351,0.060,+1.00,542,1,5.990,6.040,50,5.98,6.050,6.090,5.990,s,11 Nov 2019,05:00PM,6.040,AMWAY (MALAYSIA) HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7083,-,-,-,50,1.080,1.150,"2,000",1.08,-,-,-,s,11 Nov 2019,05:00PM,-,ANALABS RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'4758,0.005,+1.02,"2,377",200,0.485,0.495,978,0.49,0.485,0.495,0.485,s,11 Nov 2019,05:00PM,0.495,ANCOM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6556,-,-,"1,981",48,1.110,1.120,"1,598",1.12,1.130,1.130,1.110,s,11 Nov 2019,05:00PM,1.120,ANN JOO RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9342,-0.005,-20.00,"6,500","13,326",0.020,0.025,"124,478",0.025,0.025,0.025,0.020,s,11 Nov 2019,05:00PM,0.020,ANZO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5568,-0.005,-1.25,402,200,0.385,0.395,498,0.4,0.395,0.395,0.395,s,11 Nov 2019,05:00PM,0.395,APB RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
MAIN MARKET,FINANCIAL SERVICES,'5088,-,-,-,30,0.800,0.890,4,0.88,-,-,-,s,11 Nov 2019,05:00PM,-,APEX EQUITY HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
MAIN MARKET,HEALTH CARE,'7090,-0.010,-0.43,665,51,2.300,2.310,4,2.31,2.330,2.330,2.290,s,11 Nov 2019,05:00PM,2.300,APEX HEALTHCARE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5194,-,-,"5,730","640,114",0.005,0.010,"62,106",0.01,0.010,0.010,0.010,s,11 Nov 2019,05:00PM,0.010,APFT BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5015,0.010,+0.50,"1,275",150,2.020,2.030,633,2.02,2.030,2.050,2.020,s,11 Nov 2019,05:00PM,2.030,APM AUTOMOTIVE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6432,0.010,+0.25,311,10,4.020,4.040,59,4.03,4.050,4.050,4.030,s,11 Nov 2019,05:00PM,4.040,APOLLO FOOD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7181,-0.015,-4.23,"167,031","19,498",0.335,0.340,502,0.355,0.355,0.355,0.335,s,11 Nov 2019,05:00PM,0.340,ARB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
MAIN MARKET,PROPERTY,'7007,-,-,-,500,0.270,-,-,0.25,-,-,-,s,11 Nov 2019,05:00PM,-,ARK RESOURCES HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7722,-,-,-,140,0.440,0.580,90,0.5,-,-,-,s,11 Nov 2019,05:00PM,-,ASIA BRANDS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7129,0.010,+0.43,80,20,2.340,2.350,20,2.34,2.350,2.350,2.350,s,11 Nov 2019,05:00PM,2.350,ASIA FILE CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0159,-0.005,-8.33,"1,100","32,356",0.055,0.060,"1,200",0.06,0.055,0.055,0.055,s,11 Nov 2019,05:00PM,0.055,ASIA MEDIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
