Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL,MarketStatus,TickSize,TickSizeRemark
78,4.080,10,-0.090,-2.15,4.100,'5258,BIMB HOLDINGS BERHAD,23 Oct 2019,4.210,4.19,4.100,MAIN MARKET,4.130,s,FINANCIAL SERVICES,4.150,16,05:00PM,"21,838",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258,MarketGapDown,3.000000000000025,
79,0.335,306,0.000,0.00,-,'6173,BINA DARULAMAN BERHAD,23 Oct 2019,-,0.355,-,MAIN MARKET,-,s,PROPERTY,0.355,10,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173,MarketClosed,0.0,
80,0.120,6,0.000,0.00,0.125,'5932,BINA PURI HOLDINGS BHD,23 Oct 2019,0.125,0.125,0.115,MAIN MARKET,0.120,s,CONSTRUCTION,0.125,"19,252",05:00PM,"5,062",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932,MarketGapDown,0.0,OpenAndClosePriceMismatch
81,0.115,"11,175",-0.005,-4.17,0.115,'6998,BINTAI KINDEN CORPORATION BERHAD,23 Oct 2019,0.115,0.12,0.115,MAIN MARKET,0.115,s,INDUSTRIAL PRODUCTS & SERVICES,0.120,"1,610",05:00PM,1,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998,MarketGapDown,0.0,
82,4.000,47,-0.050,-1.23,4.000,'5032,BINTULU PORT HOLDINGS BERHAD,23 Oct 2019,4.000,4.05,4.000,MAIN MARKET,4.000,s,TRANSPORTATION & LOGISTICS,4.100,30,05:00PM,33,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032,MarketGapDown,0.0,
83,5.300,10,0.000,0.00,-,'5069,BLD PLANTATION BHD.,23 Oct 2019,-,5.72,-,MAIN MARKET,-,s,PLANTATION,5.750,50,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069,MarketClosed,0.0,
84,0.605,140,0.000,0.00,0.605,'0168,BOILERMECH HOLDINGS BERHAD,23 Oct 2019,0.615,0.605,0.600,MAIN MARKET,0.600,s,INDUSTRIAL PRODUCTS & SERVICES,0.615,510,05:00PM,260,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168,MarketGapDown,0.0,OpenAndClosePriceMismatch
85,0.265,"1,250",0.005,+1.89,0.270,'9288,BONIA CORPORATION BERHAD,23 Oct 2019,0.280,0.265,0.260,MAIN MARKET,0.260,s,CONSUMER PRODUCTS & SERVICES,0.270,"5,051",05:00PM,"10,958",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288,MarketGapDown,2.0000000000000018,
86,0.040,"1,267,931",0.000,0.00,0.045,'7036,BORNEO OIL BERHAD,23 Oct 2019,0.045,0.045,0.040,MAIN MARKET,0.045,s,INDUSTRIAL PRODUCTS & SERVICES,0.045,"141,915",05:00PM,"5,790",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036,MarketNoChange,0.0,
87,1.240,27,0.000,0.00,-,'8133,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,23 Oct 2019,-,1.28,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,1.350,80,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133,MarketClosed,0.0,
88,0.955,97,-0.015,-1.55,0.955,'2771,BOUSTEAD HOLDINGS BERHAD,23 Oct 2019,0.965,0.97,0.955,MAIN MARKET,0.960,s,INDUSTRIAL PRODUCTS & SERVICES,0.960,118,05:00PM,"7,744",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771,MarketGapDown,1.0000000000000009,
89,0.565,615,-0.020,-3.39,0.570,'5254,BOUSTEAD PLANTATIONS BERHAD,23 Oct 2019,0.590,0.59,0.555,MAIN MARKET,0.590,s,PLANTATION,0.570,"1,210",05:00PM,"19,784",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5254,MarketNoChange,4.0000000000000036,
90,1.110,100,0.000,0.00,-,'6297,BOX-PAK (MALAYSIA) BERHAD,23 Oct 2019,-,1.18,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.180,470,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6297,MarketClosed,0.0,
91,1.000,151,0.000,0.00,-,'5100,BP PLASTICS HOLDING BHD,23 Oct 2019,-,1.0,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.030,100,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5100,MarketClosed,0.0,
92,0.165,"1,507",0.000,0.00,0.165,'9474,BRAHIM'S HOLDINGS BERHAD,23 Oct 2019,0.170,0.165,0.165,MAIN MARKET,0.165,s,CONSUMER PRODUCTS & SERVICES,0.170,"2,606",05:00PM,"5,057",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9474,MarketNoChange,0.0,
93,0.790,17,0.000,0.00,0.790,'8761,BREM HOLDING BERHAD,23 Oct 2019,0.790,0.79,0.790,MAIN MARKET,0.790,s,CONSTRUCTION,0.800,67,05:00PM,533,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8761,MarketNoChange,0.0,
94,0.160,658,0.000,0.00,0.160,'9938,BRIGHT PACKAGING INDUSTRY BERHAD,23 Oct 2019,0.160,0.16,0.160,MAIN MARKET,0.160,s,INDUSTRIAL PRODUCTS & SERVICES,0.175,417,05:00PM,137,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9938,MarketNoChange,0.0,
95,19.580,21,-0.080,-0.41,19.660,'4162,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,23 Oct 2019,19.780,19.74,19.400,MAIN MARKET,19.740,s,CONSUMER PRODUCTS & SERVICES,19.660,11,05:00PM,"1,598",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4162,MarketNoChange,3.9999999999999147,
96,0.285,150,0.000,0.00,-,'7221,BSL CORPORATION BERHAD,23 Oct 2019,-,0.3,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.325,50,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7221,MarketClosed,0.0,
97,0.090,"1,034",0.000,0.00,0.090,'7188,BTM RESOURCES BERHAD,23 Oct 2019,0.090,0.09,0.090,MAIN MARKET,0.090,s,INDUSTRIAL PRODUCTS & SERVICES,0.095,499,05:00PM,"1,000",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7188,MarketNoChange,0.0,
98,0.440,"37,757",0.045,+11.25,0.445,'5210,BUMI ARMADA BERHAD,23 Oct 2019,0.445,0.4,0.410,MAIN MARKET,0.430,s,ENERGY,0.445,"246,451",05:00PM,"2,964,219",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5210,MarketGapUp,3.0000000000000027,
99,6.060,782,-0.040,-0.66,6.060,'1818,BURSA MALAYSIA BERHAD,23 Oct 2019,6.120,6.1,6.050,MAIN MARKET,6.100,s,FINANCIAL SERVICES,6.110,50,05:00PM,"5,134",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1818,MarketNoChange,4.0000000000000036,
100,1.470,21,0.000,0.00,1.470,'2828,C.I. HOLDINGS BERHAD,23 Oct 2019,1.540,1.47,1.470,MAIN MARKET,1.540,s,CONSUMER PRODUCTS & SERVICES,1.530,33,05:00PM,115,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2828,MarketGapUp,0.0,OpenAndClosePriceMismatch
101,0.445,"1,230",-0.015,-3.23,0.450,'7174,CAB CAKARAN CORPORATION BERHAD,23 Oct 2019,0.460,0.465,0.450,MAIN MARKET,0.460,s,CONSUMER PRODUCTS & SERVICES,0.450,55,05:00PM,"7,692",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7174,MarketGapDown,2.0000000000000018,
102,0.430,123,0.000,0.00,0.430,'7154,CAELY HOLDINGS BHD,23 Oct 2019,0.440,0.43,0.425,MAIN MARKET,0.425,s,CONSUMER PRODUCTS & SERVICES,0.440,110,05:00PM,"1,328",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7154,MarketGapDown,0.0,OpenAndClosePriceMismatch
103,2.360,"4,317",0.000,0.00,2.360,'2852,CAHYA MATA SARAWAK BERHAD,23 Oct 2019,2.380,2.36,2.360,MAIN MARKET,2.360,s,INDUSTRIAL PRODUCTS & SERVICES,2.380,"2,016",05:00PM,"6,562",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2852,MarketNoChange,0.0,
104,0.210,150,0.000,0.00,-,'7128,CAM RESOURCES BERHAD,23 Oct 2019,-,0.235,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.235,31,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7128,MarketClosed,0.0,
105,3.390,42,-0.030,-0.87,3.410,'5105,CAN-ONE BERHAD,23 Oct 2019,3.450,3.44,3.390,MAIN MARKET,3.450,s,INDUSTRIAL PRODUCTS & SERVICES,3.410,17,05:00PM,702,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5105,MarketGapUp,4.0000000000000036,
106,1.030,"2,933",0.010,+0.96,1.050,'5180,CAPITALAND MALAYSIA MALL TRUST,23 Oct 2019,1.050,1.04,1.030,MAIN MARKET,1.050,s,REAL ESTATE INVESTMENT TRUSTS,1.050,"9,634",05:00PM,"1,083",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5180,MarketGapUp,0.0,
107,1.290,859,0.070,+5.74,1.290,'5257,CARIMIN PETROLEUM BERHAD,23 Oct 2019,1.290,1.22,1.230,MAIN MARKET,1.230,s,ENERGY,1.300,"2,477",05:00PM,"38,375",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5257,MarketGapUp,6.000000000000005,
108,2.440,27,-0.040,-1.61,2.450,'5245,CARING PHARMACY GROUP BERHAD,23 Oct 2019,2.460,2.49,2.440,MAIN MARKET,2.450,s,CONSUMER PRODUCTS & SERVICES,2.450,21,05:00PM,243,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5245,MarketGapDown,0.0,
109,26.380,10,-0.260,-0.97,26.500,'2836,CARLSBERG BREWERY MALAYSIA BERHAD,23 Oct 2019,26.980,26.76,26.220,MAIN MARKET,26.980,s,CONSUMER PRODUCTS & SERVICES,26.500,2,05:00PM,"1,105",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2836,MarketGapUp,24.00000000000002,
110,0.810,"1,173",-0.005,-0.61,0.810,'7076,CB INDUSTRIAL PRODUCT HOLDING BERHAD,23 Oct 2019,0.815,0.815,0.810,MAIN MARKET,0.810,s,INDUSTRIAL PRODUCTS & SERVICES,0.820,333,05:00PM,"1,117",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7076,MarketGapDown,0.0,
111,0.515,568,-0.005,-0.96,0.515,'7035,CCK CONSOLIDATED HOLDINGS BERHAD,23 Oct 2019,0.530,0.52,0.510,MAIN MARKET,0.525,s,CONSUMER PRODUCTS & SERVICES,0.520,915,05:00PM,"13,631",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7035,MarketGapUp,2.0000000000000018,
112,0.125,"3,770",-0.005,-3.70,0.130,'5195,CENSOF HOLDINGS BERHAD,23 Oct 2019,0.135,0.135,0.130,MAIN MARKET,0.135,s,TECHNOLOGY,0.135,"5,520",05:00PM,"3,310",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5195,MarketNoChange,1.0000000000000009,
113,0.450,100,0.000,0.00,-,'8052,CENTRAL GLOBAL BERHAD,23 Oct 2019,-,0.525,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,-,-,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8052,MarketClosed,0.0,
114,0.495,1,0.000,0.00,0.495,'8982,CEPATWAWASAN GROUP BERHAD,23 Oct 2019,0.500,0.495,0.495,MAIN MARKET,0.495,s,PLANTATION,0.500,383,05:00PM,609,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8982,MarketNoChange,0.0,
115,0.285,120,0.000,0.00,-,'7209,CHEETAH HOLDINGS BERHAD,23 Oct 2019,-,0.3,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.315,62,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7209,MarketClosed,0.0,
116,1.570,99,0.000,0.00,1.570,'2879,CHEMICAL COMPANY OF MALAYSIA BERHAD,23 Oct 2019,1.570,1.57,1.570,MAIN MARKET,1.570,s,INDUSTRIAL PRODUCTS & SERVICES,1.600,20,05:00PM,1,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2879,MarketNoChange,0.0,
117,0.775,17,-0.005,-0.64,0.775,'5273,CHIN HIN GROUP BERHAD,23 Oct 2019,0.780,0.78,0.775,MAIN MARKET,0.780,s,INDUSTRIAL PRODUCTS & SERVICES,0.780,610,05:00PM,"1,304",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5273,MarketNoChange,1.0000000000000009,
118,0.275,"1,000",0.000,0.00,-,'7187,CHIN HIN GROUP PROPERTY BERHAD,23 Oct 2019,-,0.285,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,0.285,190,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7187,MarketClosed,0.0,
119,6.300,299,0.000,0.00,-,'1929,CHIN TECK PLANTATIONS BERHAD,23 Oct 2019,-,6.3,-,MAIN MARKET,-,s,PLANTATION,6.440,10,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1929,MarketClosed,0.0,
120,1.680,30,0.000,0.00,1.680,'5007,CHIN WELL HOLDINGS BERHAD,23 Oct 2019,1.680,1.68,1.680,MAIN MARKET,1.680,s,INDUSTRIAL PRODUCTS & SERVICES,1.690,30,05:00PM,500,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5007,MarketNoChange,0.0,
121,-,-,0.000,0.00,-,'5229,CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,23 Oct 2019,-,0.01,-,MAIN MARKET,-,Ss,INDUSTRIAL PRODUCTS & SERVICES,-,-,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5229,MarketClosed,0.0,
122,0.035,"34,200",0.000,0.00,0.040,'5188,CHINA OUHUA WINERY HOLDINGS LIMITED,23 Oct 2019,0.045,0.04,0.040,MAIN MARKET,0.040,s,CONSUMER PRODUCTS & SERVICES,0.040,"4,260",05:00PM,"26,580",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5188,MarketNoChange,0.0,
123,1.390,46,-0.080,-5.63,1.340,'5797,CHOO BEE METAL INDUSTRIES BHD,23 Oct 2019,1.360,1.42,1.340,MAIN MARKET,1.360,s,INDUSTRIAL PRODUCTS & SERVICES,1.400,20,05:00PM,60,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5797,MarketGapDown,2.0000000000000018,
124,0.360,90,0.000,0.00,-,'7016,CHUAN HUAT RESOURCES BHD,23 Oct 2019,-,0.38,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.390,50,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7016,MarketClosed,0.0,
125,4.930,"4,441",-0.020,-0.40,4.940,'1023,CIMB GROUP HOLDINGS BERHAD,23 Oct 2019,4.960,4.96,4.920,MAIN MARKET,4.950,s,FINANCIAL SERVICES,4.940,"4,511",05:00PM,"52,796",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1023,MarketGapDown,0.9999999999999787,
126,0.395,429,0.000,0.00,0.395,'7117,CJ CENTURY LOGISTICS HOLDINGS BERHAD,23 Oct 2019,0.395,0.395,0.395,MAIN MARKET,0.395,s,TRANSPORTATION & LOGISTICS,0.400,656,05:00PM,795,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7117,MarketNoChange,0.0,
127,0.990,342,0.000,0.00,1.000,'7202,CLASSIC SCENIC BERHAD,23 Oct 2019,1.010,1.0,1.000,MAIN MARKET,1.010,s,CONSUMER PRODUCTS & SERVICES,1.000,14,05:00PM,46,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7202,MarketGapUp,0.0,OpenAndClosePriceMismatch
128,0.035,"11,191",0.000,0.00,-,'7018,CME GROUP BERHAD,23 Oct 2019,-,0.035,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.040,"9,806",05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7018,MarketClosed,0.0,
129,0.395,15,-0.010,-2.17,0.450,'7986,CN ASIA CORPORATION BHD,23 Oct 2019,0.450,0.46,0.385,MAIN MARKET,0.385,s,INDUSTRIAL PRODUCTS & SERVICES,0.450,39,05:00PM,111,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7986,MarketGapDown,13.0,
130,0.060,"2,800",0.000,0.00,0.065,'5104,CNI HOLDINGS BERHAD,23 Oct 2019,0.065,0.065,0.065,MAIN MARKET,0.065,s,CONSUMER PRODUCTS & SERVICES,0.065,"10,427",05:00PM,250,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5104,MarketNoChange,0.0,
131,1.130,200,0.110,+10.58,1.150,'5071,COASTAL CONTRACTS BHD,23 Oct 2019,1.180,1.04,1.040,MAIN MARKET,1.040,s,ENERGY,1.150,9,05:00PM,"9,119",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5071,MarketNoChange,10.999999999999988,
132,1.980,280,0.010,+0.51,1.980,'7205,COCOALAND HOLDINGS BERHAD,23 Oct 2019,1.980,1.97,1.980,MAIN MARKET,1.980,s,CONSUMER PRODUCTS & SERVICES,2.010,60,05:00PM,30,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7205,MarketGapUp,0.0,
133,0.775,70,0.005,+0.65,0.780,'2127,COMFORT GLOVES BERHAD,23 Oct 2019,0.780,0.775,0.775,MAIN MARKET,0.775,s,INDUSTRIAL PRODUCTS & SERVICES,0.780,30,05:00PM,"1,283",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2127,MarketNoChange,1.0000000000000009,
134,0.060,"1,020",0.015,+23.08,0.080,'7195,COMINTEL CORPORATION BHD,23 Oct 2019,0.080,0.065,0.065,MAIN MARKET,0.065,s,INDUSTRIAL PRODUCTS & SERVICES,0.080,"2,044",05:00PM,33,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7195,MarketNoChange,3.0,
135,0.690,50,0.000,0.00,0.695,'5136,COMPLETE LOGISTIC SERVICES BERHAD,23 Oct 2019,0.695,0.695,0.695,MAIN MARKET,0.695,s,TRANSPORTATION & LOGISTICS,0.730,79,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5136,MarketNoChange,0.0,
136,0.015,"398,693",0.000,0.00,0.020,'5037,COMPUGATES HOLDINGS BERHAD,23 Oct 2019,0.020,0.02,0.020,MAIN MARKET,0.020,s,INDUSTRIAL PRODUCTS & SERVICES,0.020,"7,201",05:00PM,"52,370",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5037,MarketNoChange,0.0,
137,1.100,150,0.000,0.00,-,'8044,COMPUTER FORMS (MALAYSIA) BERHAD,23 Oct 2019,-,1.11,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.300,150,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8044,MarketClosed,0.0,
138,0.490,59,0.000,0.00,-,'8435,CONCRETE ENGINEERING PRODUCTS BERHAD,23 Oct 2019,-,0.53,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.530,89,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8435,MarketClosed,0.0,
139,1.280,5,-0.010,-0.78,1.270,'5738,COUNTRY HEIGHTS HOLDINGS BHD,23 Oct 2019,1.270,1.28,1.270,MAIN MARKET,1.270,s,PROPERTY,1.390,233,05:00PM,16,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5738,MarketGapDown,0.0,
140,1.260,20,-0.060,-4.58,1.250,'5049,COUNTRY VIEW BERHAD,23 Oct 2019,1.250,1.31,1.250,MAIN MARKET,1.250,s,PROPERTY,1.610,21,05:00PM,20,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5049,MarketGapDown,0.0,
141,1.200,50,0.010,+0.83,1.210,'6718,CRESCENDO CORPORATION BERHAD,23 Oct 2019,1.210,1.2,1.210,MAIN MARKET,1.210,s,PROPERTY,1.230,180,05:00PM,60,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6718,MarketGapUp,0.0,
142,0.940,15,0.000,0.00,0.940,'8591,CREST BUILDER HOLDINGS BERHAD,23 Oct 2019,0.940,0.94,0.935,MAIN MARKET,0.940,s,CONSTRUCTION,0.945,100,05:00PM,"1,454",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8591,MarketNoChange,0.0,
143,0.985,100,0.000,0.00,1.000,'5094,CSC STEEL HOLDINGS BERHAD,23 Oct 2019,1.000,1.0,1.000,MAIN MARKET,1.000,s,INDUSTRIAL PRODUCTS & SERVICES,1.000,29,05:00PM,"1,643",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5094,MarketNoChange,0.0,
144,0.175,545,-0.005,-2.78,0.175,'0051,CUSCAPI BERHAD,23 Oct 2019,0.185,0.18,0.175,MAIN MARKET,0.180,s,TECHNOLOGY,0.180,"4,400",05:00PM,"10,506",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0051,MarketNoChange,1.0000000000000009,
145,0.460,120,0.050,+11.90,0.470,'9423,CWG HOLDINGS BERHAD,23 Oct 2019,0.485,0.42,0.420,MAIN MARKET,0.425,s,CONSUMER PRODUCTS & SERVICES,0.475,620,05:00PM,"9,546",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9423,MarketGapUp,8.999999999999996,
146,1.310,30,-0.020,-1.46,1.350,'2925,CYCLE & CARRIAGE BINTANG BERHAD,23 Oct 2019,1.350,1.37,1.310,MAIN MARKET,1.310,s,CONSUMER PRODUCTS & SERVICES,1.350,15,05:00PM,25,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2925,MarketGapDown,4.0000000000000036,
147,0.350,20,0.000,0.00,-,'7157,CYL CORPORATION BERHAD,23 Oct 2019,-,0.355,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.390,6,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7157,MarketClosed,0.0,
148,0.270,100,0.000,0.00,-,'5082,CYMAO HOLDINGS BERHAD,23 Oct 2019,-,0.28,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.310,500,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5082,MarketClosed,0.0,
149,1.420,486,-0.010,-0.69,1.430,'5184,CYPARK RESOURCES BERHAD,23 Oct 2019,1.450,1.44,1.410,MAIN MARKET,1.440,s,INDUSTRIAL PRODUCTS & SERVICES,1.430,"9,450",05:00PM,"12,272",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5184,MarketNoChange,1.0000000000000009,
150,0.695,"5,720",0.005,+0.71,0.705,'7204,D&O GREEN TECHNOLOGIES BERHAD,23 Oct 2019,0.710,0.7,0.695,MAIN MARKET,0.710,s,TECHNOLOGY,0.705,467,05:00PM,"28,623",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7204,MarketGapUp,1.0000000000000009,
151,0.025,"644,449",0.000,0.00,0.030,'7179,D.B.E. GURNEY RESOURCES BERHAD,23 Oct 2019,0.030,0.03,0.030,MAIN MARKET,0.030,s,CONSUMER PRODUCTS & SERVICES,0.030,"32,504",05:00PM,400,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7179,MarketNoChange,0.0,
152,0.280,"6,401",0.005,+1.79,0.285,'4456,DAGANG NEXCHANGE BERHAD,23 Oct 2019,0.285,0.28,0.275,MAIN MARKET,0.280,s,TECHNOLOGY,0.285,"17,305",05:00PM,"35,024",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4456,MarketNoChange,0.9999999999999898,
153,1.970,60,0.050,+2.56,2.000,'8125,DAIBOCHI BERHAD,23 Oct 2019,2.000,1.95,1.990,MAIN MARKET,2.000,s,INDUSTRIAL PRODUCTS & SERVICES,2.000,11,05:00PM,380,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8125,MarketGapUp,0.0,
154,0.420,118,0.010,+2.44,0.420,'3484,DAMANSARA REALTY BHD,23 Oct 2019,0.440,0.41,0.415,MAIN MARKET,0.420,s,PROPERTY,0.425,1,05:00PM,992,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3484,MarketGapUp,0.0,
155,0.525,97,-0.015,-2.78,0.525,'5276,DANCOMECH HOLDINGS BERHAD,23 Oct 2019,0.540,0.54,0.515,MAIN MARKET,0.540,s,INDUSTRIAL PRODUCTS & SERVICES,0.530,280,05:00PM,"2,637",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5276,MarketNoChange,3.0000000000000027,
