Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,-0.010,-0.68,"15,057","1,100",1.430,1.450,332,1.46,1.460,1.460,1.440,s,30 Oct 2019,05:00PM,1.450,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,-,-,600,20,0.495,0.505,173,0.495,0.495,0.495,0.495,s,30 Oct 2019,05:00PM,0.495,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,-,-,-,"2,500",0.065,0.070,"1,300",0.065,-,-,-,s,30 Oct 2019,05:00PM,-,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,-0.060,-10.91,"9,429",212,0.490,0.515,90,0.55,0.510,0.535,0.490,s,30 Oct 2019,05:00PM,0.490,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198
MAIN MARKET,PROPERTY,'7131,-,-,-,10,0.240,0.270,300,0.24,-,-,-,s,30 Oct 2019,05:00PM,-,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,-0.010,-2.63,"6,826",534,0.370,0.375,280,0.38,0.380,0.380,0.370,s,30 Oct 2019,05:00PM,0.370,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,-0.005,-3.85,240,"23,163",0.125,0.130,"15,252",0.13,0.125,0.125,0.125,s,30 Oct 2019,05:00PM,0.125,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481
MAIN MARKET,CONSTRUCTION,'5281,0.005,+1.20,"6,002",46,0.420,0.425,"1,468",0.415,0.415,0.425,0.415,s,30 Oct 2019,05:00PM,0.420,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,-0.020,-0.96,80,20,2.010,2.060,1,2.08,2.230,2.230,2.060,s,30 Oct 2019,05:00PM,2.060,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148
MAIN MARKET,HEALTH CARE,'7191,-0.075,-12.93,60,20,0.510,0.575,51,0.58,0.520,0.520,0.505,s,30 Oct 2019,05:00PM,0.505,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7146,-,-,600,300,0.105,0.115,"1,835",0.11,0.110,0.110,0.110,s,30 Oct 2019,05:00PM,0.110,AE MULTI HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6599,-,-,669,15,1.630,1.640,7,1.64,1.660,1.660,1.630,s,30 Oct 2019,05:00PM,1.640,AEON CO. (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599
MAIN MARKET,FINANCIAL SERVICES,'5139,-0.080,-0.52,250,12,15.300,15.440,5,15.46,15.460,15.540,15.300,s,30 Oct 2019,05:00PM,15.380,AEON CREDIT SERVICE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139
MAIN MARKET,FINANCIAL SERVICES,'5185,-,-,597,141,1.920,1.930,109,1.93,1.930,1.930,1.920,s,30 Oct 2019,05:00PM,1.930,AFFIN BANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7315,-,-,"2,400","8,501",0.120,0.125,"1,154",0.125,0.125,0.125,0.125,s,30 Oct 2019,05:00PM,0.125,AHB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7315
MAIN MARKET,CONSTRUCTION,'7078,0.010,+2.78,"7,642","1,359",0.365,0.370,"1,677",0.36,0.365,0.375,0.365,s,30 Oct 2019,05:00PM,0.370,AHMAD ZAKI RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7078
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5099,-0.020,-1.05,"51,247","5,275",1.880,1.890,663,1.91,1.910,1.920,1.880,s,30 Oct 2019,05:00PM,1.890,AIRASIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5238,-,-,"10,344","91,857",0.170,0.175,"30,068",0.175,0.175,0.175,0.170,s,30 Oct 2019,05:00PM,0.175,AIRASIA X BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,0.040,+0.25,197,3,15.900,16.000,3,15.98,16.000,16.100,15.940,s,30 Oct 2019,05:00PM,16.020,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,-,-,200,"1,400",0.415,0.420,330,0.415,0.415,0.415,0.415,s,30 Oct 2019,05:00PM,0.415,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
