Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL
444,5.430,112,-0.060,-1.09,5.440,'6012,MAXIS BERHAD,25 Oct 2019,5.500,5.5,5.430,MAIN MARKET,5.500,s,TELECOMMUNICATIONS & MEDIA,5.440,"2,210",05:00PM,"13,880",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6012
445,1.590,51,-,-,1.590,'7189,MB WORLD GROUP BERHAD,25 Oct 2019,1.630,1.59,1.590,MAIN MARKET,1.630,s,PROPERTY,1.630,200,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7189
446,4.090,26,-0.020,-0.49,4.100,'5983,MBM RESOURCES BHD,25 Oct 2019,4.140,4.12,4.090,MAIN MARKET,4.120,s,CONSUMER PRODUCTS & SERVICES,4.100,52,05:00PM,"2,469",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5983
447,0.500,170,-,-,-,'7004,MCE HOLDINGS BERHAD,25 Oct 2019,-,0.52,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.570,50,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7004
448,0.195,"1,829",-0.010,-4.88,0.195,'5182,MCT BERHAD,25 Oct 2019,0.210,0.205,0.195,MAIN MARKET,0.205,s,PROPERTY,0.205,320,05:00PM,"19,968",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5182
449,0.170,200,-,-,0.170,'5090,MEDIA CHINESE INTERNATIONAL LIMITED,25 Oct 2019,0.170,0.17,0.170,MAIN MARKET,0.170,s,TELECOMMUNICATIONS & MEDIA,0.175,"2,777",05:00PM,"3,005",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5090
450,0.370,223,-0.010,-2.63,0.370,'4502,MEDIA PRIMA BERHAD,25 Oct 2019,0.380,0.38,0.370,MAIN MARKET,0.380,s,TELECOMMUNICATIONS & MEDIA,0.375,380,05:00PM,"1,599",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4502
451,4.390,2,-0.030,-0.68,4.390,'3069,MEGA FIRST CORPORATION BERHAD,25 Oct 2019,4.430,4.42,4.380,MAIN MARKET,4.410,s,UTILITIES,4.400,32,05:00PM,810,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3069
452,0.360,100,-,-,-,'5129,MELATI EHSAN HOLDINGS BERHAD,25 Oct 2019,-,0.39,-,MAIN MARKET,-,s,CONSTRUCTION,0.400,280,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5129
453,0.135,737,-,-,0.135,'3778,MELEWAR INDUSTRIAL GROUP BERHAD,25 Oct 2019,0.145,0.135,0.135,MAIN MARKET,0.140,s,INDUSTRIAL PRODUCTS & SERVICES,0.145,750,05:00PM,772,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3778
454,0.310,565,-0.015,-4.62,0.310,'1694,MENANG CORPORATION (M) BERHAD,25 Oct 2019,0.310,0.325,0.310,MAIN MARKET,0.310,s,PROPERTY,0.315,100,05:00PM,135,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1694
455,0.560,5,-,-,-,'5223,MENTIGA CORPORATION BERHAD,25 Oct 2019,-,0.56,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.630,480,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5223
456,0.740,100,0.020,+2.67,0.770,'8192,MERCURY INDUSTRIES BERHAD,25 Oct 2019,0.770,0.75,0.760,MAIN MARKET,0.760,s,CONSTRUCTION,0.830,102,05:00PM,321,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8192
457,0.930,5,0.005,+0.54,0.930,'5006,MERGE ENERGY BHD,25 Oct 2019,0.930,0.925,0.930,MAIN MARKET,0.930,s,CONSTRUCTION,1.030,20,05:00PM,300,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5006
458,0.060,"97,211",-0.005,-7.69,0.060,'5040,MERIDIAN BERHAD,25 Oct 2019,0.065,0.065,0.060,MAIN MARKET,0.060,s,PROPERTY,0.065,"26,925",05:00PM,"14,953",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5040
459,0.490,100,-0.005,-1.00,0.495,'7234,MESB BERHAD,25 Oct 2019,0.495,0.5,0.455,MAIN MARKET,0.475,s,CONSUMER PRODUCTS & SERVICES,0.495,190,05:00PM,"1,385",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7234
460,1.030,50,-,-,-,'5011,MESINIAGA BERHAD,25 Oct 2019,-,1.04,-,MAIN MARKET,-,s,TECHNOLOGY,1.040,500,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5011
461,1.450,12,-,-,-,'6149,METROD HOLDINGS BERHAD,25 Oct 2019,-,1.52,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.650,10,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6149
462,0.040,"171,537",-,-,0.045,'0043,METRONIC GLOBAL BERHAD,25 Oct 2019,0.045,0.045,0.040,MAIN MARKET,0.045,s,INDUSTRIAL PRODUCTS & SERVICES,0.045,"106,657",05:00PM,"6,601",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0043
463,0.610,164,-,-,0.620,'7595,MGB BERHAD,25 Oct 2019,0.625,0.62,0.615,MAIN MARKET,0.620,s,CONSTRUCTION,0.620,140,05:00PM,"4,017",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7595
464,0.545,58,-,-,0.550,'5026,MHC PLANTATIONS BHD,25 Oct 2019,0.550,0.55,0.545,MAIN MARKET,0.545,s,PLANTATION,0.570,29,05:00PM,72,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5026
465,2.310,327,-0.080,-3.35,2.310,'5286,MI TECHNOVATION BERHAD,25 Oct 2019,2.370,2.39,2.300,MAIN MARKET,2.360,s,TECHNOLOGY,2.320,710,05:00PM,"21,313",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5286
466,0.280,"1,994",0.005,+1.79,0.285,'5001,MIECO CHIPBOARD BERHAD,25 Oct 2019,0.285,0.28,0.280,MAIN MARKET,0.280,s,INDUSTRIAL PRODUCTS & SERVICES,0.285,7,05:00PM,"1,610",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5001
467,0.780,300,-,-,-,'7935,MILUX CORPORATION BERHAD,25 Oct 2019,-,0.8,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7935
468,0.070,"2,460",0.005,+7.14,0.075,'5166,MINDA GLOBAL BERHAD,25 Oct 2019,0.075,0.07,0.070,MAIN MARKET,0.070,s,CONSUMER PRODUCTS & SERVICES,0.075,"3,908",05:00PM,"1,212",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5166
469,0.085,"26,047",0.005,+5.88,0.090,'7219,MINETECH RESOURCES BERHAD,25 Oct 2019,0.090,0.085,0.085,MAIN MARKET,0.085,s,INDUSTRIAL PRODUCTS & SERVICES,0.090,"24,004",05:00PM,"135,592",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7219
470,0.255,"1,107",-,-,0.255,'5576,MINHO (M) BERHAD,25 Oct 2019,0.255,0.255,0.255,MAIN MARKET,0.255,s,INDUSTRIAL PRODUCTS & SERVICES,0.265,600,05:00PM,302,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5576
471,1.310,459,-,-,1.310,'5886,MINTYE BERHAD,25 Oct 2019,1.310,1.31,1.310,MAIN MARKET,1.310,s,CONSUMER PRODUCTS & SERVICES,1.330,140,05:00PM,25,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5886
472,8.250,160,-0.020,-0.24,8.280,'3816,MISC BERHAD,25 Oct 2019,8.340,8.3,8.270,MAIN MARKET,8.340,s,TRANSPORTATION & LOGISTICS,8.280,"8,382",05:00PM,"40,277",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3816
473,0.260,"2,324",-,-,0.265,'9571,MITRAJAYA HOLDINGS BERHAD,25 Oct 2019,0.265,0.265,0.260,MAIN MARKET,0.265,s,CONSTRUCTION,0.265,200,05:00PM,"5,727",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9571
474,0.165,657,-,-,0.165,'8893,MK LAND HOLDINGS BERHAD,25 Oct 2019,0.165,0.165,0.165,MAIN MARKET,0.165,s,PROPERTY,0.170,"1,790",05:00PM,"2,040",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8893
475,1.200,980,-,-,1.200,'6114,MKH BERHAD,25 Oct 2019,1.210,1.2,1.190,MAIN MARKET,1.200,s,PROPERTY,1.210,112,05:00PM,941,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6114
476,1.030,300,-0.010,-0.96,1.030,'2194,MMC CORPORATION BERHAD,25 Oct 2019,1.030,1.04,1.020,MAIN MARKET,1.030,s,TRANSPORTATION & LOGISTICS,1.040,866,05:00PM,"1,384",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2194
477,0.805,"1,172",-0.005,-0.62,0.805,'0113,MMS VENTURES BERHAD,25 Oct 2019,0.830,0.81,0.805,MAIN MARKET,0.810,s,TECHNOLOGY,0.810,200,05:00PM,"8,730",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0113
478,1.130,540,0.010,+0.88,1.150,'6459,MNRB HOLDINGS BERHAD,25 Oct 2019,1.150,1.14,1.140,MAIN MARKET,1.140,s,FINANCIAL SERVICES,1.150,224,05:00PM,"1,219",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6459
479,1.070,49,-0.020,-1.83,1.070,'5237,MPHB CAPITAL BERHAD,25 Oct 2019,1.080,1.09,1.070,MAIN MARKET,1.080,s,FINANCIAL SERVICES,1.080,500,05:00PM,681,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5237
480,1.000,686,-,-,1.000,'5123,MRCB-QUILL REIT,25 Oct 2019,1.010,1.0,1.000,MAIN MARKET,1.000,s,REAL ESTATE INVESTMENT TRUSTS,1.010,926,05:00PM,490,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5123
481,0.165,"12,997",-,-,0.165,'0041,MSCM HOLDINGS BERHAD,25 Oct 2019,0.170,0.165,0.165,MAIN MARKET,0.170,s,TECHNOLOGY,0.170,900,05:00PM,"6,737",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0041
482,1.040,100,0.070,+7.14,1.050,'5202,MSM MALAYSIA HOLDINGS BERHAD,25 Oct 2019,1.080,0.98,0.985,MAIN MARKET,0.985,s,CONSUMER PRODUCTS & SERVICES,1.050,173,05:00PM,"42,945",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5202
483,0.155,257,-,-,0.160,'5924,MTD ACPI ENGINEERING BERHAD,25 Oct 2019,0.160,0.16,0.160,MAIN MARKET,0.160,s,CONSTRUCTION,0.160,105,05:00PM,1,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5924
484,1.160,103,-,-,1.200,'5152,MUAR BAN LEE GROUP BERHAD,25 Oct 2019,1.200,1.2,1.190,MAIN MARKET,1.190,s,INDUSTRIAL PRODUCTS & SERVICES,1.200,352,05:00PM,26,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5152
485,1.590,252,-,-,1.600,'3883,MUDA HOLDINGS BERHAD,25 Oct 2019,1.600,1.6,1.590,MAIN MARKET,1.600,s,INDUSTRIAL PRODUCTS & SERVICES,1.600,2,05:00PM,612,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3883
486,0.185,"3,049",-,-,0.185,'5085,MUDAJAYA GROUP BERHAD,25 Oct 2019,0.190,0.185,0.180,MAIN MARKET,0.180,s,CONSTRUCTION,0.190,"1,039",05:00PM,"6,979",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5085
487,2.340,90,0.040,+1.74,2.340,'5703,MUHIBBAH ENGINEERING (M) BHD,25 Oct 2019,2.340,2.3,2.310,MAIN MARKET,2.330,s,CONSTRUCTION,2.350,50,05:00PM,"3,580",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5703
488,0.175,"14,539",-,-,0.180,'3913,MUI PROPERTIES BERHAD,25 Oct 2019,0.185,0.18,0.180,MAIN MARKET,0.180,s,PROPERTY,0.180,870,05:00PM,"6,630",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3913
489,1.930,308,0.040,+2.12,1.930,'3905,MULPHA INTERNATIONAL BERHAD,25 Oct 2019,1.950,1.89,1.850,MAIN MARKET,1.880,s,CONSUMER PRODUCTS & SERVICES,1.940,60,05:00PM,"1,876",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3905
490,0.005,"58,785",-,-,0.005,'5150,MULTI SPORTS HOLDINGS LTD,25 Oct 2019,0.005,0.005,0.005,MAIN MARKET,0.005,s,CONSUMER PRODUCTS & SERVICES,0.010,"41,485",05:00PM,"11,615",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5150
491,0.380,15,0.030,+8.57,0.380,'9539,MULTI-USAGE HOLDINGS BERHAD,25 Oct 2019,0.390,0.35,0.350,MAIN MARKET,0.360,s,PROPERTY,0.390,209,05:00PM,"1,118",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9539
492,1.180,"9,885",-,-,1.190,'0138,MY E.G. SERVICES BERHAD,25 Oct 2019,1.210,1.19,1.190,MAIN MARKET,1.200,s,TECHNOLOGY,1.190,"1,303",05:00PM,"202,382",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0138
493,0.260,248,-,-,0.260,'5087,MYCRON STEEL BERHAD,25 Oct 2019,0.260,0.26,0.260,MAIN MARKET,0.260,s,INDUSTRIAL PRODUCTS & SERVICES,0.275,110,05:00PM,2,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5087
494,1.310,300,-,-,1.330,'5275,MYNEWS HOLDINGS BERHAD,25 Oct 2019,1.330,1.33,1.330,MAIN MARKET,1.330,s,CONSUMER PRODUCTS & SERVICES,1.330,75,05:00PM,15,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5275
495,0.955,116,-0.005,-0.52,0.955,'5073,NAIM HOLDINGS BERHAD,25 Oct 2019,0.975,0.96,0.950,MAIN MARKET,0.965,s,PROPERTY,0.960,450,05:00PM,"22,716",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5073
496,0.160,80,-,-,-,'9806,NATIONWIDE EXPRESS HOLDINGS BERHAD,25 Oct 2019,-,0.175,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,0.200,142,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9806
497,3.350,38,-,-,-,'2038,NEGRI SEMBILAN OIL PALMS BERHAD,25 Oct 2019,-,3.34,-,MAIN MARKET,-,s,PLANTATION,3.400,24,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2038
498,144.200,62,-0.100,-0.07,144.300,'4707,NESTLE (MALAYSIA) BERHAD,25 Oct 2019,144.500,144.4,143.600,MAIN MARKET,144.500,s,CONSUMER PRODUCTS & SERVICES,144.300,60,05:00PM,748,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4707
499,2.660,9,0.060,+2.23,2.750,'7060,NEW HOONG FATT HOLDINGS BERHAD,25 Oct 2019,2.750,2.69,2.680,MAIN MARKET,2.690,s,CONSUMER PRODUCTS & SERVICES,2.700,100,05:00PM,965,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7060
500,0.385,"1,565",-,-,0.385,'7241,NEXTGREEN GLOBAL BERHAD,25 Oct 2019,0.400,0.385,0.380,MAIN MARKET,0.385,s,INDUSTRIAL PRODUCTS & SERVICES,0.390,"6,750",05:00PM,"39,731",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7241
501,0.160,"2,678",-,-,0.165,'7215,NI HSIN RESOURCES BERHAD,25 Oct 2019,0.165,0.165,0.160,MAIN MARKET,0.165,s,CONSUMER PRODUCTS & SERVICES,0.165,"3,265",05:00PM,"4,181",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7215
502,0.050,"4,690",-,-,0.055,'7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,25 Oct 2019,0.055,0.055,0.050,MAIN MARKET,0.050,s,CONSUMER PRODUCTS & SERVICES,0.055,"17,756",05:00PM,"4,040",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7139
503,0.820,56,0.005,+0.61,0.820,'0083,NOTION VTEC BERHAD,25 Oct 2019,0.835,0.815,0.810,MAIN MARKET,0.820,s,TECHNOLOGY,0.825,536,05:00PM,"49,240",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0083
504,1.870,10,-,-,-,'5047,NPC RESOURCES BERHAD,25 Oct 2019,-,1.9,-,MAIN MARKET,-,s,PLANTATION,1.900,88,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5047
505,0.510,410,-,-,0.515,'5066,NTPM HOLDINGS BERHAD,25 Oct 2019,0.515,0.515,0.515,MAIN MARKET,0.515,s,CONSUMER PRODUCTS & SERVICES,0.520,746,05:00PM,"8,980",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5066
506,0.100,736,-,-,0.105,'5025,NWP HOLDINGS BERHAD,25 Oct 2019,0.115,0.105,0.100,MAIN MARKET,0.110,s,INDUSTRIAL PRODUCTS & SERVICES,0.105,"4,244",05:00PM,"23,961",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5025
507,0.580,130,-,-,0.580,'4944,NYLEX (MALAYSIA) BERHAD,25 Oct 2019,0.580,0.58,0.580,MAIN MARKET,0.580,s,INDUSTRIAL PRODUCTS & SERVICES,0.585,153,05:00PM,420,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4944
508,0.420,80,-0.050,-10.64,0.420,'5533,OCB BERHAD,25 Oct 2019,0.420,0.47,0.420,MAIN MARKET,0.420,s,CONSUMER PRODUCTS & SERVICES,0.500,30,05:00PM,20,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5533
509,0.415,1,-,-,-,'0049,OCEANCASH PACIFIC BERHAD,25 Oct 2019,-,0.415,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.430,94,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0049
510,0.605,205,-,-,0.605,'0172,OCK GROUP BERHAD,25 Oct 2019,0.615,0.605,0.600,MAIN MARKET,0.610,s,TELECOMMUNICATIONS & MEDIA,0.610,"4,380",05:00PM,"26,749",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0172
511,0.285,"9,830",-,-,0.290,'7071,OCR GROUP BERHAD,25 Oct 2019,0.295,0.29,0.285,MAIN MARKET,0.295,s,CONSTRUCTION,0.290,"1,516",05:00PM,"18,169",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7071
512,0.650,490,-,-,0.660,'7140,OKA CORPORATION BHD,25 Oct 2019,0.660,0.66,0.650,MAIN MARKET,0.660,s,INDUSTRIAL PRODUCTS & SERVICES,0.660,57,05:00PM,"1,029",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7140
513,0.100,"3,178",0.005,+5.00,0.105,'3018,OLYMPIA INDUSTRIES BERHAD,25 Oct 2019,0.105,0.1,0.100,MAIN MARKET,0.100,s,CONSUMER PRODUCTS & SERVICES,0.105,"5,026",05:00PM,812,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3018
514,0.400,400,-,-,0.405,'9008,OMESTI BERHAD,25 Oct 2019,0.405,0.405,0.400,MAIN MARKET,0.400,s,TECHNOLOGY,0.405,140,05:00PM,810,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9008
515,0.550,"1,034",-,-,0.550,'5260,ONLY WORLD GROUP HOLDINGS BERHAD,25 Oct 2019,0.560,0.55,0.545,MAIN MARKET,0.550,s,CONSUMER PRODUCTS & SERVICES,0.555,5,05:00PM,"4,046",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5260
516,0.645,116,0.010,+1.55,0.655,'7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,25 Oct 2019,0.655,0.645,0.655,MAIN MARKET,0.655,s,CONSUMER PRODUCTS & SERVICES,0.655,74,05:00PM,40,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7107
517,6.460,224,-,-,6.460,'4006,ORIENTAL HOLDINGS BERHAD,25 Oct 2019,6.470,6.46,6.440,MAIN MARKET,6.470,s,CONSUMER PRODUCTS & SERVICES,6.470,38,05:00PM,232,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4006
518,1.970,200,-,-,2.000,'5827,ORIENTAL INTEREST BERHAD,25 Oct 2019,2.000,2.0,2.000,MAIN MARKET,2.000,s,PROPERTY,2.200,10,05:00PM,50,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5827
519,0.890,30,-,-,-,'5065,ORNAPAPER BERHAD,25 Oct 2019,-,0.89,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.895,100,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5065
520,0.955,281,-0.005,-0.52,0.955,'5053,OSK HOLDINGS BERHAD,25 Oct 2019,0.960,0.96,0.950,MAIN MARKET,0.950,s,PROPERTY,0.960,92,05:00PM,"1,908",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5053
521,0.055,"3,789",-,-,0.055,'7225,P.A. RESOURCES BERHAD,25 Oct 2019,0.060,0.055,0.055,MAIN MARKET,0.055,s,INDUSTRIAL PRODUCTS & SERVICES,0.060,"91,953",05:00PM,"9,963",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7225
522,1.390,111,-0.020,-1.41,1.400,'7095,P.I.E. INDUSTRIAL BERHAD,25 Oct 2019,1.420,1.42,1.390,MAIN MARKET,1.390,s,INDUSTRIAL PRODUCTS & SERVICES,1.400,132,05:00PM,"2,396",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7095
523,0.960,47,-,-,0.965,'6009,PACIFIC & ORIENT BERHAD,25 Oct 2019,0.965,0.965,0.960,MAIN MARKET,0.965,s,FINANCIAL SERVICES,0.965,505,05:00PM,730,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6009
524,3.670,89,-0.090,-2.39,3.670,'7052,PADINI HOLDINGS BERHAD,25 Oct 2019,3.760,3.76,3.670,MAIN MARKET,3.760,s,CONSUMER PRODUCTS & SERVICES,3.750,207,05:00PM,306,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7052
525,0.135,"1,650",-,-,0.135,'4081,PAN MALAYSIA CORPORATION BERHAD,25 Oct 2019,0.135,0.135,0.135,MAIN MARKET,0.135,s,CONSUMER PRODUCTS & SERVICES,0.145,100,05:00PM,20,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4081
526,0.060,"18,001",0.005,+7.69,0.070,'1287,PAN MALAYSIA HOLDINGS BERHAD,25 Oct 2019,0.070,0.065,0.065,MAIN MARKET,0.065,s,CONSUMER PRODUCTS & SERVICES,0.070,"4,649",05:00PM,"36,358",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1287
527,37.500,14,-,-,-,'3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,25 Oct 2019,-,37.8,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,37.800,11,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3719
528,0.570,"3,478",-0.005,-0.87,0.570,'8419,PANSAR BERHAD,25 Oct 2019,0.580,0.575,0.570,MAIN MARKET,0.575,s,INDUSTRIAL PRODUCTS & SERVICES,0.575,"2,670",05:00PM,"22,982",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8419
529,0.495,8,0.010,+2.06,0.495,'5125,PANTECH GROUP HOLDINGS BERHAD,25 Oct 2019,0.500,0.485,0.490,MAIN MARKET,0.495,s,INDUSTRIAL PRODUCTS & SERVICES,0.500,"3,108",05:00PM,"10,482",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5125
530,0.340,100,-,-,-,'5022,PAOS HOLDINGS BERHAD,25 Oct 2019,-,0.37,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.370,77,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5022
531,0.920,30,-,-,-,'3611,PARAGON GLOBE BERHAD,25 Oct 2019,-,0.92,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3611
532,0.255,30,-0.020,-7.41,0.250,'9407,PARAGON UNION BERHAD,25 Oct 2019,0.250,0.27,0.250,MAIN MARKET,0.250,s,CONSUMER PRODUCTS & SERVICES,0.270,80,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9407
533,1.260,"1,021",-0.010,-0.79,1.260,'1724,PARAMOUNT CORPORATION BERHAD,25 Oct 2019,1.270,1.27,1.260,MAIN MARKET,1.270,s,PROPERTY,1.270,98,05:00PM,"4,953",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1724
