Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL
214,1.250,19,-,-,-,'2984,FACB INDUSTRIES INCORPORATED BERHAD,25 Oct 2019,-,1.29,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.290,30,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2984
215,0.355,"1,578",-,-,0.355,'7047,FAJARBARU BUILDER GROUP BHD,25 Oct 2019,0.355,0.355,0.355,MAIN MARKET,0.355,s,CONSTRUCTION,0.360,356,05:00PM,267,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7047
216,2.550,16,-,-,-,'5029,FAR EAST HOLDINGS BERHAD,25 Oct 2019,-,2.65,-,MAIN MARKET,-,s,PLANTATION,2.800,32,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5029
217,0.335,3,-,-,-,'6041,FARLIM GROUP (MALAYSIA) BHD,25 Oct 2019,-,0.34,-,MAIN MARKET,-,s,PROPERTY,0.340,"1,280",05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6041
218,2.720,54,0.030,+1.12,2.720,'7229,FAVELLE FAVCO BERHAD,25 Oct 2019,2.730,2.69,2.700,MAIN MARKET,2.730,s,INDUSTRIAL PRODUCTS & SERVICES,2.730,183,05:00PM,595,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7229
219,0.610,68,-,-,-,'2755,FCW HOLDINGS BERHAD,25 Oct 2019,-,0.61,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2755
220,0.345,122,-0.005,-1.37,0.360,'8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD,25 Oct 2019,0.360,0.365,0.345,MAIN MARKET,0.345,s,CONSUMER PRODUCTS & SERVICES,0.360,399,05:00PM,221,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8605
221,1.060,"5,447",0.010,+0.95,1.060,'5222,FGV HOLDINGS BERHAD,25 Oct 2019,1.090,1.05,1.050,MAIN MARKET,1.060,s,PLANTATION,1.070,598,05:00PM,"79,880",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5222
222,0.490,850,0.020,+4.08,0.510,'6939,FIAMMA HOLDINGS BERHAD,25 Oct 2019,0.510,0.49,0.490,MAIN MARKET,0.490,s,CONSUMER PRODUCTS & SERVICES,0.510,168,05:00PM,252,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6939
223,0.385,10,0.040,+11.11,0.400,'0149,FIBON BERHAD,25 Oct 2019,0.400,0.36,0.340,MAIN MARKET,0.340,s,INDUSTRIAL PRODUCTS & SERVICES,0.400,109,05:00PM,443,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0149
224,1.720,12,-,-,1.730,'3107,FIMA CORPORATION BERHAD,25 Oct 2019,1.730,1.73,1.720,MAIN MARKET,1.720,s,INDUSTRIAL PRODUCTS & SERVICES,1.730,63,05:00PM,375,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3107
225,0.380,"10,536",-0.005,-1.28,0.385,'9318,FITTERS DIVERSIFIED BERHAD,25 Oct 2019,0.390,0.39,0.380,MAIN MARKET,0.385,s,INDUSTRIAL PRODUCTS & SERVICES,0.385,"3,735",05:00PM,"20,760",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9318
226,1.110,1,-0.020,-1.75,1.120,'5197,FOCUS LUMBER BERHAD,25 Oct 2019,1.130,1.14,1.100,MAIN MARKET,1.130,s,INDUSTRIAL PRODUCTS & SERVICES,1.120,124,05:00PM,"1,189",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5197
227,1.530,996,-0.030,-1.91,1.540,'9172,FORMOSA PROSONIC INDUSTRIES BERHAD,25 Oct 2019,1.570,1.57,1.540,MAIN MARKET,1.560,s,CONSUMER PRODUCTS & SERVICES,1.540,"34,557",05:00PM,"9,285",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9172
228,0.465,"2,745",-0.020,-4.12,0.465,'5277,FOUNDPAC GROUP BERHAD,25 Oct 2019,0.485,0.485,0.460,MAIN MARKET,0.485,s,INDUSTRIAL PRODUCTS & SERVICES,0.470,"3,519",05:00PM,"147,673",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5277
229,34.400,1,-0.020,-0.06,34.580,'3689,FRASER & NEAVE HOLDINGS BHD,25 Oct 2019,34.880,34.6,34.220,MAIN MARKET,34.880,s,CONSUMER PRODUCTS & SERVICES,34.580,55,05:00PM,"3,609",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3689
230,0.620,171,0.015,+2.46,0.625,'7210,FREIGHT MANAGEMENT HOLDINGS BERHAD,25 Oct 2019,0.625,0.61,0.615,MAIN MARKET,0.615,s,TRANSPORTATION & LOGISTICS,0.625,53,05:00PM,526,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7210
231,1.870,205,-0.010,-0.53,1.880,'0128,FRONTKEN CORPORATION BERHAD,25 Oct 2019,1.890,1.89,1.850,MAIN MARKET,1.880,s,TECHNOLOGY,1.880,146,05:00PM,"29,650",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0128
232,-,-,-,-,-,'9377,FSBM HOLDINGS BERHAD,25 Oct 2019,-,0.095,-,MAIN MARKET,-,Ss,TECHNOLOGY,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9377
233,3.620,22,0.050,+1.40,3.630,'7184,G3 GLOBAL BERHAD,25 Oct 2019,3.630,3.58,3.520,MAIN MARKET,3.580,s,CONSUMER PRODUCTS & SERVICES,3.630,30,05:00PM,"10,252",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7184
234,1.270,82,-0.020,-1.55,1.270,'5226,GABUNGAN AQRS BERHAD,25 Oct 2019,1.300,1.29,1.270,MAIN MARKET,1.280,s,CONSTRUCTION,1.290,570,05:00PM,"2,233",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5226
235,0.665,"3,417",-0.010,-1.48,0.665,'9261,GADANG HOLDINGS BHD,25 Oct 2019,0.680,0.675,0.665,MAIN MARKET,0.680,s,CONSTRUCTION,0.670,264,05:00PM,"17,776",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9261
236,3.670,549,0.010,+0.27,3.670,'5398,GAMUDA BERHAD,25 Oct 2019,3.700,3.66,3.650,MAIN MARKET,3.660,s,CONSTRUCTION,3.680,10,05:00PM,"12,974",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5398
237,2.810,"5,999",-,-,2.810,'5209,GAS MALAYSIA BERHAD,25 Oct 2019,2.820,2.81,2.810,MAIN MARKET,2.820,s,UTILITIES,2.820,39,05:00PM,3,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5209
238,0.280,"28,633",-,-,0.285,'0078,GD EXPRESS CARRIER BERHAD,25 Oct 2019,0.290,0.285,0.285,MAIN MARKET,0.290,s,TRANSPORTATION & LOGISTICS,0.285,22,05:00PM,"9,367",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0078
239,0.480,5,-0.020,-4.00,0.480,'7197,GE-SHEN CORPORATION BERHAD,25 Oct 2019,0.480,0.5,0.480,MAIN MARKET,0.480,s,INDUSTRIAL PRODUCTS & SERVICES,0.510,30,05:00PM,45,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7197
240,5.690,339,-0.020,-0.35,5.690,'3182,GENTING BERHAD,25 Oct 2019,5.720,5.71,5.690,MAIN MARKET,5.720,s,CONSUMER PRODUCTS & SERVICES,5.700,155,05:00PM,"37,434",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3182
241,3.100,"2,229",0.040,+1.31,3.100,'4715,GENTING MALAYSIA BERHAD,25 Oct 2019,3.120,3.06,3.060,MAIN MARKET,3.060,s,CONSUMER PRODUCTS & SERVICES,3.110,"4,599",05:00PM,"86,092",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4715
242,9.800,"5,990",-0.110,-1.11,9.800,'2291,GENTING PLANTATIONS BERHAD,25 Oct 2019,9.900,9.91,9.750,MAIN MARKET,9.900,s,PLANTATION,9.850,15,05:00PM,"11,019",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2291
243,1.030,857,-,-,1.040,'3204,GEORGE KENT (MALAYSIA) BERHAD,25 Oct 2019,1.050,1.04,1.030,MAIN MARKET,1.040,s,CONSTRUCTION,1.040,"1,151",05:00PM,"5,333",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3204
244,0.185,"5,510",0.010,+5.71,0.185,'5079,GETS GLOBAL BERHAD,25 Oct 2019,0.195,0.175,0.175,MAIN MARKET,0.175,s,CONSUMER PRODUCTS & SERVICES,0.190,"9,041",05:00PM,"28,439",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5079
245,1.380,94,-,-,1.390,'0021,GHL SYSTEMS BERHAD,25 Oct 2019,1.400,1.39,1.380,MAIN MARKET,1.390,s,TECHNOLOGY,1.390,"2,000",05:00PM,"24,010",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0021
246,0.195,260,-,-,0.195,'1147,GLOBAL ORIENTAL BERHAD,25 Oct 2019,0.200,0.195,0.195,MAIN MARKET,0.195,s,PROPERTY,0.200,"1,729",05:00PM,360,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1147
247,0.360,"2,695",-0.005,-1.35,0.365,'5220,GLOBALTEC FORMATION BERHAD,25 Oct 2019,0.365,0.37,0.365,MAIN MARKET,0.365,s,INDUSTRIAL PRODUCTS & SERVICES,0.365,97,05:00PM,"1,483",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5220
248,2.160,"2,421",-0.090,-4.00,2.160,'7022,GLOBETRONICS TECHNOLOGY BERHAD,25 Oct 2019,2.240,2.25,2.150,MAIN MARKET,2.240,s,TECHNOLOGY,2.170,"20,915",05:00PM,"44,695",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7022
249,0.365,450,0.005,+1.37,0.370,'5020,GLOMAC BERHAD,25 Oct 2019,0.375,0.365,0.370,MAIN MARKET,0.375,s,PROPERTY,0.370,25,05:00PM,556,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5020
250,0.405,10,-0.010,-2.44,0.400,'7382,GOLDEN LAND BERHAD,25 Oct 2019,0.400,0.41,0.400,MAIN MARKET,0.400,s,PLANTATION,0.415,200,05:00PM,200,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7382
251,0.175,280,-0.010,-5.56,0.170,'5649,GOLDEN PHAROS BERHAD,25 Oct 2019,0.180,0.18,0.170,MAIN MARKET,0.180,s,INDUSTRIAL PRODUCTS & SERVICES,0.230,200,05:00PM,368,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5649
252,0.215,"3,020",-0.005,-2.27,0.215,'7192,GOODWAY INTEGRATED INDUSTRIES BERHAD,25 Oct 2019,0.220,0.22,0.215,MAIN MARKET,0.220,s,INDUSTRIAL PRODUCTS & SERVICES,0.220,"1,328",05:00PM,"2,848",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7192
253,0.670,1,-,-,-,'2135,GOPENG BERHAD,25 Oct 2019,-,0.685,-,MAIN MARKET,-,s,PLANTATION,0.680,150,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2135
254,0.110,"2,660",-,-,0.110,'7096,GPA HOLDINGS BERHAD,25 Oct 2019,0.115,0.11,0.110,MAIN MARKET,0.115,s,INDUSTRIAL PRODUCTS & SERVICES,0.115,"3,237",05:00PM,"11,513",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7096
255,0.475,190,-0.005,-1.04,0.475,'5592,GRAND CENTRAL ENTERPRISES BHD,25 Oct 2019,0.475,0.48,0.475,MAIN MARKET,0.475,s,CONSUMER PRODUCTS & SERVICES,0.500,200,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5592
256,0.480,100,-,-,0.500,'7010,GRAND HOOVER BERHAD,25 Oct 2019,0.500,0.5,0.500,MAIN MARKET,0.500,s,PROPERTY,0.570,100,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7010
257,0.265,"1,700",-0.005,-1.85,0.265,'0056,GRAND-FLO BERHAD,25 Oct 2019,0.270,0.27,0.265,MAIN MARKET,0.270,s,TECHNOLOGY,0.270,248,05:00PM,899,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0056
258,0.730,"4,582",-0.005,-0.68,0.730,'0082,GREEN PACKET BERHAD,25 Oct 2019,0.740,0.735,0.720,MAIN MARKET,0.735,s,TELECOMMUNICATIONS & MEDIA,0.735,"4,168",05:00PM,"47,589",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0082
259,0.120,"10,150",0.005,+4.00,0.130,'0136,GREENYIELD BERHAD,25 Oct 2019,0.130,0.125,0.125,MAIN MARKET,0.125,s,CONSUMER PRODUCTS & SERVICES,0.130,"1,770",05:00PM,"1,000",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0136
260,0.270,28,0.035,+13.21,0.300,'9962,GROMUTUAL BERHAD,25 Oct 2019,0.300,0.265,0.250,MAIN MARKET,0.250,s,PROPERTY,0.295,18,05:00PM,184,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9962
261,0.170,"8,818",-,-,0.175,'7077,GSB GROUP BERHAD,25 Oct 2019,0.175,0.175,0.175,MAIN MARKET,0.175,s,PROPERTY,0.175,121,05:00PM,"1,888",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7077
262,4.860,10,0.020,+0.41,4.880,'5102,GUAN CHONG BERHAD,25 Oct 2019,4.900,4.86,4.840,MAIN MARKET,4.900,s,CONSUMER PRODUCTS & SERVICES,4.880,410,05:00PM,"3,745",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5102
263,0.480,330,-,-,-,'3247,GUH HOLDINGS BERHAD,25 Oct 2019,-,0.495,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.500,331,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3247
264,0.300,200,0.015,+4.69,0.335,'7676,GUNUNG CAPITAL BERHAD,25 Oct 2019,0.335,0.32,0.295,MAIN MARKET,0.295,s,TRANSPORTATION & LOGISTICS,0.320,510,05:00PM,196,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7676
265,0.655,19,-,-,0.660,'1503,GUOCOLAND (MALAYSIA) BERHAD,25 Oct 2019,0.660,0.66,0.655,MAIN MARKET,0.655,s,PROPERTY,0.665,300,05:00PM,62,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1503
266,2.350,25,0.020,+0.85,2.360,'7668,HAI-O ENTERPRISE BERHAD,25 Oct 2019,2.370,2.34,2.340,MAIN MARKET,2.340,s,CONSUMER PRODUCTS & SERVICES,2.370,122,05:00PM,955,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7668
267,0.400,818,0.015,+3.80,0.410,'7253,HANDAL ENERGY BERHAD,25 Oct 2019,0.425,0.395,0.400,MAIN MARKET,0.400,s,ENERGY,0.410,717,05:00PM,"30,360",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7253
268,9.840,50,-0.040,-0.40,9.900,'3034,HAP SENG CONSOLIDATED BERHAD,25 Oct 2019,9.940,9.94,9.800,MAIN MARKET,9.890,s,INDUSTRIAL PRODUCTS & SERVICES,9.900,126,05:00PM,962,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3034
269,1.430,357,0.010,+0.70,1.440,'5138,HAP SENG PLANTATIONS HOLDINGS BERHAD,25 Oct 2019,1.440,1.43,1.430,MAIN MARKET,1.430,s,PLANTATION,1.440,183,05:00PM,248,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5138
270,0.585,30,-,-,-,'2062,HARBOUR-LINK GROUP BERHAD,25 Oct 2019,-,0.63,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,0.630,196,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2062
271,0.515,200,-,-,-,'7501,HARN LEN CORPORATION BHD,25 Oct 2019,-,0.53,-,MAIN MARKET,-,s,PLANTATION,0.555,71,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7501
272,3.620,60,-,-,-,'5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD,25 Oct 2019,-,3.63,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,3.700,36,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5008
273,5.230,326,-,-,5.240,'5168,HARTALEGA HOLDINGS BERHAD,25 Oct 2019,5.260,5.24,5.230,MAIN MARKET,5.240,s,HEALTH CARE,5.240,66,05:00PM,"25,326",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5168
274,0.075,761,-,-,0.075,'5187,HB GLOBAL LIMITED,25 Oct 2019,0.080,0.075,0.070,MAIN MARKET,0.075,s,CONSUMER PRODUCTS & SERVICES,0.080,"5,405",05:00PM,"18,274",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5187
275,1.230,50,-0.010,-0.78,1.270,'7105,HCK CAPITAL GROUP BERHAD,25 Oct 2019,1.270,1.28,1.260,MAIN MARKET,1.260,s,PROPERTY,1.280,"1,459",05:00PM,"1,250",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7105
276,25.180,25,-0.220,-0.87,25.180,'3255,HEINEKEN MALAYSIA BERHAD,25 Oct 2019,25.500,25.4,25.060,MAIN MARKET,25.060,s,CONSUMER PRODUCTS & SERVICES,25.380,3,05:00PM,65,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3255
277,1.060,725,-0.030,-2.75,1.060,'5028,HEITECH PADU BERHAD,25 Oct 2019,1.100,1.09,1.060,MAIN MARKET,1.080,s,TECHNOLOGY,1.070,580,05:00PM,"9,935",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5028
278,0.985,418,0.005,+0.51,0.990,'5121,HEKTAR REAL ESTATE INVESTMENT TRUST,25 Oct 2019,0.990,0.985,0.985,MAIN MARKET,0.990,s,REAL ESTATE INVESTMENT TRUSTS,0.990,"6,454",05:00PM,"1,243",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5121
279,4.300,16,-,-,4.300,'4324,HENGYUAN REFINING COMPANY BERHAD,25 Oct 2019,4.330,4.3,4.300,MAIN MARKET,4.330,s,ENERGY,4.320,27,05:00PM,940,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4324
280,0.555,269,0.020,+3.74,0.555,'5095,HEVEABOARD BERHAD,25 Oct 2019,0.555,0.535,0.535,MAIN MARKET,0.540,s,INDUSTRIAL PRODUCTS & SERVICES,0.560,"1,815",05:00PM,"59,081",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5095
281,0.660,500,-,-,0.670,'5151,HEXTAR GLOBAL BERHAD,25 Oct 2019,0.670,0.67,0.670,MAIN MARKET,0.670,s,INDUSTRIAL PRODUCTS & SERVICES,0.670,49,05:00PM,200,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5151
282,0.780,400,0.010,+1.28,0.790,'3298,HEXZA CORPORATION BERHAD,25 Oct 2019,0.790,0.78,0.775,MAIN MARKET,0.780,s,INDUSTRIAL PRODUCTS & SERVICES,0.785,400,05:00PM,"2,540",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3298
283,0.195,103,0.005,+2.56,0.200,'5072,HIAP TECK VENTURE BERHAD,25 Oct 2019,0.200,0.195,0.190,MAIN MARKET,0.195,s,INDUSTRIAL PRODUCTS & SERVICES,0.200,"7,028",05:00PM,"9,927",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5072
284,0.940,"1,269",-,-,0.945,'5199,HIBISCUS PETROLEUM BERHAD,25 Oct 2019,0.945,0.945,0.940,MAIN MARKET,0.945,s,ENERGY,0.945,239,05:00PM,"32,592",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5199
285,0.525,10,-,-,-,'8443,HIL INDUSTRIES BERHAD,25 Oct 2019,-,0.52,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.535,500,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8443
286,0.500,276,-,-,0.500,'5169,HO HUP CONSTRUCTION COMPANY BHD,25 Oct 2019,0.500,0.5,0.500,MAIN MARKET,0.500,s,CONSTRUCTION,0.505,600,05:00PM,"1,324",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5169
287,0.075,"6,230",-,-,0.080,'9601,HO WAH GENTING BERHAD,25 Oct 2019,0.080,0.08,0.080,MAIN MARKET,0.080,s,INDUSTRIAL PRODUCTS & SERVICES,0.080,336,05:00PM,200,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9601
288,0.595,300,-,-,0.600,'5165,HOCK HENG STONE INDUSTRIES BHD,25 Oct 2019,0.600,0.6,0.600,MAIN MARKET,0.600,s,INDUSTRIAL PRODUCTS & SERVICES,0.600,7,05:00PM,273,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5165
289,1.320,190,-0.010,-0.75,1.320,'6238,HOCK SENG LEE BERHAD,25 Oct 2019,1.320,1.33,1.320,MAIN MARKET,1.320,s,CONSTRUCTION,1.380,100,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6238
290,0.715,"3,000",0.050,+7.46,0.720,'5160,HOMERITZ CORPORATION BERHAD,25 Oct 2019,0.720,0.67,0.675,MAIN MARKET,0.675,s,CONSUMER PRODUCTS & SERVICES,0.720,"2,423",05:00PM,"26,946",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5160
291,16.640,176,-0.100,-0.60,16.700,'5819,HONG LEONG BANK BERHAD,25 Oct 2019,16.800,16.8,16.640,MAIN MARKET,16.700,s,FINANCIAL SERVICES,16.700,746,05:00PM,"18,403",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5819
292,-,-,-,-,-,'5274,HONG LEONG CAPITAL BERHAD,25 Oct 2019,-,9.6,-,MAIN MARKET,-,Ss,FINANCIAL SERVICES,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5274
293,16.260,81,-0.220,-1.33,16.260,'1082,HONG LEONG FINANCIAL GROUP BERHAD,25 Oct 2019,16.620,16.48,16.260,MAIN MARKET,16.380,s,FINANCIAL SERVICES,16.340,24,05:00PM,"1,390",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1082
294,10.620,40,-0.200,-1.83,10.700,'3301,HONG LEONG INDUSTRIES BERHAD,25 Oct 2019,11.000,10.9,10.620,MAIN MARKET,11.000,s,CONSUMER PRODUCTS & SERVICES,10.700,1,05:00PM,101,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3301
295,0.360,799,-0.005,-1.37,0.360,'5291,HPMT HOLDINGS BERHAD,25 Oct 2019,0.365,0.365,0.360,MAIN MARKET,0.360,s,INDUSTRIAL PRODUCTS & SERVICES,0.370,710,05:00PM,611,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5291
296,0.810,"15,115",-0.005,-0.61,0.810,'0185,HSS ENGINEERS BERHAD,25 Oct 2019,0.810,0.815,0.790,MAIN MARKET,0.805,s,INDUSTRIAL PRODUCTS & SERVICES,0.820,130,05:00PM,"4,100",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0185
297,0.325,730,0.010,+3.03,0.340,'5062,HUA YANG BERHAD,25 Oct 2019,0.340,0.33,0.340,MAIN MARKET,0.340,s,PROPERTY,0.340,105,05:00PM,820,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5062
298,0.045,"26,724",-0.005,-10.00,0.045,'7013,HUBLINE BERHAD,25 Oct 2019,0.050,0.05,0.045,MAIN MARKET,0.050,s,TRANSPORTATION & LOGISTICS,0.050,"109,837",05:00PM,"9,898",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7013
299,1.030,"1,409",-0.020,-1.90,1.030,'5000,HUME INDUSTRIES BERHAD,25 Oct 2019,1.060,1.05,1.030,MAIN MARKET,1.050,s,INDUSTRIAL PRODUCTS & SERVICES,1.050,516,05:00PM,"5,630",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5000
300,0.905,"1,140",0.005,+0.55,0.910,'5024,HUP SENG INDUSTRIES BERHAD,25 Oct 2019,0.910,0.905,0.905,MAIN MARKET,0.910,s,CONSUMER PRODUCTS & SERVICES,0.910,565,05:00PM,466,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5024
301,0.245,120,-,-,0.260,'8478,HWA TAI INDUSTRIES BERHAD,25 Oct 2019,0.260,0.26,0.260,MAIN MARKET,0.260,s,CONSUMER PRODUCTS & SERVICES,0.260,13,05:00PM,5,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8478
302,0.230,558,-0.010,-4.17,0.230,'4251,I-BERHAD,25 Oct 2019,0.235,0.24,0.220,MAIN MARKET,0.235,s,PROPERTY,0.235,"3,000",05:00PM,"14,413",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4251
303,0.525,108,-,-,-,'5084,IBRACO BERHAD,25 Oct 2019,-,0.57,-,MAIN MARKET,-,s,PROPERTY,0.570,22,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5084
