Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5238,-,-,"49,208","121,995",0.165,0.170,"25,941",0.17,0.175,0.175,0.165,s,04 Nov 2019,05:00PM,0.170,AIRASIA X BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5238
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,-,-,112,7,15.900,15.920,82,15.9,16.000,16.000,15.900,s,04 Nov 2019,05:00PM,15.900,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,0.005,+1.22,96,404,0.415,0.420,610,0.41,0.415,0.415,0.415,s,04 Nov 2019,05:00PM,0.415,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5116,-0.040,-2.60,230,11,1.480,1.500,"5,300",1.54,1.500,1.500,1.500,s,04 Nov 2019,05:00PM,1.500,AL-`AQAR HEALTHCARE REIT,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5269,-0.035,-3.89,72,10,0.875,0.900,199,0.9,0.900,0.900,0.865,s,04 Nov 2019,05:00PM,0.865,AL-SALAM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
MAIN MARKET,ENERGY,'5115,-0.005,-5.00,"119,642","82,236",0.090,0.095,"1,173",0.1,0.100,0.100,0.095,s,04 Nov 2019,05:00PM,0.095,ALAM MARITIM RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2674,-0.020,-4.44,200,25,0.435,0.460,141,0.45,0.430,0.430,0.430,s,04 Nov 2019,05:00PM,0.430,ALCOM GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2674
MAIN MARKET,FINANCIAL SERVICES,'2488,-,-,"12,479",13,2.870,2.880,"1,039",2.88,2.880,2.910,2.860,s,04 Nov 2019,05:00PM,2.880,ALLIANCE BANK MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2488
MAIN MARKET,FINANCIAL SERVICES,'1163,-,-,268,40,13.780,13.800,10,13.8,13.800,13.800,13.780,s,04 Nov 2019,05:00PM,13.800,ALLIANZ MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1163
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2682,-,-,-,50,0.230,0.260,100,0.235,-,-,-,s,04 Nov 2019,05:00PM,-,AMALGAMATED INDUSTRIAL STEEL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2682
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'4952,-,-,92,180,0.760,0.780,40,0.78,0.780,0.780,0.760,s,04 Nov 2019,05:00PM,0.780,AMANAH HARTA TANAH PNB,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4952
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5127,0.005,+0.66,168,548,0.760,0.765,23,0.76,0.765,0.765,0.760,s,04 Nov 2019,05:00PM,0.765,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
MAIN MARKET,PROPERTY,'1007,0.005,+1.05,506,241,0.480,0.500,488,0.475,0.475,0.500,0.475,s,04 Nov 2019,05:00PM,0.480,AMCORP PROPERTIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
MAIN MARKET,CONSTRUCTION,'5293,0.100,+5.99,"116,486","2,213",1.770,1.780,"2,549",1.67,1.670,1.780,1.670,s,04 Nov 2019,05:00PM,1.770,AME ELITE CONSORTIUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5120,-,-,"4,873","3,484",0.475,0.480,137,0.48,0.485,0.485,0.480,s,04 Nov 2019,05:00PM,0.480,AMFIRST REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
MAIN MARKET,FINANCIAL SERVICES,'1015,0.040,+1.01,"12,995","3,251",4.000,4.020,221,3.98,3.980,4.020,3.980,s,04 Nov 2019,05:00PM,4.020,AMMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'7031,-,-,-,250,0.615,0.910,30,0.615,-,-,-,s,04 Nov 2019,05:00PM,-,AMTEL HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
MAIN MARKET,PROPERTY,'5959,-,-,-,139,1.040,1.130,130,1.04,-,-,-,s,04 Nov 2019,05:00PM,-,AMVERTON BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6351,0.030,+0.52,226,40,5.800,5.820,58,5.77,5.800,5.810,5.790,s,04 Nov 2019,05:00PM,5.800,AMWAY (MALAYSIA) HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7083,-,-,-,400,1.080,1.170,100,1.1,-,-,-,s,04 Nov 2019,05:00PM,-,ANALABS RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'4758,0.015,+3.19,"14,669",500,0.475,0.480,600,0.47,0.470,0.485,0.455,s,04 Nov 2019,05:00PM,0.485,ANCOM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6556,-0.010,-0.88,"3,215","1,257",1.110,1.120,"3,037",1.13,1.130,1.140,1.120,s,04 Nov 2019,05:00PM,1.120,ANN JOO RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9342,0.005,+25.00,"1,798","12,279",0.020,0.025,"132,778",0.02,0.020,0.025,0.020,s,04 Nov 2019,05:00PM,0.025,ANZO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5568,-,-,-,62,0.390,0.395,400,0.39,-,-,-,s,04 Nov 2019,05:00PM,-,APB RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
MAIN MARKET,FINANCIAL SERVICES,'5088,-,-,67,1,0.760,0.800,63,0.8,0.800,0.800,0.800,s,04 Nov 2019,05:00PM,0.800,APEX EQUITY HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
MAIN MARKET,HEALTH CARE,'7090,-,-,855,1,2.250,2.260,350,2.26,2.260,2.260,2.250,s,04 Nov 2019,05:00PM,2.260,APEX HEALTHCARE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5194,-,-,"10,800","673,878",0.005,0.010,"37,011",0.01,0.010,0.010,0.005,s,04 Nov 2019,05:00PM,0.010,APFT BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5015,0.020,+1.00,"2,436",123,2.020,2.030,2,2.01,2.020,2.030,2.020,s,04 Nov 2019,05:00PM,2.030,APM AUTOMOTIVE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6432,0.150,+3.86,57,70,3.920,4.040,22,3.89,4.050,4.050,4.040,s,04 Nov 2019,05:00PM,4.040,APOLLO FOOD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7181,0.005,+1.35,"526,685","7,062",0.375,0.380,"20,249",0.37,0.375,0.400,0.365,s,04 Nov 2019,05:00PM,0.375,ARB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
MAIN MARKET,PROPERTY,'7007,-,-,-,970,0.260,0.500,161,0.25,-,-,-,s,04 Nov 2019,05:00PM,-,ARK RESOURCES HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7722,-,-,-,-,-,0.500,60,0.5,-,-,-,s,04 Nov 2019,05:00PM,-,ASIA BRANDS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7129,-0.040,-1.67,25,15,2.370,2.390,30,2.4,2.360,2.360,2.360,s,04 Nov 2019,05:00PM,2.360,ASIA FILE CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0159,-,-,"4,524","13,176",0.055,0.060,"10,620",0.055,0.055,0.055,0.055,s,04 Nov 2019,05:00PM,0.055,ASIA MEDIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
MAIN MARKET,PROPERTY,'4057,-,-,"3,690","21,701",0.120,0.125,"5,748",0.125,0.125,0.125,0.120,s,04 Nov 2019,05:00PM,0.125,ASIAN PAC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7162,-0.010,-1.44,20,10,0.680,0.685,20,0.695,0.690,0.690,0.685,s,04 Nov 2019,05:00PM,0.685,ASTINO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
MAIN MARKET,PLANTATION,'7054,-,-,210,"1,390",0.110,0.120,"1,470",0.11,0.110,0.110,0.110,s,04 Nov 2019,05:00PM,0.110,ASTRAL ASIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6399,0.030,+2.19,"13,761",90,1.380,1.400,409,1.37,1.380,1.400,1.360,s,04 Nov 2019,05:00PM,1.400,ASTRO MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'8176,-,-,"1,517",61,1.490,1.530,374,1.53,1.550,1.550,1.500,s,04 Nov 2019,05:00PM,1.530,ATA IMS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7048,-,-,-,30,4.020,4.170,9,4.18,-,-,-,s,04 Nov 2019,05:00PM,-,ATLAN HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5130,-,-,99,331,1.050,1.060,780,1.06,1.060,1.060,1.050,s,04 Nov 2019,05:00PM,1.060,ATRIUM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7099,0.040,+10.53,585,50,0.400,0.420,20,0.38,0.390,0.420,0.380,s,04 Nov 2019,05:00PM,0.420,ATTA GLOBAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'8885,-,-,"2,237","9,228",0.145,0.150,296,0.15,0.150,0.155,0.150,s,04 Nov 2019,05:00PM,0.150,AVILLION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7579,-0.010,-1.56,"8,437",600,0.625,0.630,478,0.64,0.640,0.645,0.630,s,04 Nov 2019,05:00PM,0.630,AWC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6888,-,-,"21,591",117,4.270,4.300,"10,351",4.3,4.300,4.300,4.240,s,04 Nov 2019,05:00PM,4.300,AXIATA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5106,0.090,+5.26,"10,237",567,1.790,1.800,"2,675",1.71,1.730,1.800,1.720,s,04 Nov 2019,05:00PM,1.800,AXIS REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
MAIN MARKET,PROPERTY,'2305,-,-,17,33,4.100,4.270,3,4.1,4.100,4.100,4.100,s,04 Nov 2019,05:00PM,4.100,AYER HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5021,-0.010,-3.39,871,100,0.285,0.295,529,0.295,0.295,0.295,0.280,s,04 Nov 2019,05:00PM,0.285,AYS VENTURES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7005,-,-,-,175,0.300,0.330,35,0.33,-,-,-,s,04 Nov 2019,05:00PM,-,B.I.G. INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
MAIN MARKET,ENERGY,'7251,-,-,"51,107","94,220",0.025,0.030,"48,674",0.03,0.025,0.030,0.025,s,04 Nov 2019,05:00PM,0.030,BARAKAH OFFSHORE PETROLEUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
MAIN MARKET,PLANTATION,'1899,0.060,+0.38,187,47,15.660,15.680,10,15.6,15.700,15.700,15.660,s,04 Nov 2019,05:00PM,15.660,BATU KAWAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
MAIN MARKET,PROPERTY,'6602,-,-,622,400,0.250,0.260,590,0.26,0.245,0.275,0.245,s,04 Nov 2019,05:00PM,0.260,BCB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
MAIN MARKET,CONSTRUCTION,'5190,-0.005,-3.33,"4,133","9,151",0.140,0.145,17,0.15,0.145,0.145,0.145,s,04 Nov 2019,05:00PM,0.145,BENALEC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
MAIN MARKET,PROPERTY,'3239,-0.005,-1.67,"1,497","2,316",0.290,0.295,250,0.3,0.295,0.295,0.290,s,04 Nov 2019,05:00PM,0.295,BERJAYA ASSETS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3395,0.005,+2.13,"23,307","81,318",0.235,0.240,"80,103",0.235,0.235,0.240,0.235,s,04 Nov 2019,05:00PM,0.240,BERJAYA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5196,-,-,"3,348",50,1.430,1.440,"2,543",1.44,1.440,1.440,1.430,s,04 Nov 2019,05:00PM,1.440,BERJAYA FOOD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'4219,-,-,"17,682","43,836",0.195,0.200,"17,198",0.2,0.205,0.205,0.195,s,04 Nov 2019,05:00PM,0.200,BERJAYA LAND BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6025,0.015,+16.67,"10,341","1,300",0.100,0.110,150,0.09,0.100,0.105,0.090,s,04 Nov 2019,05:00PM,0.105,BERJAYA MEDIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1562,0.060,+2.33,"8,161",66,2.600,2.640,838,2.58,2.580,2.640,2.570,s,04 Nov 2019,05:00PM,2.640,BERJAYA SPORTS TOTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5248,-,-,"7,183",627,2.230,2.240,"1,017",2.24,2.250,2.250,2.220,s,04 Nov 2019,05:00PM,2.240,BERMAZ AUTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
MAIN MARKET,PROPERTY,'9814,-,-,-,20,0.190,0.280,"1,488",0.21,-,-,-,s,04 Nov 2019,05:00PM,-,BERTAM ALLIANCE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
MAIN MARKET,FINANCIAL SERVICES,'5258,0.010,+0.24,"1,692","5,053",4.200,4.260,28,4.23,4.230,4.260,4.160,s,04 Nov 2019,05:00PM,4.240,BIMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
MAIN MARKET,PROPERTY,'6173,-0.005,-1.45,"1,214","1,110",0.335,0.350,110,0.345,0.340,0.345,0.335,s,04 Nov 2019,05:00PM,0.340,BINA DARULAMAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
MAIN MARKET,CONSTRUCTION,'5932,-,-,"9,251","12,688",0.125,0.130,"3,549",0.13,0.130,0.130,0.125,s,04 Nov 2019,05:00PM,0.130,BINA PURI HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6998,-,-,"2,475","10,122",0.115,0.120,"1,273",0.12,0.120,0.120,0.115,s,04 Nov 2019,05:00PM,0.120,BINTAI KINDEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
MAIN MARKET,TRANSPORTATION & LOGISTICS,'5032,0.260,+6.52,2,19,4.000,4.250,7,3.99,4.250,4.250,4.250,s,04 Nov 2019,05:00PM,4.250,BINTULU PORT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
MAIN MARKET,PLANTATION,'5069,-,-,1,10,5.360,5.750,29,5.75,5.750,5.750,5.750,s,04 Nov 2019,05:00PM,5.750,BLD PLANTATION BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0168,0.030,+4.84,"12,896",536,0.645,0.650,"1,153",0.62,0.620,0.660,0.620,s,04 Nov 2019,05:00PM,0.650,BOILERMECH HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9288,-,-,"2,935",102,0.255,0.260,895,0.255,0.260,0.260,0.255,s,04 Nov 2019,05:00PM,0.255,BONIA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7036,-,-,"17,475","1,122,254",0.040,0.045,"181,047",0.045,0.045,0.045,0.040,s,04 Nov 2019,05:00PM,0.045,BORNEO OIL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
MAIN MARKET,TRANSPORTATION & LOGISTICS,'8133,0.050,+3.97,726,50,1.300,1.320,100,1.26,1.270,1.310,1.270,s,04 Nov 2019,05:00PM,1.310,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2771,0.005,+0.51,"4,997",451,0.975,0.980,212,0.975,0.985,1.000,0.975,s,04 Nov 2019,05:00PM,0.980,BOUSTEAD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
MAIN MARKET,PLANTATION,'5254,-,-,"7,400","1,600",0.605,0.615,159,0.605,0.615,0.615,0.605,s,04 Nov 2019,05:00PM,0.605,BOUSTEAD PLANTATIONS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5254
