,BoardType,Name,Code,BursaURL,Page
065,main_market,AYS VENTURES BERHAD,'5021,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021,http://www.ays-group.com
066,main_market,B.I.G. INDUSTRIES BERHAD,'7005,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005,http://www.bigind.com.my
067,main_market,BARAKAH OFFSHORE PETROLEUM BERHAD,'7251,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251,http://www.barakahpetroleum.com
068,main_market,BATU KAWAN BERHAD,'1899,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899,http://www.bkawan.com.my
069,main_market,BCB BERHAD,'6602,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602,http://www.bcbbhd.com.my
070,main_market,BENALEC HOLDINGS BERHAD,'5190,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190,http://www.benalec.com.my
071,main_market,BERJAYA ASSETS BERHAD,'3239,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239,http://www.berjaya.com.my
072,main_market,BERJAYA CORPORATION BERHAD,'3395,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395,http://www.berjaya.com.my
073,main_market,BERJAYA FOOD BERHAD,'5196,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196,http://www.berjaya.com
074,main_market,BERJAYA LAND BERHAD,'4219,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219,http://www.berjaya.com.my
075,main_market,BERJAYA MEDIA BERHAD,'6025,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025,http://www.berjaya.com.my
076,main_market,BERJAYA SPORTS TOTO BERHAD,'1562,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562,http://www.berjaya.com.my
077,main_market,BERMAZ AUTO BERHAD,'5248,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248,http://www.bauto.com.my
078,main_market,BERTAM ALLIANCE BERHAD,'9814,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814,http://www.bertamalliance.com
079,main_market,BIMB HOLDINGS BERHAD,'5258,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258,http://www.bimbholdings.com
080,main_market,BINA DARULAMAN BERHAD,'6173,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173,http://www.bdb.com.my/
081,main_market,BINA PURI HOLDINGS BHD,'5932,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932,http://www.binapuri.com.my
082,main_market,BINTAI KINDEN CORPORATION BERHAD,'6998,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998,http://www.bintai.com.my
083,main_market,BINTULU PORT HOLDINGS BERHAD,'5032,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032,http://www.bintuluport.com.my/
084,main_market,BLD PLANTATION BHD.,'5069,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069,http://www.bld.com.my
085,main_market,BOILERMECH HOLDINGS BERHAD,'0168,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168,http://www.boilermech.com
086,main_market,BONIA CORPORATION BERHAD,'9288,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288,http://www.bonia.com
087,main_market,BORNEO OIL BERHAD,'7036,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036,http://www.borneo-oil.com.my
088,main_market,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,'8133,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133,http://www.bhic.com.my
089,main_market,BOUSTEAD HOLDINGS BERHAD,'2771,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771,http://www.boustead.com.my/
090,main_market,BOUSTEAD PLANTATIONS BERHAD,'5254,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5254,http://www.bousteadplantations.com.my
091,main_market,BOX-PAK (MALAYSIA) BERHAD,'6297,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6297,http://www.boxpak.com.my
092,main_market,BP PLASTICS HOLDING BHD,'5100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5100,http://www.bpplas.com
093,main_market,BRAHIM'S HOLDINGS BERHAD,'9474,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9474,http://www.tamadam.com
094,main_market,BREM HOLDING BERHAD,'8761,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8761,http://www.bremholding.com
095,main_market,BRIGHT PACKAGING INDUSTRY BERHAD,'9938,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9938,http://www.brightpack.net/
096,main_market,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,'4162,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4162,http://www.batmalaysia.com
097,main_market,BSL CORPORATION BERHAD,'7221,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7221,http://www.bslcorp.com.my
098,main_market,BTM RESOURCES BERHAD,'7188,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7188,http://www.btmresorces.com.my
099,main_market,BUMI ARMADA BERHAD,'5210,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5210,http://www.bumiarmada.com
100,main_market,BURSA MALAYSIA BERHAD,'1818,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1818,http://www.bursamalaysia.com
101,main_market,C.I. HOLDINGS BERHAD,'2828,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2828,http://www.cih.com.my
102,main_market,CAB CAKARAN CORPORATION BERHAD,'7174,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7174,http://www.cab.com.my
103,main_market,CAELY HOLDINGS BHD,'7154,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7154,http://www.caelyholdings.com
104,main_market,CAHYA MATA SARAWAK BERHAD,'2852,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2852,http://www.cmsb.com.my/
105,main_market,CAM RESOURCES BERHAD,'7128,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7128,http://www.camres.com.my
106,main_market,CAN-ONE BERHAD,'5105,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5105,http://www.canone.com.my
107,main_market,CAPITALAND MALAYSIA MALL TRUST,'5180,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5180,http://www.capitamallsmalaysia.com
108,main_market,CARIMIN PETROLEUM BERHAD,'5257,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5257,http://www.carimin.com/
109,main_market,CARING PHARMACY GROUP BERHAD,'5245,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5245,http://www.caring2u.com.my
110,main_market,CARLSBERG BREWERY MALAYSIA BERHAD,'2836,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2836,http://www.carlsbergmalaysia.com.my
111,main_market,CB INDUSTRIAL PRODUCT HOLDING BERHAD,'7076,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7076,http://www.cbip.com.my
112,main_market,CCK CONSOLIDATED HOLDINGS BERHAD,'7035,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7035,http://www.cck.com.my/
113,main_market,CENSOF HOLDINGS BERHAD,'5195,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5195,http://www.censof.com
114,main_market,CENTRAL GLOBAL BERHAD,'8052,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8052,http://www.cicb.com.my
115,main_market,CEPATWAWASAN GROUP BERHAD,'8982,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8982,http://www.cepatgroup.com
116,main_market,CHEETAH HOLDINGS BERHAD,'7209,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7209,http://www.cheetah.com.my
117,main_market,CHEMICAL COMPANY OF MALAYSIA BERHAD,'2879,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2879,http://www.ccmberhad.com
118,main_market,CHIN HIN GROUP BERHAD,'5273,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5273,http://www.chinhingroup.com/
119,main_market,CHIN HIN GROUP PROPERTY BERHAD,'7187,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7187,http://www.boonkoon.com
120,main_market,CHIN TECK PLANTATIONS BERHAD,'1929,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1929,http://www.chinteck.com.my
121,main_market,CHIN WELL HOLDINGS BERHAD,'5007,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5007,http://www.chinwell.com.my
122,main_market,CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,'5229,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5229,http://www.china-autoparts.biz
123,main_market,CHINA OUHUA WINERY HOLDINGS LIMITED,'5188,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5188,http://www.ohuawine.com.my
124,main_market,CHOO BEE METAL INDUSTRIES BHD,'5797,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5797,http://www.choobee.com.my
125,main_market,CHUAN HUAT RESOURCES BHD,'7016,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7016,http://www.chuanhuat.com.my
126,main_market,CIMB GROUP HOLDINGS BERHAD,'1023,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1023,http://www.cimb.com/
127,main_market,CJ CENTURY LOGISTICS HOLDINGS BERHAD,'7117,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7117,http://www.century.com.my
128,main_market,CLASSIC SCENIC BERHAD,'7202,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7202,http://www.classicscenic.com
129,main_market,CME GROUP BERHAD,'7018,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7018,http://www.cme.com.my
130,main_market,CN ASIA CORPORATION BHD,'7986,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7986,http://www.cnasia.com
131,main_market,CNI HOLDINGS BERHAD,'5104,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5104,http://www.cniholdings.com.my
132,main_market,COASTAL CONTRACTS BHD,'5071,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5071,http://www.coastalcontracts.com
133,main_market,COCOALAND HOLDINGS BERHAD,'7205,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7205,http://www.cocoaland.com
134,main_market,COMFORT GLOVES BERHAD,'2127,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2127,http://www.ircb.com.my
135,main_market,COMINTEL CORPORATION BHD,'7195,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7195,http://www.comcorp.com.my
136,main_market,COMPLETE LOGISTIC SERVICES BERHAD,'5136,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5136,http://www.complete-group.com
137,main_market,COMPUGATES HOLDINGS BERHAD,'5037,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5037,http://www.compugates.com
138,main_market,COMPUTER FORMS (MALAYSIA) BERHAD,'8044,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8044,http://www.cfm.com.my
139,main_market,CONCRETE ENGINEERING PRODUCTS BERHAD,'8435,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8435,http://www.cepco.com.my
140,main_market,COUNTRY HEIGHTS HOLDINGS BHD,'5738,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5738,http://www.countryheights.com.my
141,main_market,COUNTRY VIEW BERHAD,'5049,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5049,http://www.countryview.com.my
142,main_market,CRESCENDO CORPORATION BERHAD,'6718,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6718,http://www.crescendo.com.my/
143,main_market,CREST BUILDER HOLDINGS BERHAD,'8591,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8591,http://www.crestbuilder.com.my
144,main_market,CSC STEEL HOLDINGS BERHAD,'5094,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5094,http://www.cscmalaysia.com
145,main_market,CUSCAPI BERHAD,'0051,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0051,http://www.cuscapi.com
146,main_market,CWG HOLDINGS BERHAD,'9423,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9423,http://www.cwgholdings.com.my
147,main_market,CYCLE & CARRIAGE BINTANG BERHAD,'2925,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2925,http://www.cyclecarriage.com.my/
148,main_market,CYL CORPORATION BERHAD,'7157,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7157,http://www.cylcorporation.com
149,main_market,CYMAO HOLDINGS BERHAD,'5082,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5082,http://www.cymao.com/
150,main_market,CYPARK RESOURCES BERHAD,'5184,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5184,http://www.crbenv.com
151,main_market,D&O GREEN TECHNOLOGIES BERHAD,'7204,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7204,http://www.do.com.my
152,main_market,D.B.E. GURNEY RESOURCES BERHAD,'7179,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7179,http://www.dbegurney.com
153,main_market,DAGANG NEXCHANGE BERHAD,'4456,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4456,http://www.dnex.com.my
154,main_market,DAIBOCHI BERHAD,'8125,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8125,http://www.daibochiplastic.com/
155,main_market,DAMANSARA REALTY BHD,'3484,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3484,http://www.dbhd.com.my/
156,main_market,DANCOMECH HOLDINGS BERHAD,'5276,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5276,http://www.dancomech.com.my
157,main_market,DATAPREP HOLDINGS BHD,'8338,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8338,http://www.dp.com.my
158,main_market,DATASONIC GROUP BERHAD,'5216,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5216,http://datasonic.com.my
159,main_market,DAYA MATERIALS BERHAD,'0091,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0091,http://www.dayagroup.com.my
160,main_market,DAYANG ENTERPRISE HOLDINGS BERHAD,'5141,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5141,http://www.desb.net
