Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-10-03,'0198,GDB HOLDINGS BERHAD,0.350,47750,"Construction, Ace Market",Ace Market,0.220-0.345,4.18,2.00,0.18,8.37,5.71,23.23,1.94,218.75,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-03,'0106,REXIT BERHAD,0.615,0,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.78,4.88,20.80,3.08,116.44,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-03,'0005,UCREST BERHAD,0.135,5635,"Technology, Ace Market",Ace Market,0.130-0.325,1.69,0.00,0.08,7.99,0.00,20.16,1.61,62.64,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-03,'0197,WEGMANS HOLDINGS BERHAD,0.265,1411,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.385,3.01,0.50,0.15,8.80,1.89,20.07,1.77,132.50,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-03,'0127,JHM CONSOLIDATION BERHAD,1.260,4391,"Technology, Ace Market",Ace Market,0.820-1.370,6.59,2.00,0.34,19.13,1.59,19.38,3.71,702.58,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-03,'0209,I-STONE GROUP BERHAD,0.180,21452,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,17.33,0.00,17.31,6.00,219.87,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-03,'0040,OPENSYS (M) BERHAD,0.330,579,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,9.93,4.55,16.61,1.65,98.30,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-03,'0201,NOVA WELLNESS GROUP BERHAD,0.580,26896,"Health Care, Ace Market",Ace Market,0.290-0.590,3.65,0.50,0.24,15.88,0.86,15.22,2.42,184.29,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-03,'0200,REVENUE GROUP BERHAD,1.530,23509,"Technology, Ace Market",Ace Market,0.627-1.690,3.73,0.00,0.25,40.99,0.00,14.93,6.12,356.46,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-03,'0208,GREATECH TECHNOLOGY BERHAD,1.510,14259,"Technology, Ace Market",Ace Market,0.940-1.540,7.46,0.00,0.26,20.24,0.00,14.35,5.81,945.26,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-03,'0126,MICROLINK SOLUTIONS BERHAD,0.550,350,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,31.59,0.00,14.31,4.52,92.05,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-03,'0158,SCC HOLDINGS BERHAD,0.495,640,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,11.52,6.87,13.90,1.60,69.87,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-03,'0010,IRIS CORPORATION BERHAD,0.145,10268,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,11.04,0.00,13.81,1.52,430.11,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-03,'0018,LAMBO GROUP BERHAD,0.050,13896,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,6.36,0.00,13.29,0.85,105.11,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-03,'0162,WIDAD GROUP BERHAD,0.295,68592,"Construction, Ace Market",Ace Market,0.215-0.375,0.93,0.00,0.07,31.85,0.00,13.23,4.21,724.12,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-03,'0157,FOCUS POINT HOLDINGS BERHAD,0.350,2855,"Consumer Products & Services, Ace Market",Ace Market,0.120-0.480,4.59,1.88,0.26,7.62,5.37,13.07,1.00,77.00,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-03,'0193,KEJURUTERAAN ASASTERA BERHAD,0.465,39252,"Industrial Products & Services, Ace Market",Ace Market,0.190-0.475,2.04,1.00,0.16,22.81,2.15,12.74,2.91,164.61,https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-03,'0039,GFM SERVICES BERHAD,0.335,11546,"Industrial Products & Services, Ace Market",Ace Market,0.335-0.550,2.67,1.10,0.21,12.56,3.28,12.70,1.60,157.96,https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-03,'0084,TECHFAST HOLDINGS BERHAD,0.290,2181,"Industrial Products & Services, Ace Market",Ace Market,0.245-0.485,1.42,1.00,0.12,20.43,3.43,12.35,2.52,66.16,https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-10-03,'0026,NOVA MSC BERHAD,0.080,36847,"Technology, Ace Market",Ace Market,0.080-0.175,0.99,0.00,0.08,8.12,0.00,12.32,1.00,60.13,https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-10-03,'0187,BCM ALLIANCE BERHAD,0.145,1530,"Industrial Products & Services, Ace Market",Ace Market,0.140-0.245,1.48,0.20,0.12,9.82,1.38,12.30,1.21,61.08,https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-10-03,'0032,REDTONE INTERNATIONAL BERHAD,0.495,84485,"Telecommunications & Media, Ace Market",Ace Market,0.155-0.485,2.52,1.00,0.21,19.63,2.02,11.76,2.31,375.61,https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-10-03,'0180,KIM TECK CHEONG CONSOLIDATED BERHAD,0.150,1240,"Consumer Products & Services, Ace Market",Ace Market,0.130-0.190,2.32,0.00,0.21,6.46,0.00,11.06,0.71,76.54,https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
2019-10-03,'0120,VISDYNAMICS HOLDINGS BERHAD,0.405,18631,"Technology, Ace Market",Ace Market,0.310-0.750,2.55,1.02,0.24,15.85,2.52,10.65,1.69,68.51,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-10-03,'0146,JF TECHNOLOGY BERHAD,0.740,300,"Technology, Ace Market",Ace Market,0.655-0.945,1.58,0.00,0.15,46.85,0.00,10.62,4.98,155.40,https://www.klsescreener.com/v2/stocks/view/0146/jf-technology-berhad
2019-10-03,'0023,IFCA MSC BERHAD,0.320,179164,"Technology, Ace Market",Ace Market,0.185-0.485,1.92,1.00,0.20,16.68,3.12,9.59,1.60,194.65,https://www.klsescreener.com/v2/stocks/view/0023/ifca-msc-berhad
2019-10-03,'0191,CABNET HOLDINGS BERHAD,0.200,759,"Technology, Ace Market",Ace Market,0.190-0.340,2.47,0.70,0.26,8.11,3.48,9.43,0.76,35.75,https://www.klsescreener.com/v2/stocks/view/0191/cabnet-holdings-berhad
2019-10-03,'0196,QES GROUP BERHAD,0.185,7080,"Industrial Products & Services, Ace Market",Ace Market,0.170-0.365,1.02,0.40,0.11,18.06,2.16,9.31,1.68,140.29,https://www.klsescreener.com/v2/stocks/view/0196/qes-group-berhad
2019-10-03,'0210,KIM HIN JOO (MALAYSIA) BERHAD,0.300,17115,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.415,2.57,0.50,0.14,11.66,1.67,9.06,2.11,114.00,https://www.klsescreener.com/v2/stocks/view/0210/kim-hin-joo-malaysia-berhad
2019-10-03,'0213,MTAG GROUP BERHAD,0.435,155891,"Industrial Products & Services, Ace Market",Ace Market,0.440-0.475,5.42,0.00,0.15,8.02,0.00,9.04,2.90,296.50,https://www.klsescreener.com/v2/stocks/view/0213/mtag-group-berhad
2019-10-03,'0150,FINTEC GLOBAL BERHAD,0.045,2989,"Trad/Serv, Ace Market",Ace Market,0.040-0.075,2.57,0.00,0.28,1.75,0.00,8.96,0.16,28.57,https://www.klsescreener.com/v2/stocks/view/0150/fintec-global-berhad
2019-10-03,'0176,KRONOLOGI ASIA BERHAD,0.610,14998,"Technology, Ace Market",Ace Market,0.525-0.700,3.80,2.00,0.44,16.06,3.28,8.63,1.39,298.46,https://www.klsescreener.com/v2/stocks/view/0176/kronologi-asia-berhad
2019-10-03,'0001,SUPERCOMNET TECHNOLOGIES BERHAD,0.815,2482,"Industrial Products & Services, Ace Market",Ace Market,0.520-1.040,2.49,1.52,0.30,32.68,1.86,8.31,2.72,524.05,https://www.klsescreener.com/v2/stocks/view/0001/supercomnet-technologies-berhad
