Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-08-26,'0198,GDB ,GDB HOLDINGS BERHAD,,0.32,0.32,0.31,0.31,"365,800",2,-0.01,-3.13%,decreasing,"892,100",0.220 - 0.420,2.0,6.45%,4.18,193.8M,7,1,1.72,0.305 / 0.315,23.22,41.73,,0.4,,"99,000 / 180,200",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-08-26,'0106,REXIT ,REXIT BERHAD,,0.605,0.605,0.605,0.605,-,0,0.0,0.00%,,"36,500",0.525 - 0.750,3.0,4.96%,4.13,114.5M,15,5,3.18,0.600 / 0.635,21.74,11.31,,0.0,,"15,000 / 2,500",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-08-26,'0005,UCREST ,UCREST BERHAD,,0.14,0.14,0.13,0.135,"1,841,500",1,-0.005,-3.57%,decreasing,"4,020,900",0.130 - 0.350,0.0,0.00%,1.69,62.6M,8,2,1.61,0.130 / 0.135,20.17,6.22,,0.5,,"2,173,000 / 606,300",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-08-26,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.29,0.285,0.28,0.285,"232,100",1,-0.005,-1.72%,decreasing,"1,981,800",0.280 - 0.405,0.5,1.75%,3.01,142.5M,9,2,1.88,0.280 / 0.285,19.87,18.71,,0.1,,"252,000 / 184,700",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-08-26,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.18,1.14,1.11,1.13,"1,858,900",5,-0.05,-4.24%,decreasing,"961,700",0.805 - 1.450,2.0,1.77%,6.59,630.1M,17,2,3.32,1.120 / 1.130,19.38,48.05,,1.9,,"160,800 / 5,600",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-08-26,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.175,0.18,0.165,0.175,"14,077,700",0,0.0,0.00%,,"40,707,400",0.150 - 0.275,0.0,0.00%,1.04,213.8M,17,6,5.83,0.175 / 0.180,34.67,3.10,,0.3,,"1,250,200 / 2,868,200",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-08-26,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.57,1.55,1.52,1.54,"960,100",3,-0.03,-1.91%,decreasing,"1,726,100",0.905 - 1.730,0.0,0.00%,3.69,357.3M,42,6,7.28,1.530 / 1.540,17.44,24.12,,0.6,,"107,400 / 20,100",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-08-26,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.33,0.325,0.32,0.325,"64,000",1,-0.005,-1.52%,decreasing,"372,900",0.275 - 0.375,1.5,4.62%,3.32,96.8M,10,1,1.63,0.320 / 0.335,16.60,35.03,,0.2,,"225,000 / 75,400",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-08-26,'0187,BCMALL ,BCM ALLIANCE BERHAD,,0.165,0.17,0.165,0.17,"69,700",1,0.005,+3.03%,increasing,"300,200",0.160 - 0.250,0.2,1.18%,1.88,71.6M,9,1,1.42,0.165 / 0.170,15.67,22.83,,0.2,,"15,500 / 1,065,500",https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-08-26,'0026,NOVAMSC ,NOVA MSC BERHAD,,0.09,0.095,0.085,0.09,"5,344,500",0,0.0,0.00%,,"2,238,500",0.085 - 0.185,0.0,0.00%,1.10,67.6M,8,1,1.29,0.085 / 0.090,15.71,7.05,,2.4,,"3,687,600 / 90,600",https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-08-26,'0157,FOCUSP ,FOCUS POINT HOLDINGS BERHAD,,0.625,0.63,0.6,0.625,"446,600",0,0.0,0.00%,,"646,300",0.160 - 0.650,2.5,4.00%,5.59,103.1M,11,1,1.74,0.620 / 0.625,15.52,111.53,,0.7,,"79,900 / 18,900",https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-08-26,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.42,0.42,0.415,0.42,"218,800",0,0.0,0.00%,,"104,400",0.280 - 0.610,0.5,1.19%,3.65,133.5M,12,5,1.75,0.415 / 0.420,15.21,9.30,,2.1,,"119,000 / 24,600",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-08-26,'0120,VIS ,VISDYNAMICS HOLDINGS BERHAD,,0.375,0.38,0.36,0.37,"471,400",1,-0.005,-1.33%,decreasing,"916,700",0.305 - 0.795,1.02,2.76%,3.52,62.6M,10,2,1.54,0.365 / 0.375,14.67,19.13,,0.5,,"154,000 / 50,000",https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-08-26,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.11,1.18,1.09,1.17,"14,473,600",6,0.06,+5.41%,increasing,"21,260,800",0.635 - 1.190,0.0,0.00%,7.46,732.4M,16,7,4.50,1.170 / 1.180,28.69,17.53,,0.7,,"868,200 / 326,800",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-08-26,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.55,0.55,0.55,"1,100",0,0.0,0.00%,,"41,100",0.305 - 0.700,0.0,0.00%,1.74,92.1M,32,0,4.52,0.550 / 0.585,14.30,121.62,,0.0,,"18,900 / 7,200",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-08-26,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.16,0.165,0.155,0.16,"23,731,900",0,0.0,0.00%,,"12,791,400",0.125 - 0.195,0.0,0.00%,1.29,474.6M,12,2,1.74,0.160 / 0.165,14.04,7.72,,1.9,,"3,656,900 / 7,489,000",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-08-26,'0158,SCC ,SCC HOLDINGS BERHAD,,0.49,0.495,0.47,0.47,"171,000",4,-0.02,-4.08%,decreasing,"28,100",0.470 - 0.560,3.4,7.23%,4.30,66.3M,11,1,1.52,0.470 / 0.530,13.90,47.55,,6.1,,"17,900 / 19,900",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
