Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-09-10,'0198,GDB HOLDINGS BERHAD,0.300,1319,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,7.17,6.67,23.23,1.67,187.50,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-10,'0106,REXIT BERHAD,0.640,100,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,15.38,4.69,20.80,3.20,121.17,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-10,'0005,UCREST BERHAD,0.140,8687,"Technology, Ace Market",Ace Market,0.135-0.335,1.69,0.00,0.08,8.29,0.00,20.16,1.67,64.96,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-10,'0197,WEGMANS HOLDINGS BERHAD,0.265,5432,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.390,3.01,0.50,0.15,8.80,1.89,20.07,1.77,132.50,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-10,'0127,JHM CONSOLIDATION BERHAD,1.160,1776,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,17.61,1.72,19.38,3.41,646.82,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-10,'0209,I-STONE GROUP BERHAD,0.170,51500,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,16.37,0.00,17.31,5.67,207.65,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-10,'0040,OPENSYS (M) BERHAD,0.330,5889,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,9.93,4.55,16.61,1.65,98.30,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-10,'0201,NOVA WELLNESS GROUP BERHAD,0.545,18465,"Health Care, Ace Market",Ace Market,0.290-0.580,3.65,0.50,0.24,14.92,0.92,15.22,2.27,173.17,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-10,'0200,REVENUE GROUP BERHAD,1.490,4010,"Technology, Ace Market",Ace Market,0.627-1.690,3.75,0.00,0.25,39.75,0.00,15.00,5.96,345.68,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-10,'0120,VISDYNAMICS HOLDINGS BERHAD,0.360,1219,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,10.21,2.83,14.69,1.50,60.90,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-09-10,'0208,GREATECH TECHNOLOGY BERHAD,1.450,96750,"Technology, Ace Market",Ace Market,0.940-1.380,7.46,0.00,0.26,19.44,0.00,14.35,5.58,907.70,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-09-10,'0126,MICROLINK SOLUTIONS BERHAD,0.600,100,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,34.46,0.00,14.31,4.93,100.42,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-09-10,'0158,SCC HOLDINGS BERHAD,0.520,0,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,12.10,6.54,13.90,1.68,73.40,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-09-10,'0010,IRIS CORPORATION BERHAD,0.150,117803,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,11.42,0.00,13.81,1.58,444.94,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-09-10,'0018,LAMBO GROUP BERHAD,0.055,11222,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,7.00,0.00,13.29,0.93,115.62,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-09-10,'0162,WIDAD GROUP BERHAD,0.230,8042,"Construction, Ace Market",Ace Market,0.215-0.380,0.93,0.00,0.07,24.83,0.00,13.23,3.29,564.57,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-09-10,'0157,FOCUS POINT HOLDINGS BERHAD,0.430,3755,"Consumer Products & Services, Ace Market",Ace Market,0.120-0.480,4.59,1.88,0.26,9.36,4.37,13.07,1.22,94.60,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
