Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-14,'0198,GDB ,GDB HOLDINGS BERHAD,,0.355,0.365,0.345,0.350,"2,388,700",1,-0.005 ,-1.41%,decreasing,"970,200",0.220 - 0.365,2.00,5.71%,4.18,218.8M,8,1,1.94,0.350 / 0.355,23.22,41.73,,2.5,,"108,100 / 136,400",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-14,'0106,REXIT ,REXIT BERHAD,,0.62,0.665,0.640,0.640,"65,800",4,+0.020 ,+3.23%,increasing,"15,800",0.525 - 0.750,3.00,4.69%,4.16,121.2M,15,6,3.20,0.645 / 0.670,20.80,11.61,,4.2,,"10,000 / 4,000",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-14,'0005,UCREST ,UCREST BERHAD,,0.13,0.140,0.130,0.130,"1,665,300",0,0.000 ,0.00%,,"3,090,000",0.125 - 0.335,0.00,0.00%,1.69,60.3M,8,2,1.55,0.130 / 0.135,20.17,6.22,,0.5,,"5,176,100 / 620,600",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-14,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.26,0.275,0.260,0.275,"300,200",3,+0.015 ,+5.77%,increasing,"411,500",0.255 - 0.395,0.50,1.82%,3.01,137.5M,9,1,1.82,0.265 / 0.275,19.87,18.71,,0.7,,"218,500 / 122,600",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-14,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.3599999999999999,1.380,1.350,1.380,"985,000",2,+0.020 ,+1.47%,increasing,"1,072,100",0.805 - 1.400,2.00,1.45%,6.59,769.5M,21,3,4.06,1.370 / 1.380,19.38,48.05,,0.9,,"3,600 / 208,300",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-14,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.195,0.235,0.200,0.225,"86,237,200",6,+0.030 ,+15.38%,increasing,"26,451,200",0.150 - 0.275,0.00,0.00%,1.04,274.8M,22,7,7.50,0.225 / 0.230,34.67,3.10,,3.3,,"2,899,600 / 2,489,600",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-14,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.34,0.340,0.335,0.335,"159,400",1,-0.005 ,-1.47%,decreasing,"282,700",0.275 - 0.365,1.50,4.48%,3.32,99.8M,10,1,1.68,0.335 / 0.340,16.60,35.03,,0.6,,"22,200 / 41,300",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-14,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.61,0.640,0.605,0.635,"3,272,600",5,+0.025 ,+4.10%,increasing,"978,100",0.280 - 0.640,0.50,0.79%,3.65,201.8M,17,7,2.65,0.635 / 0.640,15.21,9.30,,3.3,,"200,300 / 81,700",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-14,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.53,1.640,1.560,1.620,"7,925,000",9,+0.090 ,+5.88%,increasing,"1,478,800",0.905 - 1.730,0.00,0.00%,3.72,378.5M,44,6,6.61,1.610 / 1.620,15.18,25.41,,5.4,,"102,500 / 22,500",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-14,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.7999999999999998,1.960,1.810,1.940,"6,314,900",14,+0.140 ,+7.78%,increasing,"5,630,900",0.635 - 1.960,0.00,0.00%,7.46,"1,214.4M",26,11,7.46,1.940 / 1.960,28.69,17.53,,1.1,,"114,600 / 44,000",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-14,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.595,0.540,0.560,"25,000",2,+0.010 ,+1.82%,increasing,"39,400",0.305 - 0.700,0.00,0.00%,1.74,93.7M,32,0,4.60,0.560 / 0.595,14.30,121.62,,0.6,,"1,200 / 5,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-14,'0158,SCC ,SCC HOLDINGS BERHAD,,0.5,0.500,0.500,0.500,"10,000",0,0.000 ,0.00%,,"27,400",0.470 - 0.560,3.40,6.80%,4.30,70.6M,12,1,1.62,0.500 / 0.510,13.90,47.55,,0.4,,"40,000 / 6,000",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-14,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.15,0.155,0.145,0.150,"11,303,000",0,0.000 ,0.00%,,"10,192,500",0.125 - 0.195,0.00,0.00%,1.31,444.9M,11,2,1.58,0.150 / 0.155,13.77,7.62,,1.1,,"4,033,500 / 2,721,500",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-14,'0018,LAMBO ,LAMBO GROUP BERHAD,,0.05,0.055,0.045,0.050,"1,596,200",0,0.000 ,0.00%,,"3,704,800",0.045 - 0.160,0.00,0.00%,0.79,105.1M,6,1,0.85,0.045 / 0.050,13.37,4.97,,0.4,,"8,108,000 / 489,300",https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-14,'0162,WIDAD ,WIDAD GROUP BERHAD,,0.325,0.330,0.315,0.325,"10,303,900",0,0.000 ,0.00%,,"3,928,600",0.215 - 0.355,0.00,0.00%,0.93,797.8M,35,3,4.74,0.320 / 0.325,13.55,9.96,,2.6,,"235,000 / 118,900",https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-14,'0157,FOCUSP ,FOCUS POINT HOLDINGS BERHAD,,0.365,0.365,0.335,0.335,"181,400",6,-0.030 ,-8.22%,decreasing,"700,200",0.160 - 0.650,1.88,5.61%,4.59,73.7M,7,0,1.27,0.335 / 0.340,17.38,85.45,,0.3,,"68,500 / 300",https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-14,'0193,KAB ,KEJURUTERAAN ASASTERA BERHAD,,0.495,0.500,0.485,0.490,"911,600",1,-0.005 ,-1.01%,decreasing,"2,980,500",0.185 - 0.500,1.00,2.04%,2.04,173.5M,24,1,3.06,0.485 / 0.490,12.75,37.51,,0.3,,"395,500 / 56,000",https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-14,'0039,GFM ,GFM SERVICES BERHAD,,0.32499999999999996,0.365,0.330,0.360,"5,639,900",7,+0.035 ,+10.77%,increasing,"1,358,200",0.320 - 0.565,1.10,3.06%,2.67,169.7M,13,1,1.73,0.360 / 0.365,12.84,29.11,,4.2,,"10,000 / 356,600",https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-14,'0084,TECFAST ,TECHFAST HOLDINGS BERHAD,,0.365,0.380,0.350,0.370,"3,954,700",1,+0.005 ,+1.37%,increasing,"983,900",0.245 - 0.455,1.00,2.70%,1.42,84.4M,26,3,3.22,0.365 / 0.370,12.35,12.51,,4.0,,"149,800 / 202,000",https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-10-14,'0026,NOVAMSC ,NOVA MSC BERHAD,,0.085,0.090,0.080,0.080,"3,620,200",1,-0.005 ,-5.88%,decreasing,"1,530,200",0.075 - 0.170,0.00,0.00%,0.99,60.1M,8,1,1.00,0.080 / 0.085,12.38,7.07,,2.4,,"706,100 / 1,329,600",https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
