Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-09-23,'0198,GDB HOLDINGS BERHAD,0.300,3356,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,7.17,6.67,23.23,1.67,187.50,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-23,'0106,REXIT BERHAD,0.615,20,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.78,4.88,20.80,3.08,116.44,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-23,'0005,UCREST BERHAD,0.135,9329,"Technology, Ace Market",Ace Market,0.130-0.335,1.69,0.00,0.08,7.99,0.00,20.16,1.61,62.64,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-23,'0197,WEGMANS HOLDINGS BERHAD,0.275,602,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.390,3.01,0.50,0.15,9.13,1.82,20.07,1.83,137.50,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-23,'0127,JHM CONSOLIDATION BERHAD,1.210,5674,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,18.37,1.65,19.38,3.56,674.70,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-23,'0209,I-STONE GROUP BERHAD,0.195,83602,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,18.78,0.00,17.31,6.50,238.19,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-23,'0040,OPENSYS (M) BERHAD,0.345,14414,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,10.39,4.35,16.61,1.72,102.77,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-23,'0201,NOVA WELLNESS GROUP BERHAD,0.560,5447,"Health Care, Ace Market",Ace Market,0.290-0.590,3.65,0.50,0.24,15.33,0.89,15.22,2.33,177.94,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-23,'0200,REVENUE GROUP BERHAD,1.490,3137,"Technology, Ace Market",Ace Market,0.627-1.690,3.73,0.00,0.25,39.91,0.00,14.93,5.96,347.14,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-23,'0120,VISDYNAMICS HOLDINGS BERHAD,0.400,6155,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,11.35,2.55,14.69,1.67,67.67,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
