Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-07,'0198,GDB ,GDB HOLDINGS BERHAD,,0.35,0.355,0.340,0.345,"1,157,000",1,-0.005 ,-1.43%,decreasing,"1,078,100",0.220 - 0.365,2.00,5.80%,4.18,215.6M,8,1,1.92,0.345 / 0.350,23.22,41.73,,1.1,,"117,300 / 217,600",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-07,'0106,REXIT ,REXIT BERHAD,,0.615,0.640,0.610,0.640,"2,500",5,+0.025 ,+4.07%,increasing,"14,900",0.525 - 0.750,3.00,4.69%,4.16,121.2M,15,6,3.20,0.610 / 0.640,20.80,11.61,,0.2,,"28,500 / 15,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-07,'0005,UCREST ,UCREST BERHAD,,0.13,0.145,0.130,0.140,"3,709,800",2,+0.010 ,+7.69%,increasing,"3,478,700",0.125 - 0.335,0.00,0.00%,1.69,65.0M,8,2,1.67,0.135 / 0.140,20.17,6.22,,1.1,,"442,500 / 145,600",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-07,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.27,0.270,0.270,0.270,-,0,0.000 ,0.00%,,"673,900",0.255 - 0.395,0.50,1.85%,3.01,135.0M,9,1,1.78,0.260 / 0.270,19.87,18.71,,0.0,,"50,000 / 36,000",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-07,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.28,1.340,1.270,1.320,"6,958,100",4,+0.040 ,+3.13%,increasing,"896,200",0.805 - 1.370,2.00,1.52%,6.59,736.0M,20,3,3.88,1.320 / 1.330,19.38,48.05,,7.8,,"288,800 / 124,500",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-07,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.185,0.190,0.180,0.180,"6,268,300",1,-0.005 ,-2.70%,decreasing,"26,815,200",0.150 - 0.275,0.00,0.00%,1.04,219.9M,17,6,6.00,0.180 / 0.185,34.67,3.10,,0.2,,"5,904,700 / 423,800",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-07,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.32999999999999996,0.350,0.330,0.345,"741,800",3,+0.015 ,+4.55%,increasing,"302,900",0.275 - 0.365,1.50,4.35%,3.32,102.8M,10,1,1.73,0.340 / 0.345,16.60,35.03,,2.4,,"133,700 / 20,200",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-07,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.59,0.620,0.595,0.610,"5,553,800",4,+0.020 ,+3.39%,increasing,"798,300",0.280 - 0.620,0.50,0.82%,3.65,193.8M,17,7,2.54,0.610 / 0.615,15.21,9.30,,7.0,,"41,400 / 122,500",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-07,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.51,1.560,1.510,1.510,"2,238,100",0,0.000 ,0.00%,,"1,511,300",0.905 - 1.730,0.00,0.00%,3.73,351.8M,40,6,6.16,1.510 / 1.520,15.22,25.48,,1.5,,"47,100 / 50,800",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-07,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.55,1.640,1.550,1.620,"6,731,600",7,+0.070 ,+4.52%,increasing,"6,122,200",0.635 - 1.640,0.00,0.00%,7.46,"1,014.1M",22,9,6.23,1.610 / 1.620,28.69,17.53,,1.1,,"71,900 / 43,700",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-07,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.550,0.550,0.550,"20,000",0,0.000 ,0.00%,,"41,100",0.305 - 0.700,0.00,0.00%,1.74,92.1M,32,0,4.52,0.545 / 0.565,14.30,121.62,,0.5,,"20,000 / 5,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-07,'0158,SCC ,SCC HOLDINGS BERHAD,,0.49,0.500,0.500,0.500,"6,000",2,+0.010 ,+2.04%,increasing,"32,900",0.470 - 0.560,3.40,6.80%,4.30,70.6M,12,1,1.62,0.495 / 0.510,13.90,47.55,,0.2,,"12,000 / 15,000",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-07,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.14,0.145,0.140,0.140,"2,457,200",0,0.000 ,0.00%,,"10,428,600",0.125 - 0.195,0.00,0.00%,1.31,415.3M,11,2,1.47,0.140 / 0.145,13.77,7.62,,0.2,,"17,984,100 / 5,537,800",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-07,'0018,LAMBO ,LAMBO GROUP BERHAD,,0.05,0.055,0.050,0.055,"1,123,600",1,+0.005 ,+10.00%,increasing,"4,411,800",0.045 - 0.160,0.00,0.00%,0.79,115.6M,7,1,0.93,0.050 / 0.055,13.37,4.97,,0.3,,"98,500 / 6,892,200",https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-07,'0162,WIDAD ,WIDAD GROUP BERHAD,,0.295,0.300,0.290,0.295,"5,955,300",0,0.000 ,0.00%,,"2,966,300",0.215 - 0.380,0.00,0.00%,0.93,724.1M,32,3,4.30,0.295 / 0.300,13.55,9.96,,2.0,,"55,200 / 4,136,700",https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-07,'0157,FOCUSP ,FOCUS POINT HOLDINGS BERHAD,,0.33,0.340,0.325,0.330,"685,700",0,0.000 ,0.00%,,"750,600",0.160 - 0.650,1.88,5.70%,4.59,72.6M,7,0,1.25,0.330 / 0.335,17.38,85.45,,0.9,,"2,000 / 32,400",https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-07,'0193,KAB ,KEJURUTERAAN ASASTERA BERHAD,,0.485,0.500,0.470,0.470,"1,913,900",3,-0.015 ,-3.09%,decreasing,"2,870,600",0.185 - 0.500,1.00,2.13%,2.04,166.4M,23,1,2.94,0.460 / 0.470,12.75,37.51,,0.7,,"43,000 / 113,100",https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-07,'0039,GFM ,GFM SERVICES BERHAD,,0.33,0.335,0.320,0.330,"1,594,300",0,0.000 ,0.00%,,"1,428,400",0.320 - 0.565,1.10,3.33%,2.67,155.6M,12,1,1.59,0.325 / 0.330,12.84,29.11,,1.1,,"501,300 / 130,200",https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-07,'0084,TECFAST ,TECHFAST HOLDINGS BERHAD,,0.285,0.295,0.280,0.290,"131,400",1,+0.005 ,+1.75%,increasing,"836,500",0.245 - 0.455,1.00,3.45%,1.42,66.2M,20,2,2.52,0.290 / 0.295,12.35,12.51,,0.2,,"27,500 / 144,400",https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-10-07,'0026,NOVAMSC ,NOVA MSC BERHAD,,0.075,0.085,0.075,0.080,"7,855,900",1,+0.005 ,+6.67%,increasing,"1,910,800",0.075 - 0.180,0.00,0.00%,0.99,60.1M,8,1,1.00,0.080 / 0.085,12.38,7.07,,4.1,,"287,200 / 1,494,500",https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
