Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-08-28,'0198,GDB ,GDB HOLDINGS BERHAD,,0.31,0.31,0.305,0.305,"419,500",1,-0.005,-1.61%,decreasing,"906,700",0.220 - 0.415,2.0,6.56%,4.18,190.6M,7,1,1.69,0.305 / 0.310,23.22,41.73,,0.5,,"3,900 / 83,100",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-08-28,'0106,REXIT ,REXIT BERHAD,,0.635,0.635,0.635,0.635,-,0,0.0,0.00%,,"35,000",0.525 - 0.750,3.0,4.72%,4.16,120.2M,15,5,3.18,0.605 / 0.630,20.80,11.61,,0.0,,"10,000 / 20,000",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-08-28,'0005,UCREST ,UCREST BERHAD,,0.135,0.135,0.125,0.135,"1,681,400",0,0.0,0.00%,,"4,003,700",0.125 - 0.350,0.0,0.00%,1.69,62.6M,8,2,1.61,0.130 / 0.135,20.17,6.22,,0.4,,"416,000 / 775,800",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-08-28,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.28500000000000003,0.275,0.26,0.27,"539,700",3,-0.015,-5.26%,decreasing,"2,006,100",0.275 - 0.405,0.5,1.85%,3.01,135.0M,9,1,1.78,0.270 / 0.275,19.87,18.71,,0.3,,"600 / 79,900",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-08-28,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.13,1.13,1.11,1.11,"312,600",2,-0.02,-1.77%,decreasing,"969,200",0.805 - 1.450,2.0,1.80%,6.59,618.9M,17,2,3.26,1.110 / 1.120,19.38,48.05,,0.3,,"30,600 / 54,000",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-08-28,'0157,FOCUSP ,FOCUS POINT HOLDINGS BERHAD,,0.5650000000000001,0.565,0.5,0.555,"963,400",2,-0.01,-1.77%,decreasing,"642,300",0.160 - 0.650,2.5,4.50%,6.12,91.6M,9,0,1.58,0.550 / 0.555,17.42,113.93,,1.5,,"2,800 / 54,800",https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-08-28,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.17500000000000002,0.175,0.17,0.17,"2,616,000",1,-0.005,-2.86%,decreasing,"39,514,800",0.150 - 0.275,0.0,0.00%,1.04,207.7M,16,5,5.67,0.170 / 0.175,34.67,3.10,,0.1,,"1,139,500 / 3,442,100",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-08-28,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.51,1.52,1.48,1.5,"650,300",1,-0.01,-0.66%,decreasing,"1,745,800",0.905 - 1.730,0.0,0.00%,3.69,348.0M,41,6,7.09,1.490 / 1.500,17.44,24.12,,0.4,,"92,000 / 69,600",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-08-28,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.33,0.325,0.325,0.325,"354,900",1,-0.005,-1.52%,decreasing,"318,800",0.275 - 0.375,1.5,4.62%,3.32,96.8M,10,1,1.63,0.325 / 0.330,16.60,35.03,,1.1,,"121,800 / 76,000",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-08-28,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.48,0.49,0.45,0.46,"839,300",4,-0.02,-4.17%,decreasing,"222,200",0.280 - 0.605,0.5,1.09%,3.65,146.2M,13,5,1.92,0.460 / 0.475,15.21,9.30,,3.8,,"30,000 / 60,000",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-08-28,'0120,VIS ,VISDYNAMICS HOLDINGS BERHAD,,0.365,0.365,0.355,0.36,"321,500",1,-0.005,-1.37%,decreasing,"926,200",0.305 - 0.795,1.02,2.83%,3.52,60.9M,10,2,1.50,0.355 / 0.360,14.67,19.13,,0.3,,"15,000 / 54,100",https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-08-28,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.14,1.17,1.1,1.16,"5,698,200",2,0.02,+1.75%,increasing,"21,218,700",0.635 - 1.210,0.0,0.00%,7.46,726.2M,16,7,4.46,1.150 / 1.160,28.69,17.53,,0.3,,"145,800 / 115,900",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-08-28,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.58,0.58,0.58,0.58,-,0,0.0,0.00%,,"41,900",0.305 - 0.700,0.0,0.00%,1.74,97.1M,33,0,4.77,0.555 / 0.600,14.30,121.62,,0.0,,"4,000 / 5,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
