BoardType,Name,Code,BursaURL,Page
main_market,AMMB HOLDINGS BERHAD,'1015,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015,http://www.ambankgroup.com
main_market,AMTEL HOLDINGS BERHAD,'7031,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031,http://www.amtel.com.my
main_market,AMVERTON BERHAD,'5959,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959,http://www.amverton.com/
main_market,AMWAY (MALAYSIA) HOLDINGS BERHAD,'6351,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351,http://www.amway2u.com
main_market,ANALABS RESOURCES BERHAD,'7083,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083,http://www.analabs.com.my
main_market,ANCOM BERHAD,'4758,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758,http://www.ancom.com.my
main_market,ANN JOO RESOURCES BERHAD,'6556,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556,http://www.annjoo.com.my
main_market,ANZO HOLDINGS BERHAD,'9342,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342,http://www.harvestcourt.com
main_market,APB RESOURCES BERHAD,'5568,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568,http://www.apb-resources.com
main_market,APEX EQUITY HOLDINGS BERHAD,'5088,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088,http://www.apexequity.com.my/cms/main.php
main_market,APEX HEALTHCARE BERHAD,'7090,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090,http://www.apexhealthcare.com.my/
main_market,APFT BERHAD,'5194,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194,http://www.apft.com.my
main_market,APM AUTOMOTIVE HOLDINGS BERHAD,'5015,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015,http://www.apm-automotive.com
main_market,APOLLO FOOD HOLDINGS BERHAD,'6432,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432,http://www.apollofood.com.my
main_market,ARB BERHAD,'7181,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181,http://www.aturmaju.com.my/
main_market,ARK RESOURCES HOLDINGS BERHAD,'7007,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007,http://www.ark-resources.com.my
main_market,ASIA BRANDS BERHAD,'7722,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722,http://www.asiabrands.com.my
main_market,ASIA FILE CORPORATION BHD,'7129,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129,http://www.asia-file.com
main_market,ASIA MEDIA GROUP BERHAD,'0159,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159,http://www.asiamedia.net.my
main_market,ASIAN PAC HOLDINGS BERHAD,'4057,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057,http://www.asianpac.com.my
main_market,ASTINO BERHAD,'7162,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162,http://www.astino.com.my
main_market,ASTRAL ASIA BERHAD,'7054,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054,http://www.astralasia.com
main_market,ASTRO MALAYSIA HOLDINGS BERHAD,'6399,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399,http://www.astromalaysia.com.my
main_market,ATA IMS BERHAD,'8176,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176,http://denko.com.my
main_market,ATLAN HOLDINGS BHD,'7048,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048,http://www.atlan.com.my/
main_market,ATRIUM REAL ESTATE INVESTMENT TRUST,'5130,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130,http://www.atriumreit.com.my/
main_market,ATTA GLOBAL GROUP BERHAD,'7099,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099,http://www.attaglobalgroup.com/
main_market,AVILLION BERHAD,'8885,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885,http://www.avillion.com/
main_market,AWC BERHAD,'7579,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579,http://www.awc.com.my
main_market,AXIATA GROUP BERHAD,'6888,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888,http://www.axiata.com
main_market,AXIS REAL ESTATE INVESTMENT TRUST,'5106,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106,http://www.axis-reit.com.my
main_market,AYER HOLDINGS BERHAD,'2305,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305,http://www.tahps.com.my
main_market,AYS VENTURES BERHAD,'5021,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021,http://www.ays-group.com
main_market,B.I.G. INDUSTRIES BERHAD,'7005,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005,http://www.bigind.com.my
main_market,BARAKAH OFFSHORE PETROLEUM BERHAD,'7251,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251,http://www.barakahpetroleum.com
main_market,BATU KAWAN BERHAD,'1899,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899,http://www.bkawan.com.my
main_market,BCB BERHAD,'6602,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602,http://www.bcbbhd.com.my
main_market,BENALEC HOLDINGS BERHAD,'5190,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190,http://www.benalec.com.my
main_market,BERJAYA ASSETS BERHAD,'3239,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239,http://www.berjaya.com.my
main_market,BERJAYA CORPORATION BERHAD,'3395,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395,http://www.berjaya.com.my
main_market,BERJAYA FOOD BERHAD,'5196,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196,http://www.berjaya.com
main_market,BERJAYA LAND BERHAD,'4219,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219,http://www.berjaya.com.my
main_market,BERJAYA MEDIA BERHAD,'6025,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025,http://www.berjaya.com.my
main_market,BERJAYA SPORTS TOTO BERHAD,'1562,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562,http://www.berjaya.com.my
main_market,BERMAZ AUTO BERHAD,'5248,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248,http://www.bauto.com.my
main_market,BERTAM ALLIANCE BERHAD,'9814,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814,http://www.bertamalliance.com
main_market,BIMB HOLDINGS BERHAD,'5258,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258,http://www.bimbholdings.com
main_market,BINA DARULAMAN BERHAD,'6173,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173,http://www.bdb.com.my/
main_market,BINA PURI HOLDINGS BHD,'5932,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932,http://www.binapuri.com.my
main_market,BINTAI KINDEN CORPORATION BERHAD,'6998,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998,http://www.bintai.com.my
main_market,BINTULU PORT HOLDINGS BERHAD,'5032,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032,http://www.bintuluport.com.my/
main_market,BLD PLANTATION BHD.,'5069,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069,http://www.bld.com.my
main_market,BOILERMECH HOLDINGS BERHAD,'0168,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168,http://www.boilermech.com
main_market,BONIA CORPORATION BERHAD,'9288,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288,http://www.bonia.com
main_market,BORNEO OIL BERHAD,'7036,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036,http://www.borneo-oil.com.my
main_market,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,'8133,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133,http://www.bhic.com.my
main_market,BOUSTEAD HOLDINGS BERHAD,'2771,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771,http://www.boustead.com.my/
main_market,BOUSTEAD PLANTATIONS BERHAD,'5254,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5254,http://www.bousteadplantations.com.my
main_market,BOX-PAK (MALAYSIA) BERHAD,'6297,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6297,http://www.boxpak.com.my
main_market,BP PLASTICS HOLDING BHD,'5100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5100,http://www.bpplas.com
main_market,BRAHIM'S HOLDINGS BERHAD,'9474,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9474,http://www.tamadam.com
main_market,BREM HOLDING BERHAD,'8761,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8761,http://www.bremholding.com
main_market,BRIGHT PACKAGING INDUSTRY BERHAD,'9938,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9938,http://www.brightpack.net/
main_market,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,'4162,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4162,http://www.batmalaysia.com
main_market,BSL CORPORATION BERHAD,'7221,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7221,http://www.bslcorp.com.my
main_market,BTM RESOURCES BERHAD,'7188,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7188,http://www.btmresorces.com.my
main_market,BUMI ARMADA BERHAD,'5210,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5210,http://www.bumiarmada.com
main_market,BURSA MALAYSIA BERHAD,'1818,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1818,http://www.bursamalaysia.com
main_market,C.I. HOLDINGS BERHAD,'2828,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2828,http://www.cih.com.my
main_market,CAB CAKARAN CORPORATION BERHAD,'7174,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7174,http://www.cab.com.my
main_market,CAELY HOLDINGS BHD,'7154,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7154,http://www.caelyholdings.com
main_market,CAHYA MATA SARAWAK BERHAD,'2852,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2852,http://www.cmsb.com.my/
main_market,CAM RESOURCES BERHAD,'7128,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7128,http://www.camres.com.my
main_market,CAN-ONE BERHAD,'5105,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5105,http://www.canone.com.my
main_market,CAPITALAND MALAYSIA MALL TRUST,'5180,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5180,http://www.capitamallsmalaysia.com
main_market,CARIMIN PETROLEUM BERHAD,'5257,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5257,http://www.carimin.com/
main_market,CARING PHARMACY GROUP BERHAD,'5245,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5245,http://www.caring2u.com.my
main_market,CARLSBERG BREWERY MALAYSIA BERHAD,'2836,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2836,http://www.carlsbergmalaysia.com.my
main_market,CB INDUSTRIAL PRODUCT HOLDING BERHAD,'7076,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7076,http://www.cbip.com.my
main_market,CCK CONSOLIDATED HOLDINGS BERHAD,'7035,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7035,http://www.cck.com.my/
main_market,CENSOF HOLDINGS BERHAD,'5195,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5195,http://www.censof.com
main_market,CENTRAL GLOBAL BERHAD,'8052,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8052,http://www.cicb.com.my
main_market,CEPATWAWASAN GROUP BERHAD,'8982,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8982,http://www.cepatgroup.com
main_market,CHEETAH HOLDINGS BERHAD,'7209,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7209,http://www.cheetah.com.my
main_market,CHEMICAL COMPANY OF MALAYSIA BERHAD,'2879,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2879,http://www.ccmberhad.com
main_market,CHIN HIN GROUP BERHAD,'5273,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5273,http://www.chinhingroup.com/
main_market,CHIN HIN GROUP PROPERTY BERHAD,'7187,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7187,http://www.boonkoon.com
main_market,CHIN TECK PLANTATIONS BERHAD,'1929,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1929,http://www.chinteck.com.my
main_market,CHIN WELL HOLDINGS BERHAD,'5007,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5007,http://www.chinwell.com.my
main_market,CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,'5229,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5229,http://www.china-autoparts.biz
main_market,CHINA OUHUA WINERY HOLDINGS LIMITED,'5188,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5188,http://www.ohuawine.com.my
main_market,CHOO BEE METAL INDUSTRIES BHD,'5797,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5797,http://www.choobee.com.my
main_market,CHUAN HUAT RESOURCES BHD,'7016,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7016,http://www.chuanhuat.com.my
main_market,CIMB GROUP HOLDINGS BERHAD,'1023,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1023,http://www.cimb.com/
main_market,CJ CENTURY LOGISTICS HOLDINGS BERHAD,'7117,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7117,http://www.century.com.my
main_market,CLASSIC SCENIC BERHAD,'7202,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7202,http://www.classicscenic.com
main_market,CME GROUP BERHAD,'7018,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7018,http://www.cme.com.my
main_market,CN ASIA CORPORATION BHD,'7986,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7986,http://www.cnasia.com
main_market,CNI HOLDINGS BERHAD,'5104,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5104,http://www.cniholdings.com.my
main_market,COASTAL CONTRACTS BHD,'5071,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5071,http://www.coastalcontracts.com
main_market,COCOALAND HOLDINGS BERHAD,'7205,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7205,http://www.cocoaland.com
main_market,COMFORT GLOVES BERHAD,'2127,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2127,http://www.ircb.com.my
main_market,COMINTEL CORPORATION BHD,'7195,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7195,http://www.comcorp.com.my
main_market,COMPLETE LOGISTIC SERVICES BERHAD,'5136,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5136,http://www.complete-group.com
main_market,COMPUGATES HOLDINGS BERHAD,'5037,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5037,http://www.compugates.com
main_market,COMPUTER FORMS (MALAYSIA) BERHAD,'8044,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8044,http://www.cfm.com.my
main_market,CONCRETE ENGINEERING PRODUCTS BERHAD,'8435,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8435,http://www.cepco.com.my
main_market,COUNTRY HEIGHTS HOLDINGS BHD,'5738,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5738,http://www.countryheights.com.my
main_market,COUNTRY VIEW BERHAD,'5049,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5049,http://www.countryview.com.my
main_market,CRESCENDO CORPORATION BERHAD,'6718,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6718,http://www.crescendo.com.my/
main_market,CREST BUILDER HOLDINGS BERHAD,'8591,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8591,http://www.crestbuilder.com.my
main_market,CSC STEEL HOLDINGS BERHAD,'5094,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5094,http://www.cscmalaysia.com
main_market,CUSCAPI BERHAD,'0051,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0051,http://www.cuscapi.com
main_market,CWG HOLDINGS BERHAD,'9423,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9423,http://www.cwgholdings.com.my
main_market,CYCLE & CARRIAGE BINTANG BERHAD,'2925,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2925,http://www.cyclecarriage.com.my/
main_market,CYL CORPORATION BERHAD,'7157,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7157,http://www.cylcorporation.com
main_market,CYMAO HOLDINGS BERHAD,'5082,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5082,http://www.cymao.com/
main_market,CYPARK RESOURCES BERHAD,'5184,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5184,http://www.crbenv.com
main_market,D&O GREEN TECHNOLOGIES BERHAD,'7204,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7204,http://www.do.com.my
main_market,D.B.E. GURNEY RESOURCES BERHAD,'7179,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7179,http://www.dbegurney.com
main_market,DAGANG NEXCHANGE BERHAD,'4456,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4456,http://www.dnex.com.my
main_market,DAIBOCHI BERHAD,'8125,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8125,http://www.daibochiplastic.com/
main_market,DAMANSARA REALTY BHD,'3484,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3484,http://www.dbhd.com.my/
main_market,DANCOMECH HOLDINGS BERHAD,'5276,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5276,http://www.dancomech.com.my
main_market,DATAPREP HOLDINGS BHD,'8338,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8338,http://www.dp.com.my
main_market,DATASONIC GROUP BERHAD,'5216,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5216,http://datasonic.com.my
main_market,DAYA MATERIALS BERHAD,'0091,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0091,http://www.dayagroup.com.my
main_market,DAYANG ENTERPRISE HOLDINGS BERHAD,'5141,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5141,http://www.desb.net
main_market,DEGEM BERHAD,'7119,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7119,http://www.degembhd.com
main_market,DELEUM BERHAD,'5132,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5132,http://www.deleum.com
main_market,DESTINI BERHAD,'7212,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7212,http://www.destinigroup.com
main_market,DIALOG GROUP BERHAD,'7277,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7277,http://www.dialogasia.com
main_market,DIGI.COM BERHAD,'6947,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6947,http://www.digi.com.my
