Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-08-30,'0198,GDB HOLDINGS BERHAD,0.310,1164,"Construction, Ace Market",Ace Market,0.220-0.400,4.18,2.00,0.18,7.41,6.45,23.23,1.72,193.75,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-08-30,'0106,REXIT BERHAD,0.605,50,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.54,4.96,20.80,3.02,114.55,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-08-30,'0005,UCREST BERHAD,0.135,4401,"Technology, Ace Market",Ace Market,0.135-0.335,1.69,0.00,0.08,7.99,0.00,20.16,1.61,62.64,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-08-30,'0197,WEGMANS HOLDINGS BERHAD,0.275,2632,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.390,3.01,0.50,0.15,9.13,1.82,20.07,1.83,137.50,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-08-30,'0127,JHM CONSOLIDATION BERHAD,1.120,2608,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,17.00,1.79,19.38,3.29,624.51,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-08-30,'0209,I-STONE GROUP BERHAD,0.170,53507,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,16.37,0.00,17.31,5.67,207.65,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-08-30,'0040,OPENSYS (M) BERHAD,0.325,920,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,9.78,4.62,16.61,1.62,96.81,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-08-30,'0201,NOVA WELLNESS GROUP BERHAD,0.460,8573,"Health Care, Ace Market",Ace Market,0.290-0.595,3.65,0.50,0.24,12.60,1.09,15.22,1.92,146.16,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-08-30,'0200,REVENUE GROUP BERHAD,1.520,14478,"Technology, Ace Market",Ace Market,0.627-1.690,3.75,0.00,0.25,40.55,0.00,15.00,6.08,352.64,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-08-30,'0120,VISDYNAMICS HOLDINGS BERHAD,0.365,1321,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,10.35,2.80,14.69,1.52,61.75,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-08-30,'0208,GREATECH TECHNOLOGY BERHAD,1.150,34057,"Technology, Ace Market",Ace Market,0.940-1.170,7.46,0.00,0.26,15.41,0.00,14.35,4.42,719.90,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
