Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-04,'0198,GDB ,GDB HOLDINGS BERHAD,,0.35,0.365,0.345,0.350,"5,476,900",0,0.000 ,0.00%,,"1,063,800",0.220 - 0.365,2.00,5.71%,4.18,218.8M,8,1,1.94,0.345 / 0.350,23.22,41.73,,5.1,,"226,000 / 216,000",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-04,'0106,REXIT ,REXIT BERHAD,,0.615,0.615,0.615,0.615,-,0,0.000 ,0.00%,,"15,300",0.525 - 0.750,3.00,4.88%,4.16,116.4M,15,5,3.08,0.615 / 0.640,20.80,11.61,,0.0,,"500 / 16,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-04,'0005,UCREST ,UCREST BERHAD,,0.135,0.130,0.130,0.130,"802,500",1,-0.005 ,-3.70%,decreasing,"3,487,200",0.125 - 0.335,0.00,0.00%,1.69,60.3M,8,2,1.55,0.130 / 0.135,20.17,6.22,,0.2,,"3,054,000 / 1,158,500",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-04,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.265,0.270,0.260,0.270,"140,900",1,+0.005 ,+1.89%,increasing,"717,400",0.255 - 0.395,0.50,1.85%,3.01,135.0M,9,1,1.78,0.260 / 0.270,19.87,18.71,,0.2,,"118,100 / 9,900",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-04,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.26,1.300,1.260,1.280,"3,476,800",2,+0.020 ,+1.59%,increasing,"792,200",0.805 - 1.370,2.00,1.56%,6.59,713.7M,19,3,3.76,1.270 / 1.280,19.38,48.05,,4.4,,"148,400 / 246,100",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-04,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.18,0.190,0.175,0.185,"13,909,500",1,+0.005 ,+2.78%,increasing,"27,202,900",0.150 - 0.275,0.00,0.00%,1.04,226.0M,18,6,6.17,0.180 / 0.185,34.67,3.10,,0.5,,"3,615,400 / 1,936,800",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-04,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.33,0.335,0.330,0.330,"17,500",0,0.000 ,0.00%,,"292,000",0.275 - 0.370,1.50,4.55%,3.32,98.3M,10,1,1.65,0.330 / 0.335,16.60,35.03,,0.1,,"100,500 / 32,800",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-04,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.58,0.595,0.580,0.590,"1,003,000",2,+0.010 ,+1.72%,increasing,"710,500",0.280 - 0.600,0.50,0.85%,3.65,187.5M,16,6,2.46,0.585 / 0.590,15.21,9.30,,1.4,,"79,100 / 114,700",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-04,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.53,1.530,1.500,1.510,"1,558,400",2,-0.020 ,-1.31%,decreasing,"1,528,500",0.905 - 1.730,0.00,0.00%,3.73,351.8M,40,6,6.16,1.510 / 1.520,15.22,25.48,,1.0,,"32,500 / 43,300",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-04,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.51,1.580,1.530,1.550,"6,900,700",4,+0.040 ,+2.65%,increasing,"6,353,800",0.635 - 1.590,0.00,0.00%,7.46,970.3M,21,9,5.96,1.540 / 1.550,28.69,17.53,,1.1,,"109,600 / 68,500",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
