Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
22/8/2019,'0198,GDB ,GDB HOLDINGS BERHAD,,0.31,0.32,0.305,0.315,"1,295,400",1,0.005,1.61%,increasing,"899,700",0.220 - 0.440,2,6.35%,4.18,196.9M,8,1,1.75,0.310 / 0.315,23.22,41.73,,1.4,,"248,500 / 93,200",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
22/8/2019,'0106,REXIT ,REXIT BERHAD,,0.62,0.62,0.62,0.62,"5,100",0,0,0.00%,,"37,200",0.525 - 0.750,3,4.84%,4.13,117.4M,15,5,3.26,0.595 / 0.635,21.74,11.31,,0.1,,"1,500 / 2,500",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
22/8/2019,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.29,0.29,0.285,0.29,"320,800",0,0,0.00%,,"2,019,100",0.280 - 0.405,0.5,1.72%,3.15,145.0M,9,2,1.95,0.285 / 0.290,21.21,19.16,,0.2,,"10,000 / 114,800",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
22/8/2019,'0005,UCREST ,UCREST BERHAD,,0.145,0.145,0.135,0.135,"1,746,500",2,-0.01,-6.90%,decreasing,"4,046,600",0.135 - 0.385,0,0.00%,1.69,62.6M,8,2,1.61,0.135 / 0.140,20.17,6.22,,0.4,,"1,919,900 / 259,400",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
22/8/2019,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.18,1.2,1.17,1.18,"128,600",0,0,0.00%,,"959,300",0.805 - 1.450,2,1.69%,6.81,658.0M,17,2,3.47,1.170 / 1.180,20.03,48.25,,0.1,,"20,100 / 59,900",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
22/8/2019,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.325,0.335,0.33,0.335,"724,900",2,0.01,3.08%,increasing,"378,900",0.275 - 0.375,1.5,4.48%,3.28,99.8M,10,1,1.76,0.330 / 0.335,17.26,31.18,,1.9,,"56,000 / 164,500",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
22/8/2019,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.56,1.6,1.55,1.56,"786,500",0,0,0.00%,,"1,723,100",0.905 - 1.730,0,0.00%,3.69,361.9M,42,6,7.37,1.560 / 1.570,17.44,24.12,,0.5,,"24,200 / 5,000",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
22/8/2019,'0196,QES ,QES GROUP BERHAD,,0.2,0.2,0.19,0.2,"673,800",0,0,0.00%,,"2,488,000",0.180 - 0.380,0.4,2.00%,1.9,151.7M,11,1,1.67,0.195 / 0.200,15.83,25.75,,0.3,,"3,000 / 771,100",https://www.klsescreener.com/v2/stocks/view/0196/qes-group-berhad
22/8/2019,'0187,BCMALL ,BCM ALLIANCE BERHAD,,0.16,0.165,0.16,0.16,"109,000",0,0,0.00%,,"313,100",0.160 - 0.250,0.2,1.25%,1.88,67.4M,9,1,1.33,0.160 / 0.165,15.67,22.83,,0.3,,"372,000 / 220,000",https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
22/8/2019,'0026,NOVAMSC ,NOVA MSC BERHAD,,0.095,0.1,0.095,0.1,"700,100",1,0.005,5.26%,increasing,"2,233,000",0.090 - 0.185,0,0.00%,1.1,75.2M,9,1,1.43,0.095 / 0.100,15.71,7.05,,0.3,,"5,000 / 3,192,200",https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
