Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-09-25,'0198,GDB HOLDINGS BERHAD,0.305,6961,"Construction, Ace Market",Ace Market,0.220-0.350,4.18,2.00,0.18,7.29,6.56,23.23,1.69,190.63,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-25,'0106,REXIT BERHAD,0.615,30,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.78,4.88,20.80,3.08,116.44,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-25,'0005,UCREST BERHAD,0.130,9145,"Technology, Ace Market",Ace Market,0.130-0.335,1.69,0.00,0.08,7.70,0.00,20.16,1.55,60.32,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-25,'0197,WEGMANS HOLDINGS BERHAD,0.270,861,"Consumer Products & Services, Ace Market",Ace Market,0.255-0.390,3.01,0.50,0.15,8.97,1.85,20.07,1.80,135.00,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-25,'0127,JHM CONSOLIDATION BERHAD,1.170,4141,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,17.76,1.71,19.38,3.44,652.39,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-25,'0209,I-STONE GROUP BERHAD,0.185,108969,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,17.82,0.00,17.31,6.17,225.97,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-25,'0040,OPENSYS (M) BERHAD,0.340,3745,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,10.23,4.41,16.61,1.70,101.28,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-25,'0201,NOVA WELLNESS GROUP BERHAD,0.545,8408,"Health Care, Ace Market",Ace Market,0.290-0.590,3.65,0.50,0.24,14.92,0.92,15.22,2.27,173.17,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-25,'0200,REVENUE GROUP BERHAD,1.480,9780,"Technology, Ace Market",Ace Market,0.627-1.690,3.73,0.00,0.25,39.65,0.00,14.93,5.92,344.81,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-25,'0208,GREATECH TECHNOLOGY BERHAD,1.480,22823,"Technology, Ace Market",Ace Market,0.940-1.540,7.46,0.00,0.26,19.84,0.00,14.35,5.69,926.48,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-09-25,'0126,MICROLINK SOLUTIONS BERHAD,0.625,476,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,35.90,0.00,14.31,5.14,104.60,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-09-25,'0158,SCC HOLDINGS BERHAD,0.510,360,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,11.86,6.67,13.90,1.65,71.99,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-09-25,'0010,IRIS CORPORATION BERHAD,0.145,22050,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,11.04,0.00,13.81,1.52,430.11,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-09-25,'0018,LAMBO GROUP BERHAD,0.055,6986,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,7.00,0.00,13.29,0.93,115.62,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-09-25,'0162,WIDAD GROUP BERHAD,0.275,32625,"Construction, Ace Market",Ace Market,0.215-0.380,0.93,0.00,0.07,29.69,0.00,13.23,3.93,675.03,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-09-25,'0157,FOCUS POINT HOLDINGS BERHAD,0.380,12083,"Consumer Products & Services, Ace Market",Ace Market,0.120-0.480,4.59,1.88,0.26,8.27,4.95,13.07,1.08,83.60,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
