Date,Code,Name,Price,Volume,Category,Board,52week,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),URL
2019-08-29,'0198,GDB HOLDINGS BERHAD,0.310,1815,"Construction, Ace Market",Ace Market,0.220-0.400,4.18,2.00,0.18,7.41,6.45,23.23,1.72,193.75,https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-08-29,'0106,REXIT BERHAD,0.600,19,"Technology, Ace Market",Ace Market,0.530-0.725,4.16,3.00,0.20,14.42,5.00,20.80,3.00,113.60,https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-08-29,'0005,UCREST BERHAD,0.135,29056,"Technology, Ace Market",Ace Market,0.135-0.335,1.69,0.00,0.08,7.99,0.00,20.16,1.61,62.64,https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-08-29,'0197,WEGMANS HOLDINGS BERHAD,0.270,3179,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.390,3.01,0.50,0.15,8.97,1.85,20.07,1.80,135.00,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-08-29,'0127,JHM CONSOLIDATION BERHAD,1.110,5411,"Technology, Ace Market",Ace Market,0.820-1.380,6.59,2.00,0.34,16.85,1.80,19.38,3.26,618.94,https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-08-29,'0157,FOCUS POINT HOLDINGS BERHAD,0.570,10356,"Consumer Products & Services, Ace Market",Ace Market,0.160-0.640,6.12,2.50,0.35,9.31,4.39,17.43,1.62,94.05,https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-08-29,'0209,I-STONE GROUP BERHAD,0.170,58207,"Technology, Ace Market",Ace Market,0.160-0.245,1.04,0.00,0.03,16.37,0.00,17.31,5.67,207.65,https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-08-29,'0200,REVENUE GROUP BERHAD,1.510,5520,"Technology, Ace Market",Ace Market,0.627-1.690,3.69,0.00,0.21,40.91,0.00,16.78,6.86,350.32,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-08-29,'0040,OPENSYS (M) BERHAD,0.330,1580,"Technology, Ace Market",Ace Market,0.275-0.370,3.32,1.50,0.20,9.93,4.55,16.61,1.65,98.30,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-08-29,'0201,NOVA WELLNESS GROUP BERHAD,0.465,6747,"Health Care, Ace Market",Ace Market,0.290-0.595,3.65,0.50,0.24,12.73,1.08,15.22,1.94,147.75,https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-08-29,'0120,VISDYNAMICS HOLDINGS BERHAD,0.360,957,"Technology, Ace Market",Ace Market,0.310-0.775,3.52,1.02,0.24,10.21,2.83,14.69,1.50,60.90,https://www.klsescreener.com/v2/stocks/view/0120/visdynamics-holdings-berhad
2019-08-29,'0208,GREATECH TECHNOLOGY BERHAD,1.130,40191,"Technology, Ace Market",Ace Market,0.940-1.170,7.46,0.00,0.26,15.15,0.00,14.35,4.35,707.38,https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-08-29,'0126,MICROLINK SOLUTIONS BERHAD,0.580,0,"Technology, Ace Market",Ace Market,0.350-0.690,1.74,0.00,0.12,33.31,0.00,14.31,4.77,97.07,https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-08-29,'0158,SCC HOLDINGS BERHAD,0.520,3,"Consumer Products & Services, Ace Market",Ace Market,0.470-0.560,4.30,3.40,0.31,12.10,6.54,13.90,1.68,73.40,https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-08-29,'0010,IRIS CORPORATION BERHAD,0.160,98751,"Technology, Ace Market",Ace Market,0.130-0.185,1.31,0.00,0.10,12.18,0.00,13.81,1.68,474.61,https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-08-29,'0018,LAMBO GROUP BERHAD,0.050,6495,"Technology, Ace Market",Ace Market,0.050-0.120,0.79,0.00,0.06,6.36,0.00,13.29,0.85,105.11,https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-08-29,'0162,WIDAD GROUP BERHAD,0.235,17867,"Construction, Ace Market",Ace Market,0.220-0.380,0.93,0.00,0.07,25.37,0.00,13.23,3.36,576.84,https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-08-29,'0193,KEJURUTERAAN ASASTERA BERHAD,0.280,31531,"Industrial Products & Services, Ace Market",Ace Market,0.190-0.295,2.04,1.00,0.16,13.73,3.57,12.74,1.75,99.12,https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-08-29,'0039,GFM SERVICES BERHAD,0.360,16675,"Industrial Products & Services, Ace Market",Ace Market,0.370-0.550,2.67,1.10,0.21,13.48,3.06,12.72,1.71,169.53,https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-08-29,'0084,TECHFAST HOLDINGS BERHAD,0.290,853,"Industrial Products & Services, Ace Market",Ace Market,0.245-0.505,1.42,1.00,0.12,20.43,3.43,12.35,2.52,66.16,https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
2019-08-29,'0026,NOVA MSC BERHAD,0.090,20465,"Technology, Ace Market",Ace Market,0.090-0.180,0.99,0.00,0.08,9.13,0.00,12.32,1.12,67.64,https://www.klsescreener.com/v2/stocks/view/0026/nova-msc-berhad
2019-08-29,'0187,BCM ALLIANCE BERHAD,0.155,4249,"Industrial Products & Services, Ace Market",Ace Market,0.150-0.250,1.48,0.20,0.12,10.50,1.29,12.30,1.29,65.29,https://www.klsescreener.com/v2/stocks/view/0187/bcm-alliance-berhad
2019-08-29,'0032,REDTONE INTERNATIONAL BERHAD,0.405,64255,"Telecommunications & Media, Ace Market",Ace Market,0.155-0.410,2.52,1.00,0.21,16.05,2.47,11.76,1.89,307.26,https://www.klsescreener.com/v2/stocks/view/0032/redtone-international-berhad
2019-08-29,'0180,KIM TECK CHEONG CONSOLIDATED BERHAD,0.175,38485,"Consumer Products & Services, Ace Market",Ace Market,0.130-0.195,2.30,0.00,0.21,7.62,0.00,10.94,0.83,89.30,https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
2019-08-29,'0146,JF TECHNOLOGY BERHAD,0.745,630,"Technology, Ace Market",Ace Market,0.655-0.990,1.58,0.00,0.15,47.17,0.00,10.62,5.01,156.45,https://www.klsescreener.com/v2/stocks/view/0146/jf-technology-berhad
2019-08-29,'0023,IFCA MSC BERHAD,0.320,17849,"Technology, Ace Market",Ace Market,0.185-0.485,1.92,1.00,0.20,16.68,3.12,9.59,1.60,194.65,https://www.klsescreener.com/v2/stocks/view/0023/ifca-msc-berhad
2019-08-29,'0191,CABNET HOLDINGS BERHAD,0.190,251,"Technology, Ace Market",Ace Market,0.190-0.345,2.47,0.70,0.26,7.70,3.66,9.43,0.73,33.96,https://www.klsescreener.com/v2/stocks/view/0191/cabnet-holdings-berhad
2019-08-29,'0196,QES GROUP BERHAD,0.175,12880,"Industrial Products & Services, Ace Market",Ace Market,0.175-0.365,1.02,0.40,0.11,17.08,2.29,9.31,1.59,132.70,https://www.klsescreener.com/v2/stocks/view/0196/qes-group-berhad
2019-08-29,'0210,KIM HIN JOO (MALAYSIA) BERHAD,0.310,7264,"Consumer Products & Services, Ace Market",Ace Market,0.270-0.380,2.57,0.50,0.14,12.04,1.61,9.06,2.18,117.80,https://www.klsescreener.com/v2/stocks/view/0210/kim-hin-joo-malaysia-berhad
2019-08-29,'0074,GREEN OCEAN CORPORATION BERHAD,0.080,4823,"Consumer Products & Services, Ace Market",Ace Market,0.075-0.125,0.68,0.00,0.08,11.84,0.00,8.89,1.05,23.18,https://www.klsescreener.com/v2/stocks/view/0074/green-ocean-corporation-berhad
2019-08-29,'0176,KRONOLOGI ASIA BERHAD,0.570,14201,"Technology, Ace Market",Ace Market,0.525-0.765,3.80,2.00,0.44,15.00,3.51,8.63,1.30,278.89,https://www.klsescreener.com/v2/stocks/view/0176/kronologi-asia-berhad
2019-08-29,'0001,SUPERCOMNET TECHNOLOGIES BERHAD,0.750,1719,"Industrial Products & Services, Ace Market",Ace Market,0.520-1.040,2.49,1.52,0.30,30.07,2.02,8.31,2.50,482.25,https://www.klsescreener.com/v2/stocks/view/0001/supercomnet-technologies-berhad
2019-08-29,'0171,PETERLABS HOLDINGS BERHAD,0.190,2610,"Consumer Products & Services, Ace Market",Ace Market,0.190-0.370,1.81,0.00,0.23,10.50,0.00,7.89,0.83,40.80,https://www.klsescreener.com/v2/stocks/view/0171/peterlabs-holdings-berhad
2019-08-29,'0179,BIOALPHA HOLDINGS BERHAD,0.205,10938,"Consumer Products & Services, Ace Market",Ace Market,0.195-0.265,1.42,0.11,0.18,14.43,0.54,7.71,1.11,176.34,https://www.klsescreener.com/v2/stocks/view/0179/bioalpha-holdings-berhad
2019-08-29,'0203,SECUREMETRIC BERHAD,0.530,0,"Technology, Ace Market",Ace Market,0.395-0.590,1.16,0.00,0.16,45.59,0.00,7.37,3.36,129.11,https://www.klsescreener.com/v2/stocks/view/0203/securemetric-berhad
2019-08-29,'0195,BINASAT COMMUNICATIONS BERHAD,0.270,30765,"Telecommunications & Media, Ace Market",Ace Market,0.290-0.460,2.06,0.00,0.29,13.14,0.00,7.09,0.93,70.20,https://www.klsescreener.com/v2/stocks/view/0195/binasat-communications-berhad
2019-08-29,'0011,BRITE-TECH BERHAD,0.215,50,"Trad/Serv, Ace Market",Ace Market,0.205-0.365,1.57,1.60,0.23,13.66,7.44,6.84,0.93,54.18,https://www.klsescreener.com/v2/stocks/view/0011/brite-tech-berhad
2019-08-29,'0111,K-ONE TECHNOLOGY BERHAD,0.195,9056,"Technology, Ace Market",Ace Market,0.133-0.280,1.04,0.00,0.16,18.73,0.00,6.71,1.26,142.14,https://www.klsescreener.com/v2/stocks/view/0111/k-one-technology-berhad
2019-08-29,'0206,GAGASAN NADI CERGAS BERHAD,0.255,520,"Construction, Ace Market",Ace Market,0.235-0.305,3.76,0.50,0.57,6.78,1.96,6.59,0.45,192.02,https://www.klsescreener.com/v2/stocks/view/0206/gagasan-nadi-cergas-berhad
2019-08-29,'0089,TEX CYCLE TECHNOLOGY (M) BERHAD,0.400,1,"Industrial Products & Services, Ace Market",Ace Market,0.385-0.680,2.57,0.60,0.41,15.55,1.50,6.28,0.98,102.48,https://www.klsescreener.com/v2/stocks/view/0089/tex-cycle-technology-m-berhad
2019-08-29,'0147,INNITY CORPORATION BERHAD,0.460,0,"Telecommunications & Media, Ace Market",Ace Market,0.430-0.720,1.53,0.00,0.25,30.10,0.00,6.15,1.85,63.99,https://www.klsescreener.com/v2/stocks/view/0147/innity-corporation-berhad
2019-08-29,'0080,STRAITS INTER LOGISTICS BERHAD,0.205,12295,"Trad/Serv, Ace Market",Ace Market,0.200-0.280,0.91,0.00,0.16,22.54,0.00,5.55,1.25,133.39,https://www.klsescreener.com/v2/stocks/view/0080/straits-inter-logistics-berhad
2019-08-29,'0205,DPI HOLDINGS BERHAD,0.160,2339,"Consumer Products & Services, Ace Market",Ace Market,0.150-0.270,1.04,0.00,0.15,15.34,0.00,5.21,1.07,77.88,https://www.klsescreener.com/v2/stocks/view/0205/dpi-holdings-berhad
2019-08-29,'0129,SILVER RIDGE HOLDINGS BHD,0.220,0,"Telecommunications & Media, Ace Market",Ace Market,0.195-0.320,0.41,0.00,0.08,53.79,0.00,5.11,2.75,30.88,https://www.klsescreener.com/v2/stocks/view/0129/silver-ridge-holdings-bhd
2019-08-29,'0108,N2N CONNECT BERHAD,0.730,30,"Technology, Ace Market",Ace Market,0.710-1.290,2.27,0.90,0.42,32.17,1.23,5.04,1.62,436.45,https://www.klsescreener.com/v2/stocks/view/0108/n2n-connect-berhad
2019-08-29,'0160,HIAP HUAT HOLDINGS BERHAD,0.105,9965,"Industrial Products & Services, Ace Market",Ace Market,0.080-0.150,0.88,0.00,0.18,11.97,0.00,4.87,0.58,35.00,https://www.klsescreener.com/v2/stocks/view/0160/hiap-huat-holdings-berhad
2019-08-29,'0202,RADIANT GLOBALTECH BERHAD,0.250,14742,"Technology, Ace Market",Ace Market,0.205-0.330,0.54,0.00,0.12,45.97,0.00,4.72,2.17,131.30,https://www.klsescreener.com/v2/stocks/view/0202/radiant-globaltech-berhad
2019-08-29,'0112,MIKRO MSC BERHAD,0.180,270,"Technology, Ace Market",Ace Market,0.185-0.325,0.65,0.80,0.14,27.49,4.44,4.69,1.29,106.06,https://www.klsescreener.com/v2/stocks/view/0112/mikro-msc-berhad
2019-08-29,'0199,TRI-MODE SYSTEM (M) BERHAD,0.380,0,"Trad/Serv, Ace Market",Ace Market,0.300-0.475,1.90,1.00,0.43,20.05,2.63,4.41,0.88,63.08,https://www.klsescreener.com/v2/stocks/view/0199/tri-mode-system-m-berhad
2019-08-29,'0109,SC ESTATE BUILDER BERHAD,0.030,1420,"Construction, Ace Market",Ace Market,0.010-0.050,0.16,0.00,0.04,18.30,0.00,4.21,0.77,26.49,https://www.klsescreener.com/v2/stocks/view/0109/sc-estate-builder-berhad
2019-08-29,'0007,PUC BERHAD,0.070,104209,"Telecommunications & Media, Ace Market",Ace Market,0.065-0.165,0.37,0.00,0.12,18.72,0.00,3.14,0.59,153.05,https://www.klsescreener.com/v2/stocks/view/0007/puc-berhad
