Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-03,'0198,GDB ,GDB HOLDINGS BERHAD,,0.33499999999999996,0.355,0.335,0.350,"4,775,000",3,+0.015 ,+4.48%,increasing,"998,900",0.220 - 0.360,2.00,5.71%,4.18,218.8M,8,1,1.94,0.350 / 0.355,23.22,41.73,,4.8,,"227,500 / 1,057,000",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-03,'0106,REXIT ,REXIT BERHAD,,0.615,0.615,0.615,0.615,-,0,0.000 ,0.00%,,"15,800",0.525 - 0.750,3.00,4.88%,4.16,116.4M,15,5,3.08,0.610 / 0.640,20.80,11.61,,0.0,,"26,600 / 16,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-03,'0005,UCREST ,UCREST BERHAD,,0.13,0.135,0.130,0.135,"563,500",1,+0.005 ,+3.85%,increasing,"3,660,200",0.125 - 0.335,0.00,0.00%,1.69,62.6M,8,2,1.61,0.130 / 0.135,20.17,6.22,,0.2,,"136,400 / 884,100",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-03,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.265,0.265,0.260,0.265,"141,100",0,0.000 ,0.00%,,"743,400",0.255 - 0.395,0.50,1.89%,3.01,132.5M,9,1,1.75,0.260 / 0.265,19.87,18.71,,0.2,,"31,000 / 5,900",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-03,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.27,1.260,1.240,1.260,"439,100",1,-0.010 ,-0.79%,decreasing,"755,400",0.805 - 1.370,2.00,1.59%,6.59,702.6M,19,3,3.71,1.250 / 1.260,19.38,48.05,,0.6,,"47,500 / 114,900",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-03,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.175,0.180,0.175,0.180,"2,145,200",1,+0.005 ,+2.86%,increasing,"27,458,500",0.150 - 0.275,0.00,0.00%,1.04,219.9M,17,6,6.00,0.175 / 0.180,34.67,3.10,,0.1,,"4,177,900 / 2,596,900",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-03,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.33,0.330,0.330,0.330,"57,900",0,0.000 ,0.00%,,"296,900",0.275 - 0.375,1.50,4.55%,3.32,98.3M,10,1,1.65,0.330 / 0.335,16.60,35.03,,0.2,,"97,100 / 4,000",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-03,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.575,0.600,0.565,0.580,"2,689,600",1,+0.005 ,+0.87%,increasing,"695,300",0.280 - 0.600,0.50,0.86%,3.65,184.3M,16,6,2.42,0.570 / 0.580,15.21,9.30,,3.9,,"116,000 / 217,300",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-03,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.55,1.570,1.510,1.530,"2,350,900",2,-0.020 ,-1.29%,decreasing,"1,672,200",0.905 - 1.730,0.00,0.00%,3.73,356.5M,41,6,6.24,1.520 / 1.530,15.22,25.48,,1.4,,"127,400 / 87,500",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-03,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.52,1.540,1.500,1.510,"1,425,900",1,-0.010 ,-0.66%,decreasing,"6,364,300",0.635 - 1.590,0.00,0.00%,7.46,945.3M,20,9,5.81,1.510 / 1.520,28.69,17.53,,0.2,,"8,800 / 54,700",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-03,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.550,0.550,0.550,"35,000",0,0.000 ,0.00%,,"41,500",0.305 - 0.700,0.00,0.00%,1.74,92.1M,32,0,4.52,0.545 / 0.560,14.30,121.61,,0.8,,"20,000 / 5,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-03,'0158,SCC ,SCC HOLDINGS BERHAD,,0.495,0.510,0.495,0.495,"64,000",0,0.000 ,0.00%,,"32,400",0.470 - 0.560,3.40,6.87%,4.30,69.9M,12,1,1.60,0.495 / 0.505,13.90,47.55,,2.0,,"15,000 / 2,000",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
