Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-09-30,'0198,GDB ,GDB HOLDINGS BERHAD,,0.33,0.330,0.320,0.325,"439,400",1,-0.005 ,-1.52%,decreasing,"965,300",0.220 - 0.365,2.00,6.15%,4.18,203.1M,8,1,1.81,0.320 / 0.325,23.22,41.73,,0.5,,"153,100 / 111,800",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-09-30,'0106,REXIT ,REXIT BERHAD,,0.64,0.640,0.640,0.640,-,0,0.000 ,0.00%,,"15,700",0.525 - 0.750,3.00,4.69%,4.16,121.2M,15,6,3.20,0.615 / 0.640,20.80,11.61,,0.0,,"6,000 / 1,300",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-09-30,'0005,UCREST ,UCREST BERHAD,,0.13,0.130,0.130,0.130,"404,100",0,0.000 ,0.00%,,"3,778,300",0.125 - 0.335,0.00,0.00%,1.69,60.3M,8,2,1.55,0.125 / 0.130,20.17,6.22,,0.1,,"1,953,700 / 110,700",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-09-30,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.27,0.270,0.265,0.270,"282,200",0,0.000 ,0.00%,,"1,323,600",0.255 - 0.400,0.50,1.85%,3.01,135.0M,9,1,1.78,0.270 / 0.280,19.87,18.71,,0.2,,"17,800 / 20,000",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-09-30,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.25,1.280,1.220,1.230,"518,300",2,-0.020 ,-1.60%,decreasing,"804,900",0.805 - 1.430,2.00,1.63%,6.59,685.8M,19,3,3.62,1.230 / 1.250,19.38,48.05,,0.6,,"9,600 / 11,400",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-09-30,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.175,0.180,0.170,0.175,"11,193,100",0,0.000 ,0.00%,,"28,961,200",0.150 - 0.275,0.00,0.00%,1.04,213.8M,17,6,5.83,0.175 / 0.180,34.67,3.10,,0.4,,"6,048,800 / 854,100",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-09-30,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.335,0.335,0.330,0.330,"392,300",1,-0.005 ,-1.49%,decreasing,"302,200",0.275 - 0.375,1.50,4.55%,3.32,98.3M,10,1,1.65,0.330 / 0.335,16.60,35.03,,1.3,,"16,400 / 20,000",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-09-30,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.53,0.585,0.530,0.560,"2,969,200",6,+0.030 ,+5.66%,increasing,"614,000",0.280 - 0.600,0.50,0.89%,3.65,177.9M,15,6,2.33,0.550 / 0.560,15.21,9.30,,4.8,,"21,100 / 69,300",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-09-30,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.48,1.490,1.470,1.480,"510,900",0,0.000 ,0.00%,,"1,532,500",0.905 - 1.730,0.00,0.00%,3.73,344.8M,40,6,6.04,1.470 / 1.480,15.22,25.48,,0.3,,"63,000 / 1,800",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-09-30,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.48,1.520,1.460,1.500,"1,992,200",2,+0.020 ,+1.35%,increasing,"7,588,200",0.635 - 1.590,0.00,0.00%,7.46,939.0M,20,9,5.77,1.490 / 1.500,28.69,17.53,,0.3,,"5,100 / 28,500",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
