Date,Code,Name (Short),Name (Full),Perfect Pillar,Open,High,Low,Close,Volume,Tick Size,Change value,Change value (%),Change status,Average Volume,52w,DPS,DY,EPS,Market Cap,P/E,PSR,PTBV,Price Bid/Ask,ROE,RPS,RSI(14),Relative Volume,Stochastic(14),Volume (B/S),URL
2019-10-10,'0198,GDB ,GDB HOLDINGS BERHAD,,0.35,0.365,0.345,0.350,"1,540,000",0,0.000 ,0.00%,,"1,120,400",0.220 - 0.365,2.00,5.71%,4.18,218.8M,8,1,1.94,0.345 / 0.350,23.22,41.73,,1.4,,"330,900 / 32,000",https://www.klsescreener.com/v2/stocks/view/0198/gdb-holdings-berhad
2019-10-10,'0106,REXIT ,REXIT BERHAD,,0.62,0.620,0.615,0.620,"19,000",0,0.000 ,0.00%,,"14,700",0.525 - 0.750,3.00,4.84%,4.16,117.4M,15,5,3.10,0.620 / 0.635,20.80,11.61,,1.3,,"8,000 / 3,100",https://www.klsescreener.com/v2/stocks/view/0106/rexit-berhad
2019-10-10,'0005,UCREST ,UCREST BERHAD,,0.135,0.135,0.130,0.130,"1,219,500",1,-0.005 ,-3.70%,decreasing,"3,398,800",0.125 - 0.335,0.00,0.00%,1.69,60.3M,8,2,1.55,0.130 / 0.135,20.17,6.22,,0.4,,"4,357,800 / 83,000",https://www.klsescreener.com/v2/stocks/view/0005/ucrest-berhad
2019-10-10,'0197,WEGMANS ,WEGMANS HOLDINGS BERHAD,,0.26,0.265,0.260,0.260,"242,900",0,0.000 ,0.00%,,"546,000",0.255 - 0.395,0.50,1.92%,3.01,130.0M,9,1,1.72,0.260 / 0.270,19.87,18.71,,0.4,,"29,500 / 115,000",https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
2019-10-10,'0127,JHM ,JHM CONSOLIDATION BERHAD,,1.35,1.350,1.330,1.350,"2,578,300",0,0.000 ,0.00%,,"1,021,900",0.805 - 1.370,2.00,1.48%,6.59,752.8M,20,3,3.97,1.340 / 1.350,19.38,48.05,,2.5,,"54,400 / 186,000",https://www.klsescreener.com/v2/stocks/view/0127/jhm-consolidation-berhad
2019-10-10,'0209,ISTONE ,I-STONE GROUP BERHAD,,0.185,0.195,0.180,0.195,"12,056,000",2,+0.010 ,+5.41%,increasing,"25,748,400",0.150 - 0.275,0.00,0.00%,1.04,238.2M,19,6,6.50,0.190 / 0.195,34.67,3.10,,0.5,,"3,849,400 / 3,090,400",https://www.klsescreener.com/v2/stocks/view/0209/i-stone-group-berhad
2019-10-10,'0040,OPENSYS ,OPENSYS (M) BERHAD,,0.335,0.340,0.330,0.330,"360,000",1,-0.005 ,-1.49%,decreasing,"287,100",0.275 - 0.365,1.50,4.55%,3.32,98.3M,10,1,1.65,0.330 / 0.335,16.60,35.03,,1.3,,"462,500 / 44,200",https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
2019-10-10,'0201,NOVA ,NOVA WELLNESS GROUP BERHAD,,0.595,0.610,0.585,0.600,"1,182,300",1,+0.005 ,+0.84%,increasing,"898,000",0.280 - 0.635,0.50,0.83%,3.65,190.6M,16,6,2.50,0.595 / 0.600,15.21,9.30,,1.3,,"77,000 / 8,800",https://www.klsescreener.com/v2/stocks/view/0201/nova-wellness-group-berhad
2019-10-10,'0200,REVENUE ,REVENUE GROUP BERHAD,,1.51,1.550,1.510,1.510,"1,178,700",0,0.000 ,0.00%,,"1,388,500",0.905 - 1.730,0.00,0.00%,3.75,350.5M,40,6,6.16,1.510 / 1.520,15.30,25.57,,0.8,,"124,900 / 62,300",https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
2019-10-10,'0208,GREATEC ,GREATECH TECHNOLOGY BERHAD,,1.77,1.820,1.760,1.780,"4,108,600",1,+0.010 ,+0.56%,increasing,"5,932,400",0.635 - 1.820,0.00,0.00%,7.46,"1,114.3M",24,10,6.85,1.770 / 1.780,28.69,17.53,,0.7,,"114,600 / 52,900",https://www.klsescreener.com/v2/stocks/view/0208/greatech-technology-berhad
2019-10-10,'0126,MICROLN ,MICROLINK SOLUTIONS BERHAD,,0.55,0.550,0.550,0.550,-,0,0.000 ,0.00%,,"41,000",0.305 - 0.700,0.00,0.00%,1.74,92.1M,32,0,4.52,0.530 / 0.565,14.30,121.62,,0.0,,"20,000 / 5,000",https://www.klsescreener.com/v2/stocks/view/0126/microlink-solutions-berhad
2019-10-10,'0158,SCC ,SCC HOLDINGS BERHAD,,0.52,0.520,0.520,0.520,-,0,0.000 ,0.00%,,"28,200",0.470 - 0.560,3.40,6.54%,4.30,73.4M,12,1,1.68,0.500 / 0.520,13.90,47.55,,0.0,,"31,000 / 84,800",https://www.klsescreener.com/v2/stocks/view/0158/scc-holdings-berhad
2019-10-10,'0010,IRIS ,IRIS CORPORATION BERHAD,,0.14500000000000002,0.145,0.140,0.140,"6,889,000",1,-0.005 ,-3.45%,decreasing,"10,277,100",0.125 - 0.195,0.00,0.00%,1.31,415.3M,11,2,1.47,0.140 / 0.145,13.77,7.62,,0.7,,"24,529,700 / 5,342,200",https://www.klsescreener.com/v2/stocks/view/0010/iris-corporation-berhad
2019-10-10,'0018,LAMBO ,LAMBO GROUP BERHAD,,0.05,0.050,0.050,0.050,"521,000",0,0.000 ,0.00%,,"3,988,300",0.045 - 0.160,0.00,0.00%,0.79,105.1M,6,1,0.85,0.050 / 0.055,13.37,4.97,,0.1,,"25,000 / 7,254,300",https://www.klsescreener.com/v2/stocks/view/0018/lambo-group-berhad
2019-10-10,'0162,WIDAD ,WIDAD GROUP BERHAD,,0.305,0.325,0.300,0.320,"21,300,200",3,+0.015 ,+4.92%,increasing,"3,636,100",0.215 - 0.355,0.00,0.00%,0.93,785.5M,35,3,4.66,0.315 / 0.320,13.55,9.96,,5.9,,"647,500 / 838,200",https://www.klsescreener.com/v2/stocks/view/0162/widad-group-berhad
2019-10-10,'0157,FOCUSP ,FOCUS POINT HOLDINGS BERHAD,,0.355,0.375,0.350,0.355,"974,000",0,0.000 ,0.00%,,"767,600",0.160 - 0.650,1.88,5.30%,4.59,78.1M,8,0,1.34,0.350 / 0.355,17.38,85.45,,1.3,,"157,200 / 100",https://www.klsescreener.com/v2/stocks/view/0157/focus-point-holdings-berhad
2019-10-10,'0193,KAB ,KEJURUTERAAN ASASTERA BERHAD,,0.485,0.495,0.485,0.490,"457,500",1,+0.005 ,+1.03%,increasing,"2,960,300",0.185 - 0.500,1.00,2.04%,2.04,173.5M,24,1,3.06,0.485 / 0.490,12.75,37.51,,0.2,,"70,000 / 67,900",https://www.klsescreener.com/v2/stocks/view/0193/kejuruteraan-asastera-berhad
2019-10-10,'0039,GFM ,GFM SERVICES BERHAD,,0.33,0.335,0.325,0.330,"1,287,500",0,0.000 ,0.00%,,"1,342,100",0.320 - 0.565,1.10,3.33%,2.67,155.6M,12,1,1.59,0.325 / 0.330,12.84,29.11,,1.0,,"742,200 / 138,500",https://www.klsescreener.com/v2/stocks/view/0039/gfm-services-berhad
2019-10-10,'0084,TECFAST ,TECHFAST HOLDINGS BERHAD,,0.33499999999999996,0.355,0.330,0.350,"3,608,700",3,+0.015 ,+4.48%,increasing,"1,025,800",0.245 - 0.455,1.00,2.86%,1.42,79.9M,25,3,3.04,0.345 / 0.355,12.35,12.51,,3.5,,"162,400 / 99,000",https://www.klsescreener.com/v2/stocks/view/0084/techfast-holdings-berhad
