Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,KPOWER,'7130,,0.250,0.250,0.250,0.250,-,Closed,0
1420502400000,20150106,KPOWER,'7130,0.250,0.250,0.250,0.250,0.250,-,Closed,0
1420588800000,20150107,KPOWER,'7130,0.250,0.300,0.300,0.250,0.250,21100,Decreased,10
1420675200000,20150108,KPOWER,'7130,0.250,0.290,0.330,0.290,0.330,4200,Increased,8
1420761600000,20150109,KPOWER,'7130,0.330,0.330,0.350,0.300,0.300,4100,Decreased,6
1421020800000,20150112,KPOWER,'7130,0.300,0.280,0.300,0.280,0.300,3200,Increased,4
1421107200000,20150113,KPOWER,'7130,0.300,0.310,0.345,0.310,0.310,16000,No change,0
1421193600000,20150114,KPOWER,'7130,0.310,0.340,0.340,0.300,0.300,4000,Decreased,8
1421280000000,20150115,KPOWER,'7130,0.300,0.305,0.305,0.305,0.305,5700,No change,0
1421366400000,20150116,KPOWER,'7130,0.305,0.305,0.305,0.305,0.305,-,Closed,0
1421625600000,20150119,KPOWER,'7130,0.305,0.305,0.305,0.305,0.305,-,Closed,0
1421712000000,20150120,KPOWER,'7130,0.305,0.300,0.360,0.300,0.315,30100,Increased,3
1421798400000,20150121,KPOWER,'7130,0.315,0.315,0.315,0.315,0.315,-,Closed,0
1421884800000,20150122,KPOWER,'7130,0.315,0.360,0.380,0.360,0.380,82400,Increased,4
1421971200000,20150123,KPOWER,'7130,0.380,0.380,0.380,0.380,0.380,-,Closed,0
1422230400000,20150126,KPOWER,'7130,0.380,0.380,0.380,0.380,0.380,-,Closed,0
1422316800000,20150127,KPOWER,'7130,0.380,0.380,0.380,0.380,0.380,38000,No change,0
1422403200000,20150128,KPOWER,'7130,0.380,0.380,0.380,0.365,0.365,37000,Decreased,3
1422489600000,20150129,KPOWER,'7130,0.365,0.360,0.360,0.360,0.360,37400,No change,0
1422576000000,20150130,KPOWER,'7130,0.360,0.365,0.365,0.360,0.360,21000,Decreased,1
1423008000000,20150204,KPOWER,'7130,0.360,0.360,0.360,0.360,0.360,-,Closed,0
1423094400000,20150205,KPOWER,'7130,0.360,0.365,0.365,0.360,0.365,30900,No change,0
1423180800000,20150206,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,-,Closed,0
1423440000000,20150209,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,30000,No change,0
1423526400000,20150210,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,15000,No change,0
1423612800000,20150211,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,-,Closed,0
1423699200000,20150212,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,6800,No change,0
1423785600000,20150213,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,-,Closed,0
1424044800000,20150216,KPOWER,'7130,0.365,0.350,0.350,0.350,0.350,6000,No change,0
1424131200000,20150217,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1424217600000,20150218,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1424649600000,20150223,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1424736000000,20150224,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,13700,No change,0
1424822400000,20150225,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1424908800000,20150226,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1424995200000,20150227,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1425254400000,20150302,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,11000,No change,0
1425340800000,20150303,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1425427200000,20150304,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1425513600000,20150305,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,11000,No change,0
1425600000000,20150306,KPOWER,'7130,0.350,0.350,0.350,0.350,0.350,-,Closed,0
1425859200000,20150309,KPOWER,'7130,0.350,0.350,0.355,0.350,0.355,2600,Increased,1
1425945600000,20150310,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,15600,No change,0
1426032000000,20150311,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1426118400000,20150312,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1426204800000,20150313,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1426464000000,20150316,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1426550400000,20150317,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1426636800000,20150318,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1426723200000,20150319,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1426809600000,20150320,KPOWER,'7130,0.355,0.355,0.355,0.355,0.355,-,Closed,0
1427068800000,20150323,KPOWER,'7130,0.355,0.360,0.360,0.360,0.360,600,No change,0
1427155200000,20150324,KPOWER,'7130,0.360,0.360,0.360,0.360,0.360,-,Closed,0
1427241600000,20150325,KPOWER,'7130,0.360,0.360,0.360,0.360,0.360,-,Closed,0
1427328000000,20150326,KPOWER,'7130,0.360,0.360,0.360,0.360,0.360,-,Closed,0
1427414400000,20150327,KPOWER,'7130,0.360,0.365,0.365,0.365,0.365,1300,No change,0
1427673600000,20150330,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,-,Closed,0
1427760000000,20150331,KPOWER,'7130,0.365,0.365,0.365,0.365,0.365,-,Closed,0
1427846400000,20150401,KPOWER,'7130,0.365,0.400,0.400,0.400,0.400,11000,No change,0
1427932800000,20150402,KPOWER,'7130,0.400,0.445,0.450,0.400,0.450,19500,Increased,1
1428019200000,20150403,KPOWER,'7130,0.450,0.480,0.510,0.480,0.510,43100,Increased,6
1428278400000,20150406,KPOWER,'7130,0.510,0.510,0.510,0.510,0.510,-,Closed,0
1428364800000,20150407,KPOWER,'7130,0.510,0.510,0.510,0.510,0.510,-,Closed,0
1428451200000,20150408,KPOWER,'7130,0.510,0.510,0.510,0.510,0.510,-,Closed,0
1428537600000,20150409,KPOWER,'7130,0.510,0.460,0.470,0.460,0.460,60000,No change,0
1428624000000,20150410,KPOWER,'7130,0.460,0.460,0.460,0.460,0.460,-,Closed,0
1428883200000,20150413,KPOWER,'7130,0.460,0.460,0.460,0.460,0.460,-,Closed,0
1428969600000,20150414,KPOWER,'7130,0.460,0.460,0.460,0.460,0.460,-,Closed,0
1429056000000,20150415,KPOWER,'7130,0.460,0.460,0.460,0.460,0.460,-,Closed,0
1429142400000,20150416,KPOWER,'7130,0.460,0.460,0.460,0.460,0.460,-,Closed,0
