Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,TWRREIT,'5111,,1.260,1.260,1.240,1.250,44100,Decreased,1
1420502400000,20150106,TWRREIT,'5111,1.250,1.240,1.240,1.230,1.230,72900,Decreased,1
1420588800000,20150107,TWRREIT,'5111,1.230,1.240,1.260,1.240,1.260,78200,Increased,2
1420675200000,20150108,TWRREIT,'5111,1.260,1.260,1.260,1.250,1.260,22500,No change,0
1420761600000,20150109,TWRREIT,'5111,1.260,1.260,1.270,1.260,1.270,116000,Increased,1
1421020800000,20150112,TWRREIT,'5111,1.270,1.270,1.270,1.270,1.270,-,Closed,0
1421107200000,20150113,TWRREIT,'5111,1.270,1.260,1.260,1.260,1.260,25000,No change,0
1421193600000,20150114,TWRREIT,'5111,1.260,1.260,1.270,1.260,1.270,21500,Increased,1
1421280000000,20150115,TWRREIT,'5111,1.270,1.270,1.270,1.270,1.270,3000,No change,0
1421366400000,20150116,TWRREIT,'5111,1.270,1.280,1.280,1.260,1.280,57400,No change,0
1421625600000,20150119,TWRREIT,'5111,1.280,1.270,1.270,1.260,1.270,47000,No change,0
1421712000000,20150120,TWRREIT,'5111,1.270,1.270,1.270,1.270,1.270,53000,No change,0
1421798400000,20150121,TWRREIT,'5111,1.270,1.280,1.280,1.280,1.280,55700,No change,0
1421884800000,20150122,TWRREIT,'5111,1.280,1.280,1.300,1.280,1.290,99000,Increased,1
1421971200000,20150123,TWRREIT,'5111,1.290,1.290,1.300,1.290,1.300,108000,Increased,1
1422230400000,20150126,TWRREIT,'5111,1.300,1.310,1.310,1.300,1.310,247000,No change,0
1422316800000,20150127,TWRREIT,'5111,1.310,1.320,1.320,1.290,1.290,249600,Decreased,3
1422403200000,20150128,TWRREIT,'5111,1.290,1.300,1.300,1.290,1.300,127000,No change,0
1422489600000,20150129,TWRREIT,'5111,1.300,1.290,1.310,1.290,1.300,276400,Increased,1
1422576000000,20150130,TWRREIT,'5111,1.300,1.300,1.300,1.290,1.300,185600,No change,0
1423008000000,20150204,TWRREIT,'5111,1.300,1.300,1.300,1.290,1.290,32700,Decreased,1
1423094400000,20150205,TWRREIT,'5111,1.290,1.290,1.300,1.290,1.300,83000,Increased,1
1423180800000,20150206,TWRREIT,'5111,1.300,1.300,1.300,1.290,1.290,21000,Decreased,1
1423440000000,20150209,TWRREIT,'5111,1.290,1.300,1.300,1.290,1.300,23000,No change,0
1423526400000,20150210,TWRREIT,'5111,1.300,1.290,1.300,1.290,1.290,165700,No change,0
1423612800000,20150211,TWRREIT,'5111,1.290,1.270,1.270,1.250,1.250,36300,Decreased,2
1423699200000,20150212,TWRREIT,'5111,1.250,1.250,1.250,1.240,1.250,44000,No change,0
1423785600000,20150213,TWRREIT,'5111,1.250,1.250,1.250,1.240,1.240,36700,Decreased,1
1424044800000,20150216,TWRREIT,'5111,1.240,1.260,1.270,1.260,1.270,17100,Increased,1
1424131200000,20150217,TWRREIT,'5111,1.270,1.270,1.270,1.270,1.270,-,Closed,0
1424217600000,20150218,TWRREIT,'5111,1.270,1.270,1.270,1.270,1.270,3800,No change,0
1424649600000,20150223,TWRREIT,'5111,1.270,1.260,1.260,1.240,1.250,59800,Decreased,1
1424736000000,20150224,TWRREIT,'5111,1.250,1.250,1.270,1.250,1.270,80700,Increased,2
1424822400000,20150225,TWRREIT,'5111,1.270,1.270,1.280,1.260,1.280,50500,Increased,1
1424908800000,20150226,TWRREIT,'5111,1.280,1.280,1.280,1.270,1.280,35000,No change,0
1424995200000,20150227,TWRREIT,'5111,1.280,1.290,1.290,1.270,1.270,42000,Decreased,2
1425254400000,20150302,TWRREIT,'5111,1.270,1.280,1.280,1.280,1.280,20000,No change,0
1425340800000,20150303,TWRREIT,'5111,1.280,1.280,1.280,1.280,1.280,46000,No change,0
1425427200000,20150304,TWRREIT,'5111,1.280,1.280,1.290,1.280,1.280,139100,No change,0
1425513600000,20150305,TWRREIT,'5111,1.280,1.280,1.280,1.270,1.280,67900,No change,0
1425600000000,20150306,TWRREIT,'5111,1.280,1.280,1.290,1.270,1.290,36200,Increased,1
1425859200000,20150309,TWRREIT,'5111,1.290,1.280,1.290,1.270,1.290,128500,Increased,1
1425945600000,20150310,TWRREIT,'5111,1.290,1.280,1.280,1.280,1.280,40000,No change,0
1426032000000,20150311,TWRREIT,'5111,1.280,1.280,1.280,1.280,1.280,28000,No change,0
1426118400000,20150312,TWRREIT,'5111,1.280,1.280,1.280,1.280,1.280,49000,No change,0
1426204800000,20150313,TWRREIT,'5111,1.280,1.280,1.280,1.270,1.280,15000,No change,0
1426464000000,20150316,TWRREIT,'5111,1.280,1.270,1.280,1.270,1.280,50000,Increased,1
1426550400000,20150317,TWRREIT,'5111,1.280,1.270,1.280,1.270,1.280,30000,Increased,1
1426636800000,20150318,TWRREIT,'5111,1.280,1.280,1.280,1.280,1.280,5000,No change,0
1426723200000,20150319,TWRREIT,'5111,1.280,1.280,1.280,1.280,1.280,-,Closed,0
1426809600000,20150320,TWRREIT,'5111,1.280,1.280,1.280,1.270,1.270,53400,Decreased,1
1427068800000,20150323,TWRREIT,'5111,1.270,1.270,1.280,1.270,1.280,15600,Increased,1
1427155200000,20150324,TWRREIT,'5111,1.280,1.280,1.280,1.270,1.270,108000,Decreased,1
1427241600000,20150325,TWRREIT,'5111,1.270,1.280,1.290,1.280,1.290,13000,Increased,1
1427328000000,20150326,TWRREIT,'5111,1.290,1.280,1.280,1.270,1.280,53000,No change,0
1427414400000,20150327,TWRREIT,'5111,1.280,1.290,1.290,1.280,1.290,125000,No change,0
1427673600000,20150330,TWRREIT,'5111,1.290,1.290,1.290,1.280,1.290,44900,No change,0
1427760000000,20150331,TWRREIT,'5111,1.290,1.280,1.300,1.280,1.300,23500,Increased,2
1427846400000,20150401,TWRREIT,'5111,1.300,1.290,1.290,1.290,1.290,13000,No change,0
1427932800000,20150402,TWRREIT,'5111,1.290,1.290,1.290,1.290,1.290,25000,No change,0
1428019200000,20150403,TWRREIT,'5111,1.290,1.290,1.300,1.280,1.280,153900,Decreased,1
