Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,SALCON,'8567,,0.640,0.640,0.625,0.635,157000,Decreased,1
1420502400000,20150106,SALCON,'8567,0.635,0.625,0.625,0.595,0.595,1822700,Decreased,6
1420588800000,20150107,SALCON,'8567,0.595,0.595,0.600,0.575,0.585,1292400,Decreased,2
1420675200000,20150108,SALCON,'8567,0.585,0.585,0.605,0.585,0.600,1385300,Increased,3
1420761600000,20150109,SALCON,'8567,0.600,0.605,0.605,0.595,0.600,655000,Decreased,1
1421020800000,20150112,SALCON,'8567,0.600,0.595,0.595,0.580,0.595,681400,No change,0
1421107200000,20150113,SALCON,'8567,0.595,0.595,0.605,0.585,0.600,1444300,Increased,1
1421193600000,20150114,SALCON,'8567,0.600,0.600,0.605,0.590,0.600,1534700,No change,0
1421280000000,20150115,SALCON,'8567,0.600,0.600,0.600,0.590,0.600,1814500,No change,0
1421366400000,20150116,SALCON,'8567,0.600,0.595,0.600,0.590,0.600,495500,Increased,1
1421625600000,20150119,SALCON,'8567,0.600,0.605,0.630,0.605,0.615,3833300,Increased,2
1421712000000,20150120,SALCON,'8567,0.615,0.615,0.615,0.600,0.600,1869900,Decreased,3
1421798400000,20150121,SALCON,'8567,0.600,0.605,0.615,0.600,0.600,1563900,Decreased,1
1421884800000,20150122,SALCON,'8567,0.600,0.605,0.615,0.605,0.610,2232500,Increased,1
1421971200000,20150123,SALCON,'8567,0.610,0.610,0.630,0.610,0.630,4376300,Increased,4
1422230400000,20150126,SALCON,'8567,0.630,0.630,0.645,0.625,0.635,2867300,Increased,1
1422316800000,20150127,SALCON,'8567,0.635,0.640,0.675,0.635,0.670,7317700,Increased,6
1422403200000,20150128,SALCON,'8567,0.670,0.665,0.685,0.655,0.665,3773700,No change,0
1422489600000,20150129,SALCON,'8567,0.665,0.660,0.670,0.645,0.650,892500,Decreased,2
1422576000000,20150130,SALCON,'8567,0.650,0.655,0.660,0.645,0.650,1181900,Decreased,1
1423008000000,20150204,SALCON,'8567,0.650,0.650,0.665,0.650,0.665,1825400,Increased,3
1423094400000,20150205,SALCON,'8567,0.665,0.665,0.685,0.665,0.680,2672300,Increased,3
1423180800000,20150206,SALCON,'8567,0.680,0.690,0.725,0.690,0.715,12632100,Increased,5
1423440000000,20150209,SALCON,'8567,0.715,0.720,0.755,0.720,0.745,17069100,Increased,5
1423526400000,20150210,SALCON,'8567,0.745,0.740,0.745,0.730,0.735,4278600,Decreased,1
1423612800000,20150211,SALCON,'8567,0.735,0.730,0.740,0.720,0.730,4044800,No change,0
1423699200000,20150212,SALCON,'8567,0.730,0.730,0.740,0.715,0.735,3138700,Increased,1
1423785600000,20150213,SALCON,'8567,0.735,0.735,0.755,0.730,0.745,3165700,Increased,2
1424044800000,20150216,SALCON,'8567,0.745,0.750,0.755,0.735,0.745,1692600,Decreased,1
1424131200000,20150217,SALCON,'8567,0.745,0.735,0.775,0.735,0.760,4727000,Increased,5
1424217600000,20150218,SALCON,'8567,0.760,0.760,0.780,0.755,0.780,2019400,Increased,4
1424649600000,20150223,SALCON,'8567,0.780,0.785,0.795,0.785,0.790,4119700,Increased,1
1424736000000,20150224,SALCON,'8567,0.790,0.785,0.795,0.775,0.780,5258000,Decreased,1
1424822400000,20150225,SALCON,'8567,0.780,0.780,0.820,0.780,0.800,7952900,Increased,4
1424908800000,20150226,SALCON,'8567,0.800,0.790,0.805,0.780,0.790,3115100,No change,0
