,Date,Status,Day
2860,20050816,Open,Tuesday
2861,20050817,Open,Wednesday
2862,20050818,Open,Thursday
2863,20050819,Open,Friday
2864,20050822,Open,Monday
2865,20050823,Open,Tuesday
2866,20050824,Open,Wednesday
2867,20050825,Open,Thursday
2868,20050826,Open,Friday
2869,20050829,Open,Monday
2870,20050830,Open,Tuesday
2871,20050901,Open,Thursday
2872,20050902,Open,Friday
2873,20050905,Open,Monday
2874,20050906,Open,Tuesday
2875,20050907,Open,Wednesday
2876,20050908,Open,Thursday
2877,20050909,Open,Friday
2878,20050912,Open,Monday
2879,20050913,Open,Tuesday
2880,20050914,Open,Wednesday
2881,20050915,Open,Thursday
2882,20050916,Open,Friday
2883,20050919,Open,Monday
2884,20050920,Open,Tuesday
2885,20050921,Open,Wednesday
2886,20050922,Open,Thursday
2887,20050923,Open,Friday
2888,20050926,Open,Monday
2889,20050927,Open,Tuesday
2890,20050928,Open,Wednesday
2891,20050929,Open,Thursday
2892,20050930,Open,Friday
2893,20051003,Open,Monday
2894,20051004,Open,Tuesday
2895,20051005,Open,Wednesday
2896,20051006,Open,Thursday
2897,20051007,Open,Friday
2898,20051010,Open,Monday
2899,20051011,Open,Tuesday
2900,20051012,Open,Wednesday
2901,20051013,Open,Thursday
2902,20051014,Open,Friday
2903,20051017,Open,Monday
2904,20051018,Open,Tuesday
2905,20051019,Open,Wednesday
2906,20051020,Open,Thursday
2907,20051021,Open,Friday
2908,20051024,Open,Monday
2909,20051025,Open,Tuesday
2910,20051026,Open,Wednesday
2911,20051027,Open,Thursday
2912,20051028,Open,Friday
2913,20051031,Open,Monday
2914,20051102,Open,Wednesday
2915,20051107,Open,Monday
2916,20051108,Open,Tuesday
2917,20051109,Open,Wednesday
2918,20051110,Open,Thursday
2919,20051111,Open,Friday
2920,20051114,Open,Monday
2921,20051115,Open,Tuesday
2922,20051116,Open,Wednesday
2923,20051117,Open,Thursday
2924,20051118,Open,Friday
2925,20051121,Open,Monday
2926,20051122,Open,Tuesday
2927,20051123,Open,Wednesday
2928,20051124,Open,Thursday
2929,20051125,Open,Friday
2930,20051128,Open,Monday
2931,20051129,Open,Tuesday
2932,20051130,Open,Wednesday
2933,20051201,Open,Thursday
2934,20051202,Open,Friday
2935,20051205,Open,Monday
2936,20051206,Open,Tuesday
2937,20051207,Open,Wednesday
2938,20051208,Open,Thursday
2939,20051209,Open,Friday
2940,20051212,Open,Monday
2941,20051213,Open,Tuesday
2942,20051214,Open,Wednesday
2943,20051215,Open,Thursday
2944,20051216,Open,Friday
2945,20051219,Open,Monday
2946,20051220,Open,Tuesday
2947,20051221,Open,Wednesday
2948,20051222,Open,Thursday
2949,20051223,Open,Friday
2950,20051227,Open,Tuesday
2951,20051228,Open,Wednesday
2952,20051229,Open,Thursday
2953,20051230,Open,Friday
2954,20060103,Open,Tuesday
2955,20060104,Open,Wednesday
2956,20060105,Open,Thursday
2957,20060106,Open,Friday
2958,20060109,Open,Monday
2959,20060111,Open,Wednesday
2960,20060112,Open,Thursday
2961,20060113,Open,Friday
2962,20060116,Open,Monday
2963,20060117,Open,Tuesday
2964,20060118,Open,Wednesday
2965,20060119,Open,Thursday
2966,20060120,Open,Friday
2967,20060123,Open,Monday
2968,20060124,Open,Tuesday
2969,20060125,Open,Wednesday
2970,20060126,Open,Thursday
2971,20060127,Open,Friday
2972,20060203,Open,Friday
2973,20060206,Open,Monday
2974,20060207,Open,Tuesday
2975,20060208,Open,Wednesday
2976,20060209,Open,Thursday
2977,20060210,Open,Friday
2978,20060213,Open,Monday
2979,20060214,Open,Tuesday
2980,20060215,Open,Wednesday
2981,20060216,Open,Thursday
2982,20060217,Open,Friday
2983,20060220,Open,Monday
2984,20060221,Open,Tuesday
2985,20060222,Open,Wednesday
2986,20060223,Open,Thursday
2987,20060224,Open,Friday
2988,20060227,Open,Monday
2989,20060228,Open,Tuesday
2990,20060301,Open,Wednesday
2991,20060302,Open,Thursday
2992,20060303,Open,Friday
2993,20060306,Open,Monday
2994,20060307,Open,Tuesday
2995,20060308,Open,Wednesday
2996,20060309,Open,Thursday
2997,20060310,Open,Friday
2998,20060313,Open,Monday
2999,20060314,Open,Tuesday
3000,20060315,Open,Wednesday
3001,20060316,Open,Thursday
3002,20060317,Open,Friday
3003,20060320,Open,Monday
3004,20060321,Open,Tuesday
3005,20060322,Open,Wednesday
3006,20060323,Open,Thursday
3007,20060324,Open,Friday
3008,20060327,Open,Monday
3009,20060328,Open,Tuesday
3010,20060329,Open,Wednesday
3011,20060330,Open,Thursday
3012,20060331,Open,Friday
3013,20060403,Open,Monday
3014,20060404,Open,Tuesday
3015,20060405,Open,Wednesday
3016,20060406,Open,Thursday
3017,20060407,Open,Friday
3018,20060410,Open,Monday
3019,20060412,Open,Wednesday
3020,20060413,Open,Thursday
3021,20060414,Open,Friday
3022,20060417,Open,Monday
3023,20060418,Open,Tuesday
3024,20060419,Open,Wednesday
3025,20060420,Open,Thursday
3026,20060421,Open,Friday
3027,20060424,Open,Monday
3028,20060425,Open,Tuesday
3029,20060426,Open,Wednesday
3030,20060427,Open,Thursday
3031,20060428,Open,Friday
3032,20060502,Open,Tuesday
3033,20060503,Open,Wednesday
3034,20060504,Open,Thursday
3035,20060505,Open,Friday
3036,20060508,Open,Monday
3037,20060509,Open,Tuesday
3038,20060510,Open,Wednesday
3039,20060511,Open,Thursday
3040,20060515,Open,Monday
3041,20060516,Open,Tuesday
3042,20060517,Open,Wednesday
3043,20060518,Open,Thursday
3044,20060519,Open,Friday
3045,20060522,Open,Monday
3046,20060523,Open,Tuesday
3047,20060524,Open,Wednesday
3048,20060525,Open,Thursday
3049,20060526,Open,Friday
3050,20060529,Open,Monday
3051,20060530,Open,Tuesday
3052,20060531,Open,Wednesday
3053,20060601,Open,Thursday
3054,20060602,Open,Friday
3055,20060605,Open,Monday
3056,20060606,Open,Tuesday
3057,20060607,Open,Wednesday
3058,20060608,Open,Thursday
3059,20060609,Open,Friday
3060,20060612,Open,Monday
3061,20060613,Open,Tuesday
3062,20060614,Open,Wednesday
3063,20060615,Open,Thursday
3064,20060616,Open,Friday
3065,20060619,Open,Monday
3066,20060620,Open,Tuesday
3067,20060621,Open,Wednesday
3068,20060622,Open,Thursday
3069,20060623,Open,Friday
3070,20060626,Open,Monday
3071,20060627,Open,Tuesday
3072,20060628,Open,Wednesday
3073,20060629,Open,Thursday
3074,20060630,Open,Friday
3075,20060703,Open,Monday
3076,20060704,Open,Tuesday
3077,20060705,Open,Wednesday
3078,20060706,Open,Thursday
3079,20060707,Open,Friday
3080,20060710,Open,Monday
3081,20060711,Open,Tuesday
3082,20060712,Open,Wednesday
3083,20060713,Open,Thursday
3084,20060714,Open,Friday
3085,20060717,Open,Monday
3086,20060718,Open,Tuesday
3087,20060719,Open,Wednesday
3088,20060720,Open,Thursday
3089,20060721,Open,Friday
3090,20060724,Open,Monday
3091,20060725,Open,Tuesday
3092,20060726,Open,Wednesday
3093,20060727,Open,Thursday
3094,20060728,Open,Friday
3095,20060731,Open,Monday
3096,20060801,Open,Tuesday
3097,20060802,Open,Wednesday
3098,20060803,Open,Thursday
3099,20060804,Open,Friday
3100,20060807,Open,Monday
3101,20060808,Open,Tuesday
3102,20060809,Open,Wednesday
3103,20060810,Open,Thursday
3104,20060811,Open,Friday
3105,20060814,Open,Monday
3106,20060815,Open,Tuesday
3107,20060816,Open,Wednesday
3108,20060817,Open,Thursday
3109,20060818,Open,Friday
3110,20060821,Open,Monday
3111,20060822,Open,Tuesday
3112,20060823,Open,Wednesday
3113,20060824,Open,Thursday
3114,20060825,Open,Friday
3115,20060828,Open,Monday
3116,20060829,Open,Tuesday
3117,20060830,Open,Wednesday
3118,20060901,Open,Friday
3119,20060904,Open,Monday
3120,20060905,Open,Tuesday
3121,20060906,Open,Wednesday
3122,20060907,Open,Thursday
3123,20060908,Open,Friday
3124,20060911,Open,Monday
3125,20060912,Open,Tuesday
3126,20060913,Open,Wednesday
3127,20060914,Open,Thursday
3128,20060915,Open,Friday
3129,20060918,Open,Monday
3130,20060919,Open,Tuesday
3131,20060920,Open,Wednesday
3132,20060921,Open,Thursday
3133,20060922,Open,Friday
3134,20060925,Open,Monday
3135,20060926,Open,Tuesday
3136,20060927,Open,Wednesday
3137,20060928,Open,Thursday
3138,20060929,Open,Friday
3139,20061002,Open,Monday
3140,20061003,Open,Tuesday
3141,20061004,Open,Wednesday
3142,20061005,Open,Thursday
3143,20061006,Open,Friday
3144,20061009,Open,Monday
3145,20061010,Open,Tuesday
3146,20061011,Open,Wednesday
3147,20061012,Open,Thursday
3148,20061013,Open,Friday
3149,20061016,Open,Monday
3150,20061017,Open,Tuesday
3151,20061018,Open,Wednesday
3152,20061019,Open,Thursday
3153,20061020,Open,Friday
3154,20061026,Open,Thursday
3155,20061027,Open,Friday
3156,20061030,Open,Monday
3157,20061031,Open,Tuesday
3158,20061101,Open,Wednesday
3159,20061102,Open,Thursday
3160,20061103,Open,Friday
3161,20061106,Open,Monday
3162,20061107,Open,Tuesday
3163,20061108,Open,Wednesday
3164,20061109,Open,Thursday
3165,20061110,Open,Friday
3166,20061113,Open,Monday
3167,20061114,Open,Tuesday
3168,20061115,Open,Wednesday
3169,20061116,Open,Thursday
3170,20061117,Open,Friday
3171,20061120,Open,Monday
3172,20061121,Open,Tuesday
3173,20061122,Open,Wednesday
3174,20061123,Open,Thursday
3175,20061124,Open,Friday
3176,20061127,Open,Monday
3177,20061128,Open,Tuesday
3178,20061129,Open,Wednesday
3179,20061130,Open,Thursday
3180,20061201,Open,Friday
3181,20061204,Open,Monday
3182,20061205,Open,Tuesday
3183,20061206,Open,Wednesday
3184,20061207,Open,Thursday
3185,20061208,Open,Friday
3186,20061211,Open,Monday
3187,20061212,Open,Tuesday
3188,20061213,Open,Wednesday
3189,20061214,Open,Thursday
3190,20061215,Open,Friday
3191,20061218,Open,Monday
3192,20061219,Open,Tuesday
3193,20061220,Open,Wednesday
3194,20061221,Open,Thursday
3195,20061222,Open,Friday
3196,20061226,Open,Tuesday
3197,20061227,Open,Wednesday
3198,20061228,Open,Thursday
3199,20061229,Open,Friday
3200,20070103,Open,Wednesday
3201,20070104,Open,Thursday
3202,20070105,Open,Friday
3203,20070108,Open,Monday
3204,20070109,Open,Tuesday
3205,20070110,Open,Wednesday
3206,20070111,Open,Thursday
3207,20070112,Open,Friday
3208,20070115,Open,Monday
3209,20070116,Open,Tuesday
3210,20070117,Open,Wednesday
3211,20070118,Open,Thursday
3212,20070119,Open,Friday
3213,20070122,Open,Monday
3214,20070123,Open,Tuesday
3215,20070124,Open,Wednesday
3216,20070125,Open,Thursday
3217,20070126,Open,Friday
3218,20070129,Open,Monday
3219,20070130,Open,Tuesday
3220,20070131,Open,Wednesday
3221,20070202,Open,Friday
3222,20070205,Open,Monday
3223,20070206,Open,Tuesday
3224,20070207,Open,Wednesday
3225,20070208,Open,Thursday
3226,20070209,Open,Friday
3227,20070212,Open,Monday
3228,20070213,Open,Tuesday
3229,20070214,Open,Wednesday
3230,20070215,Open,Thursday
3231,20070216,Open,Friday
3232,20070221,Open,Wednesday
3233,20070222,Open,Thursday
3234,20070223,Open,Friday
3235,20070226,Open,Monday
3236,20070227,Open,Tuesday
3237,20070228,Open,Wednesday
3238,20070301,Open,Thursday
3239,20070302,Open,Friday
3240,20070305,Open,Monday
3241,20070306,Open,Tuesday
3242,20070307,Open,Wednesday
3243,20070308,Open,Thursday
3244,20070309,Open,Friday
3245,20070312,Open,Monday
3246,20070313,Open,Tuesday
3247,20070314,Open,Wednesday
3248,20070315,Open,Thursday
3249,20070316,Open,Friday
3250,20070319,Open,Monday
3251,20070320,Open,Tuesday
3252,20070321,Open,Wednesday
3253,20070322,Open,Thursday
3254,20070323,Open,Friday
3255,20070326,Open,Monday
3256,20070327,Open,Tuesday
3257,20070328,Open,Wednesday
3258,20070329,Open,Thursday
3259,20070330,Open,Friday
3260,20070402,Open,Monday
3261,20070403,Open,Tuesday
3262,20070404,Open,Wednesday
3263,20070405,Open,Thursday
3264,20070406,Open,Friday
3265,20070409,Open,Monday
3266,20070410,Open,Tuesday
3267,20070411,Open,Wednesday
3268,20070412,Open,Thursday
3269,20070413,Open,Friday
3270,20070416,Open,Monday
3271,20070417,Open,Tuesday
3272,20070418,Open,Wednesday
3273,20070419,Open,Thursday
3274,20070420,Open,Friday
3275,20070423,Open,Monday
3276,20070424,Open,Tuesday
3277,20070425,Open,Wednesday
3278,20070427,Open,Friday
3279,20070430,Open,Monday
3280,20070503,Open,Thursday
3281,20070504,Open,Friday
3282,20070507,Open,Monday
3283,20070508,Open,Tuesday
3284,20070509,Open,Wednesday
3285,20070510,Open,Thursday
3286,20070511,Open,Friday
3287,20070514,Open,Monday
3288,20070515,Open,Tuesday
3289,20070516,Open,Wednesday
3290,20070517,Open,Thursday
3291,20070518,Open,Friday
3292,20070521,Open,Monday
3293,20070522,Open,Tuesday
3294,20070523,Open,Wednesday
3295,20070524,Open,Thursday
3296,20070525,Open,Friday
3297,20070528,Open,Monday
3298,20070529,Open,Tuesday
3299,20070530,Open,Wednesday
3300,20070531,Open,Thursday
3301,20070601,Open,Friday
3302,20070604,Open,Monday
3303,20070605,Open,Tuesday
3304,20070606,Open,Wednesday
3305,20070607,Open,Thursday
3306,20070608,Open,Friday
3307,20070611,Open,Monday
3308,20070612,Open,Tuesday
3309,20070613,Open,Wednesday
3310,20070614,Open,Thursday
3311,20070615,Open,Friday
3312,20070618,Open,Monday
3313,20070619,Open,Tuesday
3314,20070620,Open,Wednesday
3315,20070621,Open,Thursday
3316,20070622,Open,Friday
3317,20070625,Open,Monday
3318,20070626,Open,Tuesday
3319,20070627,Open,Wednesday
3320,20070628,Open,Thursday
3321,20070629,Open,Friday
3322,20070702,Open,Monday
3323,20070703,Open,Tuesday
3324,20070704,Open,Wednesday
3325,20070705,Open,Thursday
3326,20070706,Open,Friday
3327,20070709,Open,Monday
3328,20070710,Open,Tuesday
3329,20070711,Open,Wednesday
3330,20070712,Open,Thursday
3331,20070713,Open,Friday
3332,20070716,Open,Monday
3333,20070717,Open,Tuesday
3334,20070718,Open,Wednesday
3335,20070719,Open,Thursday
3336,20070720,Open,Friday
3337,20070723,Open,Monday
3338,20070724,Open,Tuesday
3339,20070725,Open,Wednesday
3340,20070726,Open,Thursday
3341,20070727,Open,Friday
3342,20070730,Open,Monday
3343,20070731,Open,Tuesday
3344,20070801,Open,Wednesday
3345,20070802,Open,Thursday
3346,20070803,Open,Friday
3347,20070806,Open,Monday
3348,20070807,Open,Tuesday
3349,20070808,Open,Wednesday
3350,20070809,Open,Thursday
3351,20070810,Open,Friday
3352,20070813,Open,Monday
3353,20070814,Open,Tuesday
3354,20070815,Open,Wednesday
3355,20070816,Open,Thursday
3356,20070817,Open,Friday
3357,20070820,Open,Monday
3358,20070821,Open,Tuesday
3359,20070822,Open,Wednesday
3360,20070823,Open,Thursday
3361,20070824,Open,Friday
3362,20070827,Open,Monday
3363,20070828,Open,Tuesday
3364,20070829,Open,Wednesday
3365,20070830,Open,Thursday
3366,20070903,Open,Monday
3367,20070904,Open,Tuesday
3368,20070905,Open,Wednesday
3369,20070906,Open,Thursday
3370,20070907,Open,Friday
3371,20070910,Open,Monday
3372,20070911,Open,Tuesday
3373,20070912,Open,Wednesday
3374,20070913,Open,Thursday
3375,20070914,Open,Friday
3376,20070917,Open,Monday
3377,20070918,Open,Tuesday
3378,20070919,Open,Wednesday
3379,20070920,Open,Thursday
3380,20070921,Open,Friday
3381,20070924,Open,Monday
3382,20070925,Open,Tuesday
3383,20070926,Open,Wednesday
3384,20070927,Open,Thursday
3385,20070928,Open,Friday
3386,20071001,Open,Monday
3387,20071002,Open,Tuesday
3388,20071003,Open,Wednesday
3389,20071004,Open,Thursday
3390,20071005,Open,Friday
3391,20071008,Open,Monday
3392,20071009,Open,Tuesday
3393,20071010,Open,Wednesday
3394,20071011,Open,Thursday
3395,20071012,Open,Friday
3396,20071016,Open,Tuesday
3397,20071017,Open,Wednesday
3398,20071018,Open,Thursday
3399,20071019,Open,Friday
3400,20071022,Open,Monday
3401,20071023,Open,Tuesday
3402,20071024,Open,Wednesday
3403,20071025,Open,Thursday
3404,20071026,Open,Friday
3405,20071029,Open,Monday
3406,20071030,Open,Tuesday
3407,20071031,Open,Wednesday
3408,20071101,Open,Thursday
3409,20071102,Open,Friday
3410,20071105,Open,Monday
3411,20071106,Open,Tuesday
3412,20071107,Open,Wednesday
3413,20071109,Open,Friday
3414,20071112,Open,Monday
3415,20071113,Open,Tuesday
3416,20071114,Open,Wednesday
3417,20071115,Open,Thursday
3418,20071116,Open,Friday
3419,20071119,Open,Monday
3420,20071120,Open,Tuesday
3421,20071121,Open,Wednesday
3422,20071122,Open,Thursday
3423,20071123,Open,Friday
3424,20071126,Open,Monday
3425,20071127,Open,Tuesday
3426,20071128,Open,Wednesday
3427,20071129,Open,Thursday
3428,20071130,Open,Friday
3429,20071203,Open,Monday
3430,20071204,Open,Tuesday
3431,20071205,Open,Wednesday
3432,20071206,Open,Thursday
3433,20071207,Open,Friday
3434,20071210,Open,Monday
3435,20071211,Open,Tuesday
3436,20071212,Open,Wednesday
3437,20071213,Open,Thursday
3438,20071214,Open,Friday
3439,20071217,Open,Monday
3440,20071218,Open,Tuesday
3441,20071219,Open,Wednesday
3442,20071221,Open,Friday
3443,20071224,Open,Monday
3444,20071226,Open,Wednesday
3445,20071227,Open,Thursday
3446,20071228,Open,Friday
3447,20071231,Open,Monday
3448,20080102,Open,Wednesday
3449,20080103,Open,Thursday
3450,20080104,Open,Friday
3451,20080107,Open,Monday
3452,20080108,Open,Tuesday
3453,20080109,Open,Wednesday
3454,20080111,Open,Friday
3455,20080114,Open,Monday
3456,20080115,Open,Tuesday
3457,20080116,Open,Wednesday
3458,20080117,Open,Thursday
3459,20080118,Open,Friday
3460,20080121,Open,Monday
3461,20080122,Open,Tuesday
3462,20080124,Open,Thursday
3463,20080125,Open,Friday
3464,20080128,Open,Monday
3465,20080129,Open,Tuesday
3466,20080130,Open,Wednesday
3467,20080131,Open,Thursday
3468,20080204,Open,Monday
3469,20080205,Open,Tuesday
3470,20080206,Open,Wednesday
3471,20080211,Open,Monday
3472,20080212,Open,Tuesday
3473,20080213,Open,Wednesday
3474,20080214,Open,Thursday
3475,20080215,Open,Friday
3476,20080218,Open,Monday
3477,20080219,Open,Tuesday
3478,20080220,Open,Wednesday
3479,20080221,Open,Thursday
3480,20080222,Open,Friday
3481,20080225,Open,Monday
3482,20080226,Open,Tuesday
3483,20080227,Open,Wednesday
3484,20080228,Open,Thursday
3485,20080229,Open,Friday
3486,20080303,Open,Monday
3487,20080304,Open,Tuesday
3488,20080305,Open,Wednesday
3489,20080306,Open,Thursday
3490,20080307,Open,Friday
3491,20080310,Open,Monday
3492,20080311,Open,Tuesday
3493,20080312,Open,Wednesday
3494,20080313,Open,Thursday
3495,20080314,Open,Friday
3496,20080317,Open,Monday
3497,20080318,Open,Tuesday
3498,20080319,Open,Wednesday
3499,20080321,Open,Friday
3500,20080324,Open,Monday
3501,20080325,Open,Tuesday
3502,20080326,Open,Wednesday
3503,20080327,Open,Thursday
3504,20080328,Open,Friday
3505,20080331,Open,Monday
3506,20080401,Open,Tuesday
3507,20080402,Open,Wednesday
3508,20080403,Open,Thursday
3509,20080404,Open,Friday
3510,20080407,Open,Monday
3511,20080408,Open,Tuesday
3512,20080409,Open,Wednesday
3513,20080410,Open,Thursday
3514,20080411,Open,Friday
3515,20080414,Open,Monday
3516,20080415,Open,Tuesday
3517,20080416,Open,Wednesday
3518,20080417,Open,Thursday
3519,20080418,Open,Friday
3520,20080421,Open,Monday
3521,20080422,Open,Tuesday
3522,20080423,Open,Wednesday
3523,20080424,Open,Thursday
3524,20080425,Open,Friday
3525,20080428,Open,Monday
3526,20080429,Open,Tuesday
3527,20080430,Open,Wednesday
3528,20080502,Open,Friday
3529,20080505,Open,Monday
3530,20080506,Open,Tuesday
3531,20080507,Open,Wednesday
3532,20080508,Open,Thursday
3533,20080509,Open,Friday
3534,20080512,Open,Monday
3535,20080513,Open,Tuesday
3536,20080514,Open,Wednesday
3537,20080515,Open,Thursday
3538,20080516,Open,Friday
3539,20080520,Open,Tuesday
3540,20080521,Open,Wednesday
3541,20080522,Open,Thursday
3542,20080523,Open,Friday
3543,20080526,Open,Monday
3544,20080527,Open,Tuesday
3545,20080528,Open,Wednesday
3546,20080529,Open,Thursday
3547,20080530,Open,Friday
3548,20080602,Open,Monday
3549,20080603,Open,Tuesday
3550,20080604,Open,Wednesday
3551,20080605,Open,Thursday
3552,20080606,Open,Friday
3553,20080609,Open,Monday
3554,20080610,Open,Tuesday
3555,20080611,Open,Wednesday
3556,20080612,Open,Thursday
3557,20080613,Open,Friday
3558,20080616,Open,Monday
3559,20080617,Open,Tuesday
3560,20080618,Open,Wednesday
3561,20080619,Open,Thursday
3562,20080620,Open,Friday
3563,20080623,Open,Monday
3564,20080624,Open,Tuesday
3565,20080625,Open,Wednesday
3566,20080626,Open,Thursday
3567,20080627,Open,Friday
3568,20080630,Open,Monday
3569,20080701,Open,Tuesday
3570,20080702,Open,Wednesday
3571,20080703,Open,Thursday
3572,20080704,Open,Friday
3573,20080707,Open,Monday
3574,20080708,Open,Tuesday
3575,20080709,Open,Wednesday
3576,20080710,Open,Thursday
3577,20080711,Open,Friday
3578,20080714,Open,Monday
3579,20080715,Open,Tuesday
3580,20080716,Open,Wednesday
3581,20080717,Open,Thursday
3582,20080718,Open,Friday
3583,20080721,Open,Monday
3584,20080722,Open,Tuesday
3585,20080723,Open,Wednesday
3586,20080724,Open,Thursday
3587,20080725,Open,Friday
3588,20080728,Open,Monday
3589,20080729,Open,Tuesday
3590,20080730,Open,Wednesday
3591,20080731,Open,Thursday
3592,20080801,Open,Friday
3593,20080804,Open,Monday
3594,20080805,Open,Tuesday
3595,20080806,Open,Wednesday
3596,20080807,Open,Thursday
3597,20080808,Open,Friday
3598,20080811,Open,Monday
3599,20080812,Open,Tuesday
3600,20080813,Open,Wednesday
3601,20080814,Open,Thursday
3602,20080815,Open,Friday
3603,20080818,Open,Monday
3604,20080819,Open,Tuesday
3605,20080820,Open,Wednesday
3606,20080821,Open,Thursday
3607,20080822,Open,Friday
3608,20080825,Open,Monday
3609,20080826,Open,Tuesday
3610,20080827,Open,Wednesday
3611,20080828,Open,Thursday
3612,20080829,Open,Friday
3613,20080901,Open,Monday
3614,20080902,Open,Tuesday
3615,20080903,Open,Wednesday
3616,20080904,Open,Thursday
3617,20080905,Open,Friday
3618,20080908,Open,Monday
3619,20080909,Open,Tuesday
3620,20080910,Open,Wednesday
3621,20080911,Open,Thursday
3622,20080912,Open,Friday
3623,20080915,Open,Monday
3624,20080916,Open,Tuesday
3625,20080917,Open,Wednesday
3626,20080918,Open,Thursday
3627,20080919,Open,Friday
3628,20080922,Open,Monday
3629,20080923,Open,Tuesday
3630,20080924,Open,Wednesday
3631,20080925,Open,Thursday
3632,20080926,Open,Friday
3633,20080929,Open,Monday
3634,20080930,Open,Tuesday
3635,20081003,Open,Friday
3636,20081006,Open,Monday
3637,20081007,Open,Tuesday
3638,20081008,Open,Wednesday
3639,20081009,Open,Thursday
3640,20081010,Open,Friday
3641,20081013,Open,Monday
3642,20081014,Open,Tuesday
3643,20081015,Open,Wednesday
3644,20081016,Open,Thursday
3645,20081017,Open,Friday
3646,20081020,Open,Monday
3647,20081021,Open,Tuesday
3648,20081022,Open,Wednesday
3649,20081023,Open,Thursday
3650,20081024,Open,Friday
3651,20081028,Open,Tuesday
3652,20081029,Open,Wednesday
3653,20081030,Open,Thursday
3654,20081031,Open,Friday
3655,20081103,Open,Monday
3656,20081104,Open,Tuesday
3657,20081105,Open,Wednesday
3658,20081106,Open,Thursday
3659,20081107,Open,Friday
3660,20081110,Open,Monday
3661,20081111,Open,Tuesday
3662,20081112,Open,Wednesday
3663,20081113,Open,Thursday
3664,20081114,Open,Friday
3665,20081117,Open,Monday
3666,20081118,Open,Tuesday
3667,20081119,Open,Wednesday
3668,20081120,Open,Thursday
3669,20081121,Open,Friday
3670,20081124,Open,Monday
3671,20081125,Open,Tuesday
3672,20081126,Open,Wednesday
3673,20081127,Open,Thursday
3674,20081128,Open,Friday
3675,20081201,Open,Monday
3676,20081202,Open,Tuesday
3677,20081203,Open,Wednesday
3678,20081204,Open,Thursday
3679,20081205,Open,Friday
3680,20081209,Open,Tuesday
3681,20081210,Open,Wednesday
3682,20081211,Open,Thursday
3683,20081212,Open,Friday
3684,20081215,Open,Monday
3685,20081216,Open,Tuesday
3686,20081217,Open,Wednesday
3687,20081218,Open,Thursday
3688,20081219,Open,Friday
3689,20081222,Open,Monday
3690,20081223,Open,Tuesday
3691,20081224,Open,Wednesday
3692,20081226,Open,Friday
3693,20081230,Open,Tuesday
3694,20081231,Open,Wednesday
3695,20090102,Open,Friday
3696,20090105,Open,Monday
3697,20090106,Open,Tuesday
3698,20090107,Open,Wednesday
3699,20090108,Open,Thursday
3700,20090109,Open,Friday
3701,20090112,Open,Monday
3702,20090113,Open,Tuesday
3703,20090114,Open,Wednesday
3704,20090115,Open,Thursday
3705,20090116,Open,Friday
3706,20090119,Open,Monday
3707,20090120,Open,Tuesday
3708,20090121,Open,Wednesday
3709,20090122,Open,Thursday
3710,20090123,Open,Friday
3711,20090128,Open,Wednesday
3712,20090129,Open,Thursday
3713,20090130,Open,Friday
3714,20090203,Open,Tuesday
3715,20090204,Open,Wednesday
3716,20090205,Open,Thursday
3717,20090206,Open,Friday
3718,20090210,Open,Tuesday
3719,20090211,Open,Wednesday
3720,20090212,Open,Thursday
3721,20090213,Open,Friday
3722,20090216,Open,Monday
3723,20090217,Open,Tuesday
3724,20090218,Open,Wednesday
3725,20090219,Open,Thursday
3726,20090220,Open,Friday
3727,20090223,Open,Monday
3728,20090224,Open,Tuesday
3729,20090225,Open,Wednesday
3730,20090226,Open,Thursday
3731,20090227,Open,Friday
3732,20090302,Open,Monday
3733,20090303,Open,Tuesday
3734,20090304,Open,Wednesday
3735,20090305,Open,Thursday
3736,20090306,Open,Friday
3737,20090310,Open,Tuesday
3738,20090311,Open,Wednesday
3739,20090312,Open,Thursday
3740,20090313,Open,Friday
3741,20090316,Open,Monday
3742,20090317,Open,Tuesday
3743,20090318,Open,Wednesday
3744,20090319,Open,Thursday
3745,20090320,Open,Friday
3746,20090323,Open,Monday
3747,20090324,Open,Tuesday
3748,20090325,Open,Wednesday
3749,20090326,Open,Thursday
3750,20090327,Open,Friday
3751,20090330,Open,Monday
3752,20090331,Open,Tuesday
3753,20090401,Open,Wednesday
3754,20090402,Open,Thursday
3755,20090403,Open,Friday
3756,20090406,Open,Monday
3757,20090407,Open,Tuesday
3758,20090408,Open,Wednesday
3759,20090409,Open,Thursday
3760,20090410,Open,Friday
3761,20090413,Open,Monday
3762,20090414,Open,Tuesday
3763,20090415,Open,Wednesday
3764,20090416,Open,Thursday
3765,20090417,Open,Friday
3766,20090420,Open,Monday
3767,20090421,Open,Tuesday
3768,20090422,Open,Wednesday
3769,20090423,Open,Thursday
3770,20090424,Open,Friday
3771,20090427,Open,Monday
3772,20090428,Open,Tuesday
3773,20090429,Open,Wednesday
3774,20090430,Open,Thursday
3775,20090504,Open,Monday
3776,20090505,Open,Tuesday
3777,20090506,Open,Wednesday
3778,20090507,Open,Thursday
3779,20090508,Open,Friday
3780,20090511,Open,Monday
3781,20090512,Open,Tuesday
3782,20090513,Open,Wednesday
3783,20090514,Open,Thursday
3784,20090515,Open,Friday
3785,20090518,Open,Monday
3786,20090519,Open,Tuesday
3787,20090520,Open,Wednesday
3788,20090521,Open,Thursday
3789,20090522,Open,Friday
3790,20090525,Open,Monday
3791,20090526,Open,Tuesday
