,Date,Status,Day
996,19980115,Open,Thursday
997,19980116,Open,Friday
998,19980119,Open,Monday
999,19980120,Open,Tuesday
1000,19980121,Open,Wednesday
1001,19980122,Open,Thursday
1002,19980123,Open,Friday
1003,19980126,Open,Monday
1004,19980203,Open,Tuesday
1005,19980204,Open,Wednesday
1006,19980205,Open,Thursday
1007,19980206,Open,Friday
1008,19980209,Open,Monday
1009,19980210,Open,Tuesday
1010,19980211,Open,Wednesday
1011,19980212,Open,Thursday
1012,19980213,Open,Friday
1013,19980216,Open,Monday
1014,19980217,Open,Tuesday
1015,19980218,Open,Wednesday
1016,19980219,Open,Thursday
1017,19980220,Open,Friday
1018,19980223,Open,Monday
1019,19980224,Open,Tuesday
1020,19980225,Open,Wednesday
1021,19980226,Open,Thursday
1022,19980227,Open,Friday
1023,19980302,Open,Monday
1024,19980303,Open,Tuesday
1025,19980304,Open,Wednesday
1026,19980305,Open,Thursday
1027,19980306,Open,Friday
1028,19980309,Open,Monday
1029,19980310,Open,Tuesday
1030,19980311,Open,Wednesday
1031,19980312,Open,Thursday
1032,19980313,Open,Friday
1033,19980316,Open,Monday
1034,19980317,Open,Tuesday
1035,19980318,Open,Wednesday
1036,19980319,Open,Thursday
1037,19980320,Open,Friday
1038,19980323,Open,Monday
1039,19980324,Open,Tuesday
1040,19980325,Open,Wednesday
1041,19980326,Open,Thursday
1042,19980327,Open,Friday
1043,19980330,Open,Monday
1044,19980331,Open,Tuesday
1045,19980401,Open,Wednesday
1046,19980402,Open,Thursday
1047,19980403,Open,Friday
1048,19980406,Open,Monday
1049,19980408,Open,Wednesday
1050,19980409,Open,Thursday
1051,19980410,Open,Friday
1052,19980413,Open,Monday
1053,19980414,Open,Tuesday
1054,19980415,Open,Wednesday
1055,19980416,Open,Thursday
1056,19980417,Open,Friday
1057,19980420,Open,Monday
1058,19980421,Open,Tuesday
1059,19980422,Open,Wednesday
1060,19980423,Open,Thursday
1061,19980424,Open,Friday
1062,19980427,Open,Monday
1063,19980429,Open,Wednesday
1064,19980430,Open,Thursday
1065,19980504,Open,Monday
1066,19980505,Open,Tuesday
1067,19980506,Open,Wednesday
1068,19980507,Open,Thursday
1069,19980508,Open,Friday
1070,19980512,Open,Tuesday
1071,19980513,Open,Wednesday
1072,19980514,Open,Thursday
1073,19980515,Open,Friday
1074,19980518,Open,Monday
1075,19980519,Open,Tuesday
1076,19980520,Open,Wednesday
1077,19980521,Open,Thursday
1078,19980522,Open,Friday
1079,19980525,Open,Monday
1080,19980526,Open,Tuesday
1081,19980527,Open,Wednesday
1082,19980528,Open,Thursday
1083,19980529,Open,Friday
1084,19980601,Open,Monday
1085,19980602,Open,Tuesday
1086,19980603,Open,Wednesday
1087,19980604,Open,Thursday
1088,19980605,Open,Friday
1089,19980608,Open,Monday
1090,19980609,Open,Tuesday
1091,19980610,Open,Wednesday
1092,19980611,Open,Thursday
1093,19980612,Open,Friday
1094,19980615,Open,Monday
1095,19980616,Open,Tuesday
1096,19980617,Open,Wednesday
1097,19980618,Open,Thursday
1098,19980619,Open,Friday
1099,19980622,Open,Monday
1100,19980623,Open,Tuesday
1101,19980624,Open,Wednesday
1102,19980625,Open,Thursday
1103,19980626,Open,Friday
1104,19980629,Open,Monday
1105,19980630,Open,Tuesday
1106,19980701,Open,Wednesday
1107,19980702,Open,Thursday
1108,19980703,Open,Friday
1109,19980707,Open,Tuesday
1110,19980708,Open,Wednesday
1111,19980709,Open,Thursday
1112,19980710,Open,Friday
1113,19980713,Open,Monday
1114,19980714,Open,Tuesday
1115,19980715,Open,Wednesday
1116,19980716,Open,Thursday
1117,19980717,Open,Friday
1118,19980720,Open,Monday
1119,19980721,Open,Tuesday
1120,19980722,Open,Wednesday
1121,19980723,Open,Thursday
1122,19980724,Open,Friday
1123,19980727,Open,Monday
1124,19980728,Open,Tuesday
1125,19980729,Open,Wednesday
1126,19980730,Open,Thursday
1127,19980731,Open,Friday
1128,19980803,Open,Monday
1129,19980804,Open,Tuesday
1130,19980805,Open,Wednesday
1131,19980806,Open,Thursday
1132,19980807,Open,Friday
1133,19980810,Open,Monday
1134,19980811,Open,Tuesday
1135,19980812,Open,Wednesday
1136,19980813,Open,Thursday
1137,19980814,Open,Friday
1138,19980817,Open,Monday
1139,19980818,Open,Tuesday
1140,19980819,Open,Wednesday
1141,19980820,Open,Thursday
1142,19980821,Open,Friday
1143,19980824,Open,Monday
1144,19980825,Open,Tuesday
1145,19980826,Open,Wednesday
1146,19980827,Open,Thursday
1147,19980828,Open,Friday
1148,19980901,Open,Tuesday
1149,19980902,Open,Wednesday
1150,19980903,Open,Thursday
1151,19980904,Open,Friday
1152,19980907,Open,Monday
1153,19980908,Open,Tuesday
1154,19980909,Open,Wednesday
1155,19980910,Open,Thursday
1156,19980911,Open,Friday
1157,19980914,Open,Monday
1158,19980915,Open,Tuesday
1159,19980916,Open,Wednesday
1160,19980917,Open,Thursday
1161,19980918,Open,Friday
1162,19980921,Open,Monday
1163,19980922,Open,Tuesday
1164,19980923,Open,Wednesday
1165,19980924,Open,Thursday
1166,19980925,Open,Friday
1167,19980929,Open,Tuesday
1168,19980930,Open,Wednesday
1169,19981001,Open,Thursday
1170,19981002,Open,Friday
1171,19981005,Open,Monday
1172,19981006,Open,Tuesday
1173,19981007,Open,Wednesday
1174,19981008,Open,Thursday
1175,19981009,Open,Friday
1176,19981012,Open,Monday
1177,19981013,Open,Tuesday
1178,19981014,Open,Wednesday
1179,19981015,Open,Thursday
1180,19981016,Open,Friday
1181,19981020,Open,Tuesday
1182,19981021,Open,Wednesday
1183,19981022,Open,Thursday
1184,19981023,Open,Friday
1185,19981026,Open,Monday
1186,19981027,Open,Tuesday
1187,19981028,Open,Wednesday
1188,19981029,Open,Thursday
1189,19981030,Open,Friday
1190,19981102,Open,Monday
1191,19981103,Open,Tuesday
1192,19981104,Open,Wednesday
1193,19981105,Open,Thursday
1194,19981106,Open,Friday
1195,19981109,Open,Monday
1196,19981110,Open,Tuesday
1197,19981111,Open,Wednesday
1198,19981112,Open,Thursday
1199,19981113,Open,Friday
1200,19981116,Open,Monday
1201,19981117,Open,Tuesday
1202,19981118,Open,Wednesday
1203,19981119,Open,Thursday
1204,19981120,Open,Friday
1205,19981123,Open,Monday
1206,19981124,Open,Tuesday
1207,19981125,Open,Wednesday
1208,19981126,Open,Thursday
1209,19981127,Open,Friday
1210,19981130,Open,Monday
1211,19981201,Open,Tuesday
1212,19981202,Open,Wednesday
1213,19981203,Open,Thursday
1214,19981204,Open,Friday
1215,19981207,Open,Monday
1216,19981208,Open,Tuesday
1217,19981209,Open,Wednesday
1218,19981210,Open,Thursday
1219,19981211,Open,Friday
1220,19981214,Open,Monday
1221,19981215,Open,Tuesday
1222,19981216,Open,Wednesday
1223,19981217,Open,Thursday
1224,19981218,Open,Friday
1225,19981221,Open,Monday
1226,19981222,Open,Tuesday
1227,19981223,Open,Wednesday
1228,19981228,Open,Monday
1229,19981229,Open,Tuesday
1230,19981230,Open,Wednesday
1231,19981231,Open,Thursday
1232,19990104,Open,Monday
1233,19990105,Open,Tuesday
1234,19990106,Open,Wednesday
1235,19990107,Open,Thursday
1236,19990108,Open,Friday
1237,19990111,Open,Monday
1238,19990112,Open,Tuesday
1239,19990113,Open,Wednesday
1240,19990114,Open,Thursday
1241,19990115,Open,Friday
1242,19990121,Open,Thursday
1243,19990122,Open,Friday
1244,19990125,Open,Monday
1245,19990126,Open,Tuesday
1246,19990127,Open,Wednesday
1247,19990128,Open,Thursday
1248,19990129,Open,Friday
1249,19990202,Open,Tuesday
1250,19990203,Open,Wednesday
1251,19990204,Open,Thursday
1252,19990205,Open,Friday
1253,19990208,Open,Monday
1254,19990209,Open,Tuesday
1255,19990210,Open,Wednesday
1256,19990211,Open,Thursday
1257,19990212,Open,Friday
1258,19990218,Open,Thursday
1259,19990219,Open,Friday
1260,19990222,Open,Monday
1261,19990223,Open,Tuesday
1262,19990224,Open,Wednesday
1263,19990225,Open,Thursday
1264,19990226,Open,Friday
1265,19990301,Open,Monday
1266,19990302,Open,Tuesday
1267,19990303,Open,Wednesday
1268,19990304,Open,Thursday
1269,19990305,Open,Friday
1270,19990308,Open,Monday
1271,19990309,Open,Tuesday
1272,19990310,Open,Wednesday
1273,19990311,Open,Thursday
1274,19990312,Open,Friday
1275,19990315,Open,Monday
1276,19990316,Open,Tuesday
1277,19990317,Open,Wednesday
1278,19990318,Open,Thursday
1279,19990319,Open,Friday
1280,19990322,Open,Monday
1281,19990323,Open,Tuesday
1282,19990324,Open,Wednesday
1283,19990325,Open,Thursday
1284,19990326,Open,Friday
1285,19990330,Open,Tuesday
1286,19990331,Open,Wednesday
1287,19990401,Open,Thursday
1288,19990402,Open,Friday
1289,19990405,Open,Monday
1290,19990406,Open,Tuesday
1291,19990407,Open,Wednesday
1292,19990408,Open,Thursday
1293,19990409,Open,Friday
1294,19990412,Open,Monday
1295,19990413,Open,Tuesday
1296,19990414,Open,Wednesday
1297,19990415,Open,Thursday
1298,19990416,Open,Friday
1299,19990419,Open,Monday
1300,19990420,Open,Tuesday
1301,19990421,Open,Wednesday
1302,19990422,Open,Thursday
1303,19990423,Open,Friday
1304,19990426,Open,Monday
1305,19990427,Open,Tuesday
1306,19990428,Open,Wednesday
1307,19990429,Open,Thursday
1308,19990430,Open,Friday
1309,19990503,Open,Monday
1310,19990504,Open,Tuesday
1311,19990505,Open,Wednesday
1312,19990506,Open,Thursday
1313,19990507,Open,Friday
1314,19990510,Open,Monday
1315,19990511,Open,Tuesday
1316,19990512,Open,Wednesday
1317,19990513,Open,Thursday
1318,19990514,Open,Friday
1319,19990517,Open,Monday
1320,19990518,Open,Tuesday
1321,19990519,Open,Wednesday
1322,19990520,Open,Thursday
1323,19990521,Open,Friday
1324,19990524,Open,Monday
1325,19990525,Open,Tuesday
1326,19990526,Open,Wednesday
1327,19990528,Open,Friday
1328,19990531,Open,Monday
1329,19990601,Open,Tuesday
1330,19990602,Open,Wednesday
1331,19990603,Open,Thursday
1332,19990604,Open,Friday
1333,19990607,Open,Monday
1334,19990608,Open,Tuesday
1335,19990609,Open,Wednesday
1336,19990610,Open,Thursday
1337,19990611,Open,Friday
1338,19990614,Open,Monday
1339,19990615,Open,Tuesday
1340,19990616,Open,Wednesday
1341,19990617,Open,Thursday
1342,19990618,Open,Friday
1343,19990621,Open,Monday
1344,19990622,Open,Tuesday
1345,19990623,Open,Wednesday
1346,19990624,Open,Thursday
1347,19990625,Open,Friday
1348,19990628,Open,Monday
1349,19990629,Open,Tuesday
1350,19990630,Open,Wednesday
1351,19990701,Open,Thursday
1352,19990702,Open,Friday
1353,19990705,Open,Monday
1354,19990706,Open,Tuesday
1355,19990707,Open,Wednesday
1356,19990708,Open,Thursday
1357,19990709,Open,Friday
1358,19990712,Open,Monday
1359,19990713,Open,Tuesday
1360,19990714,Open,Wednesday
1361,19990715,Open,Thursday
1362,19990716,Open,Friday
1363,19990719,Open,Monday
1364,19990720,Open,Tuesday
1365,19990721,Open,Wednesday
1366,19990722,Open,Thursday
1367,19990723,Open,Friday
1368,19990726,Open,Monday
1369,19990727,Open,Tuesday
1370,19990728,Open,Wednesday
1371,19990729,Open,Thursday
1372,19990730,Open,Friday
1373,19990802,Open,Monday
1374,19990803,Open,Tuesday
1375,19990804,Open,Wednesday
1376,19990805,Open,Thursday
1377,19990806,Open,Friday
1378,19990809,Open,Monday
1379,19990810,Open,Tuesday
1380,19990811,Open,Wednesday
1381,19990812,Open,Thursday
1382,19990813,Open,Friday
1383,19990816,Open,Monday
1384,19990817,Open,Tuesday
1385,19990818,Open,Wednesday
1386,19990819,Open,Thursday
1387,19990820,Open,Friday
1388,19990823,Open,Monday
1389,19990824,Open,Tuesday
1390,19990825,Open,Wednesday
1391,19990826,Open,Thursday
1392,19990827,Open,Friday
1393,19990830,Open,Monday
1394,19990901,Open,Wednesday
1395,19990902,Open,Thursday
1396,19990903,Open,Friday
1397,19990906,Open,Monday
1398,19990907,Open,Tuesday
1399,19990908,Open,Wednesday
1400,19990909,Open,Thursday
1401,19990910,Open,Friday
1402,19990913,Open,Monday
1403,19990914,Open,Tuesday
1404,19990915,Open,Wednesday
1405,19990916,Open,Thursday
1406,19990917,Open,Friday
1407,19990920,Open,Monday
1408,19990921,Open,Tuesday
1409,19990922,Open,Wednesday
1410,19990923,Open,Thursday
1411,19990924,Open,Friday
1412,19990927,Open,Monday
1413,19990928,Open,Tuesday
1414,19990929,Open,Wednesday
1415,19990930,Open,Thursday
1416,19991001,Open,Friday
1417,19991004,Open,Monday
1418,19991005,Open,Tuesday
1419,19991006,Open,Wednesday
1420,19991007,Open,Thursday
1421,19991008,Open,Friday
1422,19991011,Open,Monday
1423,19991012,Open,Tuesday
1424,19991013,Open,Wednesday
1425,19991014,Open,Thursday
1426,19991015,Open,Friday
1427,19991018,Open,Monday
1428,19991019,Open,Tuesday
1429,19991020,Open,Wednesday
1430,19991021,Open,Thursday
1431,19991022,Open,Friday
1432,19991025,Open,Monday
1433,19991026,Open,Tuesday
1434,19991027,Open,Wednesday
1435,19991028,Open,Thursday
1436,19991029,Open,Friday
1437,19991101,Open,Monday
1438,19991102,Open,Tuesday
1439,19991103,Open,Wednesday
1440,19991104,Open,Thursday
1441,19991105,Open,Friday
1442,19991109,Open,Tuesday
1443,19991110,Open,Wednesday
1444,19991111,Open,Thursday
1445,19991112,Open,Friday
1446,19991115,Open,Monday
1447,19991116,Open,Tuesday
1448,19991117,Open,Wednesday
1449,19991118,Open,Thursday
1450,19991119,Open,Friday
1451,19991122,Open,Monday
1452,19991123,Open,Tuesday
1453,19991124,Open,Wednesday
1454,19991125,Open,Thursday
1455,19991126,Open,Friday
1456,19991130,Open,Tuesday
1457,19991201,Open,Wednesday
1458,19991202,Open,Thursday
1459,19991203,Open,Friday
1460,19991206,Open,Monday
1461,19991207,Open,Tuesday
1462,19991208,Open,Wednesday
1463,19991209,Open,Thursday
1464,19991210,Open,Friday
1465,19991213,Open,Monday
1466,19991214,Open,Tuesday
1467,19991215,Open,Wednesday
1468,19991216,Open,Thursday
1469,19991217,Open,Friday
1470,19991220,Open,Monday
1471,19991221,Open,Tuesday
1472,19991222,Open,Wednesday
1473,19991223,Open,Thursday
1474,19991224,Open,Friday
1475,19991227,Open,Monday
1476,19991228,Open,Tuesday
1477,19991229,Open,Wednesday
1478,19991230,Open,Thursday
1479,20000103,Open,Monday
1480,20000104,Open,Tuesday
1481,20000105,Open,Wednesday
1482,20000106,Open,Thursday
1483,20000111,Open,Tuesday
1484,20000112,Open,Wednesday
1485,20000113,Open,Thursday
1486,20000114,Open,Friday
1487,20000117,Open,Monday
1488,20000118,Open,Tuesday
1489,20000119,Open,Wednesday
1490,20000120,Open,Thursday
1491,20000121,Open,Friday
1492,20000124,Open,Monday
1493,20000125,Open,Tuesday
1494,20000126,Open,Wednesday
1495,20000127,Open,Thursday
1496,20000128,Open,Friday
1497,20000131,Open,Monday
1498,20000202,Open,Wednesday
1499,20000203,Open,Thursday
1500,20000208,Open,Tuesday
1501,20000209,Open,Wednesday
1502,20000210,Open,Thursday
1503,20000211,Open,Friday
1504,20000214,Open,Monday
1505,20000215,Open,Tuesday
1506,20000216,Open,Wednesday
1507,20000217,Open,Thursday
1508,20000218,Open,Friday
1509,20000221,Open,Monday
1510,20000222,Open,Tuesday
1511,20000223,Open,Wednesday
1512,20000224,Open,Thursday
1513,20000225,Open,Friday
1514,20000228,Open,Monday
1515,20000229,Open,Tuesday
1516,20000301,Open,Wednesday
1517,20000302,Open,Thursday
1518,20000303,Open,Friday
1519,20000306,Open,Monday
1520,20000307,Open,Tuesday
1521,20000308,Open,Wednesday
1522,20000309,Open,Thursday
1523,20000310,Open,Friday
1524,20000313,Open,Monday
1525,20000314,Open,Tuesday
1526,20000315,Open,Wednesday
1527,20000317,Open,Friday
1528,20000320,Open,Monday
1529,20000321,Open,Tuesday
1530,20000322,Open,Wednesday
1531,20000323,Open,Thursday
1532,20000324,Open,Friday
1533,20000327,Open,Monday
1534,20000328,Open,Tuesday
1535,20000329,Open,Wednesday
1536,20000330,Open,Thursday
1537,20000331,Open,Friday
1538,20000403,Open,Monday
1539,20000404,Open,Tuesday
1540,20000405,Open,Wednesday
1541,20000407,Open,Friday
1542,20000410,Open,Monday
1543,20000411,Open,Tuesday
1544,20000412,Open,Wednesday
1545,20000413,Open,Thursday
1546,20000414,Open,Friday
1547,20000417,Open,Monday
1548,20000418,Open,Tuesday
1549,20000419,Open,Wednesday
1550,20000420,Open,Thursday
1551,20000421,Open,Friday
1552,20000424,Open,Monday
1553,20000425,Open,Tuesday
1554,20000426,Open,Wednesday
1555,20000427,Open,Thursday
1556,20000428,Open,Friday
1557,20000502,Open,Tuesday
1558,20000503,Open,Wednesday
1559,20000504,Open,Thursday
1560,20000505,Open,Friday
1561,20000508,Open,Monday
1562,20000509,Open,Tuesday
1563,20000510,Open,Wednesday
1564,20000511,Open,Thursday
1565,20000512,Open,Friday
1566,20000515,Open,Monday
1567,20000516,Open,Tuesday
1568,20000517,Open,Wednesday
1569,20000519,Open,Friday
1570,20000522,Open,Monday
1571,20000523,Open,Tuesday
1572,20000524,Open,Wednesday
1573,20000525,Open,Thursday
1574,20000526,Open,Friday
1575,20000529,Open,Monday
1576,20000530,Open,Tuesday
1577,20000531,Open,Wednesday
1578,20000602,Open,Friday
1579,20000605,Open,Monday
1580,20000606,Open,Tuesday
1581,20000607,Open,Wednesday
1582,20000608,Open,Thursday
1583,20000609,Open,Friday
1584,20000612,Open,Monday
1585,20000613,Open,Tuesday
1586,20000614,Open,Wednesday
1587,20000616,Open,Friday
1588,20000619,Open,Monday
1589,20000620,Open,Tuesday
1590,20000621,Open,Wednesday
1591,20000622,Open,Thursday
1592,20000623,Open,Friday
1593,20000626,Open,Monday
1594,20000627,Open,Tuesday
1595,20000628,Open,Wednesday
1596,20000629,Open,Thursday
1597,20000630,Open,Friday
1598,20000703,Open,Monday
1599,20000704,Open,Tuesday
1600,20000705,Open,Wednesday
1601,20000706,Open,Thursday
1602,20000707,Open,Friday
1603,20000710,Open,Monday
1604,20000711,Open,Tuesday
1605,20000712,Open,Wednesday
1606,20000713,Open,Thursday
1607,20000714,Open,Friday
1608,20000717,Open,Monday
1609,20000718,Open,Tuesday
1610,20000719,Open,Wednesday
1611,20000720,Open,Thursday
1612,20000721,Open,Friday
1613,20000724,Open,Monday
1614,20000725,Open,Tuesday
1615,20000726,Open,Wednesday
1616,20000727,Open,Thursday
1617,20000728,Open,Friday
1618,20000731,Open,Monday
1619,20000801,Open,Tuesday
1620,20000802,Open,Wednesday
1621,20000803,Open,Thursday
1622,20000804,Open,Friday
1623,20000807,Open,Monday
1624,20000808,Open,Tuesday
1625,20000809,Open,Wednesday
1626,20000810,Open,Thursday
1627,20000811,Open,Friday
1628,20000814,Open,Monday
1629,20000815,Open,Tuesday
1630,20000816,Open,Wednesday
1631,20000817,Open,Thursday
1632,20000818,Open,Friday
1633,20000821,Open,Monday
1634,20000822,Open,Tuesday
1635,20000823,Open,Wednesday
1636,20000824,Open,Thursday
1637,20000825,Open,Friday
1638,20000828,Open,Monday
1639,20000829,Open,Tuesday
1640,20000830,Open,Wednesday
1641,20000901,Open,Friday
1642,20000904,Open,Monday
1643,20000905,Open,Tuesday
1644,20000906,Open,Wednesday
1645,20000907,Open,Thursday
1646,20000908,Open,Friday
1647,20000911,Open,Monday
1648,20000912,Open,Tuesday
1649,20000913,Open,Wednesday
1650,20000914,Open,Thursday
1651,20000915,Open,Friday
1652,20000918,Open,Monday
1653,20000919,Open,Tuesday
1654,20000920,Open,Wednesday
1655,20000921,Open,Thursday
1656,20000922,Open,Friday
1657,20000925,Open,Monday
1658,20000926,Open,Tuesday
1659,20000927,Open,Wednesday
1660,20000928,Open,Thursday
1661,20000929,Open,Friday
1662,20001002,Open,Monday
1663,20001003,Open,Tuesday
1664,20001004,Open,Wednesday
1665,20001005,Open,Thursday
1666,20001006,Open,Friday
1667,20001009,Open,Monday
1668,20001010,Open,Tuesday
1669,20001011,Open,Wednesday
1670,20001012,Open,Thursday
1671,20001013,Open,Friday
1672,20001016,Open,Monday
1673,20001017,Open,Tuesday
1674,20001018,Open,Wednesday
1675,20001019,Open,Thursday
1676,20001020,Open,Friday
1677,20001023,Open,Monday
1678,20001024,Open,Tuesday
1679,20001025,Open,Wednesday
1680,20001027,Open,Friday
1681,20001030,Open,Monday
1682,20001031,Open,Tuesday
1683,20001101,Open,Wednesday
1684,20001102,Open,Thursday
1685,20001103,Open,Friday
1686,20001106,Open,Monday
1687,20001107,Open,Tuesday
1688,20001108,Open,Wednesday
1689,20001109,Open,Thursday
1690,20001110,Open,Friday
1691,20001113,Open,Monday
1692,20001114,Open,Tuesday
1693,20001115,Open,Wednesday
1694,20001116,Open,Thursday
1695,20001117,Open,Friday
1696,20001120,Open,Monday
1697,20001121,Open,Tuesday
1698,20001122,Open,Wednesday
1699,20001123,Open,Thursday
1700,20001124,Open,Friday
1701,20001127,Open,Monday
1702,20001128,Open,Tuesday
1703,20001129,Open,Wednesday
1704,20001130,Open,Thursday
1705,20001201,Open,Friday
1706,20001204,Open,Monday
1707,20001205,Open,Tuesday
1708,20001206,Open,Wednesday
1709,20001207,Open,Thursday
1710,20001208,Open,Friday
1711,20001211,Open,Monday
1712,20001212,Open,Tuesday
1713,20001213,Open,Wednesday
1714,20001214,Open,Thursday
1715,20001215,Open,Friday
1716,20001218,Open,Monday
1717,20001219,Open,Tuesday
1718,20001220,Open,Wednesday
1719,20001221,Open,Thursday
1720,20001222,Open,Friday
1721,20001226,Open,Tuesday
1722,20010102,Open,Tuesday
1723,20010103,Open,Wednesday
1724,20010104,Open,Thursday
1725,20010105,Open,Friday
1726,20010108,Open,Monday
1727,20010109,Open,Tuesday
1728,20010110,Open,Wednesday
1729,20010111,Open,Thursday
1730,20010112,Open,Friday
1731,20010115,Open,Monday
1732,20010116,Open,Tuesday
1733,20010117,Open,Wednesday
1734,20010118,Open,Thursday
1735,20010119,Open,Friday
1736,20010122,Open,Monday
1737,20010126,Open,Friday
1738,20010129,Open,Monday
1739,20010130,Open,Tuesday
1740,20010131,Open,Wednesday
1741,20010202,Open,Friday
1742,20010205,Open,Monday
1743,20010206,Open,Tuesday
1744,20010207,Open,Wednesday
1745,20010208,Open,Thursday
1746,20010209,Open,Friday
1747,20010212,Open,Monday
1748,20010213,Open,Tuesday
1749,20010214,Open,Wednesday
1750,20010215,Open,Thursday
1751,20010216,Open,Friday
1752,20010219,Open,Monday
1753,20010220,Open,Tuesday
1754,20010221,Open,Wednesday
1755,20010222,Open,Thursday
1756,20010223,Open,Friday
1757,20010226,Open,Monday
1758,20010227,Open,Tuesday
1759,20010228,Open,Wednesday
1760,20010301,Open,Thursday
1761,20010302,Open,Friday
1762,20010305,Open,Monday
1763,20010307,Open,Wednesday
1764,20010308,Open,Thursday
1765,20010309,Open,Friday
1766,20010312,Open,Monday
1767,20010313,Open,Tuesday
1768,20010314,Open,Wednesday
1769,20010315,Open,Thursday
1770,20010316,Open,Friday
1771,20010319,Open,Monday
1772,20010320,Open,Tuesday
1773,20010321,Open,Wednesday
1774,20010322,Open,Thursday
1775,20010323,Open,Friday
1776,20010327,Open,Tuesday
1777,20010328,Open,Wednesday
1778,20010329,Open,Thursday
1779,20010330,Open,Friday
1780,20010402,Open,Monday
1781,20010403,Open,Tuesday
1782,20010404,Open,Wednesday
1783,20010405,Open,Thursday
1784,20010406,Open,Friday
1785,20010409,Open,Monday
1786,20010410,Open,Tuesday
1787,20010411,Open,Wednesday
1788,20010412,Open,Thursday
1789,20010413,Open,Friday
1790,20010416,Open,Monday
1791,20010417,Open,Tuesday
1792,20010418,Open,Wednesday
1793,20010419,Open,Thursday
1794,20010420,Open,Friday
1795,20010423,Open,Monday
1796,20010424,Open,Tuesday
1797,20010425,Open,Wednesday
1798,20010426,Open,Thursday
1799,20010427,Open,Friday
1800,20010430,Open,Monday
1801,20010502,Open,Wednesday
1802,20010503,Open,Thursday
1803,20010504,Open,Friday
1804,20010508,Open,Tuesday
1805,20010509,Open,Wednesday
1806,20010510,Open,Thursday
1807,20010511,Open,Friday
1808,20010514,Open,Monday
1809,20010515,Open,Tuesday
1810,20010516,Open,Wednesday
1811,20010517,Open,Thursday
1812,20010518,Open,Friday
1813,20010521,Open,Monday
1814,20010522,Open,Tuesday
1815,20010523,Open,Wednesday
1816,20010524,Open,Thursday
1817,20010525,Open,Friday
1818,20010528,Open,Monday
1819,20010529,Open,Tuesday
1820,20010530,Open,Wednesday
1821,20010531,Open,Thursday
1822,20010601,Open,Friday
1823,20010605,Open,Tuesday
1824,20010606,Open,Wednesday
1825,20010607,Open,Thursday
1826,20010608,Open,Friday
1827,20010611,Open,Monday
1828,20010612,Open,Tuesday
1829,20010613,Open,Wednesday
1830,20010614,Open,Thursday
1831,20010615,Open,Friday
1832,20010618,Open,Monday
1833,20010619,Open,Tuesday
1834,20010620,Open,Wednesday
1835,20010621,Open,Thursday
1836,20010622,Open,Friday
1837,20010625,Open,Monday
1838,20010626,Open,Tuesday
1839,20010627,Open,Wednesday
1840,20010628,Open,Thursday
1841,20010629,Open,Friday
1842,20010702,Open,Monday
1843,20010703,Open,Tuesday
1844,20010704,Open,Wednesday
1845,20010705,Open,Thursday
1846,20010706,Open,Friday
1847,20010709,Open,Monday
1848,20010710,Open,Tuesday
1849,20010711,Open,Wednesday
1850,20010712,Open,Thursday
1851,20010713,Open,Friday
1852,20010716,Open,Monday
1853,20010717,Open,Tuesday
1854,20010718,Open,Wednesday
1855,20010719,Open,Thursday
1856,20010720,Open,Friday
1857,20010723,Open,Monday
1858,20010724,Open,Tuesday
1859,20010725,Open,Wednesday
1860,20010726,Open,Thursday
1861,20010727,Open,Friday
1862,20010730,Open,Monday
1863,20010731,Open,Tuesday
1864,20010801,Open,Wednesday
1865,20010802,Open,Thursday
1866,20010803,Open,Friday
1867,20010806,Open,Monday
1868,20010807,Open,Tuesday
1869,20010808,Open,Wednesday
1870,20010809,Open,Thursday
1871,20010810,Open,Friday
1872,20010813,Open,Monday
1873,20010814,Open,Tuesday
1874,20010815,Open,Wednesday
1875,20010816,Open,Thursday
1876,20010817,Open,Friday
1877,20010820,Open,Monday
1878,20010821,Open,Tuesday
1879,20010822,Open,Wednesday
1880,20010823,Open,Thursday
1881,20010824,Open,Friday
1882,20010827,Open,Monday
1883,20010828,Open,Tuesday
1884,20010829,Open,Wednesday
1885,20010830,Open,Thursday
1886,20010903,Open,Monday
1887,20010904,Open,Tuesday
1888,20010905,Open,Wednesday
1889,20010906,Open,Thursday
1890,20010907,Open,Friday
1891,20010910,Open,Monday
1892,20010911,Open,Tuesday
1893,20010913,Open,Thursday
1894,20010914,Open,Friday
1895,20010917,Open,Monday
1896,20010918,Open,Tuesday
1897,20010919,Open,Wednesday
1898,20010920,Open,Thursday
1899,20010921,Open,Friday
1900,20010924,Open,Monday
1901,20010925,Open,Tuesday
1902,20010926,Open,Wednesday
1903,20010927,Open,Thursday
1904,20010928,Open,Friday
1905,20011001,Open,Monday
1906,20011002,Open,Tuesday
1907,20011003,Open,Wednesday
1908,20011004,Open,Thursday
1909,20011005,Open,Friday
1910,20011008,Open,Monday
1911,20011009,Open,Tuesday
1912,20011010,Open,Wednesday
1913,20011011,Open,Thursday
1914,20011012,Open,Friday
1915,20011015,Open,Monday
1916,20011016,Open,Tuesday
1917,20011017,Open,Wednesday
1918,20011018,Open,Thursday
1919,20011019,Open,Friday
1920,20011022,Open,Monday
1921,20011023,Open,Tuesday
1922,20011024,Open,Wednesday
1923,20011025,Open,Thursday
1924,20011026,Open,Friday
1925,20011029,Open,Monday
1926,20011030,Open,Tuesday
1927,20011031,Open,Wednesday
