Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,LEESK,'8079,,0.165,0.180,0.165,0.180,1100,Increased,3
1420502400000,20150106,LEESK,'8079,0.180,0.180,0.180,0.180,0.180,-,Closed,0
1420588800000,20150107,LEESK,'8079,0.180,0.160,0.185,0.160,0.185,530000,Increased,5
1420675200000,20150108,LEESK,'8079,0.185,0.180,0.190,0.180,0.180,280000,No change,0
1420761600000,20150109,LEESK,'8079,0.180,0.185,0.190,0.180,0.180,319100,Decreased,1
1421020800000,20150112,LEESK,'8079,0.180,0.185,0.190,0.180,0.180,166100,Decreased,1
1421107200000,20150113,LEESK,'8079,0.180,0.190,0.195,0.170,0.170,9900,Decreased,4
1421193600000,20150114,LEESK,'8079,0.170,0.195,0.195,0.195,0.195,5100,No change,0
1421280000000,20150115,LEESK,'8079,0.195,0.180,0.185,0.180,0.185,51100,Increased,1
1421366400000,20150116,LEESK,'8079,0.185,0.180,0.195,0.180,0.185,22900,Increased,1
1421625600000,20150119,LEESK,'8079,0.185,0.180,0.180,0.180,0.180,25000,No change,0
1421712000000,20150120,LEESK,'8079,0.180,0.170,0.190,0.170,0.190,30300,Increased,4
1421798400000,20150121,LEESK,'8079,0.190,0.170,0.190,0.170,0.190,21000,Increased,4
1421884800000,20150122,LEESK,'8079,0.190,0.190,0.190,0.190,0.190,-,Closed,0
1421971200000,20150123,LEESK,'8079,0.190,0.190,0.190,0.190,0.190,-,Closed,0
1422230400000,20150126,LEESK,'8079,0.190,0.180,0.180,0.180,0.180,80000,No change,0
1422316800000,20150127,LEESK,'8079,0.180,0.180,0.180,0.180,0.180,19000,No change,0
1422403200000,20150128,LEESK,'8079,0.180,0.180,0.180,0.180,0.180,100000,No change,0
1422489600000,20150129,LEESK,'8079,0.180,0.180,0.180,0.180,0.180,51600,No change,0
1422576000000,20150130,LEESK,'8079,0.180,0.180,0.180,0.180,0.180,107000,No change,0
1423008000000,20150204,LEESK,'8079,0.180,0.180,0.180,0.180,0.180,25100,No change,0
1423094400000,20150205,LEESK,'8079,0.180,0.180,0.180,0.180,0.180,-,Closed,0
1423180800000,20150206,LEESK,'8079,0.180,0.175,0.175,0.175,0.175,72100,No change,0
1423440000000,20150209,LEESK,'8079,0.175,0.175,0.175,0.170,0.170,102100,Decreased,1
1423526400000,20150210,LEESK,'8079,0.170,0.170,0.170,0.170,0.170,-,Closed,0
1423612800000,20150211,LEESK,'8079,0.170,0.180,0.180,0.175,0.180,248000,No change,0
