Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,MELEWAR,'3778,,0.315,0.330,0.310,0.325,88000,Increased,2
1420502400000,20150106,MELEWAR,'3778,0.325,0.285,0.315,0.285,0.300,18000,Increased,3
1420588800000,20150107,MELEWAR,'3778,0.300,0.310,0.320,0.300,0.320,47600,Increased,2
1420675200000,20150108,MELEWAR,'3778,0.320,0.300,0.305,0.300,0.305,36900,Increased,1
1420761600000,20150109,MELEWAR,'3778,0.305,0.310,0.310,0.300,0.300,97100,Decreased,2
1421020800000,20150112,MELEWAR,'3778,0.300,0.300,0.300,0.300,0.300,54300,No change,0
1421107200000,20150113,MELEWAR,'3778,0.300,0.300,0.320,0.300,0.320,42400,Increased,4
1421193600000,20150114,MELEWAR,'3778,0.320,0.320,0.320,0.305,0.320,132200,No change,0
1421280000000,20150115,MELEWAR,'3778,0.320,0.305,0.305,0.305,0.305,2000,No change,0
1421366400000,20150116,MELEWAR,'3778,0.305,0.305,0.320,0.305,0.320,60000,Increased,3
1421625600000,20150119,MELEWAR,'3778,0.320,0.310,0.310,0.310,0.310,7500,No change,0
1421712000000,20150120,MELEWAR,'3778,0.310,0.310,0.310,0.305,0.305,95000,Decreased,1
1421798400000,20150121,MELEWAR,'3778,0.305,0.305,0.310,0.305,0.310,36900,Increased,1
1421884800000,20150122,MELEWAR,'3778,0.310,0.320,0.340,0.320,0.325,77900,Increased,1
1421971200000,20150123,MELEWAR,'3778,0.325,0.320,0.320,0.315,0.315,65000,Decreased,1
1422230400000,20150126,MELEWAR,'3778,0.315,0.315,0.315,0.315,0.315,-,Closed,0
1422316800000,20150127,MELEWAR,'3778,0.315,0.315,0.315,0.310,0.315,15600,No change,0
1422403200000,20150128,MELEWAR,'3778,0.315,0.315,0.315,0.315,0.315,10000,No change,0
1422489600000,20150129,MELEWAR,'3778,0.315,0.310,0.310,0.305,0.305,12000,Decreased,1
1422576000000,20150130,MELEWAR,'3778,0.305,0.300,0.300,0.300,0.300,52600,No change,0
1423008000000,20150204,MELEWAR,'3778,0.300,0.310,0.310,0.290,0.295,83900,Decreased,3
1423094400000,20150205,MELEWAR,'3778,0.295,0.295,0.295,0.280,0.280,36700,Decreased,3
1423180800000,20150206,MELEWAR,'3778,0.280,0.300,0.300,0.285,0.295,56400,Decreased,1
1423440000000,20150209,MELEWAR,'3778,0.295,0.295,0.295,0.290,0.295,43500,No change,0
1423526400000,20150210,MELEWAR,'3778,0.295,0.280,0.280,0.280,0.280,20000,No change,0
1423612800000,20150211,MELEWAR,'3778,0.280,0.290,0.290,0.290,0.290,5000,No change,0
1423699200000,20150212,MELEWAR,'3778,0.290,0.290,0.305,0.290,0.305,26500,Increased,3
1423785600000,20150213,MELEWAR,'3778,0.305,0.300,0.300,0.300,0.300,27300,No change,0
1424044800000,20150216,MELEWAR,'3778,0.300,0.300,0.300,0.300,0.300,20000,No change,0
1424131200000,20150217,MELEWAR,'3778,0.300,0.290,0.295,0.290,0.295,11000,Increased,1
1424217600000,20150218,MELEWAR,'3778,0.295,0.295,0.295,0.295,0.295,-,Closed,0
1424649600000,20150223,MELEWAR,'3778,0.295,0.295,0.300,0.285,0.285,28600,Decreased,2
1424736000000,20150224,MELEWAR,'3778,0.285,0.290,0.290,0.290,0.290,87300,No change,0
1424822400000,20150225,MELEWAR,'3778,0.290,0.295,0.295,0.295,0.295,15000,No change,0
1424908800000,20150226,MELEWAR,'3778,0.295,0.280,0.285,0.280,0.285,23500,Increased,1
1424995200000,20150227,MELEWAR,'3778,0.285,0.270,0.285,0.270,0.285,129700,Increased,3
1425254400000,20150302,MELEWAR,'3778,0.285,0.265,0.270,0.265,0.270,161000,Increased,1
1425340800000,20150303,MELEWAR,'3778,0.270,0.255,0.270,0.250,0.270,227300,Increased,3
1425427200000,20150304,MELEWAR,'3778,0.270,0.270,0.270,0.260,0.265,57200,Decreased,1
1425513600000,20150305,MELEWAR,'3778,0.265,0.250,0.260,0.250,0.260,9000,Increased,2
1425600000000,20150306,MELEWAR,'3778,0.260,0.255,0.255,0.255,0.255,126000,No change,0
1425859200000,20150309,MELEWAR,'3778,0.255,0.250,0.260,0.250,0.250,66000,No change,0
1425945600000,20150310,MELEWAR,'3778,0.250,0.255,0.255,0.250,0.250,36300,Decreased,1
1426032000000,20150311,MELEWAR,'3778,0.250,0.255,0.290,0.255,0.290,54400,Increased,7
1426118400000,20150312,MELEWAR,'3778,0.290,0.270,0.270,0.255,0.255,60000,Decreased,3
1426204800000,20150313,MELEWAR,'3778,0.255,0.250,0.280,0.250,0.280,20000,Increased,6
1426464000000,20150316,MELEWAR,'3778,0.280,0.260,0.270,0.260,0.270,8000,Increased,2
1426550400000,20150317,MELEWAR,'3778,0.270,0.260,0.260,0.260,0.260,10000,No change,0
1426636800000,20150318,MELEWAR,'3778,0.260,0.255,0.255,0.255,0.255,24000,No change,0
1426723200000,20150319,MELEWAR,'3778,0.255,0.250,0.275,0.250,0.250,33300,No change,0
1426809600000,20150320,MELEWAR,'3778,0.250,0.250,0.260,0.250,0.260,49300,Increased,2
1427068800000,20150323,MELEWAR,'3778,0.260,0.250,0.275,0.250,0.275,40900,Increased,5
1427155200000,20150324,MELEWAR,'3778,0.275,0.255,0.260,0.255,0.260,9000,Increased,1
1427241600000,20150325,MELEWAR,'3778,0.260,0.250,0.255,0.250,0.255,20000,Increased,1
