Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420502400000,20150106,MUH,'9539,,1.300,1.330,1.290,1.300,94000,No change,0
1420588800000,20150107,MUH,'9539,1.300,1.290,1.310,1.290,1.300,80300,Increased,1
1420675200000,20150108,MUH,'9539,1.300,1.320,1.340,1.320,1.340,41900,Increased,2
1420761600000,20150109,MUH,'9539,1.340,1.340,1.370,1.320,1.370,51500,Increased,3
1421020800000,20150112,MUH,'9539,1.370,1.370,1.370,1.330,1.340,106000,Decreased,3
1421107200000,20150113,MUH,'9539,1.340,1.340,1.340,1.330,1.340,31300,No change,0
1421193600000,20150114,MUH,'9539,1.340,1.340,1.370,1.340,1.370,32900,Increased,3
1421280000000,20150115,MUH,'9539,1.370,1.350,1.370,1.350,1.370,16600,Increased,2
1421366400000,20150116,MUH,'9539,1.370,1.360,1.360,1.330,1.360,46800,No change,0
1421625600000,20150119,MUH,'9539,1.360,1.360,1.360,1.350,1.360,21000,No change,0
1421712000000,20150120,MUH,'9539,1.360,1.330,1.350,1.310,1.310,18300,Decreased,2
1421798400000,20150121,MUH,'9539,1.310,1.350,1.370,1.350,1.350,54600,No change,0
1421884800000,20150122,MUH,'9539,1.350,1.350,1.400,1.350,1.400,97100,Increased,5
1421971200000,20150123,MUH,'9539,1.400,1.430,1.430,1.400,1.410,76800,Decreased,2
1422230400000,20150126,MUH,'9539,1.410,1.410,1.430,1.400,1.410,50000,No change,0
1422316800000,20150127,MUH,'9539,1.410,1.420,1.430,1.410,1.430,91900,Increased,1
1422403200000,20150128,MUH,'9539,1.430,1.440,1.650,1.440,1.610,423200,Increased,17
1422489600000,20150129,MUH,'9539,1.610,1.600,1.610,1.570,1.570,76200,Decreased,3
1422576000000,20150130,MUH,'9539,1.570,1.570,1.570,1.520,1.560,58400,Decreased,1
1423008000000,20150204,MUH,'9539,1.560,1.560,1.580,1.550,1.570,80000,Increased,1
1423094400000,20150205,MUH,'9539,1.570,1.560,1.560,1.510,1.520,113500,Decreased,4
1423180800000,20150206,MUH,'9539,1.520,1.520,1.550,1.520,1.550,75000,Increased,3
1423440000000,20150209,MUH,'9539,1.550,1.540,1.580,1.540,1.580,77900,Increased,4
1423526400000,20150210,MUH,'9539,1.580,1.550,1.560,1.540,1.540,53000,Decreased,1
1423612800000,20150211,MUH,'9539,1.540,1.550,1.550,1.510,1.510,83900,Decreased,4
1423699200000,20150212,MUH,'9539,1.510,1.500,1.500,1.490,1.490,30800,Decreased,1
1423785600000,20150213,MUH,'9539,1.490,1.500,1.500,1.490,1.500,28000,No change,0
1424044800000,20150216,MUH,'9539,1.500,1.500,1.500,1.500,1.500,46000,No change,0
1424131200000,20150217,MUH,'9539,1.500,1.500,1.500,1.500,1.500,50500,No change,0
1424217600000,20150218,MUH,'9539,1.500,1.500,1.500,1.500,1.500,-,Closed,0
1424649600000,20150223,MUH,'9539,1.500,1.510,1.520,1.510,1.510,15000,No change,0
1424736000000,20150224,MUH,'9539,1.510,1.530,1.540,1.520,1.540,12400,Increased,1
1424822400000,20150225,MUH,'9539,1.540,1.530,1.560,1.530,1.560,26600,Increased,3
1424908800000,20150226,MUH,'9539,1.560,1.540,1.540,1.520,1.520,18900,Decreased,2
1424995200000,20150227,MUH,'9539,1.520,1.510,1.510,1.510,1.510,4000,No change,0
1425254400000,20150302,MUH,'9539,1.510,1.550,1.630,1.550,1.620,237500,Increased,7
1425340800000,20150303,MUH,'9539,1.620,1.620,1.620,1.580,1.580,50000,Decreased,4
1425427200000,20150304,MUH,'9539,1.580,1.580,1.580,1.560,1.560,25000,Decreased,2
1425513600000,20150305,MUH,'9539,1.560,1.540,1.540,1.480,1.520,44000,Decreased,2
1425600000000,20150306,MUH,'9539,1.520,1.530,1.530,1.500,1.530,55000,No change,0
1425859200000,20150309,MUH,'9539,1.530,1.530,1.530,1.530,1.530,-,Closed,0
1425945600000,20150310,MUH,'9539,1.530,1.480,1.480,1.460,1.470,45100,Decreased,1
1426032000000,20150311,MUH,'9539,1.470,1.450,1.500,1.450,1.490,23500,Increased,4
1426118400000,20150312,MUH,'9539,1.490,1.470,1.500,1.470,1.500,10100,Increased,3
1426204800000,20150313,MUH,'9539,1.500,1.500,1.500,1.480,1.480,24000,Decreased,2
1426464000000,20150316,MUH,'9539,1.480,1.480,1.500,1.480,1.500,16000,Increased,2
1426550400000,20150317,MUH,'9539,1.500,1.490,1.520,1.450,1.480,46000,Decreased,1
1426636800000,20150318,MUH,'9539,1.480,1.470,1.470,1.470,1.470,2000,No change,0
1426723200000,20150319,MUH,'9539,1.470,1.480,1.490,1.470,1.470,42000,Decreased,1
1426809600000,20150320,MUH,'9539,1.470,1.470,1.470,1.470,1.470,-,Closed,0
1427068800000,20150323,MUH,'9539,1.470,1.500,1.560,1.450,1.450,25000,Decreased,5
1427155200000,20150324,MUH,'9539,1.450,1.450,1.450,1.450,1.450,2000,No change,0
1427241600000,20150325,MUH,'9539,1.450,1.450,1.450,1.450,1.450,38800,No change,0
1427328000000,20150326,MUH,'9539,1.450,1.450,1.450,1.450,1.450,41000,No change,0
1427414400000,20150327,MUH,'9539,1.450,1.440,1.440,1.440,1.440,11000,No change,0
1427673600000,20150330,MUH,'9539,1.440,1.430,1.430,1.430,1.430,13000,No change,0
1427760000000,20150331,MUH,'9539,1.430,1.460,1.460,1.420,1.420,8000,Decreased,4
1427846400000,20150401,MUH,'9539,1.420,1.470,1.470,1.400,1.400,10500,Decreased,7
1427932800000,20150402,MUH,'9539,1.400,1.400,1.400,1.400,1.400,-,Closed,0
1428019200000,20150403,MUH,'9539,1.400,1.400,1.400,1.400,1.400,-,Closed,0
1428278400000,20150406,MUH,'9539,1.400,1.400,1.400,1.400,1.400,3000,No change,0
1428364800000,20150407,MUH,'9539,1.400,1.400,1.400,1.400,1.400,-,Closed,0
1428451200000,20150408,MUH,'9539,1.400,1.390,1.390,1.390,1.390,10000,No change,0
1428537600000,20150409,MUH,'9539,1.390,1.390,1.390,1.390,1.390,-,Closed,0
1428624000000,20150410,MUH,'9539,1.390,1.380,1.380,1.340,1.380,46000,No change,0
1428883200000,20150413,MUH,'9539,1.380,1.380,1.380,1.380,1.380,-,Closed,0
1428969600000,20150414,MUH,'9539,1.380,1.320,1.350,1.300,1.310,29000,Decreased,1
1429056000000,20150415,MUH,'9539,1.310,1.310,1.430,1.310,1.430,59300,Increased,12
1429142400000,20150416,MUH,'9539,1.430,1.430,1.430,1.400,1.400,7000,Decreased,3
1429228800000,20150417,MUH,'9539,1.400,1.410,1.410,1.390,1.390,48000,Decreased,2
1429488000000,20150420,MUH,'9539,1.390,1.390,1.390,1.370,1.370,62000,Decreased,2
1429574400000,20150421,MUH,'9539,1.370,1.380,1.390,1.360,1.380,103000,No change,0
1429660800000,20150422,MUH,'9539,1.380,1.370,1.380,1.370,1.370,17000,No change,0
1429747200000,20150423,MUH,'9539,1.370,1.370,1.370,1.370,1.370,7500,No change,0
1429833600000,20150424,MUH,'9539,1.370,1.370,1.370,1.370,1.370,8000,No change,0
1430092800000,20150427,MUH,'9539,1.370,1.360,1.360,1.330,1.330,25000,Decreased,3
1430179200000,20150428,MUH,'9539,1.330,1.330,1.330,1.300,1.300,28000,Decreased,3
1430265600000,20150429,MUH,'9539,1.300,1.300,1.300,1.280,1.290,40300,Decreased,1
1430352000000,20150430,MUH,'9539,1.290,1.290,1.300,1.290,1.300,19000,Increased,1
1430784000000,20150505,MUH,'9539,1.300,1.280,1.280,1.280,1.280,3000,No change,0
1430870400000,20150506,MUH,'9539,1.280,1.280,1.280,1.240,1.260,31000,Decreased,2
1430956800000,20150507,MUH,'9539,1.260,1.250,1.250,1.230,1.230,13000,Decreased,2
1431043200000,20150508,MUH,'9539,1.230,1.250,1.250,1.190,1.210,117900,Decreased,4
1431302400000,20150511,MUH,'9539,1.210,1.200,1.210,1.200,1.200,11000,No change,0
1431388800000,20150512,MUH,'9539,1.200,1.200,1.200,1.160,1.160,73300,Decreased,4
1431475200000,20150513,MUH,'9539,1.160,1.150,1.160,1.140,1.150,20000,No change,0
1431561600000,20150514,MUH,'9539,1.150,1.170,1.290,1.170,1.250,210000,Increased,8
1431648000000,20150515,MUH,'9539,1.250,1.250,1.260,1.210,1.230,121400,Decreased,2
1431907200000,20150518,MUH,'9539,1.230,1.210,1.250,1.210,1.220,22200,Increased,1
1431993600000,20150519,MUH,'9539,1.220,1.210,1.210,1.190,1.190,78000,Decreased,2
1432080000000,20150520,MUH,'9539,1.190,1.190,1.210,1.160,1.180,84000,Decreased,1
1432166400000,20150521,MUH,'9539,1.180,1.180,1.180,1.160,1.160,109900,Decreased,2
1432252800000,20150522,MUH,'9539,1.160,1.150,1.150,1.140,1.150,48200,No change,0
1432512000000,20150525,MUH,'9539,1.150,1.130,1.130,1.090,1.090,13400,Decreased,4
1432598400000,20150526,MUH,'9539,1.090,1.110,1.130,1.060,1.060,67600,Decreased,5
1432684800000,20150527,MUH,'9539,1.060,1.050,1.070,1.050,1.060,61000,Increased,1
1432771200000,20150528,MUH,'9539,1.060,1.130,1.180,1.100,1.160,44100,Increased,3
1432857600000,20150529,MUH,'9539,1.160,1.170,1.210,1.150,1.150,135900,Decreased,2
1433116800000,20150601,MUH,'9539,1.150,1.220,1.260,1.190,1.210,271600,Decreased,1
1433203200000,20150602,MUH,'9539,1.210,1.220,1.220,1.170,1.220,7900,No change,0
1433289600000,20150603,MUH,'9539,1.220,1.230,1.230,1.230,1.230,12000,No change,0
1433376000000,20150604,MUH,'9539,1.230,1.230,1.240,1.140,1.220,78500,Decreased,1
1433462400000,20150605,MUH,'9539,1.220,1.170,1.200,1.160,1.160,30500,Decreased,1
1433721600000,20150608,MUH,'9539,1.160,1.160,1.200,1.160,1.160,16000,No change,0
1433808000000,20150609,MUH,'9539,1.160,1.160,1.170,1.160,1.170,54400,Increased,1
1433894400000,20150610,MUH,'9539,1.170,1.190,1.190,1.160,1.160,10000,Decreased,3
1433980800000,20150611,MUH,'9539,1.160,1.160,1.180,1.160,1.160,38000,No change,0
1434067200000,20150612,MUH,'9539,1.160,1.190,1.260,1.190,1.200,210100,Increased,1
1434326400000,20150615,MUH,'9539,1.200,1.180,1.190,1.160,1.160,47000,Decreased,2
1434412800000,20150616,MUH,'9539,1.160,1.200,1.200,1.160,1.170,2000,Decreased,3
1434499200000,20150617,MUH,'9539,1.170,1.180,1.180,1.180,1.180,35600,No change,0
1434585600000,20150618,MUH,'9539,1.180,1.190,1.190,1.160,1.180,25000,Decreased,1
1434672000000,20150619,MUH,'9539,1.180,1.180,1.240,1.180,1.200,22700,Increased,2
1434931200000,20150622,MUH,'9539,1.200,1.200,1.230,1.190,1.200,62000,No change,0
1435017600000,20150623,MUH,'9539,1.200,1.210,1.230,1.210,1.230,13400,Increased,2
1435104000000,20150624,MUH,'9539,1.230,1.230,1.500,1.230,1.430,670700,Increased,20
1435190400000,20150625,MUH,'9539,1.430,1.450,1.460,1.370,1.370,220500,Decreased,8
1435276800000,20150626,MUH,'9539,1.370,1.370,1.420,1.370,1.380,70300,Increased,1
1435536000000,20150629,MUH,'9539,1.380,1.370,1.370,1.300,1.360,10100,Decreased,1
1435622400000,20150630,MUH,'9539,1.360,1.260,1.310,1.260,1.270,59300,Increased,1
1435708800000,20150701,MUH,'9539,1.270,1.310,1.380,1.250,1.310,115500,No change,0
1435795200000,20150702,MUH,'9539,1.310,1.290,1.320,1.240,1.240,108900,Decreased,5
1435881600000,20150703,MUH,'9539,1.240,1.220,1.240,1.200,1.240,11000,Increased,2
1436140800000,20150706,MUH,'9539,1.240,1.240,1.240,1.240,1.240,-,Closed,0
1436227200000,20150707,MUH,'9539,1.240,1.210,1.220,1.180,1.220,16000,Increased,1
1436313600000,20150708,MUH,'9539,1.220,1.180,1.180,1.140,1.140,35700,Decreased,4
1436400000000,20150709,MUH,'9539,1.140,1.150,1.200,1.150,1.200,39600,Increased,5
1436486400000,20150710,MUH,'9539,1.200,1.190,1.190,1.160,1.180,33700,Decreased,1
1436745600000,20150713,MUH,'9539,1.180,1.170,1.200,1.170,1.200,52400,Increased,3
1436832000000,20150714,MUH,'9539,1.200,1.170,1.200,1.170,1.180,23700,Increased,1
1436918400000,20150715,MUH,'9539,1.180,1.180,1.180,1.160,1.180,6000,No change,0
1437004800000,20150716,MUH,'9539,1.180,1.160,1.160,1.160,1.160,10000,No change,0
1437350400000,20150720,MUH,'9539,1.160,1.160,1.220,1.160,1.220,10100,Increased,6
1437436800000,20150721,MUH,'9539,1.220,1.180,1.180,1.170,1.180,27400,No change,0
1437523200000,20150722,MUH,'9539,1.180,1.180,1.200,1.170,1.190,24000,Increased,1
1437609600000,20150723,MUH,'9539,1.190,1.180,1.240,1.180,1.240,43100,Increased,6
1437696000000,20150724,MUH,'9539,1.240,1.250,1.400,1.250,1.370,438500,Increased,12
1437955200000,20150727,MUH,'9539,1.370,1.330,1.350,1.300,1.300,74600,Decreased,3
1438041600000,20150728,MUH,'9539,1.300,1.250,1.260,1.220,1.230,42900,Decreased,2
1438128000000,20150729,MUH,'9539,1.230,1.200,1.210,1.200,1.200,47900,No change,0
1438214400000,20150730,MUH,'9539,1.200,1.200,1.250,1.200,1.220,51500,Increased,2
1438300800000,20150731,MUH,'9539,1.220,1.220,1.220,1.200,1.220,22200,No change,0
1438560000000,20150803,MUH,'9539,1.220,1.200,1.220,1.200,1.220,23400,Increased,2
