Date(int),Date,Name,Stock ID,LACP,Open,High,Low,Close,Volume,Direction,Bid Size
1420416000000,20150105,UTDPLT,'2089,,23.880,23.880,23.760,23.780,17900,Decreased,5
1420502400000,20150106,UTDPLT,'2089,23.780,23.900,24.260,23.900,24.260,400,Increased,18
1420588800000,20150107,UTDPLT,'2089,24.260,23.780,24.220,23.760,23.820,12900,Increased,2
1420675200000,20150108,UTDPLT,'2089,23.820,24.140,24.200,23.860,24.200,4100,Increased,3
1420761600000,20150109,UTDPLT,'2089,24.200,24.240,24.240,23.900,24.160,500,Decreased,4
1421020800000,20150112,UTDPLT,'2089,24.160,24.160,24.200,24.160,24.200,200,Increased,2
1421107200000,20150113,UTDPLT,'2089,24.200,23.840,24.180,23.840,24.180,300,Increased,17
1421193600000,20150114,UTDPLT,'2089,24.180,24.200,24.200,24.000,24.180,2100,Decreased,1
1421280000000,20150115,UTDPLT,'2089,24.180,23.840,24.200,23.840,23.940,9000,Increased,5
1421366400000,20150116,UTDPLT,'2089,23.940,24.000,24.180,24.000,24.100,8800,Increased,5
1421625600000,20150119,UTDPLT,'2089,24.100,23.840,24.200,23.840,24.100,1200,Increased,13
1421712000000,20150120,UTDPLT,'2089,24.100,23.920,24.200,23.920,24.100,14200,Increased,9
1421798400000,20150121,UTDPLT,'2089,24.100,24.200,24.200,24.040,24.100,800,Decreased,5
1421884800000,20150122,UTDPLT,'2089,24.100,24.180,24.300,24.100,24.300,15700,Increased,6
1421971200000,20150123,UTDPLT,'2089,24.300,24.380,24.480,24.300,24.380,3300,No change,0
1422230400000,20150126,UTDPLT,'2089,24.380,24.480,24.480,24.000,24.400,1300,Decreased,4
1422316800000,20150127,UTDPLT,'2089,24.400,24.360,24.420,24.300,24.400,16600,Increased,2
1422403200000,20150128,UTDPLT,'2089,24.400,24.500,24.500,24.380,24.420,15700,Decreased,4
1422489600000,20150129,UTDPLT,'2089,24.420,24.400,24.420,24.360,24.420,58700,Increased,1
1422576000000,20150130,UTDPLT,'2089,24.420,24.480,24.480,24.420,24.420,200,Decreased,3
1423008000000,20150204,UTDPLT,'2089,24.420,24.300,24.420,24.300,24.320,1400,Increased,1
1423094400000,20150205,UTDPLT,'2089,24.320,24.500,24.900,24.500,24.900,5300,Increased,20
1423180800000,20150206,UTDPLT,'2089,24.900,24.900,24.940,24.900,24.920,7100,Increased,1
1423440000000,20150209,UTDPLT,'2089,24.920,24.940,25.500,24.860,25.200,4500,Increased,13
1423526400000,20150210,UTDPLT,'2089,25.200,25.200,25.400,25.100,25.400,5300,Increased,10
1423612800000,20150211,UTDPLT,'2089,25.400,25.400,25.400,25.400,25.400,-,Closed,0
1423699200000,20150212,UTDPLT,'2089,25.400,25.380,25.380,25.380,25.380,300,No change,0
1423785600000,20150213,UTDPLT,'2089,25.380,25.480,25.500,25.480,25.500,400,Increased,1
1424044800000,20150216,UTDPLT,'2089,25.500,25.500,25.600,25.480,25.500,17300,No change,0
1424131200000,20150217,UTDPLT,'2089,25.500,25.600,25.600,25.400,25.600,2400,No change,0
1424217600000,20150218,UTDPLT,'2089,25.600,25.600,25.600,25.600,25.600,-,Closed,0
1424649600000,20150223,UTDPLT,'2089,25.600,25.000,25.020,24.900,24.900,58700,Decreased,5
1424736000000,20150224,UTDPLT,'2089,24.900,24.900,25.600,24.900,25.020,51000,Increased,6
1424822400000,20150225,UTDPLT,'2089,25.020,25.600,25.600,25.020,25.020,61400,Decreased,29
1424908800000,20150226,UTDPLT,'2089,25.020,25.100,25.100,24.960,25.020,135300,Decreased,4
1424995200000,20150227,UTDPLT,'2089,25.020,25.400,25.520,25.100,25.500,64000,Increased,5
1425254400000,20150302,UTDPLT,'2089,25.500,25.500,25.520,25.100,25.520,13400,Increased,1
1425340800000,20150303,UTDPLT,'2089,25.520,25.600,26.000,25.600,26.000,26600,Increased,20
1425427200000,20150304,UTDPLT,'2089,26.000,26.300,26.300,25.540,26.000,24400,Decreased,15
1425513600000,20150305,UTDPLT,'2089,26.000,26.280,26.280,25.800,26.000,6000,Decreased,14
1425600000000,20150306,UTDPLT,'2089,26.000,26.280,26.280,25.800,26.280,13300,No change,0
1425859200000,20150309,UTDPLT,'2089,26.280,26.300,26.300,26.280,26.300,9000,No change,0
1425945600000,20150310,UTDPLT,'2089,26.300,26.300,26.500,25.900,26.320,87700,Increased,1
1426032000000,20150311,UTDPLT,'2089,26.320,26.500,26.500,26.300,26.340,137900,Decreased,8
1426118400000,20150312,UTDPLT,'2089,26.340,26.500,26.500,26.320,26.360,506400,Decreased,7
1426204800000,20150313,UTDPLT,'2089,26.360,26.400,26.400,26.400,26.400,383000,No change,0
1426464000000,20150316,UTDPLT,'2089,26.400,26.480,26.480,26.380,26.400,1000,Decreased,4
1426550400000,20150317,UTDPLT,'2089,26.400,26.500,26.500,26.000,26.400,152200,Decreased,5
1426636800000,20150318,UTDPLT,'2089,26.400,26.500,26.500,26.380,26.400,152000,Decreased,5
1426723200000,20150319,UTDPLT,'2089,26.400,26.400,26.400,25.500,25.740,18300,Decreased,33
1426809600000,20150320,UTDPLT,'2089,25.740,26.200,26.260,25.600,25.600,20800,Decreased,30
1427068800000,20150323,UTDPLT,'2089,25.600,26.460,26.460,25.500,25.560,131300,Decreased,45
1427155200000,20150324,UTDPLT,'2089,25.560,25.320,26.380,25.320,25.900,55800,Increased,29
1427241600000,20150325,UTDPLT,'2089,25.900,26.000,26.000,25.600,25.960,3400,Decreased,2
1427328000000,20150326,UTDPLT,'2089,25.960,25.960,26.020,25.960,26.000,79400,Increased,2
1427414400000,20150327,UTDPLT,'2089,26.000,26.460,26.460,26.000,26.000,40700,Decreased,23
1427673600000,20150330,UTDPLT,'2089,26.000,26.460,26.460,25.640,26.000,101800,Decreased,23
1427760000000,20150331,UTDPLT,'2089,26.000,26.380,26.380,26.000,26.000,162700,Decreased,19
1427846400000,20150401,UTDPLT,'2089,26.000,26.000,26.000,26.000,26.000,100000,No change,0
