Market,Sector,Company,Code,LACP,Open,High,Low,Close,Volume,MarketStatus,Change,TickSize,TickSizeRemark,Remark,BursaURL
MAIN MARKET,TECHNOLOGY,GLOBETRONICS TECHNOLOGY BERHAD,'7022,2.2,2.19,2.300,2.180,2.27,42745,MarketGapDown,0.07,8.000000000000009,,s,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7022
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,KUMPULAN POWERNET BERHAD,'7130,1.0,1.0,1.190,0.995,1.13,63651,MarketNoChange,0.13,12.999999999999991,,s,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7130
