Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,-,-,"3,368","1,880",1.430,1.440,161,1.44,1.440,1.450,1.430,s,13 Nov 2019,05:00PM,1.440,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,-0.010,-1.94,810,422,0.505,0.515,704,0.515,0.515,0.515,0.505,s,13 Nov 2019,05:00PM,0.505,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,-,-,440,25,0.070,0.075,"3,194",0.07,0.070,0.070,0.070,s,13 Nov 2019,05:00PM,0.070,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,-,-,-,42,0.470,0.500,20,0.515,-,-,-,s,13 Nov 2019,05:00PM,-,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198
MAIN MARKET,PROPERTY,'7131,-,-,-,167,0.220,0.260,189,0.22,-,-,-,s,13 Nov 2019,05:00PM,-,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,-0.015,-4.05,"6,168",250,0.355,0.375,"1,500",0.37,0.380,0.385,0.355,s,13 Nov 2019,05:00PM,0.355,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,-,-,"3,065","34,225",0.125,0.130,"15,221",0.125,0.130,0.130,0.125,s,13 Nov 2019,05:00PM,0.125,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481
MAIN MARKET,CONSTRUCTION,'5281,-0.005,-1.23,"10,259",353,0.395,0.400,1,0.405,0.400,0.400,0.390,s,13 Nov 2019,05:00PM,0.400,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,-,-,-,100,2.080,2.160,60,2.09,-,-,-,s,13 Nov 2019,05:00PM,-,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148
MAIN MARKET,HEALTH CARE,'7191,-,-,-,110,0.550,0.600,33,0.6,-,-,-,s,13 Nov 2019,05:00PM,-,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7146,-0.005,-4.55,"1,000",200,0.105,0.110,"1,279",0.11,0.105,0.105,0.105,s,13 Nov 2019,05:00PM,0.105,AE MULTI HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7146
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6599,-,-,"3,610",200,1.600,1.630,391,1.61,1.610,1.630,1.600,s,13 Nov 2019,05:00PM,1.610,AEON CO. (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6599
MAIN MARKET,FINANCIAL SERVICES,'5139,0.020,+0.13,"1,702",3,15.160,15.200,496,15.18,15.180,15.320,15.180,s,13 Nov 2019,05:00PM,15.200,AEON CREDIT SERVICE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5139
MAIN MARKET,FINANCIAL SERVICES,'5185,0.010,+0.51,"1,855",344,1.980,2.000,50,1.98,1.990,2.010,1.980,s,13 Nov 2019,05:00PM,1.990,AFFIN BANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5185
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7315,-,-,"4,982","1,622",0.125,0.130,"5,951",0.125,0.125,0.125,0.120,s,13 Nov 2019,05:00PM,0.125,AHB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7315
MAIN MARKET,CONSTRUCTION,'7078,-0.005,-1.33,"6,859","3,205",0.370,0.375,859,0.375,0.375,0.380,0.370,s,13 Nov 2019,05:00PM,0.370,AHMAD ZAKI RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7078
