Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL,MarketStatus,TickSize,TickSizeRemark
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,-0.010,-0.70,"4,057","1,420",1.410,1.420,686,1.430,1.430,1.430,1.420,s,08 Nov 2019,05:00PM,1.420,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250,MarketNoChange,1.0000000000000009,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,0.005,+1.00,294,273,0.505,0.515,195,0.500,0.505,0.515,0.505,s,08 Nov 2019,05:00PM,0.505,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214,MarketGapUp,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,0.000,0.00,0,200,0.070,0.075,"3,194",0.070,-,-,-,s,08 Nov 2019,05:00PM,-,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086,MarketClosed,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,0.030,+6.19,20,50,0.470,0.515,30,0.485,0.515,0.515,0.515,s,08 Nov 2019,05:00PM,0.515,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198,MarketGapUp,0.0,
MAIN MARKET,PROPERTY,'7131,0.000,0.00,0,25,0.235,0.260,190,0.260,-,-,-,s,08 Nov 2019,05:00PM,-,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131,MarketClosed,0.0,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,0.000,0.00,5,45,0.375,0.380,"4,100",0.375,0.375,0.375,0.375,s,08 Nov 2019,05:00PM,0.375,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120,MarketNoChange,0.0,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,-0.005,-3.85,"1,440","42,419",0.125,0.130,"8,563",0.130,0.130,0.130,0.125,s,08 Nov 2019,05:00PM,0.125,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481,MarketNoChange,1.0000000000000009,
MAIN MARKET,CONSTRUCTION,'5281,0.000,0.00,"5,629","3,200",0.415,0.425,"1,279",0.425,0.420,0.425,0.415,s,08 Nov 2019,05:00PM,0.425,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281,MarketGapDown,0.0,OpenAndClosePriceMismatch
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,-0.020,-1.00,178,39,1.980,2.080,2,2.000,2.000,2.080,1.980,s,08 Nov 2019,05:00PM,1.980,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148,MarketNoChange,2.0000000000000018,
MAIN MARKET,HEALTH CARE,'7191,0.010,+1.67,755,46,0.600,0.620,143,0.600,0.620,0.620,0.600,s,08 Nov 2019,05:00PM,0.610,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191,MarketGapUp,2.0000000000000018,
