Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL,MarketStatus,TickSize,TickSizeRemark
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5250,0.010,+0.71,187,"2,435",1.410,1.430,300,1.41,1.420,1.420,1.420,s,27 Nov 2019,05:00PM,1.420,7-ELEVEN MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5250,MarketGapUp,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7214,-0.005,-0.94,666,105,0.525,0.535,80,0.53,0.535,0.535,0.525,s,27 Nov 2019,05:00PM,0.525,A-RANK BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7214,MarketGapUp,2.0000000000000018,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7086,0.000,0.00,0,"3,579",0.065,0.075,"4,135",0.07,-,-,-,s,27 Nov 2019,05:00PM,-,ABLEGROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7086,MarketClosed,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5198,0.025,+5.32,112,1,0.465,0.495,90,0.47,0.470,0.495,0.465,s,27 Nov 2019,05:00PM,0.495,ABM FUJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5198,MarketNoChange,5.000000000000004,
MAIN MARKET,PROPERTY,'7131,0.015,+6.82,50,20,0.220,0.235,40,0.22,0.225,0.235,0.225,s,27 Nov 2019,05:00PM,0.235,ACME HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7131,MarketGapUp,1.9999999999999962,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7120,-0.005,-1.41,130,5,0.345,0.350,630,0.355,0.350,0.350,0.345,s,27 Nov 2019,05:00PM,0.350,ACOUSTECH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7120,MarketGapDown,0.0,
MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1481,0.000,0.00,"3,351","2,561",0.130,0.135,"12,558",0.13,0.130,0.130,0.130,s,27 Nov 2019,05:00PM,0.130,ADVANCE SYNERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1481,MarketNoChange,0.0,
MAIN MARKET,CONSTRUCTION,'5281,0.000,0.00,"3,100","1,150",0.395,0.400,300,0.4,0.400,0.400,0.400,s,27 Nov 2019,05:00PM,0.400,ADVANCECON HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5281,MarketNoChange,0.0,
MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9148,-0.250,-10.42,284,44,2.150,2.240,47,2.4,2.200,2.200,2.150,s,27 Nov 2019,05:00PM,2.150,ADVANCED PACKAGING TECHNOLOGY (M) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9148,MarketGapDown,5.000000000000027,
MAIN MARKET,HEALTH CARE,'7191,0.055,+10.38,271,20,0.585,0.590,60,0.53,0.520,0.590,0.520,s,27 Nov 2019,05:00PM,0.585,ADVENTA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7191,MarketGapDown,12.99999999999999,
