Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL
180,0.400,"8,964",-0.015,-3.61,0.400,'5259,E.A.TECHNIQUE (M) BERHAD,24 Oct 2019,0.425,0.415,0.400,MAIN MARKET,0.415,s,TRANSPORTATION & LOGISTICS,0.405,"3,498",05:00PM,"29,681",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5259
181,0.665,429,0.005,+0.76,0.665,'3417,EASTERN & ORIENTAL BERHAD,24 Oct 2019,0.670,0.66,0.665,MAIN MARKET,0.665,s,PROPERTY,0.670,"3,776",05:00PM,"4,514",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3417
182,0.090,"1,559",-,-,0.090,'2097,EASTLAND EQUITY BHD,24 Oct 2019,0.095,0.09,0.090,MAIN MARKET,0.090,s,CONSUMER PRODUCTS & SERVICES,0.095,"3,337",05:00PM,"7,809",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2097
183,0.240,878,0.015,+6.12,0.260,'2143,ECM LIBRA FINANCIAL GROUP BERHAD,24 Oct 2019,0.260,0.245,0.240,MAIN MARKET,0.240,s,FINANCIAL SERVICES,0.265,200,05:00PM,"1,603",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2143
184,0.650,"3,743",-0.005,-0.76,0.655,'8206,ECO WORLD DEVELOPMENT GROUP BERHAD,24 Oct 2019,0.660,0.66,0.650,MAIN MARKET,0.660,s,PROPERTY,0.655,"1,803",05:00PM,"41,908",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8206
185,0.755,"2,543",-0.005,-0.65,0.760,'5283,ECO WORLD INTERNATIONAL BERHAD,24 Oct 2019,0.770,0.765,0.760,MAIN MARKET,0.765,s,PROPERTY,0.760,100,05:00PM,"7,365",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5283
186,0.185,699,-,-,0.185,'0059,ECOBUILT HOLDINGS BERHAD,24 Oct 2019,0.185,0.185,0.185,MAIN MARKET,0.185,s,TELECOMMUNICATIONS & MEDIA,0.200,200,05:00PM,"1,153",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0059
187,0.345,302,-,-,0.350,'3557,ECOFIRST CONSOLIDATED BHD,24 Oct 2019,0.350,0.35,0.345,MAIN MARKET,0.345,s,PROPERTY,0.350,855,05:00PM,"2,407",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3557
188,0.710,"46,867",0.005,+0.71,0.710,'5253,ECONPILE HOLDINGS BERHAD,24 Oct 2019,0.720,0.705,0.700,MAIN MARKET,0.705,s,CONSTRUCTION,0.715,700,05:00PM,"33,647",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5253
189,0.435,360,0.005,+1.15,0.440,'5036,EDARAN BERHAD,24 Oct 2019,0.450,0.435,0.435,MAIN MARKET,0.435,s,TECHNOLOGY,0.440,59,05:00PM,"3,970",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5036
190,0.140,"20,900",-0.005,-3.33,0.145,'7471,EDEN INC. BERHAD,24 Oct 2019,0.150,0.15,0.140,MAIN MARKET,0.145,s,UTILITIES,0.145,"2,678",05:00PM,"6,683",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7471
191,0.175,400,0.005,+2.78,0.185,'0064,EFFICIENT E-SOLUTIONS BERHAD,24 Oct 2019,0.185,0.18,0.175,MAIN MARKET,0.175,s,INDUSTRIAL PRODUCTS & SERVICES,0.185,"1,315",05:00PM,"1,100",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0064
192,0.455,510,0.010,+2.25,0.455,'8907,EG INDUSTRIES BERHAD,24 Oct 2019,0.470,0.445,0.455,MAIN MARKET,0.455,s,INDUSTRIAL PRODUCTS & SERVICES,0.460,"1,350",05:00PM,"41,838",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8907
193,1.360,100,-,-,-,'5208,EITA RESOURCES BERHAD,24 Oct 2019,-,1.4,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.450,77,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5208
194,0.045,586,-,-,-,'7182,EKA NOODLES BERHAD,24 Oct 2019,-,0.05,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.050,"2,990",05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7182
195,0.775,"3,811",-0.010,-1.27,0.775,'8877,EKOVEST BERHAD,24 Oct 2019,0.795,0.785,0.770,MAIN MARKET,0.785,s,CONSTRUCTION,0.780,"7,609",05:00PM,"101,605",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8877
196,0.695,100,-,-,-,'9016,EKSONS CORPORATION BERHAD,24 Oct 2019,-,0.71,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.710,100,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9016
197,1.660,599,-0.020,-1.19,1.660,'5228,ELK-DESA RESOURCES BERHAD,24 Oct 2019,1.680,1.68,1.650,MAIN MARKET,1.680,s,FINANCIAL SERVICES,1.670,36,05:00PM,"1,113",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5228
198,1.010,"2,802",0.010,+0.98,1.030,'0090,ELSOFT RESEARCH BERHAD,24 Oct 2019,1.050,1.02,1.020,MAIN MARKET,1.020,s,TECHNOLOGY,1.030,364,05:00PM,"31,808",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0090
199,0.155,654,-,-,0.155,'9091,EMICO HOLDINGS BERHAD,24 Oct 2019,0.155,0.155,0.155,MAIN MARKET,0.155,s,CONSUMER PRODUCTS & SERVICES,0.165,200,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9091
200,0.275,214,0.030,+10.91,0.305,'6076,ENCORP BERHAD,24 Oct 2019,0.305,0.275,0.305,MAIN MARKET,0.305,s,PROPERTY,0.305,90,05:00PM,4,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6076
201,0.910,20,-0.005,-0.55,0.910,'7149,ENG KAH CORPORATION BERHAD,24 Oct 2019,0.910,0.915,0.910,MAIN MARKET,0.910,s,CONSUMER PRODUCTS & SERVICES,0.950,10,05:00PM,30,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7149
202,0.575,50,-,-,0.575,'5056,ENGTEX GROUP BERHAD,24 Oct 2019,0.580,0.575,0.570,MAIN MARKET,0.580,s,INDUSTRIAL PRODUCTS & SERVICES,0.580,50,05:00PM,"3,089",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5056
203,1.150,20,0.060,+5.26,1.200,'8613,ENRA GROUP BERHAD,24 Oct 2019,1.200,1.14,1.140,MAIN MARKET,1.140,s,PROPERTY,1.200,92,05:00PM,50,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8613
204,0.335,14,-,-,0.335,'7217,EONMETALL GROUP BERHAD,24 Oct 2019,0.335,0.335,0.330,MAIN MARKET,0.335,s,INDUSTRIAL PRODUCTS & SERVICES,0.340,200,05:00PM,377,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7217
205,0.325,225,-0.045,-12.16,0.325,'7773,EP MANUFACTURING BHD,24 Oct 2019,0.325,0.37,0.325,MAIN MARKET,0.325,s,INDUSTRIAL PRODUCTS & SERVICES,0.360,100,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7773
206,0.535,49,-0.025,-4.46,0.535,'5081,ESTHETICS INTERNATIONAL GROUP BERHAD,24 Oct 2019,0.535,0.56,0.535,MAIN MARKET,0.535,s,CONSUMER PRODUCTS & SERVICES,0.570,65,05:00PM,1,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5081
207,0.630,200,-0.005,-0.79,0.630,'6815,EUPE CORPORATION BERHAD,24 Oct 2019,0.630,0.635,0.630,MAIN MARKET,0.630,s,PROPERTY,0.640,150,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6815
208,0.095,"5,691",-0.005,-5.00,0.095,'7208,EURO HOLDINGS BERHAD,24 Oct 2019,0.095,0.1,0.095,MAIN MARKET,0.095,s,CONSUMER PRODUCTS & SERVICES,0.100,300,05:00PM,459,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7208
209,0.400,110,0.040,+11.11,0.400,'7094,EUROSPAN HOLDINGS BERHAD,24 Oct 2019,0.400,0.36,0.400,MAIN MARKET,0.400,s,CONSUMER PRODUCTS & SERVICES,0.410,10,05:00PM,90,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7094
210,0.260,500,-,-,0.265,'5101,EVERGREEN FIBREBOARD BERHAD,24 Oct 2019,0.265,0.265,0.255,MAIN MARKET,0.265,s,INDUSTRIAL PRODUCTS & SERVICES,0.265,"1,296",05:00PM,"15,739",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5101
211,0.395,350,-0.005,-1.25,0.395,'5205,EVERSENDAI CORPORATION BERHAD,24 Oct 2019,0.400,0.4,0.395,MAIN MARKET,0.400,s,CONSTRUCTION,0.400,558,05:00PM,"4,419",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5205
212,0.635,"9,428",-0.035,-5.19,0.640,'7249,EWEIN BERHAD,24 Oct 2019,0.690,0.675,0.630,MAIN MARKET,0.675,s,PROPERTY,0.640,613,05:00PM,"83,011",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7249
213,0.620,42,-,-,0.620,'0065,EXCEL FORCE MSC BERHAD,24 Oct 2019,0.625,0.62,0.610,MAIN MARKET,0.620,s,TECHNOLOGY,0.625,"3,541",05:00PM,"71,885",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0065
214,1.250,19,-,-,-,'2984,FACB INDUSTRIES INCORPORATED BERHAD,24 Oct 2019,-,1.29,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.290,330,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2984
215,0.355,"1,355",-,-,0.355,'7047,FAJARBARU BUILDER GROUP BHD,24 Oct 2019,0.355,0.355,0.355,MAIN MARKET,0.355,s,CONSTRUCTION,0.360,156,05:00PM,"1,600",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7047
216,2.620,30,-,-,-,'5029,FAR EAST HOLDINGS BERHAD,24 Oct 2019,-,2.65,-,MAIN MARKET,-,s,PLANTATION,2.800,32,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5029
217,0.340,20,0.005,+1.49,0.340,'6041,FARLIM GROUP (MALAYSIA) BHD,24 Oct 2019,0.345,0.335,0.335,MAIN MARKET,0.335,s,PROPERTY,0.345,600,05:00PM,636,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6041
218,2.680,210,-,-,2.690,'7229,FAVELLE FAVCO BERHAD,24 Oct 2019,2.700,2.69,2.680,MAIN MARKET,2.700,s,INDUSTRIAL PRODUCTS & SERVICES,2.690,"1,298",05:00PM,"1,190",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7229
219,0.610,68,-,-,0.610,'2755,FCW HOLDINGS BERHAD,24 Oct 2019,0.610,0.61,0.610,MAIN MARKET,0.610,s,CONSUMER PRODUCTS & SERVICES,-,-,05:00PM,32,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2755
220,0.350,80,0.005,+1.39,0.365,'8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD,24 Oct 2019,0.365,0.36,0.350,MAIN MARKET,0.350,s,CONSUMER PRODUCTS & SERVICES,0.365,"1,345",05:00PM,21,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8605
221,1.050,"2,953",0.050,+5.00,1.050,'5222,FGV HOLDINGS BERHAD,24 Oct 2019,1.050,1.0,1.020,MAIN MARKET,1.020,s,PLANTATION,1.060,"3,219",05:00PM,"46,288",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5222
222,0.490,"1,000",-,-,-,'6939,FIAMMA HOLDINGS BERHAD,24 Oct 2019,-,0.49,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.515,85,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6939
223,0.345,10,-,-,-,'0149,FIBON BERHAD,24 Oct 2019,-,0.36,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.365,32,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0149
224,1.720,82,-,-,1.730,'3107,FIMA CORPORATION BERHAD,24 Oct 2019,1.730,1.73,1.730,MAIN MARKET,1.730,s,INDUSTRIAL PRODUCTS & SERVICES,1.730,35,05:00PM,160,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3107
225,0.380,"16,710",-,-,0.390,'9318,FITTERS DIVERSIFIED BERHAD,24 Oct 2019,0.390,0.39,0.385,MAIN MARKET,0.390,s,INDUSTRIAL PRODUCTS & SERVICES,0.385,"3,355",05:00PM,"15,340",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9318
226,1.130,75,-0.020,-1.72,1.140,'5197,FOCUS LUMBER BERHAD,24 Oct 2019,1.150,1.16,1.140,MAIN MARKET,1.150,s,INDUSTRIAL PRODUCTS & SERVICES,1.150,305,05:00PM,600,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5197
227,1.560,"1,615",-,-,1.570,'9172,FORMOSA PROSONIC INDUSTRIES BERHAD,24 Oct 2019,1.580,1.57,1.560,MAIN MARKET,1.580,s,CONSUMER PRODUCTS & SERVICES,1.570,"10,975",05:00PM,"2,907",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9172
228,0.480,"14,598",0.005,+1.04,0.485,'5277,FOUNDPAC GROUP BERHAD,24 Oct 2019,0.490,0.48,0.475,MAIN MARKET,0.480,s,INDUSTRIAL PRODUCTS & SERVICES,0.485,"3,236",05:00PM,"120,255",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5277
229,34.480,14,-0.020,-0.06,34.600,'3689,FRASER & NEAVE HOLDINGS BHD,24 Oct 2019,34.620,34.62,34.580,MAIN MARKET,34.600,s,CONSUMER PRODUCTS & SERVICES,34.600,232,05:00PM,"1,499",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3689
230,0.610,832,-0.005,-0.81,0.610,'7210,FREIGHT MANAGEMENT HOLDINGS BERHAD,24 Oct 2019,0.625,0.615,0.610,MAIN MARKET,0.625,s,TRANSPORTATION & LOGISTICS,0.620,50,05:00PM,926,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7210
231,1.880,170,-0.010,-0.53,1.890,'0128,FRONTKEN CORPORATION BERHAD,24 Oct 2019,1.900,1.9,1.870,MAIN MARKET,1.890,s,TECHNOLOGY,1.890,"1,123",05:00PM,"27,732",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0128
232,-,-,-,-,-,'9377,FSBM HOLDINGS BERHAD,24 Oct 2019,-,0.095,-,MAIN MARKET,-,Ss,TECHNOLOGY,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9377
233,3.560,35,0.050,+1.42,3.580,'7184,G3 GLOBAL BERHAD,24 Oct 2019,3.590,3.53,3.500,MAIN MARKET,3.530,s,CONSUMER PRODUCTS & SERVICES,3.580,59,05:00PM,"2,675",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7184
234,1.280,120,-,-,1.290,'5226,GABUNGAN AQRS BERHAD,24 Oct 2019,1.300,1.29,1.280,MAIN MARKET,1.280,s,CONSTRUCTION,1.290,144,05:00PM,"2,519",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5226
235,0.675,"1,300",0.015,+2.27,0.675,'9261,GADANG HOLDINGS BHD,24 Oct 2019,0.685,0.66,0.670,MAIN MARKET,0.675,s,CONSTRUCTION,0.680,483,05:00PM,"21,230",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9261
236,3.640,485,-0.090,-2.40,3.660,'5398,GAMUDA BERHAD,24 Oct 2019,3.740,3.75,3.630,MAIN MARKET,3.740,s,CONSTRUCTION,3.660,"1,005",05:00PM,"20,616",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5398
237,2.810,"7,280",-,-,2.810,'5209,GAS MALAYSIA BERHAD,24 Oct 2019,2.820,2.81,2.810,MAIN MARKET,2.810,s,UTILITIES,2.830,60,05:00PM,"10,878",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5209
238,0.285,779,-,-,0.285,'0078,GD EXPRESS CARRIER BERHAD,24 Oct 2019,0.290,0.285,0.285,MAIN MARKET,0.285,s,TRANSPORTATION & LOGISTICS,0.290,"9,364",05:00PM,"10,334",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0078
239,0.480,50,-,-,0.500,'7197,GE-SHEN CORPORATION BERHAD,24 Oct 2019,0.500,0.5,0.500,MAIN MARKET,0.500,s,INDUSTRIAL PRODUCTS & SERVICES,0.500,7,05:00PM,50,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7197
240,5.700,434,0.060,+1.06,5.710,'3182,GENTING BERHAD,24 Oct 2019,5.720,5.65,5.650,MAIN MARKET,5.660,s,CONSUMER PRODUCTS & SERVICES,5.710,642,05:00PM,"35,449",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3182
241,3.050,"10,708",-,-,3.060,'4715,GENTING MALAYSIA BERHAD,24 Oct 2019,3.070,3.06,3.050,MAIN MARKET,3.060,s,CONSUMER PRODUCTS & SERVICES,3.060,"1,117",05:00PM,"54,865",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4715
242,9.850,82,0.010,+0.10,9.910,'2291,GENTING PLANTATIONS BERHAD,24 Oct 2019,9.910,9.9,9.800,MAIN MARKET,9.900,s,PLANTATION,9.910,"29,461",05:00PM,"1,633",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2291
243,1.040,251,0.010,+0.97,1.040,'3204,GEORGE KENT (MALAYSIA) BERHAD,24 Oct 2019,1.050,1.03,1.020,MAIN MARKET,1.020,s,CONSTRUCTION,1.050,"2,618",05:00PM,"24,608",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3204
244,0.175,"3,243",-0.015,-7.89,0.175,'5079,GETS GLOBAL BERHAD,24 Oct 2019,0.190,0.19,0.175,MAIN MARKET,0.185,s,CONSUMER PRODUCTS & SERVICES,0.180,"2,150",05:00PM,"20,058",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5079
245,1.390,"1,071",-0.010,-0.71,1.390,'0021,GHL SYSTEMS BERHAD,24 Oct 2019,1.410,1.4,1.390,MAIN MARKET,1.410,s,TECHNOLOGY,1.400,"1,575",05:00PM,"2,590",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0021
246,0.195,691,-,-,0.195,'1147,GLOBAL ORIENTAL BERHAD,24 Oct 2019,0.195,0.195,0.195,MAIN MARKET,0.195,s,PROPERTY,0.200,"1,849",05:00PM,509,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1147
247,0.365,"1,753",-0.005,-1.33,0.370,'5220,GLOBALTEC FORMATION BERHAD,24 Oct 2019,0.375,0.375,0.365,MAIN MARKET,0.375,s,INDUSTRIAL PRODUCTS & SERVICES,0.370,12,05:00PM,"15,004",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5220
248,2.220,50,-,-,2.250,'7022,GLOBETRONICS TECHNOLOGY BERHAD,24 Oct 2019,2.260,2.25,2.190,MAIN MARKET,2.260,s,TECHNOLOGY,2.250,"1,949",05:00PM,"19,186",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7022
249,0.365,17,-,-,0.365,'5020,GLOMAC BERHAD,24 Oct 2019,0.370,0.365,0.365,MAIN MARKET,0.365,s,PROPERTY,0.370,"1,144",05:00PM,883,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5020
250,0.400,10,-,-,-,'7382,GOLDEN LAND BERHAD,24 Oct 2019,-,0.41,-,MAIN MARKET,-,s,PLANTATION,0.420,100,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7382
251,0.180,160,-,-,-,'5649,GOLDEN PHAROS BERHAD,24 Oct 2019,-,0.18,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.195,80,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5649
252,0.220,"1,024",-,-,0.220,'7192,GOODWAY INTEGRATED INDUSTRIES BERHAD,24 Oct 2019,0.220,0.22,0.220,MAIN MARKET,0.220,s,INDUSTRIAL PRODUCTS & SERVICES,0.225,"2,808",05:00PM,"3,305",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7192
253,0.670,3,-,-,-,'2135,GOPENG BERHAD,24 Oct 2019,-,0.685,-,MAIN MARKET,-,s,PLANTATION,0.685,195,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2135
254,0.110,"1,600",0.005,+4.76,0.110,'7096,GPA HOLDINGS BERHAD,24 Oct 2019,0.110,0.105,0.110,MAIN MARKET,0.110,s,INDUSTRIAL PRODUCTS & SERVICES,0.115,"3,775",05:00PM,"1,200",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7096
255,0.475,300,-,-,0.480,'5592,GRAND CENTRAL ENTERPRISES BHD,24 Oct 2019,0.480,0.48,0.480,MAIN MARKET,0.480,s,CONSUMER PRODUCTS & SERVICES,0.500,580,05:00PM,300,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5592
256,0.460,100,-,-,-,'7010,GRAND HOOVER BERHAD,24 Oct 2019,-,0.5,-,MAIN MARKET,-,s,PROPERTY,0.500,96,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7010
257,0.265,"2,795",-,-,0.270,'0056,GRAND-FLO BERHAD,24 Oct 2019,0.270,0.27,0.265,MAIN MARKET,0.270,s,TECHNOLOGY,0.270,299,05:00PM,"2,650",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0056
258,0.730,481,-,-,0.735,'0082,GREEN PACKET BERHAD,24 Oct 2019,0.735,0.735,0.720,MAIN MARKET,0.730,s,TELECOMMUNICATIONS & MEDIA,0.735,"2,890",05:00PM,"24,509",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0082
259,0.120,"12,260",-,-,0.125,'0136,GREENYIELD BERHAD,24 Oct 2019,0.125,0.125,0.120,MAIN MARKET,0.120,s,CONSUMER PRODUCTS & SERVICES,0.125,"1,939",05:00PM,"7,326",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0136
260,0.265,8,-0.035,-11.67,0.265,'9962,GROMUTUAL BERHAD,24 Oct 2019,0.265,0.3,0.265,MAIN MARKET,0.265,s,PROPERTY,0.275,48,05:00PM,288,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9962
261,0.175,27,0.005,+2.94,0.175,'7077,GSB GROUP BERHAD,24 Oct 2019,0.175,0.17,0.175,MAIN MARKET,0.175,s,PROPERTY,0.180,"2,875",05:00PM,"1,510",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7077
262,4.850,170,0.060,+1.25,4.860,'5102,GUAN CHONG BERHAD,24 Oct 2019,4.930,4.8,4.810,MAIN MARKET,4.860,s,CONSUMER PRODUCTS & SERVICES,4.860,659,05:00PM,"7,746",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5102
263,0.490,29,-0.005,-1.00,0.495,'3247,GUH HOLDINGS BERHAD,24 Oct 2019,0.495,0.5,0.485,MAIN MARKET,0.485,s,INDUSTRIAL PRODUCTS & SERVICES,0.495,186,05:00PM,150,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3247
264,0.295,"1,021",-,-,-,'7676,GUNUNG CAPITAL BERHAD,24 Oct 2019,-,0.32,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,0.310,110,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7676
265,0.655,28,-,-,0.660,'1503,GUOCOLAND (MALAYSIA) BERHAD,24 Oct 2019,0.660,0.66,0.650,MAIN MARKET,0.650,s,PROPERTY,0.660,104,05:00PM,"1,350",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1503
266,2.340,54,-0.010,-0.43,2.340,'7668,HAI-O ENTERPRISE BERHAD,24 Oct 2019,2.360,2.35,2.330,MAIN MARKET,2.340,s,CONSUMER PRODUCTS & SERVICES,2.350,60,05:00PM,518,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7668
267,0.395,"1,166",-,-,0.395,'7253,HANDAL ENERGY BERHAD,24 Oct 2019,0.405,0.395,0.395,MAIN MARKET,0.405,s,ENERGY,0.400,"1,053",05:00PM,"7,767",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7253
268,9.900,25,-,-,9.940,'3034,HAP SENG CONSOLIDATED BERHAD,24 Oct 2019,9.950,9.94,9.860,MAIN MARKET,9.940,s,INDUSTRIAL PRODUCTS & SERVICES,9.950,278,05:00PM,"3,029",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3034
269,1.430,162,-0.020,-1.38,1.430,'5138,HAP SENG PLANTATIONS HOLDINGS BERHAD,24 Oct 2019,1.430,1.45,1.420,MAIN MARKET,1.420,s,PLANTATION,1.490,159,05:00PM,567,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5138
