Unnamed: 0,Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
180,MAIN MARKET,TRANSPORTATION & LOGISTICS,'5259,-,-,"19,684","6,976",0.395,0.4,"2,920",0.4,0.405,0.41,0.395,s,18-Oct-19,05:00PM,0.4,E.A.TECHNIQUE (M) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5259
181,MAIN MARKET,PROPERTY,'3417,-,-,"6,438","1,237",0.66,0.665,86,0.665,0.665,0.67,0.66,s,18-Oct-19,05:00PM,0.665,EASTERN & ORIENTAL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3417
182,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2097,-0.005,-5.56,200,"6,129",0.08,0.09,"1,188",0.09,0.085,0.085,0.085,s,18-Oct-19,05:00PM,0.085,EASTLAND EQUITY BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2097
183,MAIN MARKET,FINANCIAL SERVICES,'2143,-,-,"3,000",867,0.24,0.26,200,0.245,0.245,0.245,0.245,s,18-Oct-19,05:00PM,0.245,ECM LIBRA FINANCIAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2143
184,MAIN MARKET,PROPERTY,'8206,-,-,"65,370","2,215",0.675,0.68,"1,271",0.68,0.685,0.69,0.67,s,18-Oct-19,05:00PM,0.68,ECO WORLD DEVELOPMENT GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8206
185,MAIN MARKET,PROPERTY,'5283,-0.005,-0.65,"8,330",618,0.755,0.76,641,0.765,0.765,0.765,0.755,s,18-Oct-19,05:00PM,0.76,ECO WORLD INTERNATIONAL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5283
186,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0059,-,-,400,500,0.19,0.2,52,0.185,0.185,0.185,0.185,s,18-Oct-19,05:00PM,0.185,ECOBUILT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0059
187,MAIN MARKET,PROPERTY,'3557,-0.005,-1.45,"2,387",115,0.34,0.345,745,0.345,0.34,0.345,0.34,s,18-Oct-19,05:00PM,0.34,ECOFIRST CONSOLIDATED BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3557
188,MAIN MARKET,CONSTRUCTION,'5253,-0.02,-2.78,"66,080","5,540",0.7,0.71,400,0.72,0.725,0.73,0.7,s,18-Oct-19,05:00PM,0.7,ECONPILE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5253
189,MAIN MARKET,TECHNOLOGY,'5036,0.015,3.49,"10,264",100,0.44,0.445,65,0.43,0.43,0.46,0.425,s,18-Oct-19,05:00PM,0.445,EDARAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5036
190,MAIN MARKET,UTILITIES,'7471,-0.005,-3.57,"2,793","1,792",0.135,0.14,"18,719",0.14,0.135,0.135,0.135,s,18-Oct-19,05:00PM,0.135,EDEN INC. BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7471
191,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0064,-0.005,-2.78,"6,540","1,741",0.17,0.175,"1,300",0.18,0.18,0.18,0.17,s,18-Oct-19,05:00PM,0.175,EFFICIENT E-SOLUTIONS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0064
192,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'8907,-0.01,-2.44,"8,885",648,0.4,0.41,430,0.41,0.415,0.415,0.4,s,18-Oct-19,05:00PM,0.4,EG INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8907
193,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5208,-,-,470,231,1.38,1.4,10,1.38,1.38,1.38,1.38,s,18-Oct-19,05:00PM,1.38,EITA RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5208
194,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7182,0.005,11.11,400,"4,025",0.04,0.05,770,0.045,0.05,0.05,0.05,s,18-Oct-19,05:00PM,0.05,EKA NOODLES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7182
195,MAIN MARKET,CONSTRUCTION,'8877,-0.015,-1.89,"161,095","5,912",0.78,0.785,"1,511",0.795,0.795,0.8,0.78,s,18-Oct-19,05:00PM,0.78,EKOVEST BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8877
196,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9016,-,-,-,143,0.705,0.745,38,0.745,-,-,-,s,18-Oct-19,05:00PM,-,EKSONS CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9016
197,MAIN MARKET,FINANCIAL SERVICES,'5228,-0.01,-0.61,"1,037",676,1.63,1.64,380,1.65,1.64,1.64,1.63,s,18-Oct-19,05:00PM,1.64,ELK-DESA RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5228
198,MAIN MARKET,TECHNOLOGY,'0090,0.015,1.53,"56,683",148,0.995,1,"1,000",0.98,0.98,1.01,0.975,s,18-Oct-19,05:00PM,0.995,ELSOFT RESEARCH BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0090
199,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9091,0.01,6.67,"4,400",211,0.16,0.165,"1,001",0.15,0.155,0.165,0.155,s,18-Oct-19,05:00PM,0.16,EMICO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9091
200,MAIN MARKET,PROPERTY,'6076,-,-,-,64,0.275,0.3,30,0.3,-,-,-,s,18-Oct-19,05:00PM,-,ENCORP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6076
201,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7149,-,-,-,50,0.95,1.03,127,1.03,-,-,-,s,18-Oct-19,05:00PM,-,ENG KAH CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7149
202,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5056,-0.005,-0.87,"4,096",914,0.565,0.57,712,0.575,0.565,0.57,0.565,s,18-Oct-19,05:00PM,0.57,ENGTEX GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5056
203,MAIN MARKET,PROPERTY,'8613,-,-,-,60,1.14,1.2,81,1.2,-,-,-,s,18-Oct-19,05:00PM,-,ENRA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8613
204,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7217,-0.01,-2.82,470,81,0.345,0.355,150,0.355,0.35,0.35,0.345,s,18-Oct-19,05:00PM,0.345,EONMETALL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7217
205,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7773,-,-,-,100,0.325,0.37,58,0.37,-,-,-,s,18-Oct-19,05:00PM,-,EP MANUFACTURING BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7773
206,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5081,-,-,-,"1,000",0.56,0.57,65,0.56,-,-,-,s,18-Oct-19,05:00PM,-,ESTHETICS INTERNATIONAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5081
207,MAIN MARKET,PROPERTY,'6815,-,-,-,100,0.615,0.63,354,0.63,-,-,-,s,18-Oct-19,05:00PM,-,EUPE CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6815
208,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7208,-0.005,-5,140,"3,649",0.09,0.1,873,0.1,0.095,0.095,0.095,s,18-Oct-19,05:00PM,0.095,EURO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7208
209,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7094,-,-,-,200,0.36,0.41,54,0.39,-,-,-,s,18-Oct-19,05:00PM,-,EUROSPAN HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7094
210,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5101,0.01,3.85,"22,991","2,513",0.265,0.27,"2,734",0.26,0.265,0.28,0.265,s,18-Oct-19,05:00PM,0.27,EVERGREEN FIBREBOARD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5101
211,MAIN MARKET,CONSTRUCTION,'5205,0.015,3.85,"21,863","1,593",0.405,0.41,"1,096",0.39,0.39,0.415,0.39,s,18-Oct-19,05:00PM,0.405,EVERSENDAI CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5205
212,MAIN MARKET,PROPERTY,'7249,-0.01,-1.61,"12,673",3,0.61,0.615,227,0.62,0.62,0.62,0.605,s,18-Oct-19,05:00PM,0.61,EWEIN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7249
213,MAIN MARKET,TECHNOLOGY,'0065,-0.01,-1.59,"111,994","1,061",0.62,0.625,"3,526",0.63,0.63,0.635,0.615,s,18-Oct-19,05:00PM,0.62,EXCEL FORCE MSC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0065
214,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2984,-0.01,-0.78,312,39,1.26,1.28,40,1.29,1.29,1.3,1.26,s,18-Oct-19,05:00PM,1.28,FACB INDUSTRIES INCORPORATED BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2984
215,MAIN MARKET,CONSTRUCTION,'7047,-0.005,-1.41,"8,254",971,0.35,0.365,"2,219",0.355,0.36,0.36,0.35,s,18-Oct-19,05:00PM,0.35,FAJARBARU BUILDER GROUP BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7047
216,MAIN MARKET,PLANTATION,'5029,-,-,-,16,2.55,2.67,50,2.65,-,-,-,s,18-Oct-19,05:00PM,-,FAR EAST HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5029
217,MAIN MARKET,PROPERTY,'6041,0.01,2.94,"6,953",22,0.35,0.355,"1,038",0.34,0.345,0.36,0.345,s,18-Oct-19,05:00PM,0.35,FARLIM GROUP (MALAYSIA) BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6041
218,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7229,-,-,620,57,2.69,2.7,"1,044",2.7,2.7,2.7,2.69,s,18-Oct-19,05:00PM,2.7,FAVELLE FAVCO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7229
219,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2755,-,-,7,23,0.61,0.8,54,0.61,0.61,0.61,0.61,s,18-Oct-19,05:00PM,0.61,FCW HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2755
220,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'8605,-,-,515,706,0.35,0.365,54,0.36,0.35,0.36,0.35,s,18-Oct-19,05:00PM,0.36,FEDERAL INTERNATIONAL HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8605
221,MAIN MARKET,PLANTATION,'5222,-0.01,-0.92,"101,417","1,659",1.07,1.08,521,1.09,1.09,1.1,1.06,s,18-Oct-19,05:00PM,1.08,FGV HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5222
222,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6939,-0.02,-3.85,395,"1,105",0.5,0.51,15,0.52,0.5,0.5,0.5,s,18-Oct-19,05:00PM,0.5,FIAMMA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6939
223,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0149,-,-,50,210,0.335,0.36,50,0.34,0.34,0.34,0.34,s,18-Oct-19,05:00PM,0.34,FIBON BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0149
224,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3107,-,-,152,115,1.73,1.75,38,1.74,1.74,1.74,1.74,s,18-Oct-19,05:00PM,1.74,FIMA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3107
225,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9318,-,-,"33,589","14,168",0.38,0.385,"1,742",0.385,0.385,0.395,0.38,s,18-Oct-19,05:00PM,0.385,FITTERS DIVERSIFIED BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9318
226,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5197,0.02,1.74,"2,325",533,1.17,1.19,911,1.15,1.15,1.19,1.15,s,18-Oct-19,05:00PM,1.17,FOCUS LUMBER BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5197
227,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9172,-,-,"3,675",313,1.58,1.6,165,1.58,1.59,1.6,1.57,s,18-Oct-19,05:00PM,1.58,FORMOSA PROSONIC INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9172
228,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5277,0.01,2.15,"115,231","6,902",0.475,0.48,"7,876",0.465,0.47,0.49,0.46,s,18-Oct-19,05:00PM,0.475,FOUNDPAC GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5277
229,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'3689,0.2,0.57,"1,961",32,35.18,35.2,"7,201",35.0,34.8,35.2,34.8,s,18-Oct-19,05:00PM,35.2,FRASER & NEAVE HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3689
230,MAIN MARKET,TRANSPORTATION & LOGISTICS,'7210,-,-,100,354,0.61,0.62,820,0.61,0.61,0.61,0.61,s,18-Oct-19,05:00PM,0.61,FREIGHT MANAGEMENT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7210
231,MAIN MARKET,TECHNOLOGY,'0128,0.1,5.56,"88,639","1,034",1.87,1.9,"3,092",1.8,1.81,1.9,1.81,s,18-Oct-19,05:00PM,1.9,FRONTKEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0128
232,MAIN MARKET,TECHNOLOGY,'9377,-,-,-,-,-,-,-,0.095,-,-,-,Ss,18-Oct-19,05:00PM,-,FSBM HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9377
233,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7184,0.06,1.71,"10,667",37,3.55,3.56,109,3.5,3.53,3.59,3.53,s,18-Oct-19,05:00PM,3.56,G3 GLOBAL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7184
234,MAIN MARKET,CONSTRUCTION,'5226,-,-,"3,629",60,1.28,1.31,50,1.3,1.3,1.3,1.27,s,18-Oct-19,05:00PM,1.3,GABUNGAN AQRS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5226
235,MAIN MARKET,CONSTRUCTION,'9261,-0.02,-2.92,"26,508","2,462",0.665,0.67,440,0.685,0.685,0.685,0.665,s,18-Oct-19,05:00PM,0.665,GADANG HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9261
236,MAIN MARKET,CONSTRUCTION,'5398,-,-,"67,972","1,656",3.77,3.78,680,3.77,3.77,3.77,3.74,s,18-Oct-19,05:00PM,3.77,GAMUDA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5398
237,MAIN MARKET,UTILITIES,'5209,-0.01,-0.35,108,74,2.81,2.86,71,2.82,2.82,2.82,2.81,s,18-Oct-19,05:00PM,2.81,GAS MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5209
238,MAIN MARKET,TRANSPORTATION & LOGISTICS,'0078,-0.005,-1.72,"18,151","8,771",0.285,0.29,"6,197",0.29,0.29,0.295,0.285,s,18-Oct-19,05:00PM,0.285,GD EXPRESS CARRIER BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0078
239,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7197,-,-,-,50,0.47,0.495,20,0.5,-,-,-,s,18-Oct-19,05:00PM,-,GE-SHEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7197
240,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'3182,-0.07,-1.21,"42,338","1,571",5.69,5.7,358,5.77,5.77,5.77,5.68,s,18-Oct-19,05:00PM,5.7,GENTING BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3182
241,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'4715,-0.01,-0.33,"41,244","7,553",3.05,3.06,"1,058",3.06,3.06,3.07,3.04,s,18-Oct-19,05:00PM,3.05,GENTING MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4715
242,MAIN MARKET,PLANTATION,'2291,-0.28,-2.78,"7,367","20,474",9.8,9.96,41,10.08,9.9,10.1,9.8,s,18-Oct-19,05:00PM,9.8,GENTING PLANTATIONS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2291
243,MAIN MARKET,CONSTRUCTION,'3204,-0.02,-1.92,"9,287","4,711",1.02,1.03,"2,088",1.04,1.03,1.04,1.02,s,18-Oct-19,05:00PM,1.02,GEORGE KENT (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3204
244,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5079,0.015,8.82,"62,422","7,265",0.18,0.185,"1,296",0.17,0.17,0.2,0.165,s,18-Oct-19,05:00PM,0.185,GETS GLOBAL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5079
245,MAIN MARKET,TECHNOLOGY,'0021,-,-,"11,482",208,1.39,1.4,48,1.39,1.39,1.4,1.38,s,18-Oct-19,05:00PM,1.39,GHL SYSTEMS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0021
246,MAIN MARKET,PROPERTY,'1147,-,-,40,"1,060",0.19,0.2,"2,145",0.19,0.19,0.19,0.19,s,18-Oct-19,05:00PM,0.19,GLOBAL ORIENTAL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1147
247,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5220,-,-,"5,033",660,0.36,0.37,"1,650",0.37,0.365,0.37,0.36,s,18-Oct-19,05:00PM,0.37,GLOBALTEC FORMATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5220
248,MAIN MARKET,TECHNOLOGY,'7022,0.08,3.77,"107,613","2,566",2.2,2.21,128,2.12,2.13,2.29,2.13,s,18-Oct-19,05:00PM,2.2,GLOBETRONICS TECHNOLOGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7022
249,MAIN MARKET,PROPERTY,'5020,-0.005,-1.37,330,70,0.36,0.365,501,0.365,0.365,0.365,0.36,s,18-Oct-19,05:00PM,0.36,GLOMAC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5020
250,MAIN MARKET,PLANTATION,'7382,-0.025,-5.88,100,160,0.4,0.43,30,0.425,0.4,0.4,0.4,s,18-Oct-19,05:00PM,0.4,GOLDEN LAND BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7382
251,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5649,0.005,2.78,10,70,0.185,0.195,80,0.18,0.185,0.185,0.185,s,18-Oct-19,05:00PM,0.185,GOLDEN PHAROS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5649
252,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7192,-0.01,-4.35,"10,346","2,770",0.215,0.22,144,0.23,0.23,0.23,0.22,s,18-Oct-19,05:00PM,0.22,GOODWAY INTEGRATED INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7192
253,MAIN MARKET,PLANTATION,'2135,-,-,-,1,0.68,0.69,70,0.7,-,-,-,s,18-Oct-19,05:00PM,-,GOPENG BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2135
254,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7096,-,-,-,"1,315",0.1,0.115,200,0.105,-,-,-,s,18-Oct-19,05:00PM,-,GPA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7096
255,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5592,-0.01,-2.04,80,420,0.48,0.505,129,0.49,0.48,0.48,0.48,s,18-Oct-19,05:00PM,0.48,GRAND CENTRAL ENTERPRISES BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5592
256,MAIN MARKET,PROPERTY,'7010,-,-,-,100,0.46,0.57,100,0.53,-,-,-,s,18-Oct-19,05:00PM,-,GRAND HOOVER BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7010
257,MAIN MARKET,TECHNOLOGY,'0056,-0.005,-1.82,456,"4,424",0.27,0.275,988,0.275,0.275,0.275,0.27,s,18-Oct-19,05:00PM,0.27,GRAND-FLO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0056
258,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0082,-0.005,-0.67,"35,688","1,078",0.74,0.745,"2,578",0.75,0.75,0.755,0.735,s,18-Oct-19,05:00PM,0.745,GREEN PACKET BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0082
259,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'0136,-,-,507,"8,105",0.115,0.12,370,0.12,0.115,0.12,0.115,s,18-Oct-19,05:00PM,0.12,GREENYIELD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0136
260,MAIN MARKET,PROPERTY,'9962,-0.005,-1.92,50,30,0.255,0.27,30,0.26,0.255,0.255,0.255,s,18-Oct-19,05:00PM,0.255,GROMUTUAL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9962
261,MAIN MARKET,PROPERTY,'7077,-,-,"1,302",198,0.175,0.18,"3,497",0.175,0.17,0.175,0.17,s,18-Oct-19,05:00PM,0.175,GSB GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7077
262,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5102,0.14,2.93,"13,984",21,4.92,4.93,16,4.78,4.8,4.96,4.8,s,18-Oct-19,05:00PM,4.92,GUAN CHONG BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5102
263,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3247,0.005,1.05,417,697,0.48,0.49,60,0.475,0.475,0.49,0.47,s,18-Oct-19,05:00PM,0.48,GUH HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3247
264,MAIN MARKET,TRANSPORTATION & LOGISTICS,'7676,-0.03,-9.23,333,124,0.295,0.325,711,0.325,0.295,0.295,0.295,s,18-Oct-19,05:00PM,0.295,GUNUNG CAPITAL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7676
265,MAIN MARKET,PROPERTY,'1503,0.005,0.75,310,228,0.655,0.67,244,0.665,0.665,0.67,0.655,s,18-Oct-19,05:00PM,0.67,GUOCOLAND (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1503
266,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7668,-0.02,-0.84,"1,071",188,2.35,2.36,40,2.38,2.39,2.39,2.36,s,18-Oct-19,05:00PM,2.36,HAI-O ENTERPRISE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7668
267,MAIN MARKET,ENERGY,'7253,-0.02,-5,"14,332","1,051",0.38,0.39,374,0.4,0.405,0.41,0.38,s,18-Oct-19,05:00PM,0.38,HANDAL ENERGY BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7253
268,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3034,-0.06,-0.61,"2,164",45,9.84,9.85,1,9.91,9.83,9.94,9.83,s,18-Oct-19,05:00PM,9.85,HAP SENG CONSOLIDATED BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3034
269,MAIN MARKET,PLANTATION,'5138,0.01,0.68,917,100,1.46,1.48,179,1.47,1.48,1.48,1.47,s,18-Oct-19,05:00PM,1.48,HAP SENG PLANTATIONS HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5138
270,MAIN MARKET,TRANSPORTATION & LOGISTICS,'2062,-0.03,-4.76,500,20,0.58,0.605,150,0.63,0.575,0.6,0.57,s,18-Oct-19,05:00PM,0.6,HARBOUR-LINK GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2062
